col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,division
Christina Borst,,,,,,,,,,,,,,,,,0,"1,983","2,148","1,713","1,999","1,596","1,839","1,876","1,889",16,912,"1,159",454,151,4,All
Arielle Cohen,,,,,,,,,,,,,,,,,,1,"1,973","1,807","1,823","1,659","1,936","1,841","1,805",16,926,"1,109",442,138,3,All
Carla Le'Coin,,,,,,,,,,,,,,,,,,,0,"1,702","1,969","1,647","1,854","1,886","1,857",23,850,"1,098",429,142,3,All
Steve Paul,,,,,,,,,,,,,,,,,,,,1,"1,686","2,004","1,682","1,693","1,661",11,880,"1,061",394,128,3,All
Bryan Mercer,,,,,,,,,,,,,,,,,,,,,5,"1,629","1,765","1,837","1,817",11,836,"1,067",411,137,3,All
Paul Prescod,,,,,,,,,,,,,,,,,,,,,,1,"1,617","1,611","1,564",10,776,993,359,123,4,All
Sergio Cea,,,,,,,,,,,,,,,,,,,,,,,2,"1,760","1,709",11,754,980,400,130,4,All
Jack Cahill,,,,,,,,,,,,,,,,,,,,,,,,1,"1,850",8,755,988,385,128,3,All
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,,,0,19,695,918,384,115,3,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,17,8,0,4,All
Amen Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,780,0,0,0,0,All
Roni Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,467,0,0,0,All
Danyl Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188,0,0,All
Van Stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,All
Total,"9,200","9,110","8,968","8,858","8,638","8,637","8,598","8,235","8,098","8,091","7,647","3,638","3,423","3,005","2,981","2,937","2,838","2,810","2,669","2,666","2,619","2,438","2,431","2,414","2,262",256,"5,996","5,407","1,843",662,28,All
