col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,division
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,,3,65,137,77,77,113,68,77,124,57,54,43,111,53,48,74,19,32,34,29,37,20,All
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,,,,,,14,100,64,84,34,99,73,45,43,104,99,48,61,63,37,27,41,38,33,30,27,All
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,,,,,,,,9,39,36,99,82,36,130,38,95,93,105,39,27,19,10,17,22,17,18,21,All
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,3,89,21,72,108,57,65,60,41,35,66,47,66,16,53,30,31,42,23,All
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,30,53,73,35,56,40,22,49,68,57,49,15,43,30,35,31,29,All
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,28,35,89,32,19,26,73,35,18,23,94,18,19,27,34,18,All
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,70,36,44,80,62,19,42,33,44,14,19,28,17,29,27,All
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,45,57,51,56,29,59,50,56,27,48,44,26,50,18,All
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,49,45,33,103,43,32,32,23,19,46,14,15,16,All
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,39,35,29,55,40,24,19,39,29,24,34,12,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,96,14,38,25,37,19,21,40,6,22,19,All
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,19,50,20,33,8,25,25,15,19,13,All
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,36,45,19,8,27,19,24,6,3,All
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,38,32,9,38,25,36,26,19,All
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,29,28,32,22,23,18,9,All
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,20,29,13,26,18,All
Chris Mallios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,14,22,8,6,All
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,12,38,20,15,All
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,11,14,All
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,12,All
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,All
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,All
Total,"1,314",868,"1,110",958,803,770,765,755,675,648,642,612,591,528,523,505,504,502,493,448,436,423,410,378,368,360,328,310,292,287,281,279,249,246,227,221,219,198,173,171,164,144,134,118,83,All
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Commonwealth Court - Democrat,,1
,Deborah Watson Stokes,Lyris Younge,Tracy B Roman,Jon Marshall,Scott Diclaudio,Frances Fattah,Daine Grey Jr,Thomas Martin,Sherman Toppin,Edward William Louden Jr,Jennifer Schultz,Leon Goodman,Kai Scott,Mia Roberts Perez,Lucretia Clemons,Lynne M Summers,Stella Tsai,Ken Powell,Abbe Fletman,Stephanie M Sawyer,Jodi Lobel,Anthony Kyriakakis,Michael Fanning,Rainy Papademetriou,Rania Major,Shanese Johnson,Vincent N Melchiorre,Betsy Wahl,Leon A King Ii,Marissa Brumbach,Wayne M D Bennett,Brian T Ortelere,Chris Mccabe,Franklin A Bennett Iii,James F Berardinelli,Tangie M Boston,Vincent Furlong,Sandjai Weaver,Starr Marshall Cash,Chris Mallios,Joshua Hill,Vince Giusini,William J Ciancaglini,Michael Wojcik,Todd Eagen,1
Deborah Watson Stokes,25,14,13,5,6,11,9,7,13,4,12,6,11,11,7,9,11,3,7,6,4,4,1,3,4,6,6,4,5,2,2,1,2,3,4,3,1,3,3,0,1,0,1,20,15,1
Lyris Younge,,1,17,13,14,10,11,6,10,9,6,8,11,9,6,8,9,6,9,5,3,4,5,4,5,3,7,3,4,2,2,2,4,3,4,4,2,2,1,2,1,0,1,14,14,1
Tracy B Roman,,,1,9,11,8,7,7,6,8,7,8,7,5,3,9,4,6,3,5,1,3,4,2,6,5,3,4,3,1,3,2,0,3,4,4,1,3,1,1,0,0,0,11,10,1
Jon Marshall,,,,0,10,4,6,7,4,7,4,10,5,4,3,3,2,7,3,2,4,4,3,3,3,1,2,2,3,2,4,2,1,1,0,1,2,0,0,0,2,0,1,11,9,1
Scott Diclaudio,,,,,2,4,7,2,2,7,5,10,5,5,2,3,0,7,3,3,0,1,3,1,3,1,1,2,1,0,2,1,1,2,1,1,2,1,0,2,0,0,1,5,14,1
Frances Fattah,,,,,,1,5,7,5,4,4,4,8,7,5,7,5,4,5,4,6,2,3,0,3,4,3,4,2,0,3,0,4,3,2,1,2,3,2,1,0,1,0,11,3,1
Daine Grey Jr,,,,,,,1,7,3,2,6,4,8,6,3,4,4,6,3,4,2,4,5,4,3,4,2,2,4,2,3,3,1,3,2,1,3,1,0,2,1,1,1,5,8,1
Thomas Martin,,,,,,,,0,4,5,3,3,4,3,7,6,3,3,1,2,4,5,4,5,4,4,0,2,4,6,4,2,0,3,3,2,3,1,0,0,1,1,0,10,4,1
Sherman Toppin,,,,,,,,,2,1,4,3,5,5,4,4,6,1,8,1,3,2,0,2,2,2,6,1,3,0,1,0,3,0,3,2,1,0,0,0,1,0,1,9,4,1
Edward William Louden Jr,,,,,,,,,,2,0,10,1,1,1,2,1,4,1,0,2,1,2,0,1,2,0,1,2,0,2,1,0,4,2,2,0,1,0,0,0,1,0,10,5,1
Jennifer Schultz,,,,,,,,,,,0,4,4,4,4,5,4,4,2,4,1,1,1,4,5,4,2,3,0,2,1,1,0,0,2,2,3,1,2,0,1,0,0,7,5,1
Leon Goodman,,,,,,,,,,,,0,3,3,1,1,2,6,2,1,2,1,3,0,2,2,1,2,3,0,3,1,0,3,0,1,1,1,0,0,1,1,1,10,6,1
Kai Scott,,,,,,,,,,,,,0,11,7,6,8,4,5,5,3,3,4,3,2,4,5,2,4,1,2,0,4,2,1,1,1,2,2,2,1,0,0,7,8,1
Mia Roberts Perez,,,,,,,,,,,,,,0,6,5,7,3,6,6,3,0,2,1,2,4,4,2,3,0,1,0,4,1,0,1,0,0,2,2,0,0,1,5,8,1
Lucretia Clemons,,,,,,,,,,,,,,,0,4,6,0,3,2,5,4,2,5,2,3,3,0,1,5,0,0,3,2,1,1,1,1,1,0,1,0,0,6,4,1
Lynne M Summers,,,,,,,,,,,,,,,,0,4,1,2,6,2,1,1,3,4,4,1,1,2,1,2,1,0,1,2,4,2,1,3,0,0,0,0,4,6,1
Stella Tsai,,,,,,,,,,,,,,,,,0,1,5,2,3,1,1,2,5,5,6,1,3,0,1,0,3,1,1,2,1,1,1,0,0,0,0,8,4,1
Ken Powell,,,,,,,,,,,,,,,,,,0,3,4,2,2,4,0,2,2,2,2,0,0,2,1,1,1,0,0,0,1,0,2,1,1,0,5,5,1
Abbe Fletman,,,,,,,,,,,,,,,,,,,0,3,3,1,2,0,1,1,6,1,1,0,0,0,4,0,1,2,0,0,0,2,1,0,1,6,4,1
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,,0,2,1,3,1,1,3,2,2,1,1,0,1,1,0,0,2,0,0,3,2,1,1,0,2,4,1
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,0,3,3,2,1,2,3,0,0,2,1,0,2,1,0,0,0,0,0,0,2,1,0,7,0,1
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,0,2,3,0,1,2,1,2,3,0,1,0,2,2,0,0,2,0,0,2,0,0,5,1,1
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,1,1,0,3,2,2,1,2,0,2,0,1,0,2,1,1,0,4,2,1
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,0,1,3,1,1,0,0,2,1,3,0,1,0,1,0,0,3,3,1
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,2,1,0,3,1,0,1,1,2,2,1,0,0,0,0,0,5,3,1
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,2,0,0,2,1,2,0,0,2,0,0,1,0,5,2,1
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,3,0,1,1,0,0,0,1,1,0,0,6,1,1
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,1,0,0,1,1,0,0,2,1,0,0,1,1,3,1,1
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,2,2,0,1,1,0,0,0,1,1,3,3,1
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,0,1
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,2,0,1,1,0,0,0,0,1,0,5,1,1
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,2,1,0,0,0,0,0,0,2,0,1
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,3,1,1
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,2,0,0,0,1,0,3,2,1
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,1,0,0,0,0,0,3,2,1
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,2,2,1
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,2,1
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2,1,1
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1
Chris Mallios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,1
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,1
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1
Michael Wojcik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
Todd Eagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
Total,71,35,26,22,22,21,19,19,18,17,17,17,16,14,13,13,13,11,10,10,9,8,8,8,8,8,8,7,7,7,6,5,5,5,5,5,5,3,3,2,2,2,2,40,30,1
,Judge Of The Commonwealth Court - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,Michael Wojcik,Todd Eagen,Lyris Younge,Frances Fattah,Tracy B Roman,Deborah Watson Stokes,Ken Powell,Leon Goodman,Scott Diclaudio,Jon Marshall,Kai Scott,Lucretia Clemons,Edward William Louden Jr,Lynne M Summers,Mia Roberts Perez,Daine Grey Jr,Stephanie M Sawyer,Stella Tsai,Thomas Martin,Jodi Lobel,Leon A King Ii,Abbe Fletman,Chris Mccabe,Vincent N Melchiorre,Shanese Johnson,Sandjai Weaver,Sherman Toppin,Vincent Furlong,Betsy Wahl,Michael Fanning,Anthony Kyriakakis,Jennifer Schultz,Rainy Papademetriou,Rania Major,James F Berardinelli,Marissa Brumbach,Tangie M Boston,Chris Mallios,Joshua Hill,Wayne M D Bennett,Brian T Ortelere,Franklin A Bennett Iii,Starr Marshall Cash,Vince Giusini,William J Ciancaglini,2
Michael Wojcik,6,0,19,12,12,16,12,9,10,9,12,12,10,4,9,6,6,10,4,10,2,9,10,8,1,2,8,6,3,3,4,4,2,2,4,2,1,3,2,1,1,1,0,2,2,2
Todd Eagen,,1,9,13,13,10,11,10,9,7,6,4,3,9,6,5,7,2,5,0,9,1,1,3,7,6,1,3,5,1,0,3,1,5,1,0,3,1,3,3,1,1,3,1,1,2
Lyris Younge,,,1,12,14,15,14,11,12,11,10,9,10,5,8,6,5,9,3,6,3,8,7,6,4,3,6,3,4,3,1,5,1,1,2,0,2,3,0,2,2,2,1,0,2,2
Frances Fattah,,,,4,7,15,6,7,3,3,10,8,2,7,10,3,8,7,7,5,8,6,6,8,6,7,7,5,6,2,0,2,1,6,2,0,4,2,2,2,1,1,2,1,2,2
Tracy B Roman,,,,,0,8,14,13,12,9,8,3,10,6,4,7,8,3,4,1,5,3,2,2,4,5,2,5,3,2,2,4,1,4,4,0,2,3,2,1,1,0,2,1,2,2
Deborah Watson Stokes,,,,,,0,6,7,2,3,15,13,4,10,11,7,10,11,4,9,9,9,11,8,6,5,9,6,4,1,3,6,1,4,3,0,2,1,2,5,0,3,3,1,2,2
Ken Powell,,,,,,,0,11,14,11,6,3,8,5,4,7,3,0,3,1,5,2,0,2,3,4,1,4,2,3,0,1,1,2,1,0,0,2,2,2,2,0,0,1,1,2
Leon Goodman,,,,,,,,2,9,11,4,2,8,5,5,5,5,0,4,0,5,1,2,2,6,2,2,2,3,0,1,1,2,3,3,0,2,1,2,1,1,0,1,1,2,2
Scott Diclaudio,,,,,,,,,2,10,4,0,9,1,4,5,2,1,2,0,1,3,1,2,1,1,2,1,1,3,1,2,1,0,2,1,0,3,3,0,2,0,0,2,1,2
Jon Marshall,,,,,,,,,,1,0,6,7,2,0,3,1,0,6,3,2,0,0,0,2,1,1,1,2,5,4,2,6,0,1,5,1,0,2,1,2,1,0,0,1,2
Kai Scott,,,,,,,,,,,0,9,4,6,12,8,10,7,4,6,7,7,7,7,2,5,5,5,2,3,1,3,0,4,3,1,1,3,1,4,0,2,3,3,0,2
Lucretia Clemons,,,,,,,,,,,,0,1,5,8,4,3,9,5,11,2,7,9,7,3,0,6,3,2,4,5,2,5,2,1,5,0,0,1,1,0,1,1,1,0,2
Edward William Louden Jr,,,,,,,,,,,,,2,2,1,5,2,2,2,1,3,1,1,0,1,2,2,2,2,0,1,2,1,0,3,1,1,1,2,2,2,0,0,1,1,2
Lynne M Summers,,,,,,,,,,,,,,1,4,8,8,3,3,1,6,1,3,1,4,3,1,6,4,1,1,3,1,4,1,0,4,2,2,2,1,1,3,1,0,2
Mia Roberts Perez,,,,,,,,,,,,,,,0,5,6,7,3,6,3,9,8,9,4,2,6,0,3,2,1,0,1,2,0,1,1,4,1,1,0,0,1,3,0,2
Daine Grey Jr,,,,,,,,,,,,,,,,0,7,4,2,1,5,2,1,2,3,2,1,3,3,3,1,2,2,1,2,1,2,4,3,3,2,1,1,2,0,2
Stephanie M Sawyer,,,,,,,,,,,,,,,,,0,3,4,0,7,1,2,2,4,6,1,5,5,1,1,4,1,5,3,1,3,3,1,3,0,3,3,2,0,2
Stella Tsai,,,,,,,,,,,,,,,,,,0,0,8,1,8,8,7,2,1,7,1,2,0,2,3,0,1,2,0,2,1,1,1,0,1,1,0,1,2
Thomas Martin,,,,,,,,,,,,,,,,,,,0,3,3,1,1,1,3,3,0,3,4,6,4,0,5,2,2,6,1,2,3,0,1,0,0,1,1,2
Jodi Lobel,,,,,,,,,,,,,,,,,,,,0,1,7,7,7,0,0,6,1,0,3,4,1,3,0,0,3,0,0,0,1,0,0,0,0,1,2
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,0,0,0,3,3,6,1,5,4,0,0,2,1,3,3,0,3,0,2,5,0,2,2,1,1,2
Abbe Fletman,,,,,,,,,,,,,,,,,,,,,,0,9,8,1,0,7,0,1,2,1,1,0,0,1,0,0,3,1,0,0,0,0,0,0,2
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,0,7,1,0,7,1,1,0,2,2,0,1,2,0,0,1,1,0,0,1,0,1,0,2
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,7,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,2
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,3,0,0,1,1,2,1,0,1,1,2,0,0,0,1,0,2,2
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,4,4,0,0,2,0,3,1,0,2,1,0,2,0,1,1,1,0,2
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,2
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,1,0,2,0,3,2,0,1,1,1,1,0,1,1,0,0,2
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,1,1,2,3,2,1,0,1,0,1,0,2
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,4,0,0,4,0,2,1,0,1,0,0,0,0,2
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,4,0,1,4,0,0,1,0,0,0,0,1,1,2
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,0,1,0,1,1,1,2,2,0,1,2
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,5,0,0,0,0,1,0,0,0,0,2
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,3,1,1,1,0,1,2,0,1,2
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,2,1,1,2,0,0,1,2
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,1,0,2
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,0,1,1,0,1,2
Chris Mallios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1,0,2
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,1,2
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,0,0,2
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,46,33,34,29,28,27,26,23,23,22,20,20,17,16,16,15,15,14,13,12,12,11,11,11,10,9,9,9,8,8,7,7,7,7,6,6,6,5,5,5,3,3,3,3,3,2
,Judge Of The Commonwealth Court - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
,Michael Wojcik,Todd Eagen,Lyris Younge,Deborah Watson Stokes,Frances Fattah,Lucretia Clemons,Tracy B Roman,Kai Scott,Leon Goodman,Ken Powell,Abbe Fletman,Jodi Lobel,Mia Roberts Perez,Jon Marshall,Sherman Toppin,Chris Mccabe,Stella Tsai,Stephanie M Sawyer,Daine Grey Jr,Lynne M Summers,Jennifer Schultz,Vincent N Melchiorre,Edward William Louden Jr,James F Berardinelli,Leon A King Ii,Rainy Papademetriou,Scott Diclaudio,Thomas Martin,Anthony Kyriakakis,Shanese Johnson,Vincent Furlong,Rania Major,Wayne M D Bennett,Sandjai Weaver,Joshua Hill,Brian T Ortelere,Marissa Brumbach,Michael Fanning,Betsy Wahl,Vince Giusini,Tangie M Boston,William J Ciancaglini,Chris Mallios,Starr Marshall Cash,Franklin A Bennett Iii,3
Michael Wojcik,5,0,32,35,35,25,16,25,17,13,23,20,21,12,23,20,23,10,9,13,12,17,5,12,9,6,6,6,7,5,7,8,6,6,8,5,4,5,4,4,3,5,3,0,4,3
Todd Eagen,,1,18,11,9,10,15,8,10,15,6,5,7,9,3,4,2,8,12,6,7,3,10,5,6,7,11,7,3,6,5,4,5,1,2,3,4,3,2,4,1,1,2,4,0,3
Lyris Younge,,,1,30,34,27,18,27,15,24,28,19,25,15,24,20,22,7,13,10,13,18,14,10,9,5,10,3,1,10,7,6,4,2,4,6,3,4,3,5,1,2,3,3,2,3
Deborah Watson Stokes,,,,2,32,28,12,25,12,11,18,24,20,8,21,23,21,13,6,13,8,17,2,7,8,9,3,8,6,8,5,8,4,6,6,2,6,4,2,2,2,5,2,2,3,3
Frances Fattah,,,,,2,26,12,25,16,14,23,19,22,10,20,21,20,11,6,13,9,16,4,11,9,2,3,7,3,9,3,8,4,7,9,5,2,2,2,3,4,3,2,1,2,3
