col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,col_57,col_58,col_59,col_60,division
Allan Domb,,,,,,,,,0,4,3,2,0,1,1,1,5,4,4,5,4,2,5,4,4,4,1,1,3,4,3,3,3,4,3,4,1,3,0,2,3,2,3,3,2,1,2,1,1,0,0,3,0,0,0,0,0,0,0,1
Derek S Green,,,,,,,,,,0,2,0,1,1,1,0,7,8,4,4,5,6,6,3,4,1,4,5,3,4,5,4,4,3,2,0,1,2,0,0,3,1,4,1,2,2,3,1,0,2,2,1,0,1,2,0,1,1,0,1
Jenne Ayers,,,,,,,,,,,0,0,2,3,0,1,5,6,4,6,8,6,6,4,4,1,6,5,3,1,0,2,2,1,6,1,2,2,0,0,2,2,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1
Frank Rizzo,,,,,,,,,,,,0,0,1,1,2,3,3,3,4,2,2,0,4,2,4,0,1,2,3,2,1,0,1,1,3,2,1,0,3,1,0,0,3,3,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1
Carla M Cain,,,,,,,,,,,,,0,0,0,1,1,2,1,3,3,0,1,1,2,2,2,1,2,0,0,4,2,1,3,0,3,2,0,0,2,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1
Wilson Alexander,,,,,,,,,,,,,,0,0,1,1,1,0,2,1,2,2,1,0,1,1,1,1,2,0,0,0,0,3,0,0,0,0,0,2,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
Ed Neilson,,,,,,,,,,,,,,,0,0,3,3,3,3,2,2,1,2,3,0,1,1,0,2,2,2,0,1,0,1,1,2,2,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Marnie Aument Loughrey,,,,,,,,,,,,,,,,0,0,0,0,2,2,1,0,3,1,3,1,0,3,1,0,1,1,1,2,1,2,1,0,1,2,0,0,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
Abbe Fletman,,,,,,,,,,,,,,,,,0,41,32,27,27,28,20,14,13,15,16,17,8,9,13,8,4,4,1,8,5,6,8,7,1,1,3,3,2,3,1,1,1,2,1,1,0,1,1,2,1,0,0,1
Kai Scott,,,,,,,,,,,,,,,,,,0,30,26,25,28,19,13,12,14,17,15,9,10,12,10,3,4,3,7,5,6,8,7,1,1,4,2,3,3,1,2,1,2,2,1,0,2,2,2,1,0,0,1
Chris Mallios,,,,,,,,,,,,,,,,,,,0,20,17,17,9,15,13,11,9,8,6,8,10,8,3,2,2,8,4,6,6,7,0,1,3,3,2,1,0,1,1,0,0,1,0,1,0,2,0,0,0,1
Mia Roberts Perez,,,,,,,,,,,,,,,,,,,,0,23,21,19,10,13,11,14,13,9,9,10,9,5,5,3,5,6,4,6,6,4,3,2,3,3,0,0,0,1,0,0,2,1,1,0,2,1,0,0,1
Stella Tsai,,,,,,,,,,,,,,,,,,,,,0,20,17,11,15,10,17,16,12,2,8,7,6,4,4,8,6,4,6,4,2,2,2,2,1,1,0,1,2,0,1,0,1,1,0,0,1,0,0,1
Ken Powell,,,,,,,,,,,,,,,,,,,,,,0,18,7,10,7,16,15,7,9,9,6,2,2,3,3,1,1,6,4,2,1,2,1,3,3,1,1,0,3,1,0,1,1,1,2,1,0,0,1
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,0,3,7,5,12,12,5,5,6,4,4,3,3,2,2,0,3,1,3,5,1,1,0,2,1,1,2,1,0,2,1,0,1,0,1,0,0,1
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,0,8,10,5,4,9,4,4,3,3,5,5,4,6,8,1,2,3,0,2,2,5,2,2,1,1,1,0,0,1,0,0,2,0,0,0,1
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,,,,,,,0,6,4,5,9,5,8,7,3,6,4,6,4,5,5,6,2,2,3,1,2,0,2,0,1,0,0,0,1,0,0,0,1,0,0,1
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,11,6,7,6,4,6,3,6,7,6,4,4,4,2,3,4,3,4,1,0,2,2,0,2,1,1,1,1,0,0,0,1
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,5,1,2,3,4,1,3,0,2,3,2,0,3,0,0,0,0,2,0,0,1,1,1,0,0,0,0,0,1,0,0,1
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,1,1,2,0,2,2,2,2,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,2,0,0,1
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,5,6,5,5,6,3,3,4,3,1,5,1,2,2,2,3,1,1,2,1,0,1,1,1,1,0,0,0,0,1
Daine Grey Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,9,2,2,4,2,1,1,4,5,5,4,3,3,3,3,2,1,1,2,0,3,1,0,2,2,0,0,0,1
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,1,4,1,3,1,2,6,4,1,0,3,3,2,1,3,0,0,1,0,1,0,0,1,1,0,0,0,1
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,2,5,3,3,3,4,5,4,3,4,2,2,1,1,1,2,0,1,2,1,1,1,1,1,0,0,1
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,3,2,1,0,5,4,1,1,0,3,0,0,2,1,2,2,0,0,0,0,1,0,0,1
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,4,5,2,1,3,1,3,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1
Tracy B Roman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,3,0,0,5,3,2,1,2,2,1,0,2,1,1,1,2,1,0,0,1,0,0,1
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,1,5,0,1,3,3,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,2,2,2,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,3,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,2,1,3,1,0,1,2,1,2,1,0,0,0,1,0,0,1
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,1,0,0,2,0,1,2,1,0,0,0,1,0,0,1
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,2,0,0,0,1,1,0,2,0,0,0,0,0,1
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,0,0,1,0,2,1,0,0,0,0,0,0,1
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,1,1,0,1,1,0,2,0,0,0,1
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,2,3,1,1,1,0,1,0,1,0,0,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,1
Lyris Younge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,1
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,1,0,0,1
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,0,1,0,0,1
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,1,0,0,1
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,1
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Scott Diclaudio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,63,38,26,22,19,18,17,15,14,14,12,6,5,5,4,4,47,44,38,37,34,30,25,21,21,20,19,18,16,16,15,15,11,11,11,10,10,10,9,9,8,7,7,6,6,5,3,3,3,3,3,3,2,2,2,2,2,1,0,1
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,2
,Ken Powell,Lyris Younge,Tracy B Roman,Scott Diclaudio,Kai Scott,Leon Goodman,Mia Roberts Perez,Daine Grey Jr,Frances Fattah,Chris Mallios,Jon Marshall,Abbe Fletman,Michael Fanning,Stephanie M Sawyer,Vincent N Melchiorre,Edward William Louden Jr,Leon A King Ii,Rainy Papademetriou,Shanese Johnson,Thomas Martin,Vincent Furlong,Jennifer Schultz,Lucretia Clemons,Rania Major,Brian T Ortelere,Lynne M Summers,Anthony Kyriakakis,Stella Tsai,Deborah Watson Stokes,Marissa Brumbach,James F Berardinelli,Betsy Wahl,Chris Mccabe,Jodi Lobel,Sandjai Weaver,Tangie M Boston,Wayne M D Bennett,Joshua Hill,Sherman Toppin,Starr Marshall Cash,Franklin A Bennett Iii,Vince Giusini,William J Ciancaglini,Blondell Reynolds Brown,Helen Gym,Derek S Green,Jenne Ayers,W Wilson Goode Jr,Isaiah Thomas,Sherrie Cohen,William K Greenlee,Allan Domb,Wilson Alexander,Ed Neilson,Paul Steinke,Thomas Wyatt,Frank Rizzo,Carla M Cain,Marnie Aument Loughrey,2
Ken Powell,0,26,22,23,13,12,11,13,5,9,11,8,8,10,9,10,7,6,5,2,6,5,2,4,6,2,2,2,1,1,3,3,2,1,1,2,0,0,2,2,2,1,1,12,7,10,10,10,10,10,8,6,10,6,1,4,2,2,0,2
Lyris Younge,,0,25,23,11,9,12,13,6,6,8,9,9,9,8,8,5,5,5,3,3,7,4,5,5,4,2,3,1,2,5,2,1,2,3,1,1,0,1,2,2,1,0,10,9,9,8,12,10,12,7,6,8,7,1,3,0,3,2,2
Tracy B Roman,,,1,22,11,9,12,12,8,8,9,8,9,8,9,6,4,5,4,5,3,5,3,5,3,6,2,4,4,2,4,2,3,1,3,0,3,0,1,1,0,1,0,13,7,8,7,14,7,13,7,4,9,7,1,2,2,3,2,2
Scott Diclaudio,,,,0,8,12,9,9,4,6,12,7,7,7,7,8,1,3,3,4,5,3,1,2,4,4,0,2,2,1,5,1,2,0,2,1,2,2,1,0,0,2,0,10,3,9,9,11,4,9,6,3,9,7,1,2,2,2,2,2
Kai Scott,,,,,0,3,14,9,8,12,3,10,9,9,9,0,7,4,4,3,4,3,3,3,3,1,2,3,2,2,1,1,2,1,1,2,1,1,0,1,2,0,0,14,11,4,5,10,9,9,12,4,4,7,5,2,1,1,0,2
Leon Goodman,,,,,,0,2,7,4,1,9,1,1,2,1,9,3,3,4,1,6,3,1,3,4,3,1,3,2,0,3,0,0,0,1,2,3,2,0,0,0,1,0,7,4,10,11,5,5,4,3,2,9,2,0,4,1,1,0,2
Mia Roberts Perez,,,,,,,0,7,9,10,2,8,8,9,10,0,3,3,4,1,2,3,3,4,1,4,1,4,2,2,0,2,2,0,2,2,1,2,0,0,1,0,0,12,11,2,2,10,7,10,10,3,2,6,3,2,1,1,1,2
Daine Grey Jr,,,,,,,,0,5,7,4,8,8,10,7,4,5,4,3,3,6,4,3,3,4,4,2,2,1,0,3,1,0,2,1,1,2,0,0,2,1,0,0,11,5,9,5,9,8,9,9,3,5,7,1,2,1,1,0,2
Frances Fattah,,,,,,,,,0,2,1,1,3,5,5,0,5,2,8,3,4,3,2,6,0,3,0,4,4,2,0,2,4,0,3,3,1,1,1,0,1,0,1,13,8,4,6,10,8,5,5,4,3,2,0,0,3,2,1,2
Chris Mallios,,,,,,,,,,0,2,9,8,9,10,0,2,3,1,1,0,1,3,2,1,1,3,2,1,0,0,2,1,1,0,0,1,0,1,0,0,0,1,8,10,2,1,5,4,7,8,1,1,6,4,1,1,0,0,2
Jon Marshall,,,,,,,,,,,0,1,3,2,2,7,0,5,0,3,3,3,1,0,4,1,2,0,1,2,3,0,1,2,0,0,0,1,1,0,0,1,0,1,2,9,7,3,4,2,2,4,8,3,0,2,1,1,0,2
Abbe Fletman,,,,,,,,,,,,0,5,5,5,2,2,2,1,1,2,0,1,1,2,2,1,1,0,0,2,2,0,1,0,0,1,0,0,1,0,1,0,6,7,2,0,6,4,7,8,2,1,5,5,2,0,1,1,2
Michael Fanning,,,,,,,,,,,,,0,10,9,0,2,2,3,5,1,1,2,0,0,0,2,0,0,1,2,0,0,2,2,1,1,0,0,1,1,1,0,7,3,4,2,7,4,6,8,4,0,7,0,0,0,0,1,2
Stephanie M Sawyer,,,,,,,,,,,,,,0,11,0,3,1,4,2,2,1,2,2,0,0,1,1,0,0,0,1,1,1,1,2,0,1,1,1,1,0,1,9,4,3,3,7,5,7,8,2,0,8,0,0,1,0,0,2
Vincent N Melchiorre,,,,,,,,,,,,,,,0,0,2,2,3,1,1,1,1,3,0,0,1,2,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,8,5,2,1,7,3,9,8,2,0,8,0,0,1,0,0,2
Edward William Louden Jr,,,,,,,,,,,,,,,,0,2,2,1,1,4,2,0,1,3,1,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,1,0,1,3,6,8,3,3,2,1,2,6,0,0,3,1,1,0,2
Leon A King Ii,,,,,,,,,,,,,,,,,0,4,6,3,3,2,3,5,3,3,3,4,0,1,0,3,1,2,1,1,2,1,2,2,1,0,1,6,7,5,7,3,6,2,5,4,2,0,0,2,3,1,0,2
Rainy Papademetriou,,,,,,,,,,,,,,,,,,0,1,4,1,4,5,3,5,1,7,4,2,4,2,1,1,3,0,0,1,0,1,0,0,0,0,3,6,7,1,3,3,3,3,6,5,3,0,2,1,2,0,2
Shanese Johnson,,,,,,,,,,,,,,,,,,,0,4,3,2,2,6,0,2,0,4,1,1,1,1,1,0,2,3,2,1,1,1,2,1,1,7,5,4,7,5,7,3,2,6,2,1,0,0,3,0,1,2
Thomas Martin,,,,,,,,,,,,,,,,,,,,0,2,1,3,1,0,1,3,1,2,3,2,0,2,2,1,0,2,0,0,1,1,1,0,5,3,5,3,5,2,1,2,6,2,3,0,0,3,1,1,2
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,0,2,0,1,3,1,0,1,1,0,2,0,1,0,1,2,0,1,0,0,0,1,0,6,1,4,4,6,3,3,4,2,3,2,1,2,1,2,0,2
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,,,0,4,3,5,2,3,2,1,2,2,1,1,2,2,1,0,0,1,0,1,0,0,3,5,4,2,4,4,2,1,3,4,2,0,2,0,2,1,2
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,0,3,2,3,5,4,2,4,0,2,1,2,2,0,1,0,0,1,1,0,0,4,8,3,3,3,3,3,2,2,1,2,0,0,0,1,1,2
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,0,1,4,2,6,1,2,0,2,1,2,1,2,2,1,1,1,1,0,1,5,7,3,3,3,5,5,2,2,3,1,0,0,2,0,0,2
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,2,0,1,3,1,0,1,0,0,0,1,2,0,0,0,0,1,2,5,2,2,2,1,1,2,4,1,0,3,0,2,0,2
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,2,1,0,2,1,1,2,0,3,2,1,1,0,0,0,5,5,3,4,4,2,4,3,0,2,0,1,1,1,1,1,2
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,3,0,1,0,3,0,0,1,0,1,0,0,0,0,2,5,4,0,1,1,2,3,3,2,3,0,1,0,1,0,2
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,0,1,0,1,1,1,2,1,0,0,0,0,0,3,5,3,2,2,2,4,2,1,2,1,0,0,1,0,0,2
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,3,0,1,0,1,0,0,0,0,0,0,5,2,1,1,4,1,1,0,2,2,0,0,0,1,2,1,2
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,2,1,0,0,0,0,0,0,0,0,2,4,1,2,3,3,2,1,2,1,2,0,0,1,0,0,2
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,3,1,3,2,1,0,2,3,1,0,1,0,1,1,2
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,1,0,0,0,1,1,0,0,1,2,4,0,1,2,2,1,2,0,0,0,0,0,1,1,1,2
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,1,4,2,0,1,3,1,0,0,1,1,0,0,0,2,2,1,2
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,3,2,0,1,2,1,3,2,0,2,0,0,0,0,0,2
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,2,2,0,2,4,2,1,1,0,0,0,0,0,0,1,1,2
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,3,1,0,1,3,2,1,2,1,1,1,0,0,0,0,0,2
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,3,2,3,2,0,0,1,1,1,2,0,0,1,1,0,1,2
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,2,1,1,2,1,0,1,2,0,0,1,0,1,0,0,0,2
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,1,2,2,0,1,0,0,1,1,0,0,1,1,1,0,2
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,1,1,1,1,2,1,1,2,0,0,0,0,0,0,0,2
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,1,1,1,0,2,0,0,2,1,0,0,0,0,0,0,2
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,1,2
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2
Blondell Reynolds Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,6,7,15,7,11,12,4,4,8,2,2,3,2,1,2
Helen Gym,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,9,6,12,9,7,5,3,3,5,4,3,1,1,2
Derek S Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,1,7,2,4,8,10,2,1,3,1,2,1,2
Jenne Ayers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,10,3,5,4,7,0,2,3,4,0,0,2
W Wilson Goode Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,13,11,3,3,9,1,0,2,2,1,2
Isaiah Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,5,5,4,3,3,2,1,0,0,2
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,2,2,10,2,1,0,0,0,2
William K Greenlee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,9,3,2,0,0,0,2
Allan Domb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,2,0,2,2,2,1,2
Wilson Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,2,2,0,2
Ed Neilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2
Paul Steinke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,0,2
Thomas Wyatt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,0,2
Frank Rizzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2
Carla M Cain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,34,33,32,30,24,20,20,19,18,16,15,14,14,14,13,12,12,11,11,10,10,9,9,9,8,8,7,7,6,6,5,4,4,4,4,4,4,3,3,3,2,2,1,28,27,26,23,23,20,19,19,15,15,12,8,7,5,4,2,2
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
