col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,division
Lynne M Summers,,,,,,,,,,,,,,,,,4,60,92,92,66,160,92,157,91,77,60,46,72,69,71,78,65,88,91,55,84,84,73,67,50,54,55,58,34,32,46,34,27,22,21,All
Abbe Fletman,,,,,,,,,,,,,,,,,,1,104,169,154,46,113,46,125,128,140,133,67,63,50,67,58,74,63,41,45,45,40,63,34,38,42,30,42,29,24,27,17,10,8,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,6,108,64,66,75,45,56,76,63,114,99,90,77,86,101,63,51,71,49,51,63,44,76,47,27,29,35,36,17,27,25,13,14,All
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,,4,140,83,114,91,86,91,95,147,85,57,60,45,63,35,57,53,53,36,32,49,40,37,36,25,29,27,10,20,9,12,14,All
Lyris Younge,,,,,,,,,,,,,,,,,,,,,4,38,109,47,119,110,130,123,58,80,89,62,55,68,47,86,49,45,41,42,27,31,34,42,26,20,20,23,14,20,15,All
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,2,76,189,57,47,51,38,57,56,56,50,45,38,43,38,30,40,39,33,31,26,24,33,30,18,29,20,21,14,10,All
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,0,51,80,59,92,106,43,70,75,62,69,57,45,48,46,35,67,33,46,36,33,33,32,32,27,34,29,16,12,All
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,2,64,49,54,45,34,49,42,23,28,42,47,37,32,32,41,47,19,28,32,26,35,33,29,21,23,15,21,All
Mia Roberts Perez,,,,,,,,,,,,,,,,,,,,,,,,,9,89,105,55,59,43,31,70,49,106,82,30,62,67,36,74,33,43,56,50,32,40,25,27,13,26,14,All
Daine Grey Jr,,,,,,,,,,,,,,,,,,,,,,,,,,3,99,75,55,84,76,53,46,89,49,64,40,49,45,53,23,36,29,36,39,37,36,28,24,21,21,All
Kai Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,3,61,72,53,34,64,55,80,62,29,44,57,49,47,34,37,51,31,29,26,29,27,17,19,16,All
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,48,65,71,36,49,27,28,52,21,20,43,34,26,29,18,19,29,26,14,25,18,12,12,All
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,50,47,60,93,51,71,42,61,50,56,52,56,46,37,29,41,23,24,31,20,9,12,All
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,126,38,51,37,32,95,26,38,52,34,35,27,31,32,44,31,25,35,25,19,22,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,33,48,24,31,82,26,20,45,34,29,35,26,23,34,28,20,27,30,8,17,All
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,55,69,55,32,51,46,34,35,58,35,25,26,17,17,13,23,18,17,11,All
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,47,52,39,47,31,60,31,57,24,36,23,28,26,25,23,23,9,9,All
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,74,26,66,86,42,56,47,44,28,36,19,25,25,13,16,28,24,All
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,21,82,63,39,64,32,44,50,28,11,22,23,16,14,19,14,All
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21,28,34,25,27,17,13,27,23,12,16,16,21,8,9,All
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,64,26,43,32,42,39,33,8,21,25,12,13,20,15,All
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,38,59,30,32,43,49,29,23,21,17,18,25,24,All
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,31,22,26,27,32,42,25,25,25,42,7,21,All
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25,34,43,34,29,32,19,18,12,9,11,All
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,21,16,14,13,14,17,15,15,9,10,All
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,19,16,30,21,13,11,15,12,All
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,21,25,27,19,13,10,9,All
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,20,25,14,19,13,18,All
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,31,25,35,22,8,15,All
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,23,15,13,11,11,All
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,12,12,8,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,13,6,All
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,18,All
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,All
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"1,116",728,602,394,345,295,235,152,803,590,563,556,551,542,519,428,401,378,377,376,375,338,328,326,321,315,305,282,273,273,269,255,252,244,227,216,209,202,198,185,182,163,139,135,130,114,110,107,99,72,67,All
,Judge Of The Municipal Court - Democrat,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Christine Hope,Sharon Williams Losier,Joffie C Pittman,Christian Dicicco,Daniel R Sulman,Gary S Silver,Matthew Perks,Franklin A Bennett Iii,Vincent Furlong,Michael Fanning,Tracy B Roman,Jennifer Schultz,Ken Powell,Vincent N Melchiorre,Abbe Fletman,Chris Mallios,Scott Diclaudio,Lyris Younge,Lynne M Summers,Rainy Papademetriou,Thomas Martin,Anthony Kyriakakis,James F Berardinelli,Mia Roberts Perez,Kai Scott,Leon Goodman,Rania Major,Chris Mccabe,Jon Marshall,Joshua Hill,Shanese Johnson,Brian T Ortelere,Vince Giusini,Daine Grey Jr,Edward William Louden Jr,Stella Tsai,Sherman Toppin,William J Ciancaglini,Leon A King Ii,Wayne M D Bennett,Franklin A Bennett Iii,Jodi Lobel,Sandjai Weaver,Betsy Wahl,Marissa Brumbach,Deborah Watson Stokes,Starr Marshall Cash,Stephanie M Sawyer,Frances Fattah,Lucretia Clemons,Tangie M Boston,1
Christine Hope,0,15,14,11,5,4,6,1,24,11,15,9,11,10,11,8,10,8,9,12,10,10,8,7,9,6,8,8,6,7,7,6,8,5,2,5,6,6,3,5,3,4,4,4,5,2,4,3,2,2,1,1
Sharon Williams Losier,,0,10,8,3,2,3,1,6,9,12,7,12,8,8,8,10,7,8,6,6,5,4,4,6,5,3,4,5,4,5,4,2,4,4,3,5,1,2,2,2,2,3,2,4,3,2,1,2,2,1,1
Joffie C Pittman,,,1,3,2,2,2,0,5,9,10,7,9,8,9,8,7,7,2,8,3,6,5,5,7,5,3,3,3,3,4,3,4,3,3,5,3,4,3,1,2,2,2,3,2,0,1,0,1,3,0,1
Christian Dicicco,,,,1,5,2,2,4,9,6,7,10,7,4,5,2,6,3,10,2,6,1,4,3,3,5,5,1,7,8,5,2,5,2,2,3,4,3,3,4,2,0,2,2,3,3,2,2,1,1,2,1
Daniel R Sulman,,,,,0,1,1,2,4,2,3,6,4,2,4,3,2,3,5,1,3,1,4,4,3,2,3,4,3,3,2,1,2,1,0,4,1,3,3,3,0,1,3,2,0,1,0,2,0,0,1,1
Gary S Silver,,,,,,0,0,0,4,1,2,5,2,1,4,0,3,4,1,4,2,2,4,1,1,3,2,1,3,1,1,2,2,2,3,2,1,0,3,1,0,2,1,1,0,0,0,0,0,1,0,1
Matthew Perks,,,,,,,0,0,6,3,3,2,4,3,0,1,4,1,2,1,1,1,2,1,1,4,1,2,3,2,2,2,3,1,2,2,1,3,1,1,2,1,2,0,1,0,3,2,0,0,1,1
Franklin A Bennett Iii,,,,,,,,0,2,2,2,3,2,3,2,1,2,0,2,1,1,0,1,1,2,1,2,0,1,2,1,0,1,0,0,1,0,1,1,2,3,0,1,1,0,0,0,0,0,0,0,1
Vincent Furlong,,,,,,,,,2,6,5,9,6,7,5,4,6,3,7,4,8,4,8,4,5,5,5,3,6,6,2,4,4,2,2,3,0,4,2,3,2,3,3,1,3,2,3,3,1,0,2,1
Michael Fanning,,,,,,,,,,1,8,4,12,13,7,12,7,3,3,4,4,7,4,3,5,4,3,4,4,5,4,2,4,3,1,1,3,3,1,2,3,0,1,0,1,0,1,1,1,0,1,1
Tracy B Roman,,,,,,,,,,,0,9,13,7,9,5,11,7,7,10,5,5,5,6,6,4,6,3,3,4,6,3,1,5,3,4,4,2,1,2,0,2,3,3,4,1,2,1,1,3,0,1
Jennifer Schultz,,,,,,,,,,,,0,9,2,7,4,8,6,9,6,4,3,6,4,4,6,4,2,8,8,7,3,5,5,4,4,2,2,3,4,3,1,3,3,1,2,1,1,1,2,2,1
Ken Powell,,,,,,,,,,,,,0,8,10,6,9,4,6,5,8,5,5,5,6,8,3,3,6,6,6,4,3,6,4,2,5,3,2,1,2,1,3,0,2,1,1,2,2,1,1,1
Vincent N Melchiorre,,,,,,,,,,,,,,0,6,12,7,3,1,4,3,7,4,2,7,2,0,6,2,1,2,3,4,1,0,2,1,5,1,2,3,1,0,0,0,0,1,2,0,0,0,1
Abbe Fletman,,,,,,,,,,,,,,,0,4,7,6,4,8,5,5,5,5,5,5,4,2,4,3,4,5,4,6,1,2,3,2,2,2,1,0,1,3,2,1,1,0,1,2,0,1
Chris Mallios,,,,,,,,,,,,,,,,0,3,3,2,4,3,8,2,2,5,0,0,5,1,0,2,3,3,0,0,0,1,3,0,3,1,0,1,1,0,2,0,1,0,0,1,1
Scott Diclaudio,,,,,,,,,,,,,,,,,0,6,5,7,2,4,5,3,5,6,3,2,6,4,3,4,4,2,3,2,0,2,1,2,2,2,2,1,1,0,3,1,0,1,1,1
Lyris Younge,,,,,,,,,,,,,,,,,,1,4,5,1,3,4,4,3,3,4,3,4,2,2,2,3,3,2,4,1,1,3,1,0,1,1,3,2,2,1,0,0,1,0,1
Lynne M Summers,,,,,,,,,,,,,,,,,,,0,1,6,0,3,3,3,4,5,1,4,7,5,0,3,3,3,3,3,1,2,4,2,1,2,2,3,3,2,0,2,1,1,1
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,,0,1,6,6,2,3,2,3,2,3,1,1,6,2,3,1,3,1,1,1,0,0,1,2,2,1,0,1,0,0,2,0,1
Thomas Martin,,,,,,,,,,,,,,,,,,,,,0,3,1,6,4,4,5,0,3,3,3,1,2,5,3,1,4,0,2,2,1,2,3,2,3,3,1,2,3,0,1,1
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,0,2,1,4,1,1,6,1,1,0,2,4,1,0,0,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,1
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,0,0,2,4,2,2,3,2,2,4,1,2,1,3,1,2,3,1,0,2,1,0,1,0,0,1,0,0,0,1
Mia Roberts Perez,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,5,1,2,2,2,1,2,3,0,4,1,1,2,1,0,2,5,4,2,1,2,2,1,2,1,1
Kai Scott,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,0,2,2,2,3,2,1,1,2,4,1,2,1,0,1,2,0,0,1,2,1,0,0,1
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,6,4,4,2,4,3,3,2,2,2,3,0,1,2,2,0,1,0,2,2,0,1,0,1
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,6,3,0,1,3,1,4,2,0,1,0,1,2,3,4,2,1,1,0,1,2,0,1
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,3,2,3,0,0,2,2,4,2,2,0,1,1,1,0,0,1,2,0,0,0,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,1,2,5,3,3,2,1,1,1,1,3,0,1,0,0,1,1,1,0,0,2,1
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,3,2,2,3,2,0,2,1,3,0,1,1,1,0,1,0,1,1,1,1
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,3,1,3,5,2,2,1,2,1,2,2,2,2,1,2,2,2,0,1
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,0,0,1,0,0,0,0,1,0,0,1,1,2,0,0,1,1
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,2,4,2,3,3,0,0,1,0,1,2,1,0,0,1,1
Daine Grey Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,0,0,0,1,0,0,1,1,1,0,0,2,0,0,1
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,1,0,0,0,1,1,0,0,2,0,0,1
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,5,0,1,2,4,3,1,0,1,1,0,3,0,1
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,3,1,1,0,1,1,1,1,0,1,2,1,0,1
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,1,0,1,1,0,0,1,2,0,0,0,1
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,2,1,0,0,0,1,0,1,0,1
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,1,1,1,1,0,1,0,1,1
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,0,1,1
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,0,1,0,0,1,0,1
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,1,2,2,0,2,1,1
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,1,0,0,2,0,1
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,1,1,0,1
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,1,1
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,1
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,44,24,23,20,10,10,10,6,33,22,22,20,20,20,18,17,17,15,14,14,14,13,13,13,12,12,12,11,11,11,11,10,10,9,9,9,8,8,7,7,6,6,6,5,5,4,4,4,3,3,2,1
,Judge Of The Municipal Court - Democrat,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,Christine Hope,Christian Dicicco,Sharon Williams Losier,Joffie C Pittman,Gary S Silver,Daniel R Sulman,Matthew Perks,Franklin A Bennett Iii,Scott Diclaudio,Tracy B Roman,Michael Fanning,Vincent N Melchiorre,Jennifer Schultz,Chris Mallios,Ken Powell,Lynne M Summers,Lyris Younge,James F Berardinelli,Jon Marshall,Chris Mccabe,Joshua Hill,Mia Roberts Perez,Edward William Louden Jr,Rainy Papademetriou,Abbe Fletman,Daine Grey Jr,Kai Scott,Leon Goodman,Thomas Martin,Brian T Ortelere,Deborah Watson Stokes,Leon A King Ii,Rania Major,Wayne M D Bennett,Anthony Kyriakakis,Frances Fattah,Vincent Furlong,Betsy Wahl,William J Ciancaglini,Sherman Toppin,Starr Marshall Cash,Vince Giusini,Franklin A Bennett Iii,Lucretia Clemons,Marissa Brumbach,Shanese Johnson,Sandjai Weaver,Stella Tsai,Tangie M Boston,Stephanie M Sawyer,Jodi Lobel,2
Christine Hope,1,21,18,12,1,8,4,1,18,17,19,14,12,13,14,14,10,8,9,11,9,9,7,7,8,6,9,6,9,7,6,4,8,7,5,6,6,5,4,4,3,2,2,2,4,3,2,1,3,2,1,2
Christian Dicicco,,0,10,9,7,8,3,3,11,15,13,10,15,10,9,14,6,7,7,11,11,9,6,6,5,8,5,4,8,5,8,5,9,9,5,7,7,6,4,4,5,2,5,4,4,3,4,4,2,1,1,2
Sharon Williams Losier,,,1,10,2,2,3,2,13,13,12,13,7,10,10,5,8,4,6,7,0,7,7,4,7,7,7,9,7,6,5,4,1,4,0,6,5,1,3,5,3,1,3,3,1,3,1,1,2,2,0,2
Joffie C Pittman,,,,0,6,1,6,0,15,11,7,6,5,4,12,5,10,10,11,5,2,3,7,6,6,5,5,11,4,7,3,5,1,3,3,2,1,2,5,4,4,1,2,1,1,1,1,1,3,1,1,2
Gary S Silver,,,,,0,3,1,1,5,3,1,4,4,3,2,2,3,5,3,3,1,2,2,4,2,4,0,2,0,2,3,4,0,2,4,1,1,1,3,1,1,4,3,2,1,1,1,2,1,0,0,2
Daniel R Sulman,,,,,,0,0,0,5,1,4,3,5,3,1,6,2,2,4,3,6,1,2,3,1,2,1,1,1,1,2,1,5,3,3,1,2,1,1,0,1,2,1,1,2,0,0,2,1,0,0,2
Matthew Perks,,,,,,,0,1,8,6,3,2,4,3,5,1,5,3,5,2,3,1,7,3,1,3,2,4,3,2,2,2,0,0,2,2,1,2,1,1,0,0,0,1,1,1,0,2,0,0,0,2
Franklin A Bennett Iii,,,,,,,,0,2,2,1,2,3,2,0,1,2,0,1,0,0,2,0,1,0,1,0,1,1,1,2,1,1,1,0,1,1,1,0,1,1,0,2,2,0,2,1,2,0,0,0,2
Scott Diclaudio,,,,,,,,,0,14,9,10,6,10,13,5,10,9,13,3,4,6,10,8,8,4,5,10,7,6,3,5,2,2,5,2,4,5,5,4,3,2,2,1,2,0,2,3,1,0,1,2
Tracy B Roman,,,,,,,,,,1,8,7,9,8,14,5,10,3,6,4,3,4,7,6,6,6,7,7,6,7,4,3,2,4,3,4,2,4,2,2,3,1,2,1,3,2,2,3,1,2,0,2
Michael Fanning,,,,,,,,,,,0,16,8,14,10,5,4,6,6,6,4,6,4,5,5,2,6,4,8,4,2,1,3,2,3,5,3,4,5,1,2,1,1,2,3,2,0,1,1,0,1,2
Vincent N Melchiorre,,,,,,,,,,,,0,7,15,8,3,4,7,6,5,1,5,2,6,6,2,5,5,5,6,5,3,1,3,5,7,4,2,6,2,3,2,3,3,3,2,1,3,2,0,0,2
Jennifer Schultz,,,,,,,,,,,,,0,8,4,8,4,8,3,8,6,4,3,6,3,8,1,3,3,5,6,3,5,4,4,4,4,4,3,2,3,2,3,3,3,2,3,5,1,1,0,2
Chris Mallios,,,,,,,,,,,,,,0,7,3,3,5,4,4,1,6,3,5,6,3,4,1,6,4,3,1,2,2,2,5,2,3,4,1,2,1,3,2,2,1,2,2,1,0,0,2
Ken Powell,,,,,,,,,,,,,,,0,2,9,4,9,6,4,3,6,5,7,5,8,8,7,5,3,3,2,1,3,2,0,2,5,3,0,1,2,2,2,0,0,0,1,0,0,2
Lynne M Summers,,,,,,,,,,,,,,,,0,4,1,2,6,6,5,4,2,0,5,3,4,3,2,5,4,6,7,2,3,4,4,2,3,3,1,2,4,0,2,2,0,1,2,1,2
Lyris Younge,,,,,,,,,,,,,,,,,0,4,7,3,3,5,7,4,2,2,4,7,2,5,3,3,2,3,4,4,3,2,3,1,1,3,1,3,3,1,1,1,1,0,0,2
James F Berardinelli,,,,,,,,,,,,,,,,,,0,6,4,1,4,3,7,6,3,1,4,2,6,1,4,1,2,5,2,3,1,6,1,4,2,2,0,1,0,2,2,2,0,0,2
Jon Marshall,,,,,,,,,,,,,,,,,,,0,3,3,2,6,3,2,4,3,9,2,4,3,3,2,2,2,2,0,1,4,1,1,1,2,1,1,1,1,1,2,0,1,2
Chris Mccabe,,,,,,,,,,,,,,,,,,,,0,6,2,3,0,2,5,4,4,4,3,5,3,3,4,3,3,3,1,4,3,1,1,2,2,2,2,1,1,2,1,0,2
Joshua Hill,,,,,,,,,,,,,,,,,,,,,0,2,3,1,1,1,3,2,2,1,4,2,9,3,3,2,2,1,1,2,0,0,1,0,1,0,0,1,1,0,0,2
Mia Roberts Perez,,,,,,,,,,,,,,,,,,,,,,0,1,5,4,2,5,1,3,3,2,3,2,3,3,4,2,3,1,2,2,3,1,3,2,1,1,1,1,1,1,2
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,0,3,0,2,1,6,2,3,1,1,1,1,2,2,3,3,2,1,1,1,1,1,2,1,0,0,0,0,0,2
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,,,,,,1,6,3,4,2,3,7,0,2,2,2,4,3,1,4,1,0,1,3,1,1,2,0,2,2,1,0,0,2
Abbe Fletman,,,,,,,,,,,,,,,,,,,,,,,,,0,4,5,3,5,6,0,2,0,0,3,3,1,1,2,3,0,1,0,0,1,0,0,2,0,0,0,2
