col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,division
Kai Scott,,,,,,,,,0,84,75,76,70,70,43,39,33,31,23,27,30,22,16,13,14,12,7,9,5,9,14,9,10,10,7,12,6,9,1,7,7,4,2,3,3,5,5,0,2,1,0,1
Abbe Fletman,,,,,,,,,,0,66,66,68,72,39,39,25,34,24,24,22,21,10,9,11,9,10,6,9,9,13,11,12,9,7,11,6,6,2,7,6,2,5,4,2,2,4,2,1,0,0,1
Rainy Papademetriou,,,,,,,,,,,2,62,67,61,41,33,31,27,23,27,27,22,15,11,15,9,2,8,5,6,10,8,7,7,7,11,4,9,3,4,5,4,3,5,2,4,3,3,1,2,1,1
Mia Roberts Perez,,,,,,,,,,,,2,66,58,36,39,32,29,27,23,21,16,17,16,11,16,9,11,8,7,8,7,8,13,10,11,4,7,1,6,5,2,1,2,5,3,3,2,3,1,0,1
Stella Tsai,,,,,,,,,,,,,1,52,39,34,29,24,22,19,24,21,12,11,11,13,4,8,3,3,12,7,10,10,9,7,6,7,1,0,5,0,2,3,4,1,3,3,1,1,0,1
Chris Mallios,,,,,,,,,,,,,,0,33,30,24,26,20,24,22,14,7,6,9,5,5,4,6,4,12,4,6,3,1,12,2,4,1,7,2,2,2,2,2,3,0,0,0,0,1,1
Betsy Wahl,,,,,,,,,,,,,,,0,24,32,15,18,12,25,8,11,13,6,10,5,9,3,3,8,7,6,9,8,6,3,8,1,3,5,3,2,2,6,3,2,1,3,1,1,1
Stephanie M Sawyer,,,,,,,,,,,,,,,,0,19,31,21,22,16,20,16,15,11,12,7,9,4,8,11,7,8,8,5,9,6,3,1,8,5,4,2,2,4,3,1,4,1,0,1,1
Jennifer Schultz,,,,,,,,,,,,,,,,,0,12,15,9,22,13,13,14,8,12,12,16,8,11,5,8,8,9,11,5,6,7,6,3,2,4,4,4,6,3,1,1,1,1,1,1
Daine Grey Jr,,,,,,,,,,,,,,,,,,0,22,18,13,20,5,6,12,5,13,3,9,8,8,7,8,3,3,10,6,5,3,7,6,4,3,5,0,3,1,2,1,0,0,1
Ken Powell,,,,,,,,,,,,,,,,,,,0,15,14,14,6,6,17,9,11,5,12,7,5,9,6,6,4,5,6,3,7,6,6,6,6,4,4,3,3,1,1,1,0,1
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,0,6,15,9,9,13,9,4,4,5,6,7,5,6,5,4,10,3,4,3,4,5,2,5,5,2,4,2,0,1,2,2,1
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,0,12,7,4,6,6,4,4,4,3,7,5,3,4,3,5,1,3,2,2,2,4,1,2,2,4,1,1,0,1,0,1
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,,0,5,2,12,5,6,3,7,5,9,7,11,2,5,3,6,2,4,2,5,4,3,6,1,4,2,2,1,3,0,1
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,0,10,3,11,3,8,1,3,0,2,1,8,7,3,1,6,2,1,3,3,2,1,4,3,2,2,2,1,1,1
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,,,0,3,10,4,10,2,3,1,7,4,8,6,7,4,2,1,2,2,1,2,1,4,2,2,1,1,1,1,1
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,0,2,6,4,8,5,1,4,3,1,2,2,3,3,5,1,1,6,5,7,1,3,1,0,2,2,1,1
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,8,3,3,1,4,1,11,9,5,4,4,1,1,4,2,1,1,4,3,0,1,2,1,0,1
Tracy B Roman,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,11,11,1,6,4,2,7,2,6,4,5,5,2,4,7,3,1,1,1,0,1,0,0,1
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,1,5,1,6,8,5,4,3,1,3,1,3,2,2,5,4,3,0,1,2,0,1
Scott Diclaudio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,0,5,7,3,6,4,4,3,7,6,2,4,5,5,3,4,1,1,1,1,1,1
Lyris Younge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,5,3,2,5,3,2,2,5,4,3,3,6,2,0,0,1,1,0,0,1,1
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,7,0,0,0,4,0,0,1,2,0,1,3,1,0,0,2,0,0,0,1
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,3,3,3,4,1,4,3,6,3,5,2,3,0,3,2,1,1,1,1
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,3,1,6,1,4,2,4,2,2,6,2,1,3,2,0,1,1,1
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,2,2,2,2,2,2,0,0,0,4,1,2,1,1,0,0,1
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,3,6,0,2,2,1,2,1,2,2,1,2,2,2,0,1
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,0,4,2,2,0,1,3,3,0,0,0,1,0,1
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,2,2,3,5,3,3,2,2,2,0,0,1
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,1,1,2,4,0,1,1,0,1,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,4,3,2,1,0,1,0,0,0,2,1
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,2,1,0,0,0,1,0,1
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,1,0,0,3,0,1,0,1,1
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,1,1,0,0,0,1,1
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,1,1,0,0,0,0,1
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,1,2,1,1,0,1
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,1,0,1
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,1,1,0,1
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,114,84,72,42,40,26,12,8,108,107,99,95,87,84,59,55,54,45,44,41,38,34,28,24,24,23,23,22,22,21,19,19,18,17,17,17,15,15,12,12,12,11,10,10,9,9,8,4,4,3,2,1
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,2
,Kai Scott,Abbe Fletman,Chris Mallios,Mia Roberts Perez,Rainy Papademetriou,Stella Tsai,Leon A King Ii,Stephanie M Sawyer,Betsy Wahl,Daine Grey Jr,Tracy B Roman,Frances Fattah,Jennifer Schultz,Ken Powell,Deborah Watson Stokes,Lyris Younge,Lucretia Clemons,Leon Goodman,Jon Marshall,Shanese Johnson,Anthony Kyriakakis,Scott Diclaudio,Wayne M D Bennett,Lynne M Summers,Edward William Louden Jr,Michael Fanning,Rania Major,Vincent N Melchiorre,Sandjai Weaver,Brian T Ortelere,Joshua Hill,Marissa Brumbach,Starr Marshall Cash,James F Berardinelli,Chris Mccabe,Jodi Lobel,Sherman Toppin,Tangie M Boston,Thomas Martin,Vince Giusini,Vincent Furlong,Franklin A Bennett Iii,William J Ciancaglini,Joffie C Pittman,Sharon Williams Losier,Christine Hope,Daniel R Sulman,Matthew Perks,Christian Dicicco,Gary S Silver,Franklin A Bennett Iii,2
Kai Scott,3,60,58,56,44,43,28,31,34,22,16,13,23,14,17,9,15,7,6,10,14,9,13,8,4,10,7,12,10,7,6,10,4,6,6,6,5,4,2,4,2,0,1,57,24,25,36,29,10,5,5,2
Abbe Fletman,,1,58,44,42,39,24,30,28,24,11,6,22,14,7,6,11,6,6,7,17,6,12,4,5,7,2,11,2,9,5,8,3,8,5,7,1,2,1,4,3,1,0,51,19,19,34,30,2,3,1,2
Chris Mallios,,,1,42,39,37,19,24,23,21,8,4,18,12,6,3,11,4,3,6,15,2,12,1,2,8,1,10,4,8,5,8,2,6,6,7,1,1,2,4,3,0,0,48,10,15,33,27,2,2,2,2
Mia Roberts Perez,,,,0,40,40,21,23,29,21,11,11,16,10,12,7,12,6,4,6,11,5,10,6,2,6,1,9,8,7,6,6,3,4,5,5,3,2,2,3,1,0,0,42,21,19,26,21,2,4,5,2
Rainy Papademetriou,,,,,0,38,14,15,27,18,8,9,19,9,9,4,8,4,4,2,12,3,8,4,3,3,4,3,5,9,2,6,3,7,6,4,4,1,0,3,1,0,0,37,12,10,28,23,4,3,1,2
Stella Tsai,,,,,,1,17,18,26,16,9,8,16,8,12,4,13,8,5,4,12,3,9,3,4,2,3,7,2,8,3,6,2,4,5,7,2,1,2,2,2,0,0,37,12,12,26,21,1,5,1,2
Leon A King Ii,,,,,,,0,17,16,11,15,10,11,10,8,7,8,10,8,15,4,8,7,8,6,5,6,6,6,2,7,5,4,3,3,3,5,1,4,1,5,1,1,26,27,19,11,12,4,5,5,2
Stephanie M Sawyer,,,,,,,,0,17,19,15,12,10,11,13,13,11,4,5,10,13,6,6,5,4,8,5,12,6,3,6,5,3,1,3,4,3,3,0,3,1,1,0,26,27,26,11,3,4,2,1,2
Betsy Wahl,,,,,,,,,0,16,11,8,17,8,15,5,10,4,3,4,15,3,7,6,2,2,5,7,4,4,3,8,4,4,3,8,3,2,0,4,0,1,0,25,16,16,19,13,8,2,0,2
Daine Grey Jr,,,,,,,,,,0,15,11,8,12,11,12,5,10,11,9,9,8,9,6,6,5,6,9,8,7,6,5,3,5,5,4,2,0,2,2,3,0,1,25,20,19,8,6,5,6,4,2
Tracy B Roman,,,,,,,,,,,2,14,11,14,13,13,6,13,13,10,3,13,5,10,9,5,8,5,10,2,4,4,4,2,1,1,5,3,5,2,5,1,1,18,29,26,3,3,10,7,3,2
Frances Fattah,,,,,,,,,,,,1,6,8,14,10,6,8,8,8,2,5,5,7,4,2,8,1,10,6,4,3,4,1,4,0,5,4,4,2,1,0,2,11,23,18,4,5,10,3,5,2
Jennifer Schultz,,,,,,,,,,,,,1,7,9,3,8,4,6,3,4,5,6,7,3,4,5,0,2,2,1,8,3,3,2,3,1,3,2,3,3,2,1,20,11,11,13,12,7,5,0,2
Ken Powell,,,,,,,,,,,,,,0,8,10,9,12,10,4,6,13,3,4,7,6,0,4,4,5,1,0,2,3,2,5,2,1,4,4,4,1,1,16,15,15,7,7,5,6,1,2
Deborah Watson Stokes,,,,,,,,,,,,,,,0,6,9,7,6,6,4,4,1,7,5,2,6,4,7,1,4,3,4,1,2,3,4,4,5,3,3,0,1,12,17,16,7,6,10,5,1,2
Lyris Younge,,,,,,,,,,,,,,,,0,2,7,8,6,0,8,2,5,4,2,5,2,4,1,2,1,4,0,1,0,1,3,1,2,0,1,0,12,17,15,1,3,7,3,1,2
Lucretia Clemons,,,,,,,,,,,,,,,,,0,8,4,5,8,2,4,2,4,5,4,2,4,3,2,6,3,2,3,7,2,3,2,5,5,1,1,15,11,11,9,7,4,2,1,2
Leon Goodman,,,,,,,,,,,,,,,,,,0,14,8,2,10,5,8,9,0,3,3,4,3,3,2,2,4,3,2,2,2,4,3,5,1,2,11,14,11,4,9,5,5,4,2
Jon Marshall,,,,,,,,,,,,,,,,,,,0,8,1,10,2,8,9,2,5,2,3,3,3,1,4,3,1,1,3,3,4,0,4,2,0,8,16,12,2,4,7,7,1,2
Shanese Johnson,,,,,,,,,,,,,,,,,,,,0,3,4,3,6,3,1,5,1,5,2,6,3,5,1,2,1,3,3,3,2,3,0,1,9,16,14,2,2,4,4,3,2
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,0,0,4,0,1,4,1,5,1,5,2,3,0,2,3,5,1,0,0,3,1,0,0,14,4,6,11,4,0,0,0,2
Scott Diclaudio,,,,,,,,,,,,,,,,,,,,,,0,2,3,8,2,3,3,1,1,1,1,1,1,1,0,2,0,1,2,3,1,2,11,13,12,0,3,6,3,1,2
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,0,2,1,2,0,1,5,4,2,5,0,5,3,1,2,0,1,3,2,1,0,14,6,5,9,7,1,1,4,2
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,,0,2,3,6,2,6,2,3,1,4,2,1,0,4,3,2,0,2,2,0,5,14,9,1,2,7,5,2,2
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,1,0,3,2,1,0,1,0,0,2,1,0,2,0,1,2,4,0,1,7,9,6,1,5,4,3,0,2
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,5,3,0,0,1,2,0,1,1,2,2,2,1,2,1,0,11,10,10,2,1,3,1,0,2
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,5,2,2,2,3,1,1,0,3,2,0,1,2,1,1,7,11,11,2,0,6,2,1,2
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,1,0,2,0,1,0,0,0,1,1,0,0,11,7,7,4,2,2,0,0,2
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,3,1,2,1,1,0,5,3,3,1,2,0,1,7,13,11,2,0,4,2,5,2
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,1,2,4,4,1,1,1,0,0,0,0,6,5,2,4,4,1,1,2,2
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,1,3,1,2,0,2,0,0,5,8,6,1,2,2,1,1,2
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,2,3,0,1,0,2,0,0,1,9,6,7,6,5,2,0,1,2
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,2,1,1,4,2,1,2,1,0,5,8,8,1,0,3,1,0,2
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,2,1,0,0,10,3,2,7,7,0,0,0,2
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,2,1,0,1,6,4,3,3,3,2,1,1,2
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,6,3,4,4,4,0,0,0,2
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,0,0,4,7,5,1,1,4,1,1,2
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,1,0,2,5,5,1,1,3,0,0,2
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,0,0,2,5,5,0,2,2,3,1,2
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,7,2,3,5,3,2,0,0,2
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,5,4,6,0,1,3,2,1,2
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,1,0,0,1,0,0,2
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,1,1,0,1,2
Joffie C Pittman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,25,36,35,3,2,4,2
Sharon Williams Losier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,38,3,6,12,7,5,2
Christine Hope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,10,6,3,2
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,1,2,0,2
Matthew Perks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,1,2
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2
Gary S Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,91,76,68,66,57,54,49,49,47,42,38,36,36,29,27,26,24,23,22,22,21,20,19,17,16,16,16,16,15,13,12,12,11,10,9,9,9,9,8,8,8,2,2,80,64,52,42,41,20,13,7,2
,Judge Of The Municipal Court - Democrat,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Matthew Perks,Daniel R Sulman,Christian Dicicco,Gary S Silver,Franklin A Bennett Iii,Kai Scott,Mia Roberts Perez,Tracy B Roman,Abbe Fletman,Frances Fattah,Lyris Younge,Leon Goodman,Stella Tsai,Stephanie M Sawyer,Jennifer Schultz,Ken Powell,Daine Grey Jr,Deborah Watson Stokes,Leon A King Ii,Rainy Papademetriou,Betsy Wahl,Chris Mallios,Lynne M Summers,Shanese Johnson,Jon Marshall,Scott Diclaudio,Edward William Louden Jr,Lucretia Clemons,Vincent N Melchiorre,Wayne M D Bennett,Anthony Kyriakakis,Rania Major,Thomas Martin,Vincent Furlong,James F Berardinelli,Jodi Lobel,Joshua Hill,Marissa Brumbach,Sherman Toppin,Brian T Ortelere,Michael Fanning,Chris Mccabe,Sandjai Weaver,Franklin A Bennett Iii,Tangie M Boston,Vince Giusini,Starr Marshall Cash,William J Ciancaglini,3
Sharon Williams Losier,3,34,30,10,8,10,3,4,31,23,28,19,18,22,15,15,20,17,21,21,19,10,10,12,11,17,17,13,18,11,11,14,5,5,13,6,8,6,8,7,7,8,7,7,6,7,4,4,4,2,1,3
Christine Hope,,1,23,6,8,17,5,5,26,31,25,21,22,21,12,15,20,22,15,20,17,17,12,16,9,17,18,10,12,5,13,13,6,5,10,7,4,7,9,8,10,7,4,7,6,6,3,4,2,3,2,3
Joffie C Pittman,,,0,19,18,3,1,4,39,28,21,29,15,18,16,23,17,13,19,19,15,13,16,13,24,10,11,12,14,8,9,14,6,5,2,3,9,7,5,7,3,8,7,5,6,4,2,2,3,2,1,3
Matthew Perks,,,,0,16,3,1,0,20,12,8,14,8,8,13,11,7,6,9,10,8,6,8,3,13,7,5,9,7,7,4,4,4,3,0,5,5,3,4,3,2,0,3,3,2,1,4,3,1,1,1,3
Daniel R Sulman,,,,,0,3,2,0,25,15,6,18,6,6,5,14,9,8,3,9,7,9,12,6,15,7,5,4,2,4,3,4,4,7,6,4,3,4,5,4,4,2,2,2,2,2,2,2,1,1,1,3
Christian Dicicco,,,,,,0,3,1,9,10,12,8,10,8,7,6,9,10,6,6,9,9,3,9,2,10,10,7,5,6,7,3,5,4,6,4,3,3,6,3,7,4,2,3,2,2,3,2,2,3,2,3
Gary S Silver,,,,,,,0,0,4,3,3,2,5,1,5,0,2,4,4,2,1,4,2,2,0,1,4,4,2,2,0,1,2,1,3,4,3,2,0,2,1,2,0,2,0,1,2,0,0,0,1,3
Franklin A Bennett Iii,,,,,,,,0,5,2,1,0,5,3,4,0,0,2,1,1,2,2,2,2,0,4,2,3,1,0,0,0,3,0,1,1,2,1,1,2,0,3,1,1,0,0,1,1,0,0,0,3
Kai Scott,,,,,,,,,1,31,18,28,20,20,13,24,22,14,15,24,20,18,22,13,26,16,14,6,7,5,8,16,7,6,7,7,8,5,9,7,5,9,5,8,7,5,6,3,3,2,0,3
Mia Roberts Perez,,,,,,,,,,1,16,23,12,14,4,24,18,18,8,12,17,9,21,16,19,7,8,5,7,3,12,12,6,8,5,3,4,5,9,5,8,6,3,6,5,4,3,0,2,3,1,3
Tracy B Roman,,,,,,,,,,,0,13,14,20,12,8,14,14,18,14,6,11,5,8,8,14,10,10,17,12,8,9,2,4,8,5,5,5,5,5,8,5,3,6,3,3,3,1,2,2,1,3
Abbe Fletman,,,,,,,,,,,,0,8,11,8,19,15,11,9,15,13,7,14,9,22,7,7,7,10,6,8,12,3,4,5,1,3,6,7,3,7,4,6,6,5,4,0,1,1,0,2,3
Frances Fattah,,,,,,,,,,,,,2,19,16,7,10,10,14,13,13,15,4,7,3,14,14,10,5,3,7,5,9,2,5,7,9,2,5,8,3,8,6,3,5,4,4,3,0,1,1,3
Lyris Younge,,,,,,,,,,,,,,1,11,7,11,7,18,15,12,12,4,5,7,10,8,10,15,7,7,9,4,2,5,5,2,0,7,6,3,5,4,7,5,4,3,3,1,1,1,3
Leon Goodman,,,,,,,,,,,,,,,0,2,9,8,11,11,11,14,3,5,2,9,11,15,11,10,3,2,8,3,5,5,8,6,2,6,3,4,5,2,2,3,4,4,2,2,2,3
Stella Tsai,,,,,,,,,,,,,,,,0,15,11,3,8,12,10,19,13,14,7,9,2,0,0,12,7,3,4,4,2,1,2,6,2,7,3,1,0,4,3,1,2,2,0,0,3
Stephanie M Sawyer,,,,,,,,,,,,,,,,,0,8,7,15,20,8,8,12,9,11,13,6,3,4,9,9,3,4,7,4,3,4,7,4,7,3,3,4,3,3,3,4,3,2,0,3
Jennifer Schultz,,,,,,,,,,,,,,,,,,0,6,8,6,11,8,17,4,15,11,9,8,6,7,2,4,5,9,4,6,7,4,6,9,3,6,3,0,2,0,1,0,2,1,3
Ken Powell,,,,,,,,,,,,,,,,,,,1,13,7,8,2,3,6,7,10,12,14,7,4,10,3,2,3,4,6,2,2,4,0,4,5,6,2,3,4,3,0,2,2,3
Daine Grey Jr,,,,,,,,,,,,,,,,,,,,0,12,10,9,8,11,11,10,6,9,3,2,10,2,5,4,5,2,4,2,7,2,1,4,6,4,6,1,4,2,1,0,3
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,1,7,5,11,7,8,6,4,3,4,10,8,6,5,5,3,3,1,8,1,6,4,2,2,6,2,2,4,2,2,0,3
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,0,8,7,6,9,10,5,4,1,5,2,11,4,7,7,4,4,1,8,3,5,2,1,2,2,2,4,3,1,1,3
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,,,,,1,10,12,4,6,4,2,1,2,5,1,4,1,1,3,3,2,5,2,1,4,0,1,1,1,0,1,0,0,3
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,0,7,9,8,4,4,2,7,4,2,6,4,2,3,2,3,3,10,1,2,2,0,1,0,0,0,1,2,3
Chris Mallios,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,1,6,1,3,9,2,4,1,1,1,2,3,1,1,2,1,6,2,2,0,0,1,1,1,3
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,8,5,3,6,5,4,2,7,5,7,3,5,6,4,3,3,3,1,2,4,3,1,1,0,3
