col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,division
Stephanie M Sawyer,,,,,,,,,,,,,,,,,8,54,318,287,46,190,241,266,278,145,124,96,135,74,88,65,127,37,84,42,41,53,77,58,25,46,72,75,46,65,43,35,55,28,26,All
Jon Marshall,,,,,,,,,,,,,,,,,,18,44,70,235,55,96,23,23,71,94,101,89,147,97,72,63,130,34,100,73,60,40,76,65,71,17,18,37,26,43,18,17,34,15,All
Mia Roberts Perez,,,,,,,,,,,,,,,,,,,3,284,51,140,228,270,269,103,87,92,107,68,85,60,81,40,61,46,42,74,60,59,32,50,68,70,43,36,25,54,41,24,26,All
Abbe Fletman,,,,,,,,,,,,,,,,,,,,4,53,82,209,267,260,65,63,98,92,52,56,77,53,69,39,41,66,50,34,31,67,45,36,45,31,20,27,35,15,10,12,All
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,15,51,36,24,21,59,63,95,75,68,31,81,44,52,38,40,68,50,38,16,66,16,24,24,39,23,44,28,22,28,15,All
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,4,62,56,56,153,132,108,105,89,100,79,129,47,88,46,54,75,74,56,37,72,72,92,50,83,36,68,57,27,29,All
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,,0,215,216,61,46,36,54,102,102,37,31,79,25,83,28,38,41,82,20,80,20,19,31,25,17,29,20,22,17,All
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,7,265,44,33,15,66,25,30,22,33,28,26,21,24,41,12,20,8,33,14,24,14,10,15,30,12,13,18,All
Chris Mallios,,,,,,,,,,,,,,,,,,,,,,,,,0,43,52,34,69,33,24,17,34,22,18,20,20,32,21,22,6,22,27,12,23,10,18,26,21,16,15,All
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,,,,8,113,104,100,84,94,80,115,49,61,37,55,59,80,56,36,50,62,48,50,70,39,31,50,37,24,All
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,3,85,123,84,63,95,91,35,74,49,69,83,56,26,39,19,39,47,64,57,50,32,39,30,27,All
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,86,76,68,107,77,83,51,52,112,52,72,54,85,40,58,51,49,30,44,31,37,25,15,All
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,100,45,85,74,30,63,48,61,52,62,35,49,22,41,46,56,50,59,30,27,63,27,All
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,124,72,71,125,47,123,45,63,51,87,42,85,23,27,55,30,41,24,28,28,15,All
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,36,77,104,49,88,26,49,59,101,30,101,39,57,32,38,29,31,23,19,15,All
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,54,69,40,39,74,35,41,25,71,19,32,24,46,25,33,25,25,28,19,All
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,65,31,31,54,53,41,25,35,50,44,52,55,30,22,35,28,20,All
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,27,104,81,24,32,89,72,82,16,23,25,17,18,5,16,13,11,All
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,26,48,38,49,31,30,26,26,49,23,43,35,20,29,22,14,All
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,34,39,27,84,23,79,26,23,27,13,47,21,9,14,10,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,45,33,18,80,14,15,29,33,28,48,20,8,25,18,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,32,12,29,39,22,32,31,23,31,35,28,18,14,All
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,39,35,32,27,50,30,46,28,16,21,30,16,All
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,13,76,38,31,15,25,22,12,25,9,5,All
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,13,15,21,19,22,12,7,23,9,All
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,28,34,12,12,15,18,14,11,12,All
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,32,23,19,31,24,21,17,14,All
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,26,36,24,23,25,12,5,All
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,21,21,17,18,16,All
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,11,22,20,11,All
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20,10,19,10,All
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,8,12,All
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,All
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,All
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,All
Total,"1,476","1,111",964,472,334,312,213,148,"1,125","1,057","1,025",920,804,747,669,665,632,564,554,533,454,439,426,397,379,379,375,370,370,362,314,302,297,291,240,237,232,226,216,202,201,200,168,166,162,157,147,127,121,111,77,All
,Judge Of The Municipal Court - Democrat,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Sharon Williams Losier,Joffie C Pittman,Christine Hope,Matthew Perks,Christian Dicicco,Gary S Silver,Franklin A Bennett Iii,Daniel R Sulman,Lyris Younge,Ken Powell,Scott Diclaudio,Kai Scott,Tracy B Roman,Daine Grey Jr,Mia Roberts Perez,Stephanie M Sawyer,Frances Fattah,Abbe Fletman,Chris Mallios,Leon Goodman,Vincent N Melchiorre,Michael Fanning,Edward William Louden Jr,Jon Marshall,Jennifer Schultz,Wayne M D Bennett,Deborah Watson Stokes,Leon A King Ii,Shanese Johnson,Vincent Furlong,Lynne M Summers,Sherman Toppin,Anthony Kyriakakis,Lucretia Clemons,Rainy Papademetriou,Sandjai Weaver,James F Berardinelli,Marissa Brumbach,Starr Marshall Cash,Brian T Ortelere,Chris Mccabe,Thomas Martin,Betsy Wahl,Franklin A Bennett Iii,Jodi Lobel,Vince Giusini,Joshua Hill,Rania Major,Stella Tsai,Tangie M Boston,William J Ciancaglini,1
Sharon Williams Losier,0,43,23,17,10,7,2,0,55,40,41,34,36,26,27,24,16,20,24,21,20,18,14,14,8,9,10,7,8,5,6,8,3,5,3,6,4,4,7,4,4,3,3,3,2,4,2,3,4,2,1,1
Joffie C Pittman,,1,15,14,5,1,3,1,47,32,29,29,27,19,20,18,9,16,20,13,19,17,12,15,2,5,6,6,3,1,4,5,3,2,5,1,5,3,5,1,2,2,1,3,3,1,1,1,2,1,1,1
Christine Hope,,,0,3,2,5,3,0,20,19,20,19,17,19,14,16,9,15,14,5,11,11,6,4,4,3,4,4,4,5,1,3,3,2,3,3,3,2,4,3,2,2,2,1,1,0,2,2,1,2,1,1
Matthew Perks,,,,1,1,2,3,0,13,13,10,4,11,3,5,2,6,2,1,12,1,0,9,9,2,4,2,3,2,2,2,1,1,2,0,0,3,0,2,2,2,0,1,1,0,1,2,0,1,0,1,1
Christian Dicicco,,,,,0,2,2,1,6,4,5,5,4,4,6,4,8,3,4,3,4,4,0,1,3,2,5,1,4,1,3,0,1,3,2,3,1,2,3,0,3,0,2,2,1,1,0,2,2,2,1,1
Gary S Silver,,,,,,0,3,0,0,5,2,3,6,6,2,2,5,2,0,4,0,1,2,3,7,2,3,3,3,3,4,3,3,2,1,1,2,2,0,1,3,1,2,1,0,2,1,1,1,1,0,1
Franklin A Bennett Iii,,,,,,,0,0,1,6,2,3,2,1,3,3,5,2,1,2,1,1,3,2,3,2,3,3,2,3,5,2,3,2,3,1,2,1,1,0,2,0,1,1,2,0,1,1,1,0,1,1
Daniel R Sulman,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1
Lyris Younge,,,,,,,,,2,35,35,33,30,21,22,19,12,19,21,13,20,18,12,12,2,4,5,5,3,1,3,4,1,3,4,2,4,2,5,2,1,2,0,1,3,1,1,2,2,1,0,1
Ken Powell,,,,,,,,,,1,32,21,32,23,20,17,12,21,16,14,17,14,13,14,6,5,5,5,3,5,5,5,4,3,4,2,3,2,3,3,1,2,1,1,3,2,2,2,1,1,0,1
Scott Diclaudio,,,,,,,,,,,1,21,30,22,20,21,8,20,20,12,16,15,12,12,3,2,6,4,2,2,0,4,4,2,2,1,3,2,5,3,3,2,2,1,2,0,0,0,2,1,1,1
Kai Scott,,,,,,,,,,,,2,17,18,22,21,10,17,22,3,20,18,3,4,4,7,3,4,5,1,4,4,3,4,2,3,2,2,4,1,3,1,2,2,1,2,2,3,1,2,2,1
Tracy B Roman,,,,,,,,,,,,,2,21,18,16,7,18,14,14,14,15,12,13,4,5,4,4,3,4,3,4,4,2,2,0,3,4,2,2,2,2,3,4,1,2,2,1,1,1,1,1
Daine Grey Jr,,,,,,,,,,,,,,0,17,17,11,19,16,4,14,13,1,4,3,4,5,3,3,3,2,2,2,1,2,0,3,3,2,3,2,3,2,2,0,1,1,1,1,1,0,1
Mia Roberts Perez,,,,,,,,,,,,,,,0,17,11,15,20,4,16,15,4,2,3,5,6,3,5,1,4,5,1,3,2,1,2,2,6,2,5,1,3,2,1,0,1,2,3,1,2,1
Stephanie M Sawyer,,,,,,,,,,,,,,,,1,5,15,18,4,16,14,2,2,3,5,4,3,2,1,1,2,3,1,2,1,1,1,4,0,2,1,2,2,1,0,3,0,1,1,1,1
Frances Fattah,,,,,,,,,,,,,,,,,1,8,7,5,5,2,3,3,4,6,4,7,7,2,7,4,3,1,1,3,3,2,4,0,4,2,2,1,0,0,2,2,3,1,1,1
Abbe Fletman,,,,,,,,,,,,,,,,,,0,17,3,16,13,2,3,4,3,1,3,1,4,1,3,3,0,1,1,4,0,1,3,1,2,2,0,0,1,0,0,0,0,1,1
Chris Mallios,,,,,,,,,,,,,,,,,,,0,3,20,18,3,1,0,3,5,1,0,0,0,4,1,0,1,1,1,2,4,1,3,1,3,2,0,0,0,0,1,1,3,1
Leon Goodman,,,,,,,,,,,,,,,,,,,,0,1,1,12,12,4,3,4,4,1,4,3,4,2,1,3,3,3,0,3,1,3,2,0,2,1,1,2,0,1,0,0,1
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,0,17,1,0,0,5,2,3,0,1,1,3,0,0,1,0,0,2,1,1,1,1,3,2,1,0,1,0,0,1,2,1
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,1,2,0,0,0,0,2,2,3,3,2,0,5,2,0,3,2,2,2,3,1,0,1,0,1,2,1
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,0,9,1,2,1,2,0,2,1,5,2,1,1,2,1,2,2,0,2,1,2,1,1,0,1,1,1,0,2,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,0,5,3,2,2,2,4,4,2,8,2,5,1,4,4,0,2,0,5,1,1,2,1,0,1,1,1,0,1
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,4,4,5,4,2,3,2,2,2,5,1,1,3,2,0,1,1,1,2,1,1,2,1,0,1
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,2,3,3,3,2,1,1,1,2,2,1,2,0,2,2,3,0,2,3,1,1,0,1,1
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,3,1,5,3,2,3,3,2,3,3,6,2,3,0,3,3,2,0,0,2,3,3,1,1
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,3,5,1,2,0,1,4,0,2,2,1,1,1,2,0,0,2,0,2,0,0,1
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,1,1,2,1,1,2,1,2,0,1,0,1,1,1,0,1,2,3,1,0,1
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,3,0,3,1,5,0,0,5,1,1,0,1,0,1,1,1,0,0,0,1
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,3,1,2,2,3,1,1,1,2,0,1,1,1,1,0,3,2,1,0,1
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,2,1,4,2,2,2,2,1,0,0,1,0,1,0,1,1
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,4,2,2,4,0,1,1,4,2,1,2,1,0,1,0,1,1,1
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,3,1,3,2,1,1,2,0,1,3,2,0,2,1,1,0,1
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,4,1,1,0,4,0,1,5,0,0,1,1,0,0,1
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,1,0,0,0,1,2,0,3,0,1,0,1
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,4,0,0,0,2,0,0,0,0,2,0,0,1
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,2,4,4,2,3,0,0,2,1,2,2,1
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,0,1,1,1,0,1,1,2,2,1,1
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,0,1,0,1,0,0,0,1
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,1,0,1,0,1,1,1,2,1
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,2,0,1,0,0,0,0,1
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,1,1,2,3,1
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,1,2,1
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,1
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,1
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,87,59,35,25,15,12,9,1,68,49,46,45,42,31,29,29,28,26,26,25,24,22,21,21,14,14,13,12,12,12,11,11,10,10,10,10,9,9,9,8,8,8,6,5,5,5,4,4,4,3,3,1
,Judge Of The Municipal Court - Democrat,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,Sharon Williams Losier,Joffie C Pittman,Christine Hope,Matthew Perks,Christian Dicicco,Franklin A Bennett Iii,Gary S Silver,Daniel R Sulman,Ken Powell,Tracy B Roman,Lyris Younge,Daine Grey Jr,Scott Diclaudio,Kai Scott,Stephanie M Sawyer,Leon Goodman,Jon Marshall,Edward William Louden Jr,Michael Fanning,Frances Fattah,Abbe Fletman,Mia Roberts Perez,Deborah Watson Stokes,Chris Mallios,Lucretia Clemons,Lynne M Summers,Vincent N Melchiorre,Shanese Johnson,Jennifer Schultz,James F Berardinelli,Sandjai Weaver,Tangie M Boston,Betsy Wahl,Leon A King Ii,Rainy Papademetriou,Rania Major,Sherman Toppin,Vincent Furlong,Marissa Brumbach,Stella Tsai,Thomas Martin,Wayne M D Bennett,Anthony Kyriakakis,Vince Giusini,Franklin A Bennett Iii,Jodi Lobel,Joshua Hill,Brian T Ortelere,Starr Marshall Cash,Chris Mccabe,William J Ciancaglini,2
Sharon Williams Losier,1,41,30,18,5,6,4,1,43,46,43,27,31,22,26,25,21,20,13,14,18,19,11,14,12,11,14,14,13,5,9,5,10,8,5,7,6,4,6,9,4,4,3,6,3,3,5,3,5,1,1,2
Joffie C Pittman,,1,27,15,3,1,3,1,39,45,40,27,34,24,22,16,15,17,18,10,19,18,10,16,9,9,15,9,11,7,6,6,8,4,4,5,5,4,4,4,1,5,1,2,4,2,5,3,3,2,0,2
Christine Hope,,,0,3,9,7,2,1,27,32,26,33,19,23,22,8,5,6,17,11,21,20,12,18,10,11,17,14,8,7,9,6,8,5,5,7,8,2,6,8,3,3,2,4,6,1,6,0,6,0,1,2
Matthew Perks,,,,1,3,2,3,1,19,16,19,7,14,6,4,19,18,15,0,7,5,1,5,2,4,4,1,3,9,6,2,4,3,4,5,4,4,3,1,1,1,3,1,0,0,2,1,3,1,1,0,2
Christian Dicicco,,,,,0,2,4,2,6,6,3,8,3,4,5,4,2,5,3,8,2,4,9,3,4,10,2,4,4,5,1,5,3,4,3,7,5,4,3,4,1,3,1,3,5,2,3,1,4,0,1,2
Franklin A Bennett Iii,,,,,,0,4,1,7,4,3,7,2,3,1,6,3,4,2,3,1,1,4,0,3,3,0,5,2,5,4,5,2,5,3,2,5,4,1,2,5,5,2,2,4,1,3,1,2,0,0,2
Gary S Silver,,,,,,,0,2,4,4,3,8,2,3,1,6,3,3,2,6,0,3,6,1,0,3,1,2,1,4,2,4,2,5,1,2,3,3,0,2,2,3,1,2,1,1,3,1,2,0,1,2
Daniel R Sulman,,,,,,,,0,3,1,2,0,3,2,1,2,2,2,0,1,1,0,0,1,0,1,1,0,2,3,0,0,2,2,1,0,2,1,0,1,1,3,2,2,2,2,1,0,1,0,0,2
Ken Powell,,,,,,,,,3,43,39,26,31,22,24,23,17,20,19,6,23,19,10,18,6,7,20,7,7,9,5,6,6,6,4,5,7,7,3,2,3,4,2,4,4,2,5,1,2,2,1,2
Tracy B Roman,,,,,,,,,,0,41,30,34,23,25,20,17,16,18,14,22,20,13,18,11,13,17,10,11,7,7,5,9,6,5,9,5,2,7,7,3,4,0,3,4,1,5,2,5,2,1,2
Lyris Younge,,,,,,,,,,,2,27,32,27,27,19,17,16,17,12,21,15,9,17,5,5,16,11,7,3,6,6,5,10,4,3,6,3,2,4,2,3,2,3,1,1,3,2,4,3,0,2
Daine Grey Jr,,,,,,,,,,,,1,20,25,25,9,5,4,17,12,21,19,11,18,7,11,16,13,6,7,8,6,10,6,3,8,7,5,5,6,4,4,2,3,3,1,6,2,3,1,1,2
Scott Diclaudio,,,,,,,,,,,,,1,16,17,14,15,13,16,3,19,12,5,17,2,5,16,3,6,8,4,5,3,5,4,2,4,2,0,1,2,7,1,2,4,1,4,3,0,2,0,2
Kai Scott,,,,,,,,,,,,,,0,23,5,2,1,18,10,19,16,6,16,7,7,16,9,6,5,5,4,7,7,5,5,7,4,3,4,0,1,2,1,0,3,5,0,5,2,0,2
Stephanie M Sawyer,,,,,,,,,,,,,,,0,1,1,2,18,9,19,19,7,18,8,8,18,9,4,3,6,4,9,3,1,6,2,1,5,6,2,1,3,2,1,2,1,1,3,2,1,2
Leon Goodman,,,,,,,,,,,,,,,,2,21,18,3,6,4,5,6,1,4,5,1,4,7,5,6,4,1,7,4,3,3,6,0,1,5,6,1,4,2,1,3,4,2,1,2,2
Jon Marshall,,,,,,,,,,,,,,,,,1,19,2,3,3,1,4,0,3,4,0,1,6,5,2,2,0,5,5,1,5,2,2,2,4,3,3,2,1,2,1,3,0,1,1,2
Edward William Louden Jr,,,,,,,,,,,,,,,,,,3,0,4,2,2,7,0,2,5,1,4,6,4,1,5,2,4,3,2,5,4,1,1,2,3,0,3,3,1,1,3,1,1,0,2
Michael Fanning,,,,,,,,,,,,,,,,,,,0,3,17,15,2,15,5,5,17,2,0,2,2,5,1,2,5,4,2,2,5,0,3,2,3,0,2,3,2,1,2,2,0,2
Frances Fattah,,,,,,,,,,,,,,,,,,,,4,3,6,10,2,9,11,1,10,7,3,2,7,6,5,3,8,4,4,5,8,1,3,2,3,2,2,3,2,6,1,0,2
Abbe Fletman,,,,,,,,,,,,,,,,,,,,,0,14,4,17,2,3,17,2,4,4,2,0,2,2,3,3,3,2,2,1,1,2,1,0,1,2,2,1,1,1,0,2
Mia Roberts Perez,,,,,,,,,,,,,,,,,,,,,,0,7,14,8,6,15,6,4,3,4,4,4,3,0,4,1,2,4,5,2,0,0,2,2,1,1,1,2,1,2,2
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,,0,2,6,9,2,7,6,3,5,7,4,8,2,5,5,5,5,6,2,2,1,1,4,1,3,1,3,1,1,2
Chris Mallios,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,18,3,0,4,2,0,2,1,2,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,2
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,0,8,1,7,7,3,4,4,4,4,5,6,2,1,8,7,6,2,4,1,2,5,0,1,4,1,1,2
