col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,col_57,col_58,col_59,col_60,division
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,21,All
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,All
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"2,315","1,745","1,381","1,373","1,261",999,909,856,791,716,678,581,436,427,271,241,"1,557","1,433","1,251","1,131","1,129","1,088",960,875,821,792,772,715,700,692,685,659,645,592,590,588,521,517,517,489,445,413,387,378,338,337,337,321,321,298,290,276,275,236,197,181,112,109,109,All
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Helen Gym,Paul Steinke,Allan Domb,Sherrie Cohen,Thomas Wyatt,William K Greenlee,Blondell Reynolds Brown,Derek S Green,Ed Neilson,Frank Rizzo,Jenne Ayers,Isaiah Thomas,Carla M Cain,Marnie Aument Loughrey,W Wilson Goode Jr,Wilson Alexander,Rainy Papademetriou,Abbe Fletman,Stella Tsai,Mia Roberts Perez,Chris Mallios,Kai Scott,Ken Powell,Anthony Kyriakakis,Jennifer Schultz,Scott Diclaudio,Daine Grey Jr,Lucretia Clemons,Marissa Brumbach,Tracy B Roman,James F Berardinelli,Vince Giusini,Betsy Wahl,Chris Mccabe,Stephanie M Sawyer,Deborah Watson Stokes,Brian T Ortelere,Vincent N Melchiorre,Lynne M Summers,Vincent Furlong,Michael Fanning,Jodi Lobel,William J Ciancaglini,Leon A King Ii,Lyris Younge,Edward William Louden Jr,Leon Goodman,Thomas Martin,Frances Fattah,Rania Major,Wayne M D Bennett,Joshua Hill,Jon Marshall,Sandjai Weaver,Shanese Johnson,Starr Marshall Cash,Franklin A Bennett Iii,Tangie M Boston,Sherman Toppin,1
Helen Gym,9,41,33,40,26,25,30,13,18,12,19,25,12,14,9,1,39,41,39,38,33,33,21,24,23,14,25,23,27,20,19,14,26,20,27,22,18,15,16,11,13,15,11,12,6,6,5,9,10,9,10,5,2,2,5,4,2,6,0,1
Paul Steinke,,0,31,30,35,15,11,21,8,10,13,22,6,4,4,2,31,34,26,24,27,26,16,19,20,12,17,14,14,9,16,12,13,12,11,7,15,12,10,10,9,10,9,10,5,7,8,5,1,4,8,5,3,1,0,1,2,0,1,1
Allan Domb,,,1,19,19,14,10,15,11,17,13,11,13,4,4,4,23,22,14,18,19,16,12,15,16,18,9,13,18,14,14,16,15,14,8,10,11,18,15,13,10,10,10,2,5,3,6,10,2,5,5,5,4,3,1,5,2,1,0,1
Sherrie Cohen,,,,0,14,22,19,8,14,7,12,5,7,5,10,2,31,30,27,24,24,22,18,20,13,11,21,13,13,14,15,13,13,13,12,7,14,5,7,10,8,9,5,13,6,4,8,5,7,5,9,6,3,3,2,3,2,1,1,1
Thomas Wyatt,,,,,2,4,3,18,3,8,5,17,4,4,3,5,18,19,17,17,16,16,9,11,6,6,14,8,8,4,13,15,8,11,6,6,10,10,4,8,1,4,6,7,6,7,5,7,0,3,5,6,2,3,1,2,2,0,1,1
William K Greenlee,,,,,,2,22,7,20,8,6,4,2,2,9,1,18,15,14,14,16,19,19,10,10,11,11,8,8,9,9,6,8,6,6,7,9,10,5,7,14,4,5,7,5,5,4,5,7,1,4,3,2,0,0,0,0,1,0,1
Blondell Reynolds Brown,,,,,,,1,6,16,7,7,5,6,4,9,0,18,21,18,13,21,17,16,14,8,10,13,10,9,10,10,6,7,7,13,7,8,8,4,4,10,4,3,7,4,3,2,5,8,4,3,2,1,0,2,0,1,1,0,1
Derek S Green,,,,,,,,1,3,5,9,11,6,3,2,5,7,12,9,14,8,11,11,9,11,9,11,8,11,9,8,8,7,8,5,8,4,6,6,6,4,5,7,7,5,4,7,5,1,2,4,4,4,3,0,3,2,0,0,1
Ed Neilson,,,,,,,,,5,5,1,1,0,1,6,3,14,13,12,10,14,13,15,5,4,9,9,5,7,8,6,5,3,8,5,4,5,10,2,4,12,3,3,5,4,3,2,7,6,1,0,3,1,0,0,1,1,1,0,1
Frank Rizzo,,,,,,,,,,3,3,4,2,4,4,2,9,7,2,4,7,6,9,9,8,11,2,5,3,9,13,13,8,9,4,4,8,10,7,9,6,0,8,3,2,6,2,5,4,0,3,2,3,2,1,2,3,3,0,1
Jenne Ayers,,,,,,,,,,,0,8,13,10,3,4,8,7,19,18,3,6,9,7,16,9,8,16,12,14,4,4,14,4,13,12,3,0,11,2,0,9,5,1,7,6,3,2,4,6,4,1,4,4,4,4,0,2,0,1
Isaiah Thomas,,,,,,,,,,,,0,3,3,4,1,11,13,16,14,8,13,6,9,8,7,8,11,6,7,11,5,6,9,9,9,10,7,6,4,3,7,6,3,1,4,3,4,1,2,6,3,1,1,0,1,1,1,0,1
Carla M Cain,,,,,,,,,,,,,0,7,2,3,9,5,12,14,1,1,5,5,13,7,9,11,11,13,3,5,9,4,10,10,3,1,6,5,1,7,3,3,6,3,5,1,3,7,2,3,2,5,4,4,3,2,1,1
Marnie Aument Loughrey,,,,,,,,,,,,,,0,0,2,4,6,11,10,4,3,2,3,8,1,2,9,8,9,1,2,10,4,11,9,2,2,4,0,1,5,2,1,4,1,1,0,4,5,1,2,0,1,5,2,1,5,0,1
W Wilson Goode Jr,,,,,,,,,,,,,,,0,0,8,6,5,5,6,5,7,6,3,6,2,7,3,6,4,3,3,8,3,4,5,4,2,2,2,1,3,1,3,1,1,3,3,2,1,2,1,2,0,1,1,1,0,1
Wilson Alexander,,,,,,,,,,,,,,,,0,4,0,3,4,0,0,4,2,3,6,3,2,2,5,4,5,4,3,1,4,0,0,2,2,0,1,2,3,6,4,1,2,1,2,1,2,2,2,1,2,0,0,0,1
Rainy Papademetriou,,,,,,,,,,,,,,,,,1,36,27,25,28,28,16,20,12,10,19,15,10,13,18,13,10,15,11,10,22,13,8,10,7,5,3,11,6,6,9,10,9,6,6,6,3,3,4,2,2,2,1,1
Abbe Fletman,,,,,,,,,,,,,,,,,,0,27,26,35,38,16,17,14,6,20,18,10,11,12,9,11,16,14,8,19,13,5,5,9,9,2,12,4,3,5,9,6,3,5,3,0,0,2,0,1,2,0,1
Stella Tsai,,,,,,,,,,,,,,,,,,,0,34,23,21,15,19,18,9,16,24,15,17,14,8,17,11,21,19,14,7,10,3,6,16,5,6,7,5,4,3,7,6,6,6,1,3,4,3,0,3,0,1
Mia Roberts Perez,,,,,,,,,,,,,,,,,,,,0,22,23,17,19,17,9,21,22,17,18,13,8,18,12,19,17,9,6,12,4,8,13,6,9,7,3,3,3,7,8,5,6,2,3,4,3,2,3,0,1
Chris Mallios,,,,,,,,,,,,,,,,,,,,,0,29,17,18,5,7,17,10,9,6,11,10,13,14,11,7,11,14,3,4,12,5,3,10,2,1,3,5,5,1,5,4,1,1,1,3,1,3,0,1
Kai Scott,,,,,,,,,,,,,,,,,,,,,,0,15,13,6,6,18,15,8,4,12,6,8,17,12,7,17,14,2,5,12,6,3,11,1,4,4,10,7,0,5,2,0,0,0,0,1,2,0,1
Ken Powell,,,,,,,,,,,,,,,,,,,,,,,0,17,9,18,20,4,8,16,14,8,7,7,8,8,7,8,6,10,14,2,8,7,10,9,9,2,5,2,3,3,6,3,0,3,1,0,0,1
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,1,5,10,18,5,7,9,14,12,10,9,10,6,13,4,6,8,9,6,5,11,4,1,2,2,5,2,9,5,1,3,1,1,2,2,1,1
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,,,,,,0,6,9,17,13,19,9,4,14,6,14,15,6,3,12,7,3,13,3,4,6,5,9,2,4,7,6,4,5,3,4,3,2,2,0,1
Scott Diclaudio,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,4,7,18,13,13,6,8,3,6,6,9,6,10,8,1,15,1,11,11,7,3,2,3,3,1,5,2,1,1,1,0,0,1
Daine Grey Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,8,11,12,6,8,6,10,5,10,4,3,8,6,2,4,13,6,4,7,2,5,5,7,3,3,2,2,2,1,0,1,1
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,16,5,4,15,11,15,14,10,8,10,3,2,11,2,3,3,4,2,7,6,6,4,5,1,2,4,3,1,3,0,1
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,4,6,21,5,14,14,3,7,11,4,7,8,3,4,4,2,5,3,4,8,4,2,2,2,3,3,1,2,0,1
Tracy B Roman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,8,13,4,10,14,4,5,13,6,3,8,5,4,13,7,8,2,6,9,3,5,7,4,5,5,2,3,0,1
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,6,11,5,4,13,7,5,11,7,3,9,4,2,7,4,4,4,1,8,5,1,2,0,0,3,0,0,1
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,9,3,3,7,8,5,10,3,1,7,5,4,7,2,4,1,2,8,6,2,3,2,1,2,1,0,1
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,10,13,4,5,11,3,6,8,4,5,5,3,1,3,5,6,7,2,2,3,5,5,1,4,0,1
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,9,13,11,1,5,6,5,7,5,5,5,3,9,2,2,7,3,2,3,2,3,4,3,0,1
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,8,4,9,0,4,8,3,3,3,1,1,1,4,5,3,3,0,2,4,4,2,5,0,1
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,4,9,2,1,7,3,2,5,3,5,1,3,3,3,4,2,2,0,4,1,4,0,1
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,2,7,2,4,2,2,1,4,5,9,2,0,5,4,0,2,1,0,1,1,1,1
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,6,9,3,8,1,1,4,3,10,2,1,0,2,0,0,0,2,1,2,0,1
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,2,5,4,1,4,4,1,3,4,7,1,2,3,2,3,3,1,2,0,1
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,5,4,3,8,6,4,3,0,5,2,3,1,0,1,2,1,1,1
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,6,6,1,1,1,1,5,1,2,1,0,0,0,1,3,1,0,1
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,1,2,1,3,4,4,1,1,2,2,1,1,2,0,1
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,6,4,2,1,2,1,2,3,2,1,1,3,1,0,1
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,4,1,5,0,6,4,2,1,0,1,2,0,1,1
Lyris Younge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,3,3,2,5,1,0,6,2,2,3,0,1,0,1
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,3,3,1,3,0,4,1,1,1,0,1,0,1
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,2,4,5,2,0,0,2,0,1,1
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,1,1,1,1,0,1,0,1,0,1
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,1,0,2,2,1,3,0,1
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,6,1,1,0,0,1
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,1,0,1,1,0,1
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,1,1,3,0,1,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,2,1,0,0,1
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,2,1,1,1
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,1
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,106,78,76,60,54,48,46,41,41,36,34,33,24,18,18,11,60,57,56,52,48,46,45,40,40,40,39,37,37,37,36,35,33,32,32,29,28,27,25,24,22,21,20,18,18,17,17,16,14,14,14,12,9,7,7,7,6,6,1,1
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
