col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,division
James F Berardinelli,,,,,,,,,,,,0,47,34,62,67,66,75,36,40,47,35,28,38,75,38,74,56,26,30,29,24,14,50,29,17,30,29,44,27,34,22,13,17,11,All
Lynne M Summers,,,,,,,,,,,,,1,65,45,43,38,55,63,34,49,37,52,42,34,59,25,38,49,56,50,60,52,39,19,53,29,21,28,33,27,27,27,25,19,All
Stephanie M Sawyer,,,,,,,,,,,,,,0,32,22,47,34,82,35,49,62,60,43,37,38,19,34,43,43,59,61,41,29,42,44,42,26,21,18,33,20,35,21,18,All
Jon Marshall,,,,,,,,,,,,,,,2,85,30,48,26,18,40,42,26,36,42,50,50,26,27,23,22,15,24,21,19,14,17,21,22,34,23,29,12,13,17,All
Edward William Louden Jr,,,,,,,,,,,,,,,,2,35,50,27,20,31,23,30,31,36,34,43,30,33,20,17,21,19,24,11,12,18,17,20,24,22,13,8,5,6,All
Abbe Fletman,,,,,,,,,,,,,,,,,0,41,28,31,21,39,24,47,57,37,64,37,21,35,44,37,15,20,46,30,26,22,20,20,19,12,12,13,6,All
Vincent Furlong,,,,,,,,,,,,,,,,,,3,34,38,41,37,29,26,46,39,48,38,24,17,19,23,22,36,13,16,24,23,35,23,16,15,12,7,14,All
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,0,27,48,41,64,46,27,42,16,23,37,49,41,40,51,25,40,43,40,27,24,21,30,22,35,23,31,All
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,0,17,47,24,12,22,20,18,38,11,18,21,20,8,42,31,23,28,10,29,15,10,11,5,9,3,All
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,1,41,44,59,32,53,37,25,55,38,31,30,28,31,20,21,26,28,22,29,33,42,18,16,26,All
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,3,27,30,24,45,32,32,24,23,22,24,19,24,48,25,37,20,25,25,12,31,21,13,17,All
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,0,59,29,47,17,23,38,30,34,34,46,20,23,30,27,25,22,33,26,22,23,9,13,All
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,0,38,42,36,37,47,36,37,22,34,18,26,27,27,40,23,36,33,26,21,15,16,All
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,,,,,,,0,31,70,40,24,34,41,39,19,38,22,26,23,17,21,17,21,12,17,12,11,All
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,26,32,39,28,25,36,33,32,25,25,24,26,43,17,34,13,9,16,All
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,,,,,,,4,29,24,20,19,10,8,19,21,9,20,13,19,15,9,15,6,7,9,All
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25,32,26,35,11,44,25,33,31,23,38,22,22,15,13,20,5,All
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,41,41,27,37,18,22,34,17,24,11,21,25,23,20,21,18,All
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,43,48,33,22,32,41,23,17,23,23,22,21,20,14,9,All
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,54,33,15,23,45,21,22,23,22,24,13,19,17,14,All
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,27,18,45,28,16,25,18,22,13,19,19,13,All
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,11,30,16,20,9,23,18,15,21,14,20,All
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20,20,22,16,25,18,16,14,10,9,8,All
Chris Mallios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,25,16,14,26,11,12,17,13,7,All
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,10,11,18,14,13,18,16,10,All
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,25,24,13,20,25,9,14,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,17,22,15,15,16,11,All
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18,12,20,9,16,5,All
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,15,9,11,7,All
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,16,8,16,11,All
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,15,13,All
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,11,All
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,All
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"1,180",581,502,379,323,315,293,268,261,257,228,221,211,209,205,195,188,185,183,175,175,172,170,168,167,167,157,146,144,143,141,139,126,123,122,121,119,111,107,105,98,91,77,65,62,All
,District Council 7th District - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Manny Morales,Maria Quinones Sanchez,Tracy B Roman,Ken Powell,Scott Diclaudio,James F Berardinelli,Jennifer Schultz,Lyris Younge,Michael Fanning,Jon Marshall,Marissa Brumbach,Mia Roberts Perez,Stephanie M Sawyer,Abbe Fletman,Brian T Ortelere,Leon Goodman,Rainy Papademetriou,Rania Major,Vincent Furlong,Anthony Kyriakakis,Daine Grey Jr,Deborah Watson Stokes,Kai Scott,Leon A King Ii,Lynne M Summers,Stella Tsai,Vincent N Melchiorre,Frances Fattah,Thomas Martin,Chris Mallios,Chris Mccabe,Edward William Louden Jr,Lucretia Clemons,Shanese Johnson,Vince Giusini,Wayne M D Bennett,Betsy Wahl,Joshua Hill,Jodi Lobel,Sandjai Weaver,Sherman Toppin,Starr Marshall Cash,Franklin A Bennett Iii,Tangie M Boston,William J Ciancaglini,1
Manny Morales,24,0,12,9,10,7,7,8,9,9,6,5,5,4,5,7,5,5,4,6,4,2,4,5,4,5,5,2,3,3,3,3,4,3,2,1,3,2,2,3,1,3,1,1,1,1
Maria Quinones Sanchez,,6,2,3,2,3,2,2,0,1,4,5,5,1,0,1,0,2,2,1,2,5,3,1,3,2,1,3,1,1,2,2,1,2,2,2,1,2,1,0,1,0,1,1,0,1
Tracy B Roman,,,0,6,7,3,3,9,4,2,3,2,1,2,5,2,4,3,1,2,2,2,2,2,2,3,4,1,3,4,1,3,2,2,1,1,2,2,1,0,0,2,0,0,1,1
Ken Powell,,,,0,5,4,2,6,3,5,2,1,2,2,4,4,4,1,1,3,2,1,1,0,1,0,2,0,2,2,1,4,1,0,1,1,1,1,0,1,0,0,2,0,0,1
Scott Diclaudio,,,,,0,6,4,5,5,3,5,3,0,4,6,3,3,1,3,4,2,2,2,3,4,2,4,2,3,3,0,2,1,1,3,0,1,2,0,0,1,1,0,1,1,1
James F Berardinelli,,,,,,0,7,3,3,5,4,2,3,3,6,4,4,2,4,4,3,2,2,3,2,3,3,1,1,1,2,3,1,0,4,3,0,1,0,1,2,1,2,0,1,1
Jennifer Schultz,,,,,,,1,2,3,3,3,3,3,4,5,3,4,4,5,3,4,2,3,3,3,3,3,1,2,0,2,2,1,2,2,2,2,1,2,0,1,0,0,1,0,1
Lyris Younge,,,,,,,,0,2,3,2,2,2,3,4,2,4,2,1,2,3,2,1,2,1,1,3,1,2,4,2,3,2,0,0,2,1,0,0,0,0,1,1,0,0,1
Michael Fanning,,,,,,,,,0,3,4,2,3,4,2,1,3,2,3,4,1,1,4,4,1,4,4,2,2,3,2,0,0,1,1,1,2,2,1,1,1,1,1,0,1,1
Jon Marshall,,,,,,,,,,0,2,1,3,2,2,6,3,2,2,3,4,2,1,2,0,1,0,2,2,0,1,3,0,1,1,1,0,2,0,2,1,1,2,0,0,1
Marissa Brumbach,,,,,,,,,,,0,6,4,2,0,2,2,4,2,2,0,3,4,3,4,4,3,2,1,2,0,0,2,2,3,2,2,2,2,2,1,1,1,1,0,1
Mia Roberts Perez,,,,,,,,,,,,0,4,3,1,2,2,4,1,2,1,1,2,3,3,4,2,0,1,1,0,0,3,1,0,2,1,1,2,1,2,1,0,1,0,1
Stephanie M Sawyer,,,,,,,,,,,,,0,1,0,2,1,5,2,2,3,5,4,1,1,4,1,2,1,1,4,1,1,3,1,2,2,0,3,2,1,1,2,1,0,1
Abbe Fletman,,,,,,,,,,,,,,0,4,1,5,0,4,3,3,1,2,5,2,1,2,2,4,2,1,0,1,0,1,1,0,2,0,0,2,0,0,0,0,1
Brian T Ortelere,,,,,,,,,,,,,,,0,2,5,1,3,3,3,0,0,2,1,1,2,0,3,2,0,2,1,0,2,1,0,0,0,0,1,1,0,0,1,1
Leon Goodman,,,,,,,,,,,,,,,,0,1,3,0,0,3,1,1,1,0,2,1,1,1,0,0,2,1,1,0,1,0,1,0,1,1,1,0,0,0,1
Rainy Papademetriou,,,,,,,,,,,,,,,,,0,1,3,3,3,0,1,3,1,1,1,1,4,2,0,1,2,0,2,2,0,1,0,1,1,1,1,0,0,1
Rania Major,,,,,,,,,,,,,,,,,,0,0,0,2,3,2,1,1,4,1,2,1,1,1,1,2,3,0,3,2,0,3,1,0,2,0,1,0,1
Vincent Furlong,,,,,,,,,,,,,,,,,,,0,4,2,2,2,3,2,1,1,2,3,0,2,1,0,1,3,2,0,2,0,0,1,0,1,0,0,1
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,0,1,1,2,3,2,1,2,1,2,1,1,1,1,0,2,1,0,1,0,1,0,1,2,0,1,1
Daine Grey Jr,,,,,,,,,,,,,,,,,,,,,0,2,1,3,0,0,0,3,3,1,1,2,0,1,1,1,0,1,0,0,2,1,0,0,0,1
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,0,3,1,3,2,0,4,2,1,3,1,0,4,2,1,2,1,2,0,0,1,1,1,0,1
Kai Scott,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,2,2,1,1,2,0,1,2,2,1,1,1,1,1,0,0,1,0,0,1
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,2,2,2,3,1,0,1,0,1,2,0,2,0,0,2,2,0,0,1,1
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,2,2,0,1,0,2,3,2,0,1,1,1,0,0,0,0,1,0,1
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,2,2,0,2,2,0,2,2,1,2,0,1,2,0,1,1,1
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,3,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,1,0,0,2,2,1,0,2,0,0,0,1,0,0,0,1
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,2,2,1,0,2,0,0,1,1,0,0,0,1
Chris Mallios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,1,1,0,0,0,0,2,0,0,1,1
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,2,0,0,0,0,0,1,0,0,0,1
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,2,1,2,0,0,1,0,1,0,1
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,1,0,1,0,0,1
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,0,0,1
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,0,0,1,0,1
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,1
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,1
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,58,17,15,13,13,12,12,11,11,10,10,10,10,8,8,8,8,8,8,7,7,7,7,7,7,7,7,6,6,5,5,5,5,5,5,5,4,4,3,3,3,3,2,2,1,1
,District Council 7th District - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,Manny Morales,Maria Quinones Sanchez,Tracy B Roman,Scott Diclaudio,Michael Fanning,Ken Powell,Lyris Younge,Mia Roberts Perez,Leon Goodman,Stephanie M Sawyer,Vincent Furlong,Edward William Louden Jr,Jennifer Schultz,Wayne M D Bennett,Kai Scott,Thomas Martin,Daine Grey Jr,James F Berardinelli,Rania Major,Brian T Ortelere,Deborah Watson Stokes,Franklin A Bennett Iii,Jon Marshall,Joshua Hill,Lucretia Clemons,Lynne M Summers,Rainy Papademetriou,Sandjai Weaver,Tangie M Boston,Anthony Kyriakakis,Betsy Wahl,Shanese Johnson,Chris Mallios,Chris Mccabe,Frances Fattah,Leon A King Ii,Marissa Brumbach,Stella Tsai,William J Ciancaglini,Sherman Toppin,Starr Marshall Cash,Jodi Lobel,Vince Giusini,Vincent N Melchiorre,Abbe Fletman,2
Manny Morales,15,0,8,8,9,4,8,7,4,4,5,4,5,4,3,5,4,2,4,2,3,4,2,1,1,3,3,2,4,1,2,3,2,1,2,0,1,3,1,1,2,1,2,0,0,2
Maria Quinones Sanchez,,4,10,6,5,9,5,6,6,6,4,4,3,4,4,2,3,4,2,3,3,1,4,4,5,2,2,3,2,3,3,2,2,3,2,3,3,0,3,1,1,1,0,2,1,2
Tracy B Roman,,,1,8,4,5,9,5,4,4,3,4,1,4,3,1,1,2,3,3,2,1,3,2,2,2,1,3,1,4,4,1,0,0,3,2,2,0,2,0,0,0,2,1,0,2
Scott Diclaudio,,,,0,4,5,7,2,4,1,6,6,2,3,1,2,1,3,5,4,2,2,3,0,2,2,2,1,2,2,1,2,1,0,1,0,0,0,2,0,0,1,2,1,0,2
Michael Fanning,,,,,0,5,5,5,3,5,6,3,1,5,4,5,4,3,4,4,3,3,3,3,2,2,0,1,4,2,1,2,4,3,1,2,1,1,3,2,1,2,0,2,1,2
Ken Powell,,,,,,0,5,3,7,4,5,5,2,4,2,3,2,2,3,2,1,3,5,1,2,3,3,3,4,1,1,2,1,2,1,0,1,1,2,1,2,1,0,1,0,2
Lyris Younge,,,,,,,0,5,4,1,4,4,1,2,2,0,1,3,3,3,2,3,3,0,1,1,0,1,2,2,0,0,1,1,0,0,0,1,2,1,1,1,1,1,0,2
Mia Roberts Perez,,,,,,,,0,2,6,3,2,3,2,4,1,3,1,0,0,2,1,2,1,2,3,1,2,2,3,2,1,1,2,1,1,2,1,0,2,2,1,1,0,0,2
Leon Goodman,,,,,,,,,0,3,3,4,1,2,1,1,2,0,2,1,0,1,5,0,1,2,1,2,2,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,2
Stephanie M Sawyer,,,,,,,,,,0,3,1,3,3,4,3,4,0,2,0,3,0,2,2,1,4,3,2,2,2,4,3,1,2,3,2,3,1,0,2,2,1,1,0,0,2
Vincent Furlong,,,,,,,,,,,0,4,3,2,1,4,2,4,4,3,2,2,2,1,2,3,2,2,4,2,0,2,2,1,0,0,0,1,3,0,0,1,1,1,0,2
Edward William Louden Jr,,,,,,,,,,,,0,2,2,1,3,1,1,2,2,1,2,3,0,2,2,2,2,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,2
Jennifer Schultz,,,,,,,,,,,,,0,0,0,1,3,1,2,1,2,1,0,0,2,1,3,1,0,1,1,2,1,1,0,0,1,1,0,0,1,0,0,0,0,2
Wayne M D Bennett,,,,,,,,,,,,,,0,4,4,1,1,4,3,2,5,2,3,1,2,2,3,4,2,3,1,1,1,3,2,1,1,3,2,1,2,1,0,0,2
Kai Scott,,,,,,,,,,,,,,,0,3,2,2,1,1,2,2,1,4,1,1,1,2,3,3,3,0,2,2,3,4,2,1,0,3,2,1,1,1,1,2
Thomas Martin,,,,,,,,,,,,,,,,0,1,2,3,1,1,3,1,3,2,4,2,3,3,1,2,3,3,2,2,2,0,2,1,1,1,0,1,1,1,2
Daine Grey Jr,,,,,,,,,,,,,,,,,0,0,2,0,2,0,1,0,1,0,1,1,1,1,1,1,2,1,0,0,1,1,0,2,1,1,0,0,0,2
James F Berardinelli,,,,,,,,,,,,,,,,,,0,1,3,0,1,0,2,1,0,2,0,2,2,0,0,2,2,0,1,0,0,2,0,0,0,1,2,1,2
Rania Major,,,,,,,,,,,,,,,,,,,0,3,2,3,1,1,1,2,2,1,1,2,1,2,1,0,1,1,0,1,2,1,0,1,1,1,0,2
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,0,2,2,1,1,2,0,1,1,1,1,0,0,1,1,0,1,0,0,3,0,0,1,0,2,1,2
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,0,1,0,1,3,1,1,1,1,0,1,2,2,2,1,1,2,0,2,1,2,1,0,0,0,2
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,0,1,2,0,1,1,2,3,1,1,0,1,1,1,1,0,2,2,1,1,1,0,0,0,2
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,0,0,2,2,0,2,2,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,2
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,1,2,2,0,2,2,2,4,2,1,1,1,0,0,0,1,1,2
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,2,0,0,0,3,2,2,0,1,1,0,1,0,1,0,0,1,1,2
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,3,1,1,1,3,0,1,1,1,1,2,0,1,1,0,1,0,0,2
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,2,2,0,1,2,0,1,0,0,0,2,0,1,0,0,2
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,0,0,1,1,0,2,1,1,1,0,0,0,0,2
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,0,0,1,2,1,1,2,1,0,0,2
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,1,2,1,1,1,1,0,0,1,1,0,2
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,4,2,2,0,0,0,1,0,1,0,0,2
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,1,1,0,0,1,0,1,0,0,2
Chris Mallios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,1,0,0,1,1,1,0,0,1,1,2
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,1,1,2,0,0,1,1,2
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,0,0,1,0,1,0,0,2
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,1,0,0,0,1,1,2
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,0,0,2
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,2
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,0,2
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,2
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
Abbe Fletman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,46,26,19,15,14,13,13,13,10,10,10,9,9,9,8,8,7,7,7,6,6,6,6,6,6,6,6,6,6,5,5,5,4,4,4,4,4,4,4,3,3,2,2,2,1,2
,District Council 7th District - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
,Manny Morales,Maria Quinones Sanchez,Scott Diclaudio,Ken Powell,Tracy B Roman,Daine Grey Jr,Jon Marshall,Leon Goodman,Jennifer Schultz,Edward William Louden Jr,James F Berardinelli,Jodi Lobel,Lyris Younge,William J Ciancaglini,Anthony Kyriakakis,Chris Mccabe,Kai Scott,Sherman Toppin,Stephanie M Sawyer,Vincent Furlong,Deborah Watson Stokes,Lynne M Summers,Mia Roberts Perez,Vince Giusini,Vincent N Melchiorre,Abbe Fletman,Brian T Ortelere,Chris Mallios,Joshua Hill,Rania Major,Sandjai Weaver,Starr Marshall Cash,Stella Tsai,Wayne M D Bennett,Franklin A Bennett Iii,Lucretia Clemons,Michael Fanning,Rainy Papademetriou,Betsy Wahl,Frances Fattah,Leon A King Ii,Tangie M Boston,Thomas Martin,Shanese Johnson,Marissa Brumbach,3
Manny Morales,10,0,9,6,9,6,6,6,4,4,3,2,6,2,3,2,3,5,2,2,2,2,2,2,2,3,1,2,1,2,1,2,1,0,3,2,0,0,0,1,1,0,1,1,0,3
Maria Quinones Sanchez,,6,3,4,2,5,4,4,5,1,3,4,1,4,1,2,1,1,2,4,2,2,3,3,2,0,1,1,3,2,2,1,3,3,0,0,2,2,1,1,0,1,1,0,0,3
Scott Diclaudio,,,1,7,7,3,5,5,3,5,1,1,5,2,1,2,1,2,3,2,1,1,1,2,0,2,0,0,1,2,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,3
Ken Powell,,,,1,7,4,6,6,4,5,3,3,4,3,2,3,1,2,3,2,1,1,2,2,2,1,0,1,2,3,2,2,2,2,1,1,1,1,0,1,0,1,0,0,0,3
Tracy B Roman,,,,,0,3,4,7,5,5,3,1,6,2,3,1,2,3,2,1,2,3,2,2,2,3,0,0,2,0,1,2,2,1,1,1,0,2,2,2,1,2,1,0,0,3
