col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,division
Ken Powell,,,,,,,,,14,375,501,489,388,469,349,137,315,316,298,144,175,281,204,282,110,85,87,101,77,113,90,163,147,86,84,72,63,80,52,95,42,47,60,50,54,55,48,33,44,30,22,All
Kai Scott,,,,,,,,,,8,325,347,393,267,430,227,409,437,391,139,191,299,98,289,118,207,168,124,153,87,133,44,37,124,52,73,99,86,79,89,75,61,69,64,55,53,53,26,31,32,31,All
Tracy B Roman,,,,,,,,,,,10,492,368,456,308,118,310,247,306,127,138,244,190,252,161,117,104,131,79,89,72,132,159,50,83,116,77,76,51,56,76,83,57,79,47,66,45,31,32,43,27,All
Lyris Younge,,,,,,,,,,,,10,351,436,282,94,303,246,297,90,107,240,151,259,106,90,51,105,63,61,63,134,147,48,58,73,67,66,32,44,53,54,45,54,43,50,54,24,25,26,25,All
Daine Grey Jr,,,,,,,,,,,,,13,308,408,108,348,315,350,104,178,269,124,252,106,123,118,94,104,104,93,82,79,74,78,78,70,75,53,93,48,67,62,67,52,59,46,19,35,28,31,All
Scott Diclaudio,,,,,,,,,,,,,,9,263,84,247,228,224,77,100,232,161,237,85,54,54,63,32,84,54,141,136,42,58,50,22,43,29,62,20,47,41,28,53,43,39,35,25,13,10,All
Abbe Fletman,,,,,,,,,,,,,,,5,175,356,416,313,105,192,275,56,244,139,91,185,52,147,92,56,44,40,102,58,54,85,45,78,98,62,41,52,32,39,38,22,23,17,12,16,All
Chris Mccabe,,,,,,,,,,,,,,,,50,146,172,112,235,157,93,77,86,125,126,135,70,135,88,113,48,32,98,90,69,75,35,77,60,70,43,55,38,53,32,37,61,28,23,21,All
Mia Roberts Perez,,,,,,,,,,,,,,,,,3,337,366,80,172,295,73,285,137,141,172,99,144,76,54,36,25,96,56,76,97,58,77,42,78,59,62,54,36,36,42,36,17,21,32,All
Chris Mallios,,,,,,,,,,,,,,,,,,0,318,94,173,289,40,275,69,86,146,32,126,78,38,17,12,119,29,23,53,35,74,67,40,13,35,17,32,27,16,26,12,9,15,All
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,2,74,137,283,67,266,119,156,133,101,126,55,61,29,30,67,36,89,77,66,68,38,87,61,43,65,26,33,36,25,21,33,35,All
Thomas Martin,,,,,,,,,,,,,,,,,,,,34,115,63,106,71,123,86,104,99,99,87,85,72,49,79,99,90,76,61,57,52,54,59,74,55,54,40,49,54,39,28,19,All
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,,,27,112,87,88,119,73,164,43,111,126,52,65,55,119,72,43,73,45,75,106,50,45,56,28,45,26,22,30,17,15,9,All
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,,0,25,274,41,51,61,30,60,48,28,16,22,49,46,18,26,22,24,16,28,14,30,19,28,29,13,30,10,9,8,All
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,13,37,102,96,61,92,44,108,81,157,137,46,76,74,48,78,42,58,37,50,61,56,46,51,50,33,38,27,14,All
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,,,2,44,44,38,44,42,34,24,32,20,43,37,35,38,24,30,21,24,24,38,17,23,18,25,32,20,19,19,All
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,,,,,,7,118,143,93,145,111,79,69,72,68,93,114,92,52,80,78,105,82,76,59,44,33,43,41,30,30,27,All
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,11,126,109,119,59,112,21,30,57,44,107,98,70,85,22,90,73,40,72,25,39,39,29,21,50,37,All
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,,,,2,71,171,86,57,19,30,115,47,72,97,45,86,61,91,78,58,53,34,37,21,24,23,30,14,All
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,61,36,69,51,39,27,69,107,60,88,33,21,53,55,64,82,32,43,45,34,36,41,31,All
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,52,44,19,28,106,43,74,85,40,89,39,99,58,55,45,37,29,22,30,19,24,21,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,69,55,63,71,76,40,37,41,51,90,35,23,53,24,61,30,26,38,20,13,6,All
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,40,42,46,53,45,35,60,27,39,40,39,51,45,54,36,31,23,38,28,18,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,116,35,56,41,28,37,25,55,13,32,41,20,20,20,34,21,29,13,5,All
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,21,52,33,23,42,10,39,20,27,28,33,35,31,29,19,21,16,18,All
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,41,28,51,48,53,55,40,30,38,15,48,18,14,24,13,11,9,All
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,71,34,42,25,46,28,31,43,33,42,29,30,42,38,23,9,All
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,79,63,53,21,70,71,48,68,32,33,34,30,27,31,29,All
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,45,63,30,71,65,40,53,30,29,32,19,22,25,21,All
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,31,30,23,40,37,43,28,41,40,18,26,28,15,All
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,24,63,37,34,31,20,19,15,18,14,14,12,All
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,17,23,12,24,13,17,16,18,9,4,All
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,51,28,45,28,17,16,17,17,25,19,All
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,31,64,16,35,26,18,22,31,20,All
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,26,22,24,27,27,29,14,12,All
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24,29,27,15,19,38,23,All
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,31,24,27,11,12,10,All
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,13,16,15,9,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,13,20,10,16,All
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,14,11,All
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,16,7,All
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,16,All
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,All
Total,"1,075",926,887,507,383,303,279,187,865,817,817,733,701,700,697,643,625,585,584,536,489,426,420,417,413,394,383,348,342,295,294,288,273,267,263,262,247,216,209,206,200,194,184,181,162,151,140,130,103,103,80,All
,Judge Of The Municipal Court - Democrat,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Gary S Silver,Christian Dicicco,Matthew Perks,Franklin A Bennett Iii,Daniel R Sulman,Ken Powell,Tracy B Roman,Stephanie M Sawyer,Lyris Younge,Vincent N Melchiorre,Chris Mallios,Mia Roberts Perez,Daine Grey Jr,Michael Fanning,Abbe Fletman,Kai Scott,Scott Diclaudio,Rainy Papademetriou,Chris Mccabe,Edward William Louden Jr,Jon Marshall,Jodi Lobel,Frances Fattah,Joshua Hill,Leon Goodman,James F Berardinelli,Jennifer Schultz,Wayne M D Bennett,Brian T Ortelere,Rania Major,Shanese Johnson,Thomas Martin,Deborah Watson Stokes,Franklin A Bennett Iii,Vincent Furlong,William J Ciancaglini,Leon A King Ii,Lynne M Summers,Sandjai Weaver,Sherman Toppin,Vince Giusini,Anthony Kyriakakis,Betsy Wahl,Starr Marshall Cash,Stella Tsai,Lucretia Clemons,Marissa Brumbach,Tangie M Boston,1
Sharon Williams Losier,0,42,34,2,3,2,2,1,53,49,45,43,45,42,42,36,43,35,37,30,27,13,6,4,4,4,5,4,3,3,4,3,2,2,2,1,3,1,2,1,1,2,2,1,0,1,1,1,0,0,0,1
Christine Hope,,1,23,2,2,0,1,0,44,40,40,31,41,38,39,36,40,39,33,18,25,12,2,1,4,1,3,1,5,1,3,3,2,0,0,1,1,2,2,0,1,1,2,1,1,0,0,1,0,0,0,1
Joffie C Pittman,,,0,0,1,1,0,0,29,28,23,26,25,23,21,22,24,20,18,19,12,5,4,4,1,0,3,3,3,0,2,2,2,0,0,0,1,0,0,0,0,1,2,1,0,0,0,1,0,0,0,1
Gary S Silver,,,,0,1,1,2,1,2,0,2,2,0,1,0,2,1,1,1,0,1,1,3,1,2,4,3,1,1,4,2,1,0,1,2,2,1,3,2,0,2,0,0,0,0,1,1,0,0,0,0,1
Christian Dicicco,,,,,0,1,1,0,5,4,4,2,3,3,4,4,3,1,2,1,3,2,0,0,0,2,1,2,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Matthew Perks,,,,,,0,0,0,1,2,1,2,0,1,0,2,0,0,0,1,0,0,1,2,1,2,1,2,0,1,1,0,0,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Franklin A Bennett Iii,,,,,,,0,0,2,0,2,2,0,0,1,2,0,0,0,1,0,0,2,1,1,3,1,1,0,1,2,0,0,1,0,1,0,2,1,0,2,0,0,0,0,1,1,0,0,0,0,1
Daniel R Sulman,,,,,,,,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Ken Powell,,,,,,,,,0,51,45,38,45,42,45,37,42,36,37,25,28,15,4,4,4,2,3,4,4,1,3,2,2,0,0,1,1,1,2,0,1,2,2,1,0,0,0,1,0,0,0,1
Tracy B Roman,,,,,,,,,,0,42,36,43,41,40,33,40,33,35,23,27,15,4,3,3,0,2,2,3,0,1,1,2,1,1,0,0,0,1,1,0,2,1,1,0,0,0,1,0,0,0,1
Stephanie M Sawyer,,,,,,,,,,,0,34,46,44,42,35,43,35,38,18,27,14,2,1,5,3,2,1,1,2,3,0,0,2,1,2,1,2,2,1,2,0,0,0,0,1,1,1,0,0,0,1
Lyris Younge,,,,,,,,,,,,0,34,31,32,28,33,27,28,25,16,5,5,1,3,4,1,2,1,2,2,0,0,1,2,2,2,1,3,1,1,1,0,0,0,0,0,1,0,0,0,1
Vincent N Melchiorre,,,,,,,,,,,,,0,45,44,35,45,37,39,19,27,14,0,0,3,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
Chris Mallios,,,,,,,,,,,,,,0,41,35,42,35,38,18,25,13,0,1,3,1,2,2,1,0,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
Mia Roberts Perez,,,,,,,,,,,,,,,0,35,42,36,38,18,26,14,0,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
Daine Grey Jr,,,,,,,,,,,,,,,,1,34,35,29,17,17,8,1,2,3,4,3,3,3,1,3,1,2,2,3,3,1,1,1,2,1,1,1,1,0,0,0,1,0,0,0,1
Michael Fanning,,,,,,,,,,,,,,,,,0,36,38,18,25,11,1,0,3,1,2,0,2,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1
Abbe Fletman,,,,,,,,,,,,,,,,,,0,31,13,22,12,0,1,3,0,1,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Kai Scott,,,,,,,,,,,,,,,,,,,0,14,23,13,1,2,2,1,1,0,2,1,0,0,1,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Scott Diclaudio,,,,,,,,,,,,,,,,,,,,1,2,1,4,3,0,1,2,4,2,0,2,2,2,0,0,0,1,0,0,0,0,2,2,1,0,0,0,1,0,0,0,1
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,,,0,15,0,0,3,0,1,0,2,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,2,2,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,0,4,1,3,3,2,1,2,3,1,1,1,1,1,2,2,2,0,2,0,1,0,0,1,1,0,0,0,0,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,2,2,1,1,2,1,2,2,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,0,0,1,2,0,0,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,0,3,3,0,0,2,3,3,2,2,2,1,2,0,0,0,0,1,1,0,0,0,0,1
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,3,2,2,1,2,1,2,1,1,0,1,1,2,1,0,1,1,0,0,0,0,1
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,2,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,2,0,0,0,1,1,0,0,0,1,2,1,0,0,0,0,0,0,0,1
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,2,2,1,2,2,1,1,1,0,0,0,0,1,1,0,0,0,0,1
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,2,2,2,1,1,2,1,2,1,0,1,1,0,0,0,0,1
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,1,1,0,0,0,1,2,1,0,0,0,0,0,0,0,1
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,1,0,0,1,0,1,2,1,0,0,0,0,0,0,0,1
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,1,1,0,2,1,0,0,0,0,1,1,0,0,0,0,1
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,2,0,0,0,0,1,1,0,0,0,0,1
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,1
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,1
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,67,51,37,7,6,5,3,1,60,57,50,49,48,47,47,46,46,42,42,32,31,18,9,8,7,6,6,6,5,5,5,4,4,4,4,3,3,3,3,2,2,2,2,2,1,1,1,1,0,0,0,1
,Judge Of The Municipal Court - Democrat,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,Sharon Williams Losier,Joffie C Pittman,Christine Hope,Matthew Perks,Christian Dicicco,Gary S Silver,Franklin A Bennett Iii,Daniel R Sulman,Ken Powell,Scott Diclaudio,Tracy B Roman,Lyris Younge,Daine Grey Jr,Kai Scott,Abbe Fletman,Stephanie M Sawyer,Michael Fanning,Thomas Martin,Vincent N Melchiorre,Frances Fattah,Mia Roberts Perez,Leon Goodman,Chris Mallios,Jon Marshall,Jennifer Schultz,Vincent Furlong,Edward William Louden Jr,Deborah Watson Stokes,Lucretia Clemons,Rainy Papademetriou,Wayne M D Bennett,Joshua Hill,Leon A King Ii,Lynne M Summers,Rania Major,Anthony Kyriakakis,Betsy Wahl,Chris Mccabe,Sherman Toppin,Brian T Ortelere,Sandjai Weaver,William J Ciancaglini,James F Berardinelli,Jodi Lobel,Tangie M Boston,Vince Giusini,Franklin A Bennett Iii,Marissa Brumbach,Stella Tsai,Shanese Johnson,Starr Marshall Cash,2
Sharon Williams Losier,5,31,23,4,6,2,2,1,33,38,36,29,24,18,21,15,17,7,16,10,18,7,16,8,5,3,5,3,3,2,3,2,3,3,2,4,3,2,1,2,2,3,2,1,2,0,2,2,3,1,1,2
Joffie C Pittman,,1,19,7,2,3,1,1,30,33,34,27,24,21,19,16,15,6,15,8,14,7,15,5,4,3,3,2,5,2,2,4,4,3,2,2,2,2,0,2,0,1,3,0,1,1,2,0,2,1,2,2
Christine Hope,,,1,7,7,1,1,2,27,24,24,23,34,22,29,17,19,9,17,7,17,8,16,4,5,8,3,5,4,2,3,4,6,2,5,3,3,0,3,0,3,2,2,2,1,2,1,2,4,2,1,2
Matthew Perks,,,,0,2,2,1,1,8,4,4,6,8,4,3,2,2,4,0,4,2,9,1,7,5,4,5,1,4,3,3,4,3,2,2,3,3,1,1,3,2,2,3,0,0,2,1,0,2,1,2,2
Christian Dicicco,,,,,0,0,1,3,5,4,6,5,5,3,3,1,7,3,2,8,4,4,2,2,5,3,1,3,0,2,2,3,5,1,3,3,2,2,2,0,3,2,0,1,3,2,0,1,1,0,1,2
Gary S Silver,,,,,,0,2,0,3,2,1,2,1,3,0,3,1,7,1,4,1,1,0,2,2,2,0,2,3,0,3,3,1,4,1,0,2,3,2,1,0,3,2,2,0,1,3,1,0,1,1,2
Franklin A Bennett Iii,,,,,,,0,0,3,1,3,3,0,1,0,1,1,3,0,3,1,2,0,1,1,3,2,0,1,1,2,1,0,3,0,0,0,1,0,0,1,2,1,0,1,2,1,0,0,0,0,2
Daniel R Sulman,,,,,,,,0,2,1,1,1,1,2,1,1,3,0,0,3,2,1,1,0,2,1,0,1,1,1,2,1,3,0,2,2,1,0,1,0,2,1,0,1,1,0,0,0,0,0,1,2
Ken Powell,,,,,,,,,2,33,34,27,28,20,24,15,16,9,17,6,13,12,16,8,6,6,7,2,3,5,4,4,4,3,5,5,3,0,1,1,3,1,4,1,0,3,0,0,1,1,1,2
Scott Diclaudio,,,,,,,,,,1,36,29,25,19,23,14,18,7,16,4,13,8,16,9,7,4,3,2,1,3,2,3,2,2,2,1,0,2,2,1,0,0,3,2,3,2,1,0,0,0,0,2
Tracy B Roman,,,,,,,,,,,0,32,25,20,21,15,17,5,16,8,15,9,15,5,6,6,5,2,2,4,3,3,2,3,1,2,1,2,1,2,2,2,2,2,2,3,1,2,2,0,0,2
Lyris Younge,,,,,,,,,,,,1,23,21,20,14,17,4,15,7,15,8,15,6,5,7,7,2,5,3,1,3,4,3,3,3,3,2,3,2,3,3,2,1,3,2,1,1,1,1,0,2
Daine Grey Jr,,,,,,,,,,,,,2,23,32,19,16,7,20,6,18,6,19,4,5,5,3,3,3,4,2,3,3,2,3,4,4,1,1,3,1,1,3,0,0,1,2,1,3,1,2,2
Kai Scott,,,,,,,,,,,,,,0,22,24,19,8,22,7,17,3,20,2,6,4,0,5,5,2,3,2,2,2,3,2,2,0,3,2,0,0,1,1,1,1,1,1,2,0,0,2
Abbe Fletman,,,,,,,,,,,,,,,0,17,16,5,19,2,17,2,19,2,3,2,0,0,1,2,1,2,1,0,3,4,2,1,1,0,1,0,1,0,0,0,0,0,1,0,0,2
Stephanie M Sawyer,,,,,,,,,,,,,,,,0,17,6,20,4,16,3,17,3,5,3,0,4,4,1,2,3,2,1,2,1,1,1,2,1,0,0,1,2,0,0,2,1,2,0,0,2
Michael Fanning,,,,,,,,,,,,,,,,,0,7,17,7,16,4,17,4,6,3,1,4,3,1,3,5,5,2,2,2,0,2,2,0,3,2,1,3,3,1,1,0,1,0,1,2
Thomas Martin,,,,,,,,,,,,,,,,,,2,7,7,3,5,4,5,7,8,1,4,5,3,5,4,3,5,4,0,2,4,3,2,0,3,3,4,1,2,3,2,1,2,2,2
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,0,2,15,3,19,1,3,2,0,1,1,1,1,0,1,1,2,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,2
Frances Fattah,,,,,,,,,,,,,,,,,,,,0,5,7,1,3,5,4,1,5,3,1,6,6,6,4,2,4,2,3,2,2,2,4,2,1,3,2,3,1,4,0,2,2
Mia Roberts Perez,,,,,,,,,,,,,,,,,,,,,0,3,15,1,4,3,1,1,3,2,2,2,3,0,0,2,2,2,1,0,1,3,1,1,2,0,1,1,2,1,1,2
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,0,0,9,6,5,8,3,4,3,5,4,5,2,3,2,0,3,0,2,3,2,3,1,2,2,0,1,2,1,1,2
Chris Mallios,,,,,,,,,,,,,,,,,,,,,,,0,1,2,0,0,0,1,2,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,4,2,2,2,3,4,2,2,1,2,1,1,2,1,1,0,3,2,1,1,2,0,2,0,0,2
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,,,,,,1,8,3,4,3,4,3,2,2,2,3,1,1,4,3,3,0,1,2,3,4,1,1,1,0,0,0,2
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,5,2,2,0,3,3,4,0,1,2,5,1,1,3,1,3,3,3,1,2,1,2,1,2
