col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,division
Scott Diclaudio,,,,,,,,,1,9,7,5,7,6,4,7,5,3,3,5,4,4,2,5,2,2,3,2,2,1,5,2,4,3,4,2,4,3,3,3,4,1,7,4,1,4,1,3,0,0,1,1
Tracy B Roman,,,,,,,,,,4,12,6,3,4,6,4,4,6,4,5,4,6,3,6,7,6,1,4,3,2,1,3,4,2,4,3,2,3,1,2,3,4,3,3,1,2,1,5,3,0,0,1
Ken Powell,,,,,,,,,,,0,3,7,4,9,4,7,4,5,2,5,8,3,6,7,2,6,4,3,7,4,5,5,1,4,3,4,7,2,3,2,6,1,4,3,3,2,4,1,0,0,1
Marissa Brumbach,,,,,,,,,,,,3,6,8,6,6,4,10,7,7,1,4,4,1,3,7,3,4,4,2,0,3,5,6,7,4,1,3,4,2,1,0,1,4,2,1,2,0,4,2,1,1
Vince Giusini,,,,,,,,,,,,,1,8,7,6,3,3,3,3,5,4,4,2,3,2,3,4,3,4,4,2,4,4,3,3,3,4,3,2,3,4,3,3,3,3,3,1,0,0,0,1
Vincent N Melchiorre,,,,,,,,,,,,,,3,4,4,2,1,3,3,1,3,4,1,0,3,1,1,1,0,1,0,2,0,4,1,2,4,1,1,2,0,2,5,1,1,0,0,0,1,0,1
Thomas Martin,,,,,,,,,,,,,,,0,4,3,5,4,1,5,4,2,4,4,2,5,4,2,5,2,1,2,2,6,2,1,5,5,4,1,3,2,5,3,1,2,1,1,0,0,1
Lynne M Summers,,,,,,,,,,,,,,,,0,4,7,6,6,5,1,5,3,2,5,5,5,6,2,4,4,3,5,4,2,2,3,4,3,5,3,5,1,4,4,2,1,1,2,2,1
Jon Marshall,,,,,,,,,,,,,,,,,0,3,4,2,6,6,6,6,6,3,5,5,3,3,2,2,1,2,4,3,5,1,6,1,3,3,2,1,1,3,1,3,1,1,1,1
Lucretia Clemons,,,,,,,,,,,,,,,,,,0,7,7,4,3,4,4,6,6,3,5,6,4,2,4,3,7,3,4,1,0,4,3,2,3,2,1,1,0,4,0,4,1,1,1
Mia Roberts Perez,,,,,,,,,,,,,,,,,,,1,5,2,3,4,2,4,6,3,5,6,4,3,6,5,5,5,4,2,3,4,3,2,1,2,1,1,0,2,1,4,1,0,1
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,1,3,2,3,2,3,6,2,4,5,3,3,4,4,5,2,3,3,0,1,2,4,1,4,2,2,1,2,1,4,1,1,1
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,0,3,3,5,7,3,4,3,3,4,3,3,1,2,2,5,4,1,4,3,3,7,3,0,3,2,3,2,1,0,1,1
Lyris Younge,,,,,,,,,,,,,,,,,,,,,,1,4,4,4,3,2,4,4,2,1,1,4,3,2,2,2,4,1,0,1,4,1,4,1,2,3,2,2,0,0,1
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,0,7,4,6,2,6,4,3,1,4,1,3,2,3,2,1,5,1,4,2,1,2,1,1,1,0,1,1,1,1
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,0,6,4,1,5,4,3,3,4,0,2,1,3,2,1,4,3,3,5,3,2,0,1,1,4,1,0,1,1
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,0,5,3,6,4,5,2,5,1,3,2,3,3,1,3,1,2,4,1,1,0,1,2,2,3,0,0,1
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7,3,2,1,5,2,5,2,5,0,2,2,2,3,2,2,1,2,2,2,1,4,0,1,1
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,5,4,3,2,2,3,3,7,4,3,2,2,2,0,1,4,3,2,0,0,1,0,1
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,3,3,4,1,4,2,2,2,1,3,1,3,3,1,1,1,2,3,1,3,0,1,1
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,4,3,5,2,4,3,1,3,2,2,4,3,1,2,0,4,1,2,2,1,1
Daine Grey Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,3,2,3,3,3,2,2,2,1,3,0,1,2,1,2,0,0,0,0,1
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,2,0,1,6,1,1,4,3,4,4,1,2,2,0,1,0,0,1,1
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,4,0,5,2,3,1,2,2,3,1,1,1,1,2,1,3,0,1,1
Abbe Fletman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,2,3,1,0,2,1,1,2,2,1,1,1,1,1,0,1
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,1,1,2,1,0,1,1,0,1,3,4,0,4,1,0,1
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,4,4,1,2,0,2,3,1,1,0,1,0,1,1,1
Kai Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,4,3,2,3,1,0,4,2,3,1,2,0,0,1
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,1,2,3,1,0,2,2,1,1,0,1,0,1
Chris Mallios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,0,4,2,2,1,1,0,0,0,1
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,1,2,0,2,1,1,0,0,1,1,1
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,2,2,2,0,1,1,0,0,0,1
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,4,0,1,1,0,1,0,0,2,1
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,1,3,3,1,0,1,1
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,2,1,0,2,1
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,0,0,0,0,1
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,1
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,36,33,23,14,11,8,7,6,25,25,24,21,21,18,17,16,15,15,15,14,14,14,13,13,13,12,12,12,12,11,11,11,10,10,10,10,9,9,9,9,9,9,9,8,7,6,6,5,5,2,2,1
,Judge Of The Municipal Court - Democrat,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,Sharon Williams Losier,Joffie C Pittman,Christine Hope,Christian Dicicco,Matthew Perks,Franklin A Bennett Iii,Gary S Silver,Daniel R Sulman,Tracy B Roman,Ken Powell,Leon Goodman,Jon Marshall,Mia Roberts Perez,Scott Diclaudio,Lyris Younge,Kai Scott,Rainy Papademetriou,Stella Tsai,Frances Fattah,Lynne M Summers,Stephanie M Sawyer,Vincent N Melchiorre,Edward William Louden Jr,Jennifer Schultz,Brian T Ortelere,Deborah Watson Stokes,Jodi Lobel,Daine Grey Jr,James F Berardinelli,Chris Mccabe,Shanese Johnson,Thomas Martin,Vincent Furlong,Leon A King Ii,Abbe Fletman,Joshua Hill,Betsy Wahl,Chris Mallios,Wayne M D Bennett,Lucretia Clemons,Marissa Brumbach,Sandjai Weaver,Vince Giusini,Sherman Toppin,Rania Major,Michael Fanning,Anthony Kyriakakis,Starr Marshall Cash,Tangie M Boston,William J Ciancaglini,Franklin A Bennett Iii,2
Sharon Williams Losier,1,27,23,6,7,3,3,3,28,17,13,14,21,17,18,13,14,13,11,15,13,11,11,9,9,9,10,6,3,10,6,8,5,4,5,8,7,5,3,5,4,5,5,4,6,2,2,3,3,1,0,2
Joffie C Pittman,,0,16,1,5,3,3,0,13,15,9,10,16,13,13,9,10,13,6,8,8,11,9,4,9,3,9,6,3,10,3,4,1,3,3,7,3,5,1,3,4,3,2,3,0,2,1,3,1,0,0,2
Christine Hope,,,1,6,3,5,2,6,12,6,5,4,17,2,10,14,15,11,10,14,17,12,1,8,9,9,10,10,3,9,8,8,7,5,7,7,5,6,5,7,3,6,5,5,5,4,2,3,2,1,1,2
Christian Dicicco,,,,1,2,3,2,6,5,6,7,7,4,3,4,8,2,3,7,3,3,2,1,6,2,5,1,3,4,0,6,5,6,5,2,2,3,3,4,2,1,4,5,3,3,2,2,1,1,2,1,2
Matthew Perks,,,,,1,3,2,1,8,13,10,7,1,7,6,4,1,1,1,4,2,4,5,3,1,5,3,1,5,1,2,3,0,3,2,0,1,1,2,1,2,2,2,1,1,1,1,1,0,1,2,2
Franklin A Bennett Iii,,,,,,0,3,1,7,4,6,4,3,2,4,3,1,1,6,3,5,2,4,5,0,4,3,2,2,0,6,4,3,5,2,2,3,2,6,4,3,3,2,1,2,2,0,0,1,1,0,2
Gary S Silver,,,,,,,0,1,4,4,5,5,2,2,1,3,2,2,4,2,1,3,1,4,1,4,2,2,4,1,4,3,2,4,1,1,1,2,1,1,0,1,1,2,1,0,1,1,1,1,1,2
Daniel R Sulman,,,,,,,,0,4,4,3,3,2,1,2,5,2,2,5,3,1,1,2,4,0,3,1,4,1,0,4,3,5,3,3,2,2,2,4,1,0,3,3,2,2,2,1,0,0,0,1,2
Tracy B Roman,,,,,,,,,1,17,15,15,7,14,16,5,5,6,9,7,7,5,13,8,2,6,5,3,3,3,7,7,6,7,4,4,4,1,5,4,1,4,5,2,3,1,2,0,2,1,0,2
Ken Powell,,,,,,,,,,1,17,20,5,12,15,10,2,3,6,5,3,6,12,5,2,6,3,4,3,2,2,3,6,4,3,2,3,3,3,3,2,3,2,2,3,3,2,1,0,1,2,2
Leon Goodman,,,,,,,,,,,0,18,1,11,11,6,1,0,6,5,2,2,10,4,1,6,2,4,3,0,4,5,5,5,2,0,0,3,4,2,2,3,2,3,3,2,1,1,1,1,2,2
Jon Marshall,,,,,,,,,,,,1,2,12,14,4,1,1,6,2,2,1,11,4,1,4,1,1,2,0,3,3,4,3,1,1,0,3,3,2,0,1,3,1,2,2,1,1,0,0,1,2
Mia Roberts Perez,,,,,,,,,,,,,0,3,8,12,13,15,9,10,11,13,2,6,9,7,12,7,2,13,5,6,1,4,6,8,7,7,4,5,2,2,2,3,5,2,1,3,2,1,0,2
Scott Diclaudio,,,,,,,,,,,,,,2,11,0,1,2,3,2,0,2,10,1,1,1,2,0,5,2,3,4,0,3,1,2,1,0,2,0,1,2,4,1,0,1,0,0,1,2,0,2
Lyris Younge,,,,,,,,,,,,,,,0,8,2,4,5,1,9,4,9,5,2,3,2,4,1,4,4,3,2,4,3,1,1,3,4,4,1,2,4,3,2,3,1,3,0,1,0,2
Kai Scott,,,,,,,,,,,,,,,,0,5,5,7,8,12,9,0,9,3,10,5,10,1,5,3,3,7,4,7,3,4,8,4,4,3,3,1,5,4,3,0,3,1,1,1,2
Rainy Papademetriou,,,,,,,,,,,,,,,,,0,13,7,10,6,9,1,5,11,4,11,5,3,9,2,6,3,2,5,6,4,3,2,2,2,2,2,1,2,0,2,0,2,0,0,2
Stella Tsai,,,,,,,,,,,,,,,,,,1,7,9,4,10,1,5,9,1,10,4,2,10,2,5,2,4,4,7,5,3,3,3,2,2,3,2,2,0,2,0,1,0,0,2
Frances Fattah,,,,,,,,,,,,,,,,,,,0,8,7,4,4,6,5,7,3,3,1,5,7,7,6,6,2,8,3,3,6,4,1,1,4,2,3,3,0,0,2,0,0,2
Lynne M Summers,,,,,,,,,,,,,,,,,,,,0,5,9,0,5,6,8,8,4,2,7,4,6,3,3,1,6,3,2,2,2,3,2,2,2,5,1,0,0,3,0,1,2
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,,,1,5,1,6,2,8,2,6,1,4,6,2,2,4,5,2,4,6,4,6,3,3,3,3,3,3,0,3,2,1,0,2
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,,0,0,2,11,6,10,5,4,11,1,4,1,5,3,7,2,4,2,2,1,1,1,1,1,2,2,2,1,0,2,2
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,1,2,0,1,0,0,0,0,3,1,2,3,0,2,2,1,3,1,0,0,1,0,0,1,0,0,0,0,0,2
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,6,3,2,0,5,2,4,3,5,1,5,4,2,3,3,5,3,1,4,1,1,0,1,2,0,2
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,,,,,1,2,8,2,4,9,0,4,1,1,2,6,0,2,1,0,0,0,0,0,0,0,2,1,0,0,1,2
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,4,4,5,3,5,1,3,3,3,4,3,2,1,1,3,4,1,1,3,2,0,2,2
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,8,1,6,0,1,4,5,4,3,1,1,2,3,0,1,2,0,1,0,0,1,0,2
Daine Grey Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,2,5,3,7,1,2,6,4,2,1,3,1,5,3,3,1,2,0,0,1,2
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,2,3,4,0,0,1,2,0,1,2,5,2,0,1,2,1,1,2,1,2
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,4,0,1,2,6,0,2,1,0,0,0,1,2,0,1,1,2,1,0,0,2
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,2,4,1,1,3,2,3,4,2,3,4,2,3,2,0,0,2,2,0,2
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,2,4,1,1,5,1,0,2,3,3,2,1,2,0,0,1,0,2
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,4,3,1,1,3,2,0,2,2,3,1,1,1,0,1,0,0,2
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,4,3,7,4,0,0,3,1,1,2,1,1,2,0,2,2
Abbe Fletman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,3,2,1,4,2,2,1,1,1,0,0,1,0,2
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,2
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,4,3,3,0,1,3,0,0,0,1,1,0,2
Chris Mallios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,1,0,1,3,1,4,1,3,0,0,1,2
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,1,3,1,2,2,1,0,0,0,1,2
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,1,0,4,0,0,0,1,1,1,2
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,0,1,0,0,0,1,0,0,2
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,2,0,1,0,0,2,0,2
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,1,0,1,1,0,2
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,1,3,0,1,0,2
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,1,2
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,2
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,2
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,2
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,57,40,37,18,17,12,11,9,40,33,26,25,25,25,24,23,20,20,19,19,19,19,17,17,16,15,15,14,14,13,13,13,13,12,11,11,10,10,10,9,9,9,9,8,7,5,4,4,3,3,2,2
,Judge Of The Municipal Court - Democrat,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
,Sharon Williams Losier,Joffie C Pittman,Christine Hope,Matthew Perks,Christian Dicicco,Gary S Silver,Franklin A Bennett Iii,Daniel R Sulman,Lyris Younge,Scott Diclaudio,Tracy B Roman,Ken Powell,Leon Goodman,Brian T Ortelere,Edward William Louden Jr,Frances Fattah,Jon Marshall,Daine Grey Jr,Lynne M Summers,Joshua Hill,Kai Scott,Rainy Papademetriou,Thomas Martin,Mia Roberts Perez,Jennifer Schultz,Stephanie M Sawyer,Wayne M D Bennett,Deborah Watson Stokes,Vincent N Melchiorre,James F Berardinelli,Abbe Fletman,Vincent Furlong,Chris Mccabe,Leon A King Ii,Sherman Toppin,Stella Tsai,Jodi Lobel,Rania Major,Vince Giusini,Anthony Kyriakakis,Marissa Brumbach,Sandjai Weaver,Michael Fanning,Shanese Johnson,Lucretia Clemons,Starr Marshall Cash,Chris Mallios,Franklin A Bennett Iii,William J Ciancaglini,Betsy Wahl,Tangie M Boston,3
Sharon Williams Losier,1,24,17,11,2,1,1,2,21,25,22,19,17,15,13,8,12,12,10,8,5,12,7,10,8,7,7,3,8,6,4,5,7,3,4,7,5,5,2,3,5,1,2,2,2,2,2,1,1,1,1,3
Joffie C Pittman,,0,16,10,2,3,1,0,18,19,16,19,14,12,10,9,10,11,8,9,7,8,10,10,5,7,7,4,10,6,6,4,6,1,4,5,6,4,4,2,2,3,3,1,1,2,2,2,1,2,1,3
Christine Hope,,,0,5,2,4,2,2,9,11,11,11,8,12,5,9,5,13,8,12,7,9,9,12,6,7,6,5,8,2,6,8,7,5,2,7,5,4,2,1,2,2,4,3,3,1,2,2,3,0,2,3
Matthew Perks,,,,0,3,3,1,0,11,16,13,11,11,6,12,3,10,6,1,3,3,2,5,2,7,4,8,5,0,5,1,3,0,2,3,0,1,2,3,1,3,2,2,1,2,1,1,3,2,2,1,3
Christian Dicicco,,,,,0,1,1,0,1,1,1,3,2,2,2,0,5,1,3,3,5,0,2,1,1,2,2,2,1,4,2,1,0,1,0,1,0,1,1,3,2,1,2,1,2,0,0,1,1,0,0,3
Gary S Silver,,,,,,0,1,0,3,2,3,1,2,3,2,3,1,4,4,3,1,3,3,1,4,3,1,3,2,3,3,2,1,1,2,1,1,3,1,1,1,3,0,0,1,2,0,0,0,1,0,3
Franklin A Bennett Iii,,,,,,,0,0,1,1,3,3,2,1,1,3,2,1,1,2,1,0,1,2,0,1,1,2,1,1,1,0,0,1,1,1,0,0,0,2,1,1,0,2,0,1,0,0,1,0,1,3
Daniel R Sulman,,,,,,,,0,0,0,1,1,2,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,2,0,2,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,3
Lyris Younge,,,,,,,,,1,21,21,20,13,7,13,6,13,10,2,3,9,5,2,4,6,6,5,4,4,4,2,1,1,3,4,2,0,3,3,0,1,1,4,1,2,1,1,1,1,1,1,3
Scott Diclaudio,,,,,,,,,,0,22,21,16,8,14,4,13,11,0,3,6,3,6,5,5,4,7,3,3,4,4,4,0,2,4,1,1,3,3,0,2,1,4,1,1,1,1,3,3,2,1,3
Tracy B Roman,,,,,,,,,,,3,21,15,7,12,3,12,11,2,4,5,5,4,7,6,7,6,2,3,5,5,2,1,3,3,4,0,4,2,1,3,0,3,4,2,1,1,1,1,1,2,3
Ken Powell,,,,,,,,,,,,0,17,9,13,4,16,10,3,8,4,5,7,5,5,5,6,4,3,6,5,4,0,4,3,2,0,4,4,2,1,2,3,3,1,0,0,2,2,1,2,3
Leon Goodman,,,,,,,,,,,,,2,6,13,4,13,5,3,4,2,5,5,3,6,3,4,5,2,5,2,5,1,4,3,3,1,4,2,3,4,1,0,2,2,2,0,2,2,2,1,3
Brian T Ortelere,,,,,,,,,,,,,,1,4,4,7,9,6,10,4,11,5,6,6,3,5,2,4,7,4,6,5,3,5,5,4,2,1,2,0,1,2,1,2,0,1,0,0,0,0,3
Edward William Louden Jr,,,,,,,,,,,,,,,0,2,11,4,0,1,3,2,2,1,3,0,5,1,1,4,1,3,0,2,2,0,0,2,3,1,2,1,1,0,2,0,0,3,3,1,1,3
Frances Fattah,,,,,,,,,,,,,,,,1,1,4,6,8,5,4,8,7,3,3,2,5,5,1,0,3,3,1,2,3,5,1,1,1,2,3,0,2,0,2,0,1,2,1,1,3
Jon Marshall,,,,,,,,,,,,,,,,,1,5,2,4,3,3,2,1,4,2,5,2,2,6,2,3,0,3,3,1,0,3,3,2,1,1,2,1,1,0,0,2,2,1,1,3
Daine Grey Jr,,,,,,,,,,,,,,,,,,1,4,6,7,8,6,5,6,8,8,5,3,4,6,5,2,2,3,2,0,4,1,1,0,2,4,2,1,1,2,2,1,1,1,3
Lynne M Summers,,,,,,,,,,,,,,,,,,,1,8,0,10,5,5,3,3,1,4,9,3,1,2,6,1,3,5,5,3,1,3,1,4,0,0,0,2,0,0,0,0,0,3
Joshua Hill,,,,,,,,,,,,,,,,,,,,0,4,6,9,6,2,3,3,4,6,3,3,3,5,4,2,6,5,3,1,2,0,2,1,3,2,0,0,0,0,0,1,3
Kai Scott,,,,,,,,,,,,,,,,,,,,,0,1,2,5,1,5,4,3,2,2,4,1,1,2,2,2,0,0,0,2,1,0,4,2,3,0,2,1,1,0,0,3
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,,,,0,4,6,6,4,1,3,6,4,2,4,6,1,2,5,4,2,0,1,0,2,1,0,0,1,1,0,0,0,0,3
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,0,5,4,5,3,5,4,2,2,4,3,2,0,3,4,4,3,1,2,3,2,2,0,1,0,2,2,1,1,3
Mia Roberts Perez,,,,,,,,,,,,,,,,,,,,,,,,0,2,6,2,2,6,0,3,2,5,2,0,6,5,0,0,0,3,0,2,3,1,2,2,0,1,1,1,3
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1,4,1,5,1,5,1,2,1,2,1,3,2,0,3,3,1,1,2,3,0,1,1,1,0,3
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,5,4,1,4,1,2,2,0,2,1,3,1,0,3,2,4,2,2,3,2,0,0,1,1,3
