col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,division
Jennifer Schultz,,,,,,,,,0,11,6,5,8,3,5,6,8,7,2,4,7,3,8,3,2,3,4,4,2,6,4,2,3,1,3,3,2,4,3,3,2,1,1,2,1,1
Vincent Furlong,,,,,,,,,,0,9,2,6,6,11,5,9,5,5,4,5,4,6,5,7,5,2,5,4,4,4,6,4,1,3,3,5,4,4,2,2,2,1,1,0,1
Jon Marshall,,,,,,,,,,,1,3,5,7,6,1,5,6,4,5,2,6,1,4,6,4,1,6,4,2,1,4,3,1,2,1,3,1,1,1,1,1,0,0,1,1
Kai Scott,,,,,,,,,,,,0,9,9,2,9,4,9,7,6,4,6,5,6,1,4,5,4,4,3,4,0,3,4,3,3,3,3,2,3,3,2,1,2,0,1
Abbe Fletman,,,,,,,,,,,,,0,11,4,7,4,6,4,1,5,6,2,0,0,4,3,1,2,3,5,1,2,4,3,0,0,1,5,2,1,2,0,2,1,1
Daine Grey Jr,,,,,,,,,,,,,,0,6,6,2,7,8,3,4,7,1,3,1,3,1,4,3,1,1,2,1,4,1,1,1,0,4,0,3,2,0,0,0,1
James F Berardinelli,,,,,,,,,,,,,,,0,3,4,2,4,4,7,3,2,5,6,5,2,2,4,1,3,5,3,1,1,1,3,2,5,1,3,3,1,0,1,1
Mia Roberts Perez,,,,,,,,,,,,,,,,1,9,8,6,2,2,7,6,2,2,2,3,1,3,4,4,0,2,4,3,2,0,4,2,3,3,1,4,2,0,1
Betsy Wahl,,,,,,,,,,,,,,,,,0,3,2,4,2,3,6,3,4,4,4,5,2,4,7,1,2,1,4,2,1,5,2,2,2,0,3,2,1,1
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,0,11,4,3,7,4,4,2,0,1,3,3,3,1,3,3,5,3,2,5,3,1,2,1,2,1,1,1,1
Michael Fanning,,,,,,,,,,,,,,,,,,,2,2,2,7,3,4,1,1,1,3,1,0,1,2,2,5,2,3,5,1,1,1,1,2,1,0,0,1
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,0,2,1,2,4,4,5,4,4,4,3,2,3,3,2,3,3,2,1,2,3,4,0,0,2,0,1
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,1,1,4,2,1,1,2,1,2,1,3,0,4,1,2,2,2,1,5,2,3,2,0,0,0,1
Chris Mallios,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,3,2,2,2,2,0,2,2,5,1,1,0,0,1,1,0,1,1,0,0,1
Rania Major,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,4,3,1,2,5,1,1,1,2,2,2,3,1,1,3,0,2,0,0,1
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,1,3,3,3,1,1,2,0,1,4,4,2,0,2,3,2,1,2,0,1
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,1,1,4,2,1,1,2,2,1,1,1,0,2,0,1,0,1
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,4,5,2,3,1,0,2,2,0,0,2,4,2,0,0,3,1,1
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,3,4,1,2,2,2,3,1,2,2,1,1,0,2,2,0,1
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,2,1,0,0,3,0,2,1,0,0,1,1,1,0,0,1
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,1,4,1,2,1,1,2,2,2,2,0,1,1,0,1
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,1,3,3,0,2,0,3,2,1,1,3,1,1
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,3,0,0,2,4,1,1,0,2,1,1,1
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,2,1,0,0,0,1,1,1,1,1
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,2,1,3,2,1,1,0,1,0,1
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,1,1,1,0,1,0,0,1
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,2,1,0,1,1,2,0,1
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,2,3,2,0,1,0,1
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,0,0,1,0,0,0,1
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,1,0,1
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,1,0,1
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,2,0,1
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,68,10,28,26,26,26,23,22,21,21,19,19,18,18,18,18,17,17,16,13,12,12,12,12,11,11,10,10,10,9,9,9,8,8,7,7,7,7,7,6,6,6,5,5,2,1
,Judge Of The Superior Court - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,Alice Beck Dubow,Robert Colville,Michael Fanning,Ken Powell,Tracy B Roman,Scott Diclaudio,Abbe Fletman,Daine Grey Jr,Jennifer Schultz,Mia Roberts Perez,Kai Scott,Chris Mallios,Stephanie M Sawyer,Vincent N Melchiorre,Lyris Younge,Rainy Papademetriou,Anthony Kyriakakis,Betsy Wahl,Deborah Watson Stokes,James F Berardinelli,Jon Marshall,Leon Goodman,Brian T Ortelere,Edward William Louden Jr,Stella Tsai,Jodi Lobel,Thomas Martin,Vincent Furlong,Lynne M Summers,Vince Giusini,Chris Mccabe,Frances Fattah,Joshua Hill,Marissa Brumbach,Leon A King Ii,Rania Major,Sandjai Weaver,Wayne M D Bennett,Franklin A Bennett Iii,Lucretia Clemons,Shanese Johnson,Sherman Toppin,William J Ciancaglini,Starr Marshall Cash,Tangie M Boston,2
Alice Beck Dubow,1,0,11,17,16,15,12,12,8,9,9,8,8,7,8,8,5,6,8,7,8,8,4,7,6,6,5,4,5,4,1,3,2,2,2,2,1,1,1,0,1,1,1,0,0,2
Robert Colville,,0,1,1,2,2,2,1,2,3,2,2,1,3,1,1,3,2,0,1,0,0,1,0,1,0,1,1,0,1,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2
Michael Fanning,,,8,6,6,7,7,7,0,6,6,6,5,5,5,1,0,0,2,2,1,1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Ken Powell,,,,1,10,11,8,7,4,4,7,8,5,5,8,5,2,2,1,4,6,4,4,4,2,2,2,1,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,2
Tracy B Roman,,,,,0,12,8,9,6,4,6,5,6,5,8,4,3,3,2,5,5,4,3,5,2,1,3,2,3,2,0,1,1,3,0,1,1,0,0,1,1,1,0,0,0,2
Scott Diclaudio,,,,,,0,7,8,4,7,6,6,5,6,9,5,1,2,2,6,5,4,3,5,1,0,5,4,2,5,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,2
Abbe Fletman,,,,,,,0,8,4,6,11,8,5,7,6,6,5,4,1,4,1,3,2,2,4,3,2,1,2,1,2,1,3,0,2,1,1,0,0,0,0,0,0,0,0,2
Daine Grey Jr,,,,,,,,0,3,6,7,6,8,6,6,3,2,3,4,5,2,3,2,3,2,2,1,3,4,1,0,2,2,2,0,2,0,0,0,0,0,0,1,0,0,2
Jennifer Schultz,,,,,,,,,0,3,5,4,2,1,2,6,5,6,1,3,2,1,4,3,5,3,2,2,2,2,3,1,1,3,2,0,2,1,0,1,1,0,0,0,0,2
Mia Roberts Perez,,,,,,,,,,0,6,6,5,7,4,2,3,4,4,4,0,1,1,0,3,3,2,3,1,3,2,0,2,1,0,1,1,0,0,1,0,0,0,0,0,2
Kai Scott,,,,,,,,,,,0,8,5,6,6,5,4,4,0,2,0,0,1,1,4,3,1,1,1,1,2,1,2,0,2,0,1,1,0,0,0,0,0,0,0,2
Chris Mallios,,,,,,,,,,,,0,4,6,5,4,3,3,1,2,1,0,2,1,3,3,0,1,0,0,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,2
Stephanie M Sawyer,,,,,,,,,,,,,0,4,4,1,2,4,3,1,0,1,0,0,3,2,2,2,2,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,2
Vincent N Melchiorre,,,,,,,,,,,,,,0,5,1,2,1,2,3,1,2,1,0,2,0,0,1,1,1,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,2
Lyris Younge,,,,,,,,,,,,,,,0,2,0,0,0,2,2,2,1,3,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
Rainy Papademetriou,,,,,,,,,,,,,,,,0,4,4,0,4,3,2,4,4,4,3,3,1,1,2,2,0,2,1,2,0,1,0,0,0,0,0,0,0,0,2
Anthony Kyriakakis,,,,,,,,,,,,,,,,,0,6,1,3,0,1,1,0,5,3,1,1,1,1,2,1,3,1,2,1,0,0,0,1,1,0,0,0,0,2
Betsy Wahl,,,,,,,,,,,,,,,,,,0,2,2,0,1,1,0,6,4,2,3,2,2,2,0,2,2,2,1,0,0,0,1,1,0,0,0,0,2
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,0,2,0,2,0,1,2,3,2,2,4,2,0,2,1,1,0,2,0,0,1,0,0,0,1,0,0,2
James F Berardinelli,,,,,,,,,,,,,,,,,,,,0,3,3,3,3,2,1,2,2,1,2,0,1,2,2,0,1,0,0,0,1,0,0,0,0,0,2
Jon Marshall,,,,,,,,,,,,,,,,,,,,,0,5,3,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,0,2,3,0,0,2,1,2,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,2
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,,,1,3,1,1,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,2,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,2
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,1,1,1,2,0,2,1,2,0,0,0,0,0,1,0,0,0,0,2
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,2
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,4,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,2
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,2
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,1,1,0,2,1,0,0,0,0,0,1,0,0,2
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,2
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,1,0,0,0,0,1,0,0,2
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,2
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,2
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,2
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,42,5,21,19,18,17,14,14,13,13,12,10,10,10,9,9,8,8,8,8,8,8,7,7,7,6,6,6,5,5,4,4,3,3,2,2,2,2,1,1,1,1,1,0,0,2
,Judge Of The Superior Court - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
,Alice Beck Dubow,Robert Colville,Ken Powell,Scott Diclaudio,Tracy B Roman,Lyris Younge,Abbe Fletman,Jon Marshall,Michael Fanning,Jennifer Schultz,Kai Scott,Vincent Furlong,Chris Mallios,Chris Mccabe,Daine Grey Jr,Edward William Louden Jr,Leon Goodman,Vincent N Melchiorre,Stephanie M Sawyer,James F Berardinelli,Marissa Brumbach,Anthony Kyriakakis,Lynne M Summers,Wayne M D Bennett,Betsy Wahl,Franklin A Bennett Iii,Rania Major,Mia Roberts Perez,Vince Giusini,Rainy Papademetriou,Stella Tsai,Shanese Johnson,Thomas Martin,Sandjai Weaver,Leon A King Ii,William J Ciancaglini,Brian T Ortelere,Frances Fattah,Lucretia Clemons,Sherman Toppin,Deborah Watson Stokes,Jodi Lobel,Joshua Hill,Tangie M Boston,Starr Marshall Cash,3
Alice Beck Dubow,16,0,36,36,33,22,14,19,20,17,15,18,12,16,14,14,14,14,13,12,10,10,12,12,9,8,6,7,10,6,7,6,7,7,5,4,5,5,5,4,4,2,3,3,2,3
Robert Colville,,2,2,1,3,2,4,1,0,2,3,1,4,1,1,1,0,0,1,0,1,2,0,0,1,1,1,2,0,2,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,3
Ken Powell,,,1,24,24,22,12,9,11,6,11,8,11,6,13,9,8,12,8,3,5,4,2,4,4,2,1,4,4,5,3,2,2,3,2,2,2,1,2,1,1,0,1,0,0,3
Scott Diclaudio,,,,0,23,16,10,14,10,8,10,8,7,5,10,11,8,10,8,8,3,3,6,6,2,4,4,2,4,3,1,4,4,3,4,2,4,3,2,1,1,0,1,2,1,3
Tracy B Roman,,,,,0,18,13,9,11,10,11,6,11,2,12,12,8,10,9,5,2,4,3,5,6,3,2,4,3,5,6,4,3,5,2,2,2,4,1,3,3,1,0,3,2,3
Lyris Younge,,,,,,0,11,7,7,4,10,4,9,4,8,6,5,7,8,2,2,3,1,3,3,0,1,4,2,4,2,2,1,1,2,2,1,0,2,2,0,1,1,0,0,3
Abbe Fletman,,,,,,,0,4,5,5,11,3,11,2,13,6,4,8,7,2,3,3,2,1,4,1,3,5,2,3,3,2,2,3,1,1,1,1,1,3,2,1,0,0,0,3
Jon Marshall,,,,,,,,0,4,8,4,10,2,7,3,8,8,1,3,6,2,4,8,6,0,4,3,1,5,2,1,4,2,1,4,3,2,1,2,1,0,1,1,3,1,3
Michael Fanning,,,,,,,,,0,4,11,6,9,7,8,1,4,11,8,5,4,4,4,5,3,4,1,6,4,0,2,0,3,0,2,1,3,1,2,2,1,1,1,1,0,3
Jennifer Schultz,,,,,,,,,,0,4,8,2,8,5,6,6,2,3,5,4,4,6,4,6,4,4,3,3,5,6,4,3,4,3,2,4,3,4,2,1,2,1,1,1,3
Kai Scott,,,,,,,,,,,0,3,13,5,8,3,2,10,8,1,1,5,2,2,5,3,1,5,1,2,2,2,1,1,3,1,1,0,1,2,0,3,0,2,0,3
Vincent Furlong,,,,,,,,,,,,0,2,8,3,4,6,2,2,8,5,6,6,6,1,4,1,2,5,1,2,2,4,0,2,2,2,1,1,2,1,1,2,1,0,3
Chris Mallios,,,,,,,,,,,,,0,2,8,2,1,9,7,2,0,5,0,2,3,1,1,5,1,5,4,2,0,1,2,2,1,0,0,2,1,1,0,0,0,3
Chris Mccabe,,,,,,,,,,,,,,0,1,1,2,2,3,5,5,7,5,4,4,3,2,4,6,1,2,3,3,1,4,1,2,1,3,0,1,2,3,1,0,3
Daine Grey Jr,,,,,,,,,,,,,,,0,5,5,9,6,2,4,2,1,0,3,0,1,4,2,3,2,0,1,2,0,0,3,2,0,3,1,1,1,0,0,3
Edward William Louden Jr,,,,,,,,,,,,,,,,0,7,4,1,6,1,3,4,6,4,4,1,2,3,4,3,3,3,5,1,4,1,2,1,2,1,1,0,2,2,3
Leon Goodman,,,,,,,,,,,,,,,,,0,3,1,4,3,2,4,5,2,3,2,2,4,2,2,2,5,3,1,2,1,3,0,3,1,1,1,1,0,3
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,0,7,4,3,2,2,2,3,2,1,4,2,2,0,1,3,3,1,2,1,2,1,2,2,1,0,0,0,3
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,0,1,1,1,3,3,3,0,2,5,2,1,3,1,2,2,2,0,1,0,3,2,0,0,0,0,1,3
James F Berardinelli,,,,,,,,,,,,,,,,,,,,0,3,4,4,5,1,3,0,1,5,2,1,1,3,0,1,3,2,0,0,2,1,1,1,0,0,3
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,1,4,5,1,3,2,1,3,5,0,2,1,2,2,1,1,1,1,2,1,1,0,2,0,0,3
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,0,4,3,6,2,1,4,6,3,4,2,0,2,1,1,0,0,1,1,2,3,1,1,0,3
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,0,6,2,5,4,2,4,0,2,3,2,3,3,3,1,1,3,1,1,1,0,3,1,3
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,0,2,5,2,2,4,1,4,2,4,3,2,3,1,0,3,2,1,0,0,1,1,3
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,3,2,6,1,0,4,0,0,0,1,3,2,2,2,0,0,1,3
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,1,1,1,1,3,0,1,3,1,1,1,1,0,1,0,2,1,3
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,0,3,2,1,2,1,1,1,2,3,1,1,1,0,1,1,3
Mia Roberts Perez,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,3,0,1,2,0,1,1,1,2,0,0,0,1,0,0,3
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,3,1,2,1,0,0,1,0,2,0,1,0,0,3
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,2,0,1,1,1,0,1,0,0,0,0,0,3
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,3,0,1,0,0,3,2,1,1,0,0,1,3
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,3,2,0,2,1,1,1,0,1,2,2,3
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,1,2,0,1,1,0,1,0,0,3
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,2,2,1,2,0,0,1,1,3
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,0,0,0,0,1,0,3
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,1,0,1,1,3
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,3
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,1,1,1,3
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1,3
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,3
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,3
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
Total,92,10,42,39,37,25,22,21,21,20,20,20,18,18,18,17,17,16,15,14,14,13,12,12,11,11,11,10,10,9,9,8,8,7,6,6,5,5,5,5,4,4,3,3,2,3
,Judge Of The Superior Court - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,Alice Beck Dubow,Robert Colville,Ken Powell,Scott Diclaudio,Michael Fanning,Jennifer Schultz,Vincent Furlong,Vincent N Melchiorre,Stephanie M Sawyer,James F Berardinelli,Mia Roberts Perez,Tracy B Roman,Jon Marshall,Chris Mallios,Anthony Kyriakakis,Abbe Fletman,Lyris Younge,Chris Mccabe,Kai Scott,Thomas Martin,William J Ciancaglini,Daine Grey Jr,Lynne M Summers,Marissa Brumbach,Brian T Ortelere,Franklin A Bennett Iii,Leon Goodman,Betsy Wahl,Edward William Louden Jr,Rainy Papademetriou,Vince Giusini,Stella Tsai,Rania Major,Jodi Lobel,Sherman Toppin,Wayne M D Bennett,Deborah Watson Stokes,Frances Fattah,Starr Marshall Cash,Leon A King Ii,Tangie M Boston,Joshua Hill,Lucretia Clemons,Sandjai Weaver,Shanese Johnson,4
Alice Beck Dubow,18,0,33,30,28,26,23,24,26,21,21,24,19,18,18,19,17,13,17,16,14,14,16,16,10,10,15,14,13,13,11,11,9,8,8,6,7,7,4,6,4,5,5,5,4,4
Robert Colville,,0,1,2,3,0,3,4,1,3,3,0,4,3,3,0,2,5,2,3,4,3,2,1,2,5,0,0,1,1,2,0,1,1,1,3,1,1,4,0,2,0,0,0,0,4
Ken Powell,,,0,16,17,10,6,10,12,7,12,12,9,10,6,12,13,9,7,7,4,11,8,5,3,3,8,2,9,7,5,5,2,4,3,3,2,1,0,4,0,1,1,1,1,4
Scott Diclaudio,,,,1,15,9,10,12,9,13,10,15,9,8,8,11,12,5,9,4,8,8,6,5,6,6,8,4,6,5,7,1,5,3,3,5,3,3,2,2,4,2,0,1,1,4
Michael Fanning,,,,,1,4,6,16,14,8,13,11,6,12,6,10,9,10,9,4,7,9,4,4,7,4,3,2,6,3,4,2,6,3,4,7,3,1,2,4,3,1,1,1,0,4
