col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,division
Michael Fanning,,,,,,,,,4,125,174,119,26,135,120,54,119,24,76,45,28,33,29,28,29,23,25,25,28,23,21,16,25,17,10,15,18,11,13,9,2,7,8,161,201,All
Abbe Fletman,,,,,,,,,,1,184,160,105,137,151,59,119,98,151,87,75,35,56,92,70,63,38,32,38,24,32,34,21,31,23,16,12,22,17,15,11,10,8,149,196,All
Chris Mallios,,,,,,,,,,,2,121,49,121,114,35,124,68,128,78,40,21,52,43,55,51,39,13,36,11,27,26,13,17,12,13,7,23,8,8,4,7,6,130,197,All
Rainy Papademetriou,,,,,,,,,,,,1,79,80,86,64,70,88,113,72,98,38,81,78,47,49,39,35,35,36,34,39,19,18,21,19,14,24,14,11,8,10,6,148,160,All
Jennifer Schultz,,,,,,,,,,,,,2,51,49,96,42,94,55,79,79,93,45,84,73,68,51,54,61,40,51,47,33,43,39,22,20,21,32,25,19,14,10,147,124,All
Thomas Martin,,,,,,,,,,,,,,2,146,43,103,23,72,29,26,32,21,23,21,18,18,24,15,33,35,18,24,24,15,14,19,14,11,13,14,6,5,107,166,All
Lyris Younge,,,,,,,,,,,,,,,1,35,95,23,65,31,30,30,19,27,16,20,12,56,13,48,35,14,10,11,14,19,9,10,10,11,11,4,6,86,181,All
Vincent Furlong,,,,,,,,,,,,,,,,5,44,34,27,32,59,49,47,60,37,22,27,56,34,35,42,15,28,32,26,26,23,19,16,14,11,13,6,149,94,All
Chris Mccabe,,,,,,,,,,,,,,,,,2,36,60,36,33,29,44,29,38,23,21,15,26,10,23,14,13,17,11,16,11,7,8,10,5,6,6,117,135,All
Stella Tsai,,,,,,,,,,,,,,,,,,1,84,107,50,51,70,56,81,84,54,18,53,14,28,60,18,27,40,31,13,25,30,25,7,8,11,108,109,All
Kai Scott,,,,,,,,,,,,,,,,,,,3,79,47,30,60,53,61,55,29,15,27,15,23,35,17,29,14,17,12,22,15,13,10,10,7,92,119,All
Mia Roberts Perez,,,,,,,,,,,,,,,,,,,,1,39,59,53,52,77,68,44,13,43,16,24,51,25,26,32,27,9,17,25,16,14,10,7,97,103,All
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,4,17,47,77,34,26,15,33,18,27,28,14,26,18,13,11,16,18,5,4,11,7,6,92,81,All
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,1,28,37,47,43,46,31,50,26,27,43,19,27,30,25,21,12,35,17,13,15,16,92,84,All
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,1,33,40,42,24,20,25,23,20,28,22,17,17,13,12,18,12,11,9,7,4,100,65,All
Daine Grey Jr,,,,,,,,,,,,,,,,,,,,,,,,1,54,33,21,36,29,29,28,23,18,25,18,13,9,16,13,13,8,4,9,66,87,All
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,,,,,,,0,59,39,19,54,7,20,39,16,25,28,18,12,12,22,15,5,19,14,88,79,All
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,0,35,16,46,9,17,44,12,17,24,14,5,14,20,14,5,7,9,86,72,All
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,46,9,24,41,14,16,18,11,13,16,23,16,5,8,8,89,52,All
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,47,47,9,17,13,9,16,15,9,13,10,14,6,3,77,72,All
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,21,31,16,10,30,22,10,11,25,16,2,17,19,62,70,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,52,13,16,14,6,12,9,10,15,9,7,5,9,67,60,All
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,15,16,15,15,12,9,9,9,5,8,7,66,65,All
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,18,26,20,11,13,29,21,10,9,10,47,65,All
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,13,8,20,17,7,6,16,4,5,50,47,All
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,9,15,17,8,7,8,6,3,51,47,All
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,7,11,20,14,6,4,11,36,48,All
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,11,24,15,8,3,8,33,51,All
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,11,10,4,5,6,37,36,All
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,6,12,4,4,20,43,All
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,3,10,12,21,47,All
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,8,21,36,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,18,22,All
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,18,20,All
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,23,All
Ori C Feibush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,0,All
Kenyatta Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,All
Total,"1,585","1,470","1,177",708,552,482,452,444,390,385,362,355,308,297,287,281,270,238,236,216,207,186,185,182,180,168,158,155,141,141,140,115,108,102,89,85,74,73,70,61,43,39,39,"1,568","1,247",All
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,District Council 2nd District - Democrat,,1
,Vincent N Melchiorre,Vince Giusini,Marissa Brumbach,Scott Diclaudio,William J Ciancaglini,James F Berardinelli,Michael Fanning,Vincent Furlong,Ken Powell,Tracy B Roman,Chris Mallios,Chris Mccabe,Thomas Martin,Jodi Lobel,Abbe Fletman,Lyris Younge,Jennifer Schultz,Anthony Kyriakakis,Betsy Wahl,Lynne M Summers,Brian T Ortelere,Leon Goodman,Mia Roberts Perez,Stella Tsai,Franklin A Bennett Iii,Rainy Papademetriou,Wayne M D Bennett,Daine Grey Jr,Jon Marshall,Deborah Watson Stokes,Edward William Louden Jr,Kai Scott,Rania Major,Shanese Johnson,Joshua Hill,Sandjai Weaver,Starr Marshall Cash,Stephanie M Sawyer,Tangie M Boston,Frances Fattah,Leon A King Ii,Lucretia Clemons,Sherman Toppin,Ori C Feibush,Kenyatta Johnson,1
Vincent N Melchiorre,3,86,60,21,19,17,14,11,13,13,10,11,12,7,7,8,6,7,5,6,2,2,4,4,3,2,2,2,1,1,1,1,2,2,1,1,1,1,1,0,0,0,0,64,43,1
Vince Giusini,,5,62,22,18,14,13,11,12,11,8,10,9,8,6,7,4,5,4,3,3,3,1,4,4,2,3,1,1,1,1,1,2,1,0,1,0,1,1,0,0,0,0,70,24,1
Marissa Brumbach,,,3,17,11,6,11,4,11,13,9,9,7,8,6,7,1,3,3,3,1,2,2,4,2,1,2,0,1,0,1,1,1,2,1,1,0,0,0,0,0,0,0,48,19,1
Scott Diclaudio,,,,0,10,10,10,6,12,11,7,10,8,4,6,9,5,3,2,4,3,4,2,1,4,1,2,1,2,1,1,1,2,1,1,0,0,0,1,0,0,0,0,16,11,1
William J Ciancaglini,,,,,0,10,6,9,2,3,2,2,2,3,2,1,5,6,3,5,2,0,2,5,3,1,3,0,0,0,0,0,2,1,1,1,0,1,1,0,0,0,0,17,4,1
James F Berardinelli,,,,,,0,4,9,3,3,2,3,1,4,2,1,6,4,1,2,3,4,3,1,2,3,2,2,2,2,1,0,2,1,1,0,0,1,1,0,0,0,0,10,8,1
Michael Fanning,,,,,,,0,2,8,7,9,8,6,2,5,6,1,2,1,2,0,1,2,2,1,1,3,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,8,8,1
Vincent Furlong,,,,,,,,1,2,3,1,2,1,1,0,1,7,4,2,3,4,1,1,3,3,3,2,1,1,0,1,0,2,0,1,1,0,1,1,0,0,0,0,8,4,1
Ken Powell,,,,,,,,,0,10,7,6,7,1,5,9,1,1,0,1,1,2,0,0,0,1,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,10,1
Tracy B Roman,,,,,,,,,,0,7,6,7,2,4,8,2,1,1,2,1,2,1,1,0,2,1,0,2,0,2,1,0,1,1,1,0,0,0,0,0,0,0,6,8,1
Chris Mallios,,,,,,,,,,,0,6,6,2,4,6,1,2,1,1,0,1,2,2,0,1,0,0,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,4,7,1
Chris Mccabe,,,,,,,,,,,,0,6,1,4,5,1,0,0,0,2,1,1,0,1,0,1,1,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,5,6,1
Thomas Martin,,,,,,,,,,,,,0,0,4,7,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,6,5,1
Jodi Lobel,,,,,,,,,,,,,,0,1,0,0,2,1,1,0,4,3,2,1,0,0,1,1,2,0,0,0,2,0,1,0,0,0,0,0,0,0,7,2,1
Abbe Fletman,,,,,,,,,,,,,,,0,4,1,0,0,2,0,1,2,0,0,0,0,2,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,5,4,1
Lyris Younge,,,,,,,,,,,,,,,,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,7,1
Jennifer Schultz,,,,,,,,,,,,,,,,,0,3,2,4,4,1,2,1,2,3,1,2,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,5,3,1
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,0,3,3,1,1,1,3,2,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,7,0,1
Betsy Wahl,,,,,,,,,,,,,,,,,,,0,3,1,0,1,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6,0,1
Lynne M Summers,,,,,,,,,,,,,,,,,,,,0,1,0,3,1,2,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,5,1,1
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,2,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,2,1
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,0,2,0,1,1,0,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,1
Mia Roberts Perez,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,2,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,2,2,1
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,5,0,1
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,1
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,1,1
Daine Grey Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Kai Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,2,0,1
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2,0,1
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,1
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Ori C Feibush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,1
Kenyatta Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
Total,124,116,77,27,22,21,16,15,14,14,13,12,12,10,9,9,8,7,6,6,5,5,5,5,4,4,4,3,3,2,2,2,2,2,1,1,1,1,1,0,0,0,0,99,48,1
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,District Council 2nd District - Democrat,,2
,Vince Giusini,Vincent N Melchiorre,Marissa Brumbach,Scott Diclaudio,James F Berardinelli,William J Ciancaglini,Tracy B Roman,Ken Powell,Michael Fanning,Daine Grey Jr,Jennifer Schultz,Vincent Furlong,Chris Mallios,Abbe Fletman,Brian T Ortelere,Stella Tsai,Chris Mccabe,Thomas Martin,Lynne M Summers,Rainy Papademetriou,Jon Marshall,Mia Roberts Perez,Leon Goodman,Stephanie M Sawyer,Anthony Kyriakakis,Betsy Wahl,Edward William Louden Jr,Jodi Lobel,Kai Scott,Leon A King Ii,Lucretia Clemons,Lyris Younge,Shanese Johnson,Wayne M D Bennett,Deborah Watson Stokes,Franklin A Bennett Iii,Joshua Hill,Rania Major,Sherman Toppin,Starr Marshall Cash,Frances Fattah,Sandjai Weaver,Tangie M Boston,Ori C Feibush,Kenyatta Johnson,2
Vince Giusini,15,111,101,33,28,22,14,11,9,6,12,7,9,5,7,8,8,10,8,6,2,5,4,4,5,3,3,6,4,5,4,4,5,4,5,3,3,2,2,3,1,2,1,145,28,2
Vincent N Melchiorre,,2,91,28,26,25,11,11,14,8,8,9,12,8,7,7,9,6,5,5,1,6,4,6,3,4,4,5,5,1,4,3,6,2,5,2,3,1,1,3,1,2,1,103,14,2
Marissa Brumbach,,,1,22,18,16,10,11,8,6,8,3,8,3,4,7,6,5,5,4,1,4,4,3,2,2,4,5,2,2,3,3,4,4,3,2,1,3,1,1,1,2,0,96,11,2
Scott Diclaudio,,,,1,27,16,14,11,9,6,7,7,8,8,8,7,4,4,6,7,4,6,3,5,1,2,5,5,4,1,4,6,4,3,4,4,2,2,2,2,2,1,1,37,5,2
James F Berardinelli,,,,,1,17,10,3,7,7,11,10,5,7,10,6,7,4,5,8,4,3,2,4,4,1,3,4,3,2,4,3,3,2,3,3,3,0,3,2,2,0,1,30,5,2
William J Ciancaglini,,,,,,0,5,3,4,3,8,3,2,2,2,4,2,4,4,1,2,3,3,3,2,1,2,4,1,2,1,2,2,1,3,4,2,1,2,2,1,0,1,25,3,2
Tracy B Roman,,,,,,,0,7,7,4,4,3,6,5,5,6,2,4,3,4,6,4,4,5,1,3,4,3,2,1,2,5,1,2,0,0,1,1,1,0,0,0,0,15,4,2
Ken Powell,,,,,,,,1,5,1,0,1,7,5,1,3,2,3,1,1,2,3,3,2,0,2,2,0,2,2,0,4,1,1,2,1,0,1,0,0,0,1,0,8,6,2
Michael Fanning,,,,,,,,,0,3,1,3,9,5,2,3,4,2,3,2,0,2,1,2,2,2,2,0,3,0,2,2,1,3,1,0,0,0,0,1,0,0,0,10,5,2
Daine Grey Jr,,,,,,,,,,1,6,4,1,4,3,1,2,1,2,3,2,1,2,1,1,0,2,2,1,0,2,2,0,2,1,1,0,1,0,0,0,0,0,9,2,2
Jennifer Schultz,,,,,,,,,,,0,5,2,3,4,4,4,2,4,3,2,4,1,3,3,1,1,3,1,2,2,1,2,2,2,2,2,1,1,1,0,1,0,10,3,2
Vincent Furlong,,,,,,,,,,,,1,2,4,5,2,3,1,2,5,2,1,2,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,9,1,2
Chris Mallios,,,,,,,,,,,,,0,5,3,3,3,2,2,2,0,3,0,2,2,2,1,0,3,0,2,1,1,1,1,0,0,0,0,0,0,1,0,7,3,2
Abbe Fletman,,,,,,,,,,,,,,0,3,2,3,4,1,4,1,3,0,4,1,2,2,0,3,0,4,2,3,0,0,2,1,1,1,1,1,1,0,6,3,2
Brian T Ortelere,,,,,,,,,,,,,,,0,2,1,0,0,6,1,1,1,1,2,0,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,9,1,2
Stella Tsai,,,,,,,,,,,,,,,,0,3,0,3,3,0,5,1,5,1,2,0,2,3,1,1,0,1,0,0,0,1,0,0,0,1,0,0,8,2,2
Chris Mccabe,,,,,,,,,,,,,,,,,0,1,3,0,0,1,1,2,2,0,1,0,1,1,3,0,2,1,2,1,1,0,1,1,0,1,0,8,1,2
Thomas Martin,,,,,,,,,,,,,,,,,,0,1,1,2,1,1,0,2,1,0,0,2,1,1,3,1,0,0,2,0,1,1,0,0,0,0,6,4,2
Lynne M Summers,,,,,,,,,,,,,,,,,,,0,0,1,2,1,2,1,0,2,1,1,0,2,2,0,1,1,2,2,1,1,0,1,0,0,8,1,2
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,5,2,2
Jon Marshall,,,,,,,,,,,,,,,,,,,,,0,0,3,0,1,1,2,0,1,1,0,3,0,0,0,1,0,0,1,0,0,0,0,6,1,2
Mia Roberts Perez,,,,,,,,,,,,,,,,,,,,,,0,0,3,0,2,0,1,3,0,2,0,2,1,0,1,1,2,0,0,1,0,0,5,2,2
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,3,1,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0,5,1,2
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,2,2,2,0,2,0,1,0,0,1,2,0,1,1,1,1,0,5,1,2
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,4,1,2
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,2
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,3,1,0,0,1,1,0,1,1,1,1,0,5,1,2
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,1,2,1,0,1,1,0,0,0,0,0,6,0,2
Kai Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,1,0,0,1,0,0,0,0,1,0,0,4,1,2
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,0,1,0,1,0,0,0,0,3,1,2
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,1,0,1,1,1,1,1,2,1,0,4,2,2
Lyris Younge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,4,2,2
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,2,1,0,1,1,1,0,4,2,2
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,0,0,0,0,0,3,0,2
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,1,0,0,0,5,0,2
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,1,0,0,4,0,2
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,0,4,0,2
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,3,0,2
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,2,1,2
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,2,1,2
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,2
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,2
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,2
Ori C Feibush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,2
Kenyatta Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2
Total,205,136,120,48,39,30,22,21,19,15,15,15,13,12,12,12,10,10,9,9,8,8,7,7,6,6,6,6,6,6,6,6,6,6,5,4,4,3,3,3,2,2,1,187,43,2
,District Council 2nd District - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
,Ori C Feibush,Kenyatta Johnson,Vince Giusini,Vincent N Melchiorre,Marissa Brumbach,Scott Diclaudio,William J Ciancaglini,James F Berardinelli,Jodi Lobel,Ken Powell,Tracy B Roman,Chris Mallios,Abbe Fletman,Michael Fanning,Rainy Papademetriou,Vincent Furlong,Kai Scott,Anthony Kyriakakis,Brian T Ortelere,Thomas Martin,Betsy Wahl,Chris Mccabe,Jennifer Schultz,Wayne M D Bennett,Joshua Hill,Mia Roberts Perez,Franklin A Bennett Iii,Rania Major,Stella Tsai,Stephanie M Sawyer,Deborah Watson Stokes,Leon A King Ii,Leon Goodman,Lucretia Clemons,Lynne M Summers,Lyris Younge,Edward William Louden Jr,Jon Marshall,Shanese Johnson,Sherman Toppin,Daine Grey Jr,Frances Fattah,Starr Marshall Cash,Tangie M Boston,Sandjai Weaver,3
Ori C Feibush,16,0,93,78,70,17,19,18,10,11,10,10,8,10,5,7,6,8,6,6,7,6,2,5,2,5,4,3,4,3,1,2,3,2,3,2,2,2,1,1,0,1,1,0,0,3
Kenyatta Johnson,,2,18,12,5,6,4,2,3,4,4,3,2,0,3,2,3,0,1,2,0,0,3,1,3,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,3
Vince Giusini,,,3,82,71,22,21,20,9,14,13,10,9,9,8,8,8,7,6,7,6,6,4,5,4,4,4,4,3,3,2,2,3,3,3,2,2,2,2,1,0,1,1,1,0,3
Vincent N Melchiorre,,,,8,65,16,16,20,7,12,10,10,7,9,7,7,7,7,6,7,6,5,2,5,5,5,4,3,4,4,2,1,3,3,3,2,2,1,2,0,0,1,0,1,0,3
Marissa Brumbach,,,,,1,13,13,12,6,10,7,7,6,7,5,6,5,6,4,5,4,4,2,5,3,4,3,3,3,2,1,2,1,2,2,1,2,1,1,2,0,1,1,0,0,3
