col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,division
Marissa Brumbach,,,,,,,,,,,,,,,,,0,4,3,11,12,3,5,1,9,1,3,7,2,2,1,0,1,1,3,0,1,0,0,2,1,0,1,7,11,9,8,4,8,2,1,1
Chris Mccabe,,,,,,,,,,,,,,,,,,1,3,4,3,6,3,2,1,7,1,2,3,4,2,0,1,3,2,1,0,0,2,0,0,0,0,8,6,3,4,5,5,3,2,1
James F Berardinelli,,,,,,,,,,,,,,,,,,,0,4,5,4,10,4,1,3,2,4,5,4,3,4,0,3,1,2,1,1,1,0,0,1,0,12,8,5,2,4,6,3,2,1
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,0,11,2,6,2,6,1,3,6,4,3,1,0,2,3,3,0,1,1,1,1,0,1,1,9,11,8,8,6,8,3,1,1
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,,,0,3,8,4,7,2,2,5,2,3,1,0,2,1,2,0,1,0,0,1,1,0,1,6,7,8,9,4,6,3,2,1
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,6,0,0,2,1,0,2,0,1,1,2,0,1,1,1,1,1,0,15,10,4,2,5,5,1,0,1
Daine Grey Jr,,,,,,,,,,,,,,,,,,,,,,,0,4,4,2,4,3,2,4,2,2,0,2,0,2,1,2,0,2,1,0,0,5,7,6,4,4,10,2,1,1
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,1,2,2,1,3,1,1,1,2,0,2,3,1,2,1,0,0,1,4,5,7,1,2,3,2,1
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,1,0,0,0,0,0,3,0,0,1,0,1,2,0,1,1,3,11,8,3,2,1,0,1
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,2,3,2,3,0,0,0,4,1,0,0,1,0,0,7,4,7,5,4,2,2,2,1
Lyris Younge,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,2,5,4,1,0,2,0,2,1,0,1,1,0,0,4,4,5,5,3,1,3,1,1
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,1,0,1,0,2,0,2,0,0,1,0,0,1,2,4,7,9,5,2,3,2,1
Scott Diclaudio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,5,3,3,4,2,1,3,1,1,0,1,1,0,4,3,7,5,3,2,4,1,1
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,2,2,0,1,1,0,1,0,0,0,0,5,5,4,4,5,3,1,0,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,3,1,1,0,3,1,0,0,0,0,0,2,4,5,4,0,1,3,2,1
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,2,2,1,1,0,0,0,0,4,5,4,2,2,0,1,0,1
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,3,1,0,0,0,0,0,1,2,5,4,1,1,2,0,1
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,2,0,0,1,0,4,5,1,0,1,2,2,0,1
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,1,1,2,3,4,1,1,2,1,1
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,0,0,2,2,0,0,3,2,0,0,1
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,2,3,4,5,1,1,1,1,1
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,1,2,3,4,1,2,0,0,1
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,3,1,1,2,0,0,0,1
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,1,3,1,1,0,0,1
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,2,1,0,0,1
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,0,0,0,0,0,1
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,0,0,0,0,1
Matthew Perks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,56,8,6,13,15,2,0,1
Joffie C Pittman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,10,12,16,2,0,1
Sharon Williams Losier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17,8,4,2,2,1
Christine Hope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,2,4,2,1
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,1,1
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,1
Gary S Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,93,88,82,71,61,60,59,57,53,51,49,48,46,44,40,30,22,21,21,20,20,20,17,13,13,13,12,12,12,11,8,7,7,7,6,6,6,5,4,3,3,1,1,71,67,31,29,28,27,9,4,1
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,2
,Abbe Fletman,Rainy Papademetriou,Kai Scott,Stella Tsai,Anthony Kyriakakis,Chris Mallios,Brian T Ortelere,Tracy B Roman,Mia Roberts Perez,Ken Powell,Lucretia Clemons,Betsy Wahl,Leon A King Ii,Leon Goodman,Jodi Lobel,Jennifer Schultz,Vincent N Melchiorre,Joshua Hill,Chris Mccabe,James F Berardinelli,Lynne M Summers,Marissa Brumbach,Daine Grey Jr,Deborah Watson Stokes,Rania Major,Scott Diclaudio,Stephanie M Sawyer,Thomas Martin,Vincent Furlong,Frances Fattah,Lyris Younge,Sandjai Weaver,Sherman Toppin,Michael Fanning,Vince Giusini,Jon Marshall,William J Ciancaglini,Shanese Johnson,Wayne M D Bennett,Edward William Louden Jr,Franklin A Bennett Iii,Starr Marshall Cash,Tangie M Boston,Matthew Perks,Joffie C Pittman,Daniel R Sulman,Christian Dicicco,Christine Hope,Sharon Williams Losier,Gary S Silver,Franklin A Bennett Iii,2
Abbe Fletman,1,77,86,62,67,67,62,40,53,44,48,38,39,32,20,13,20,14,15,13,8,12,11,7,3,5,9,8,5,4,5,5,5,6,7,2,3,1,4,2,1,0,2,78,72,47,25,17,15,8,1,2
Rainy Papademetriou,,0,69,64,58,54,57,42,53,41,46,38,33,30,23,16,18,8,13,15,6,5,9,9,7,6,5,8,5,4,5,3,4,2,4,3,1,0,2,2,3,1,0,67,57,32,25,16,15,3,3,2
Kai Scott,,,0,53,57,65,56,31,49,41,45,35,34,23,17,13,15,12,15,7,5,6,7,9,4,3,6,7,2,3,3,3,3,5,2,2,1,1,2,0,1,1,0,67,64,41,22,13,10,4,1,2
Stella Tsai,,,,1,47,43,46,25,42,35,36,34,30,25,20,9,8,8,11,7,5,5,5,3,6,1,2,2,2,2,4,2,3,3,2,2,1,0,1,1,1,1,0,53,50,25,14,13,13,0,0,2
Anthony Kyriakakis,,,,,3,41,47,31,40,37,43,35,31,29,14,9,12,10,8,9,2,5,8,4,2,1,5,4,2,2,1,1,3,3,5,2,1,0,3,1,0,0,1,53,51,30,12,7,8,3,0,2
Chris Mallios,,,,,,0,44,19,32,25,26,25,24,13,12,10,11,7,8,8,2,6,8,4,2,2,4,5,0,1,1,0,1,4,1,1,2,0,2,0,1,1,0,53,52,36,11,10,9,0,0,2
Brian T Ortelere,,,,,,,0,29,39,39,34,27,30,25,17,8,13,8,12,9,3,4,6,2,0,4,3,7,2,3,2,1,3,4,1,3,1,0,1,1,1,0,0,55,48,24,20,10,9,1,1,2
Tracy B Roman,,,,,,,,5,25,26,31,18,18,25,12,12,7,3,2,7,11,7,3,4,6,3,4,3,4,4,7,5,5,1,2,3,1,3,0,1,2,1,2,36,35,18,13,13,12,7,4,2
Mia Roberts Perez,,,,,,,,,0,35,34,29,23,20,19,9,11,6,8,6,4,5,8,6,1,2,7,1,1,1,3,3,4,3,1,0,1,0,2,0,0,0,0,40,42,24,15,13,13,2,0,2
Ken Powell,,,,,,,,,,0,32,19,31,23,9,7,6,1,4,7,2,3,9,4,0,5,5,2,2,2,4,4,3,5,2,3,2,2,1,2,0,1,0,34,35,13,15,9,10,4,2,2
Lucretia Clemons,,,,,,,,,,,0,27,28,25,10,10,6,3,7,5,7,7,2,6,5,1,2,6,0,3,4,5,3,2,3,1,1,3,2,1,1,1,0,42,36,20,13,11,9,2,2,2
Betsy Wahl,,,,,,,,,,,,0,18,19,17,14,7,8,6,6,5,7,5,6,3,2,5,1,1,1,1,3,2,0,1,0,0,2,1,0,0,0,1,30,35,23,11,7,8,6,2,2
Leon A King Ii,,,,,,,,,,,,,0,22,10,9,3,7,5,6,1,4,7,3,3,1,2,2,2,1,2,3,2,4,4,0,2,2,2,1,1,1,0,29,28,13,17,9,9,5,2,2
Leon Goodman,,,,,,,,,,,,,,0,5,8,1,4,1,7,4,5,5,1,2,1,1,1,3,2,3,1,4,2,4,2,1,1,2,2,1,0,1,28,29,13,9,3,6,4,1,2
Jodi Lobel,,,,,,,,,,,,,,,0,11,4,9,9,5,6,7,3,5,5,2,1,1,3,3,5,4,4,3,0,1,0,3,1,0,1,0,1,16,18,14,7,10,11,4,3,2
Jennifer Schultz,,,,,,,,,,,,,,,,0,0,6,7,6,8,5,3,6,5,3,3,1,4,1,5,4,3,0,0,1,1,3,0,1,2,1,1,10,12,12,4,8,7,3,3,2
Vincent N Melchiorre,,,,,,,,,,,,,,,,,0,5,6,5,3,2,3,4,1,5,4,7,2,2,1,0,1,1,3,1,2,0,3,0,0,0,1,15,10,6,7,6,3,3,0,2
Joshua Hill,,,,,,,,,,,,,,,,,,0,6,5,4,4,4,2,2,0,2,3,2,2,1,0,0,2,2,0,0,0,4,0,2,0,0,14,7,7,3,5,5,3,3,2
Chris Mccabe,,,,,,,,,,,,,,,,,,,1,3,3,2,0,3,0,1,0,5,3,2,0,0,1,0,0,0,0,0,0,0,2,0,1,14,10,10,3,2,1,0,1,2
James F Berardinelli,,,,,,,,,,,,,,,,,,,,0,4,4,8,3,2,4,3,2,5,1,5,3,3,3,4,3,1,0,4,2,3,0,1,10,9,9,7,8,8,2,2,2
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,0,5,2,4,6,1,3,2,3,6,4,4,3,0,0,1,1,4,1,0,1,1,2,3,5,5,1,10,8,3,2,2
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,0,2,4,3,1,3,1,1,2,1,3,2,3,3,0,0,2,3,0,1,1,1,6,8,8,2,5,5,4,1,2
Daine Grey Jr,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,6,1,0,1,2,0,0,5,2,2,0,1,3,1,0,0,0,4,7,5,4,8,8,1,0,2
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,5,0,2,1,1,3,0,0,1,0,1,1,2,0,1,1,0,3,5,6,4,6,2,1,2,2
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,2,3,5,3,1,0,1,1,0,3,0,1,1,1,0,1,2,1,2,6,7,1,2,2
Scott Diclaudio,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0,2,1,0,1,2,1,1,0,1,1,0,0,0,4,3,3,4,4,3,2,0,2
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,2,0,1,1,0,0,1,1,0,0,0,0,1,3,3,4,8,5,2,1,2
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,2,0,1,0,0,1,0,0,9,1,3,2,4,1,0,1,2
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,2,3,1,2,2,1,1,0,1,2,1,2,4,3,2,5,3,2,2,2,2
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,1,0,0,1,0,3,0,0,0,1,1,1,4,0,1,5,4,1,0,2
Lyris Younge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,2,1,3,0,2,0,2,1,0,0,3,3,1,3,7,8,1,1,2
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,1,1,3,0,1,0,1,0,1,1,2,2,5,6,4,2,2
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,2,2,3,3,3,2,3,2,0,2
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,0,2,0,0,0,0,2,3,2,3,4,4,0,0,2
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,2,1,0,0,0,6,3,3,3,2,1,1,0,2
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,2,0,0,0,3,1,1,2,2,3,0,0,2
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,1,0,2,3,2,2,0,0,1,0,2
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,2,0,0,4,3,2,1,2
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,3,3,0,0,1,1,0,2
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,1,0,1,0,3,1,1,2
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,1,2,1,1,0,0,2,2
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,1,1,1,0,2
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,1,0,2
Matthew Perks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,70,36,20,7,7,0,2,2
Joffie C Pittman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,39,16,7,7,3,0,2
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,2,5,1,2
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,7,4,2,2
Christine Hope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,3,2,2
Sharon Williams Losier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,2,2
Gary S Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,120,108,99,80,79,77,72,70,62,56,56,49,46,38,34,26,25,23,21,21,15,15,14,13,11,11,10,10,10,9,9,9,8,7,7,6,6,5,5,3,3,2,2,96,89,53,38,31,27,13,6,2
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,3
,Abbe Fletman,Kai Scott,Rainy Papademetriou,Chris Mallios,Brian T Ortelere,Ken Powell,Stella Tsai,Mia Roberts Perez,Anthony Kyriakakis,Betsy Wahl,Tracy B Roman,Jennifer Schultz,Lucretia Clemons,Stephanie M Sawyer,Leon Goodman,Leon A King Ii,Daine Grey Jr,James F Berardinelli,Jodi Lobel,Vincent N Melchiorre,Joshua Hill,Chris Mccabe,Scott Diclaudio,Lynne M Summers,Marissa Brumbach,Vince Giusini,Vincent Furlong,Michael Fanning,Deborah Watson Stokes,Thomas Martin,Lyris Younge,Rania Major,Sandjai Weaver,Wayne M D Bennett,Jon Marshall,Edward William Louden Jr,Franklin A Bennett Iii,William J Ciancaglini,Frances Fattah,Shanese Johnson,Sherman Toppin,Starr Marshall Cash,Tangie M Boston,Matthew Perks,Joffie C Pittman,Christian Dicicco,Daniel R Sulman,Christine Hope,Sharon Williams Losier,Gary S Silver,Franklin A Bennett Iii,3
Abbe Fletman,5,70,62,61,47,45,51,44,43,40,30,23,28,25,21,20,22,19,15,17,16,14,6,3,11,7,7,9,7,9,4,3,6,5,3,2,3,3,3,1,4,1,0,57,57,25,33,10,11,11,2,3
Kai Scott,,0,57,55,42,41,45,51,41,40,28,15,29,26,21,22,22,16,11,15,14,10,3,4,9,4,4,7,7,7,4,4,5,5,1,2,2,3,3,4,4,1,0,53,54,23,35,9,11,7,1,3
Rainy Papademetriou,,,1,43,43,44,44,41,40,32,25,12,21,21,24,15,19,17,6,17,12,7,4,5,7,5,5,6,6,8,3,2,3,3,1,1,1,3,1,0,1,1,0,44,44,22,20,10,11,6,1,3
Chris Mallios,,,,2,32,31,39,39,32,27,13,12,21,17,14,14,15,17,8,10,6,7,2,1,4,4,3,4,5,3,1,1,1,3,0,0,1,2,2,0,0,0,0,38,43,16,30,3,3,3,1,3
Brian T Ortelere,,,,,0,38,35,34,35,28,24,16,23,12,21,20,15,15,8,10,3,3,6,4,0,3,7,1,0,7,3,3,2,4,5,3,3,3,1,1,2,0,1,34,35,23,15,7,9,5,2,3
Ken Powell,,,,,,1,33,30,37,28,30,9,21,15,27,18,14,15,4,8,9,3,6,4,7,2,6,5,1,4,6,2,4,3,4,4,3,3,1,2,1,0,0,39,35,23,14,9,9,7,3,3
Stella Tsai,,,,,,,0,42,33,33,17,12,22,16,16,15,12,12,6,7,4,6,2,4,5,4,2,0,6,2,1,4,0,2,1,1,1,3,2,0,0,0,0,32,39,18,18,3,6,4,1,3
Mia Roberts Perez,,,,,,,,0,34,31,23,16,22,19,18,19,15,12,6,13,6,6,3,3,3,6,4,3,5,5,1,3,1,4,0,1,4,5,1,1,0,1,1,30,39,20,20,7,8,7,3,3
Anthony Kyriakakis,,,,,,,,,1,29,19,13,21,15,17,16,15,18,7,7,3,2,5,3,2,6,5,1,3,4,3,1,2,4,1,2,2,5,0,0,1,0,0,31,32,25,17,7,4,4,1,3
Betsy Wahl,,,,,,,,,,0,17,15,26,10,18,18,10,4,7,10,5,4,2,4,10,2,3,3,5,4,3,3,3,2,1,3,3,1,2,0,1,0,0,34,34,17,13,9,6,3,2,3
Tracy B Roman,,,,,,,,,,,2,12,15,7,20,17,7,6,12,9,8,6,9,6,7,5,6,7,2,4,6,7,7,3,4,5,4,4,1,4,1,0,1,25,19,23,5,17,15,9,3,3
Jennifer Schultz,,,,,,,,,,,,2,10,11,7,9,7,10,10,2,4,3,9,10,9,7,8,2,5,3,6,6,3,6,7,5,3,2,3,1,3,0,1,14,15,6,13,16,15,9,2,3
Lucretia Clemons,,,,,,,,,,,,,0,4,13,18,3,4,4,3,3,6,0,3,5,2,2,1,2,5,1,3,1,1,1,2,2,0,2,0,1,0,0,25,27,13,9,6,5,2,2,3
Stephanie M Sawyer,,,,,,,,,,,,,,1,2,4,16,11,4,9,7,5,3,5,9,3,3,8,7,2,1,3,1,3,3,0,2,3,1,2,3,1,0,13,18,3,14,7,7,3,1,3
Leon Goodman,,,,,,,,,,,,,,,0,15,3,4,7,6,6,2,5,6,1,1,5,2,2,1,5,0,3,1,2,3,1,3,2,3,1,0,0,24,20,22,3,5,6,8,1,3
Leon A King Ii,,,,,,,,,,,,,,,,0,4,4,4,1,3,2,4,2,1,1,5,2,2,2,2,2,4,2,2,2,2,1,3,1,3,0,1,21,21,15,6,5,6,3,3,3
Daine Grey Jr,,,,,,,,,,,,,,,,,0,14,2,5,5,1,3,3,4,4,3,4,3,4,3,0,1,5,3,3,3,1,2,2,2,1,0,11,15,6,11,6,6,3,1,3
James F Berardinelli,,,,,,,,,,,,,,,,,,0,5,3,1,4,7,2,3,8,8,3,2,2,2,1,1,4,2,3,1,2,0,0,2,0,0,11,11,8,10,5,6,3,1,3
Jodi Lobel,,,,,,,,,,,,,,,,,,,1,5,4,5,3,6,3,5,4,3,2,2,2,3,5,1,2,1,2,1,1,2,1,0,0,7,3,9,6,8,6,5,1,3
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,0,5,4,3,3,3,4,2,4,2,4,0,0,0,0,1,0,2,4,0,1,0,1,0,11,7,9,5,4,4,4,1,3
Joshua Hill,,,,,,,,,,,,,,,,,,,,,1,3,2,0,4,0,1,3,0,2,2,2,2,1,1,0,0,2,2,0,0,1,0,11,7,1,4,5,3,5,0,3
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,0,3,2,2,2,2,5,2,5,1,1,2,1,1,1,1,1,3,1,1,0,0,7,5,3,5,6,1,4,1,3
Scott Diclaudio,,,,,,,,,,,,,,,,,,,,,,,1,4,0,6,6,4,1,1,4,2,3,3,6,3,2,3,0,2,1,0,1,7,3,5,3,7,7,6,1,3
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,,0,5,3,3,1,3,1,5,2,1,2,3,3,1,1,1,3,1,0,0,3,3,5,2,9,8,4,0,3
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,4,3,0,3,3,3,3,1,2,1,0,0,0,1,0,0,7,6,1,4,7,7,1,1,3
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,2,0,2,1,1,1,3,2,1,3,4,0,2,1,0,0,4,3,7,4,5,4,3,1,3
