col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,col_57,col_58,col_59,col_60,division
Leon Goodman,,,,,,,,,,,,,,,,,,,,,5,22,61,71,59,37,33,21,20,25,17,20,21,20,12,21,17,14,20,21,15,11,10,16,20,5,11,11,15,6,12,7,13,9,1,8,7,7,6,All
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,7,16,12,18,27,24,18,23,23,20,24,17,15,41,21,20,14,32,11,10,10,12,22,16,8,22,13,16,19,16,7,14,5,8,10,13,7,2,All
Lyris Younge,,,,,,,,,,,,,,,,,,,,,,,2,62,58,26,40,36,11,25,28,16,22,24,9,14,9,10,8,17,10,8,18,15,8,20,12,6,11,10,4,19,5,9,7,10,3,4,3,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,3,60,31,24,12,9,24,8,14,23,13,6,18,11,4,14,25,11,12,9,13,12,6,10,9,12,8,9,8,9,4,6,8,1,5,3,All
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,5,34,28,16,15,21,9,14,21,10,6,16,8,7,13,23,10,11,8,9,7,5,10,12,12,7,12,4,10,6,9,6,7,3,3,All
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,,,,,,,2,32,27,21,31,23,32,25,17,19,27,16,22,21,34,25,19,9,21,17,12,14,20,12,13,11,2,9,6,18,13,7,9,9,All
Daine Grey Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,2,35,24,35,30,22,30,30,9,22,12,19,12,26,17,15,26,19,16,21,13,17,13,16,12,21,17,9,10,10,5,8,6,All
Abbe Fletman,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,12,29,29,14,24,25,12,14,17,21,12,21,8,12,16,11,8,14,9,11,16,11,8,17,9,10,8,5,6,4,3,All
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,19,14,21,21,13,9,17,10,18,18,10,15,16,9,12,12,6,12,16,13,14,12,4,11,5,8,5,11,4,8,All
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,13,15,38,14,8,18,21,24,13,24,9,18,11,11,14,3,14,13,13,8,6,8,14,7,9,5,5,5,1,All
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,24,12,38,11,7,13,23,12,9,27,25,26,12,22,29,7,12,7,13,9,22,10,11,14,15,5,3,7,All
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,13,12,15,14,19,16,9,24,23,12,11,22,8,14,26,11,20,15,8,11,8,17,12,8,8,9,All
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9,4,19,12,12,16,25,5,9,3,9,11,5,9,4,8,6,8,3,6,8,4,4,10,2,5,All
Kai Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,15,20,16,14,8,16,13,27,13,15,29,11,11,8,9,10,22,13,16,7,13,6,6,6,All
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,4,14,5,2,7,13,4,9,7,0,4,9,8,11,6,4,5,3,8,7,2,7,3,All
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,9,16,20,10,9,4,9,9,6,14,7,10,7,11,4,8,6,4,5,5,8,4,All
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,21,15,9,10,8,13,12,4,14,11,16,7,11,6,12,5,6,4,6,8,5,All
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,9,18,27,7,12,16,6,9,18,9,14,7,7,15,9,14,7,4,4,6,All
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,7,9,6,11,10,8,18,6,11,6,16,3,10,6,1,5,11,7,4,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,6,6,12,11,8,10,7,5,4,9,5,8,5,3,4,6,6,1,All
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,14,13,11,11,4,14,7,14,7,3,8,7,17,15,1,3,7,All
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,5,18,8,9,22,7,15,7,5,13,10,18,8,2,4,9,All
Chris Mallios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,6,22,10,12,5,7,4,20,9,9,4,7,3,8,2,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,8,12,6,15,10,14,6,10,11,6,13,7,2,2,All
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,9,9,7,14,10,3,5,9,4,5,6,5,5,All
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,8,1,2,5,19,2,8,5,6,3,4,4,All
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,11,10,7,6,8,5,5,5,6,4,4,All
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,10,10,6,15,2,12,5,3,5,5,All
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,11,3,10,5,8,3,3,1,0,All
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,2,8,4,13,7,6,4,4,All
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,11,5,6,5,9,4,2,All
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,4,7,4,2,2,2,All
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10,8,4,4,4,All
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,4,5,4,2,All
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,2,2,5,All
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,All
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,All
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,All
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,334,227,173,164,161,145,136,123,112,105,102,90,87,74,69,67,230,217,188,169,142,136,134,131,123,116,105,97,95,86,82,79,77,76,68,65,64,62,62,60,57,56,56,55,53,52,52,49,47,44,42,39,37,36,35,35,28,24,21,All
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Derek S Green,Jenne Ayers,Blondell Reynolds Brown,Ed Neilson,Allan Domb,W Wilson Goode Jr,William K Greenlee,Marnie Aument Loughrey,Wilson Alexander,Isaiah Thomas,Frank Rizzo,Helen Gym,Sherrie Cohen,Thomas Wyatt,Carla M Cain,Paul Steinke,Thomas Martin,Edward William Louden Jr,Ken Powell,Mia Roberts Perez,Scott Diclaudio,Rania Major,Jon Marshall,Tracy B Roman,Leon Goodman,Shanese Johnson,Betsy Wahl,Jodi Lobel,Lucretia Clemons,Lynne M Summers,Rainy Papademetriou,Stella Tsai,Vincent Furlong,Chris Mallios,Deborah Watson Stokes,James F Berardinelli,Jennifer Schultz,Lyris Younge,Abbe Fletman,Anthony Kyriakakis,Chris Mccabe,Daine Grey Jr,Kai Scott,Marissa Brumbach,Sherman Toppin,Stephanie M Sawyer,Vince Giusini,Vincent N Melchiorre,Wayne M D Bennett,Frances Fattah,Franklin A Bennett Iii,Joshua Hill,Leon A King Ii,Michael Fanning,Sandjai Weaver,Starr Marshall Cash,Brian T Ortelere,Tangie M Boston,William J Ciancaglini,1
Derek S Green,0,3,6,3,1,2,4,2,2,3,3,0,1,2,1,2,8,5,5,2,3,3,2,4,2,2,2,2,0,2,2,2,1,1,1,1,0,2,2,1,1,2,2,1,1,1,2,1,2,1,1,0,1,0,0,1,0,0,0,1
Jenne Ayers,,1,3,1,1,1,1,0,4,1,0,1,1,1,1,0,1,2,4,3,3,2,5,3,4,2,2,0,2,2,2,2,1,2,2,2,1,2,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Blondell Reynolds Brown,,,0,3,1,3,5,2,1,3,1,1,1,0,2,1,3,1,3,2,2,4,2,1,2,2,2,1,1,2,2,3,2,1,3,2,1,1,2,2,2,0,1,1,2,2,1,0,2,0,1,0,0,0,0,1,0,0,0,1
Ed Neilson,,,,2,0,0,4,3,0,1,0,0,1,1,0,1,3,1,0,1,3,1,1,0,0,2,0,2,0,1,2,2,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
Allan Domb,,,,,3,1,0,0,1,1,0,0,0,1,0,0,1,0,0,3,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
W Wilson Goode Jr,,,,,,1,1,0,0,2,0,1,1,0,0,0,0,1,1,4,1,2,0,0,0,1,2,0,1,2,0,1,3,0,1,1,0,1,2,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
William K Greenlee,,,,,,,0,3,0,2,0,1,0,0,1,1,4,1,1,0,1,2,1,1,1,2,1,3,0,1,1,2,1,1,2,1,0,1,1,2,2,0,1,0,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1
Marnie Aument Loughrey,,,,,,,,0,0,0,0,0,0,0,0,0,4,1,2,0,1,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Wilson Alexander,,,,,,,,,0,0,0,0,0,1,1,0,1,2,2,1,0,1,3,1,2,1,1,0,1,1,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Isaiah Thomas,,,,,,,,,,0,1,0,0,1,0,0,1,2,0,2,1,1,1,1,0,2,2,1,0,1,2,1,1,2,1,1,0,1,2,2,2,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
Frank Rizzo,,,,,,,,,,,0,0,0,1,0,0,2,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
Helen Gym,,,,,,,,,,,,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sherrie Cohen,,,,,,,,,,,,,0,1,0,1,1,1,2,1,2,1,0,0,0,1,1,0,1,2,1,2,1,0,1,0,0,0,0,0,0,1,0,2,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
Thomas Wyatt,,,,,,,,,,,,,,0,0,1,3,2,0,2,1,1,1,1,1,2,2,1,1,2,2,1,0,2,0,1,0,0,0,0,0,2,0,1,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,1
Carla M Cain,,,,,,,,,,,,,,,0,1,1,0,2,0,0,1,1,1,2,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
Paul Steinke,,,,,,,,,,,,,,,,0,2,1,1,0,1,1,0,1,1,1,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1
Thomas Martin,,,,,,,,,,,,,,,,,0,3,3,2,2,3,1,2,2,3,2,3,2,2,2,2,0,2,1,1,1,0,0,0,0,2,1,1,1,1,1,2,1,1,0,0,1,0,1,1,0,0,0,1
Edward William Louden Jr,,,,,,,,,,,,,,,,,,1,3,1,2,2,3,3,1,3,2,1,1,2,2,1,1,1,0,1,2,2,1,1,1,2,0,1,0,0,2,1,0,1,0,0,1,0,1,0,0,0,0,1
Ken Powell,,,,,,,,,,,,,,,,,,,0,1,3,3,3,3,3,1,1,0,2,1,1,2,1,0,2,1,2,1,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,0,1,1,0,0,0,1
Mia Roberts Perez,,,,,,,,,,,,,,,,,,,,0,2,3,1,1,1,1,3,1,2,2,1,1,1,2,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Scott Diclaudio,,,,,,,,,,,,,,,,,,,,,1,2,2,1,1,2,1,0,1,2,2,3,1,1,2,0,0,1,0,1,1,1,0,2,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
Rania Major,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,3,3,0,3,3,0,2,2,1,2,2,1,1,1,1,1,0,1,1,1,2,1,1,2,0,1,0,0,0,1,1,0,0,0,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,0,2,3,2,1,0,1,1,2,1,0,2,1,2,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Tracy B Roman,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,1,1,0,0,1,1,0,1,1,0,0,2,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,1,1,1,0,1,1,2,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,3,2,2,1,2,1,2,1,1,1,2,2,1,0,1,1,0,1,2,0,1,0,0,1,0,1,0,0,0,0,1
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,1,1,2,2,1,2,0,1,1,1,1,1,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,2,1,1,2,0,1,1,1,1,1,0,2,0,1,1,2,0,1,0,0,1,0,0,0,0,0,0,1
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,1,1,1,0,0,1,1,2,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,0,0,0,0,1,1,1,1,2,2,2,0,1,1,1,0,0,1,0,0,1,0,0,0,1
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Chris Mallios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,1,1,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Lyris Younge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Abbe Fletman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Daine Grey Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1
Kai Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,0,0,0,0,1
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,1
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,18,11,9,8,7,7,7,5,5,4,3,3,3,3,2,2,12,10,10,9,8,7,6,6,5,5,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,1
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
