col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,division
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,0,0,0,0,1
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,1
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,69,25,25,24,21,21,18,17,16,15,15,15,14,14,14,13,13,13,12,12,12,12,11,11,11,10,10,10,10,9,9,9,9,9,9,9,8,7,6,6,5,5,2,2,1
,Sheriff - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,Jewell Williams,Tracy B Roman,Ken Powell,Leon Goodman,Jon Marshall,Mia Roberts Perez,Scott Diclaudio,Lyris Younge,Kai Scott,Rainy Papademetriou,Stella Tsai,Frances Fattah,Lynne M Summers,Stephanie M Sawyer,Vincent N Melchiorre,Edward William Louden Jr,Jennifer Schultz,Brian T Ortelere,Deborah Watson Stokes,Jodi Lobel,Daine Grey Jr,James F Berardinelli,Chris Mccabe,Shanese Johnson,Thomas Martin,Vincent Furlong,Leon A King Ii,Abbe Fletman,Joshua Hill,Betsy Wahl,Chris Mallios,Wayne M D Bennett,Lucretia Clemons,Marissa Brumbach,Sandjai Weaver,Vince Giusini,Sherman Toppin,Rania Major,Michael Fanning,Anthony Kyriakakis,Starr Marshall Cash,Tangie M Boston,William J Ciancaglini,Franklin A Bennett Iii,2
Jewell Williams,7,35,28,23,23,20,21,21,18,17,16,16,16,16,17,15,13,14,14,14,8,9,11,11,11,10,10,8,11,9,7,8,9,9,8,6,5,6,5,2,3,2,2,2,2
Tracy B Roman,,1,17,15,15,7,14,16,5,5,6,9,7,7,5,13,8,2,6,5,3,3,3,7,7,6,7,4,4,4,1,5,4,1,4,5,2,3,1,2,0,2,1,0,2
Ken Powell,,,3,17,20,5,12,15,10,2,3,6,5,3,6,12,5,2,6,3,4,3,2,2,3,6,4,3,2,3,3,3,3,2,3,2,2,3,3,2,1,0,1,2,2
Leon Goodman,,,,1,18,1,11,11,6,1,0,6,5,2,2,10,4,1,6,2,4,3,0,4,5,5,5,2,0,0,3,4,2,2,3,2,3,3,2,1,1,1,1,2,2
Jon Marshall,,,,,1,2,12,14,4,1,1,6,2,2,1,11,4,1,4,1,1,2,0,3,3,4,3,1,1,0,3,3,2,0,1,3,1,2,2,1,1,0,0,1,2
Mia Roberts Perez,,,,,,0,3,8,12,13,15,9,10,11,13,2,6,9,7,12,7,2,13,5,6,1,4,6,8,7,7,4,5,2,2,2,3,5,2,1,3,2,1,0,2
Scott Diclaudio,,,,,,,1,11,0,1,2,3,2,0,2,10,1,1,1,2,0,5,2,3,4,0,3,1,2,1,0,2,0,1,2,4,1,0,1,0,0,1,2,0,2
Lyris Younge,,,,,,,,0,8,2,4,5,1,9,4,9,5,2,3,2,4,1,4,4,3,2,4,3,1,1,3,4,4,1,2,4,3,2,3,1,3,0,1,0,2
Kai Scott,,,,,,,,,0,5,5,7,8,12,9,0,9,3,10,5,10,1,5,3,3,7,4,7,3,4,8,4,4,3,3,1,5,4,3,0,3,1,1,1,2
Rainy Papademetriou,,,,,,,,,,0,13,7,10,6,9,1,5,11,4,11,5,3,9,2,6,3,2,5,6,4,3,2,2,2,2,2,1,2,0,2,0,2,0,0,2
Stella Tsai,,,,,,,,,,,0,7,9,4,10,1,5,9,1,10,4,2,10,2,5,2,4,4,7,5,3,3,3,2,2,3,2,2,0,2,0,1,0,0,2
Frances Fattah,,,,,,,,,,,,0,8,7,4,4,6,5,7,3,3,1,5,7,7,6,6,2,8,3,3,6,4,1,1,4,2,3,3,0,0,2,0,0,2
Lynne M Summers,,,,,,,,,,,,,1,5,9,0,5,6,8,8,4,2,7,4,6,3,3,1,6,3,2,2,2,3,2,2,2,5,1,0,0,3,0,1,2
Stephanie M Sawyer,,,,,,,,,,,,,,0,5,1,6,2,8,2,6,1,4,6,2,2,4,5,2,4,6,4,6,3,3,3,3,3,3,0,3,2,1,0,2
Vincent N Melchiorre,,,,,,,,,,,,,,,0,0,2,11,6,10,5,4,11,1,4,1,5,3,7,2,4,2,2,1,1,1,1,1,2,2,2,1,0,2,2
Edward William Louden Jr,,,,,,,,,,,,,,,,0,2,0,1,0,0,0,0,3,1,2,3,0,2,2,1,3,1,0,0,1,0,0,1,0,0,0,0,0,2
Jennifer Schultz,,,,,,,,,,,,,,,,,1,1,4,6,3,2,0,5,2,4,3,5,1,5,4,2,3,3,5,3,1,4,1,1,0,1,2,0,2
Brian T Ortelere,,,,,,,,,,,,,,,,,,1,2,8,2,4,9,0,4,1,1,2,6,0,2,1,0,0,0,0,0,0,0,2,1,0,0,1,2
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,0,3,3,3,4,4,5,3,5,1,3,3,3,4,3,2,1,1,3,4,1,1,3,2,0,2,2
Jodi Lobel,,,,,,,,,,,,,,,,,,,,0,2,2,8,1,6,0,1,4,5,4,3,1,1,2,3,0,1,2,0,1,0,0,1,0,2
Daine Grey Jr,,,,,,,,,,,,,,,,,,,,,0,2,2,2,2,5,3,7,1,2,6,4,2,1,3,1,5,3,3,1,2,0,0,1,2
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,2,2,3,4,2,3,4,0,0,1,2,0,1,2,5,2,0,1,2,1,1,2,1,2
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,0,1,4,0,1,2,6,0,2,1,0,0,0,1,2,0,1,1,2,1,0,0,2
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,0,5,2,4,1,1,3,2,3,4,2,3,4,2,3,2,0,0,2,2,0,2
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,2,4,1,1,5,1,0,2,3,3,2,1,2,0,0,1,0,2
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,3,1,1,3,2,0,2,2,3,1,1,1,0,1,0,0,2
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,4,3,7,4,0,0,3,1,1,2,1,1,2,0,2,2
Abbe Fletman,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,3,2,1,4,2,2,1,1,1,0,0,1,0,2
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,2
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,4,3,3,0,1,3,0,0,0,1,1,0,2
Chris Mallios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,1,0,1,3,1,4,1,3,0,0,1,2
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,1,3,1,2,2,1,0,0,0,1,2
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,1,0,4,0,0,0,1,1,1,2
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,1,0,0,0,1,0,0,2
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,2,0,1,0,0,2,0,2
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,1,0,1,1,0,2
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,1,3,0,1,0,2
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,1,2
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,2
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,2
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,2
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,97,40,33,26,25,25,25,24,23,20,20,19,19,19,19,17,17,16,15,15,14,14,13,13,13,13,12,11,11,10,10,10,9,9,9,9,8,7,5,4,4,3,3,2,2
,Sheriff - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
,Jewell Williams,Lyris Younge,Scott Diclaudio,Tracy B Roman,Ken Powell,Leon Goodman,Brian T Ortelere,Edward William Louden Jr,Frances Fattah,Jon Marshall,Daine Grey Jr,Lynne M Summers,Joshua Hill,Kai Scott,Rainy Papademetriou,Thomas Martin,Mia Roberts Perez,Jennifer Schultz,Stephanie M Sawyer,Wayne M D Bennett,Deborah Watson Stokes,Vincent N Melchiorre,James F Berardinelli,Abbe Fletman,Vincent Furlong,Chris Mccabe,Leon A King Ii,Sherman Toppin,Stella Tsai,Jodi Lobel,Rania Major,Vince Giusini,Anthony Kyriakakis,Marissa Brumbach,Sandjai Weaver,Michael Fanning,Shanese Johnson,Lucretia Clemons,Starr Marshall Cash,Chris Mallios,Franklin A Bennett Iii,William J Ciancaglini,Betsy Wahl,Tangie M Boston,3
Jewell Williams,14,27,30,27,27,23,17,17,16,17,16,15,15,10,14,13,14,11,12,12,12,11,6,6,8,8,7,7,7,7,6,6,3,5,5,4,3,3,4,3,3,3,2,2,3
Lyris Younge,,2,21,21,20,13,7,13,6,13,10,2,3,9,5,2,4,6,6,5,4,4,4,2,1,1,3,4,2,0,3,3,0,1,1,4,1,2,1,1,1,1,1,1,3
Scott Diclaudio,,,2,22,21,16,8,14,4,13,11,0,3,6,3,6,5,5,4,7,3,3,4,4,4,0,2,4,1,1,3,3,0,2,1,4,1,1,1,1,3,3,2,1,3
Tracy B Roman,,,,2,21,15,7,12,3,12,11,2,4,5,5,4,7,6,7,6,2,3,5,5,2,1,3,3,4,0,4,2,1,3,0,3,4,2,1,1,1,1,1,2,3
Ken Powell,,,,,0,17,9,13,4,16,10,3,8,4,5,7,5,5,5,6,4,3,6,5,4,0,4,3,2,0,4,4,2,1,2,3,3,1,0,0,2,2,1,2,3
Leon Goodman,,,,,,0,6,13,4,13,5,3,4,2,5,5,3,6,3,4,5,2,5,2,5,1,4,3,3,1,4,2,3,4,1,0,2,2,2,0,2,2,2,1,3
Brian T Ortelere,,,,,,,1,4,4,7,9,6,10,4,11,5,6,6,3,5,2,4,7,4,6,5,3,5,5,4,2,1,2,0,1,2,1,2,0,1,0,0,0,0,3
Edward William Louden Jr,,,,,,,,0,2,11,4,0,1,3,2,2,1,3,0,5,1,1,4,1,3,0,2,2,0,0,2,3,1,2,1,1,0,2,0,0,3,3,1,1,3
Frances Fattah,,,,,,,,,1,1,4,6,8,5,4,8,7,3,3,2,5,5,1,0,3,3,1,2,3,5,1,1,1,2,3,0,2,0,2,0,1,2,1,1,3
Jon Marshall,,,,,,,,,,1,5,2,4,3,3,2,1,4,2,5,2,2,6,2,3,0,3,3,1,0,3,3,2,1,1,2,1,1,0,0,2,2,1,1,3
Daine Grey Jr,,,,,,,,,,,1,4,6,7,8,6,5,6,8,8,5,3,4,6,5,2,2,3,2,0,4,1,1,0,2,4,2,1,1,2,2,1,1,1,3
Lynne M Summers,,,,,,,,,,,,2,8,0,10,5,5,3,3,1,4,9,3,1,2,6,1,3,5,5,3,1,3,1,4,0,0,0,2,0,0,0,0,0,3
Joshua Hill,,,,,,,,,,,,,0,4,6,9,6,2,3,3,4,6,3,3,3,5,4,2,6,5,3,1,2,0,2,1,3,2,0,0,0,0,0,1,3
Kai Scott,,,,,,,,,,,,,,0,1,2,5,1,5,4,3,2,2,4,1,1,2,2,2,0,0,0,2,1,0,4,2,3,0,2,1,1,0,0,3
Rainy Papademetriou,,,,,,,,,,,,,,,0,4,6,6,4,1,3,6,4,2,4,6,1,2,5,4,2,0,1,0,2,1,0,0,1,1,0,0,0,0,3
Thomas Martin,,,,,,,,,,,,,,,,0,5,4,5,3,5,4,2,2,4,3,2,0,3,4,4,3,1,2,3,2,2,0,1,0,2,2,1,1,3
Mia Roberts Perez,,,,,,,,,,,,,,,,,0,2,6,2,2,6,0,3,2,5,2,0,6,5,0,0,0,3,0,2,3,1,2,2,0,1,1,1,3
Jennifer Schultz,,,,,,,,,,,,,,,,,,1,6,1,4,1,5,1,5,1,2,1,2,1,3,2,0,3,3,1,1,2,3,0,1,1,1,0,3
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,0,3,5,4,1,4,1,2,2,0,2,1,3,1,0,3,2,4,2,2,3,2,0,0,1,1,3
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,1,3,1,3,2,2,1,1,3,0,0,3,2,1,1,0,1,1,1,0,1,2,1,1,2,3
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,0,3,0,1,2,1,2,2,1,1,2,0,1,1,3,2,1,1,3,1,1,1,1,1,3
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,,0,1,3,0,5,0,2,4,5,2,2,1,0,3,2,0,0,2,1,0,0,0,1,3
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,0,3,3,0,0,2,1,0,2,2,3,2,2,0,1,1,0,0,0,0,0,0,3
Abbe Fletman,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,0,1,0,2,1,1,0,1,2,1,0,0,2,0,0,0,0,3
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,1,0,2,1,1,1,2,1,1,1,1,0,2,2,0,0,3
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,0,1,2,2,0,1,1,3,1,0,0,1,0,0,3
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,2,0,1,0,0,1,1,0,0,0,0,0,3
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,1,0,1,1,0,0,3,1,1,0,0,0,0,0,3
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,3
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,1,2,0,0,0,0,0,1,0,1,1,3
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,2,0,0,0,0,0,1,1,0,1,3
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,1,1,1,0,0,0,0,0,3
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,2,2,0,0,1,1,0,3
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,1,1,1,0,0,3
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,1,1,0,0,3
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,3
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,3
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,3
Chris Mallios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,3
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
Total,103,37,37,36,32,29,21,21,21,21,20,18,17,16,16,16,15,14,13,13,12,12,10,9,9,8,8,8,8,7,7,7,6,6,6,5,5,4,4,3,3,3,2,2,3
,Sheriff - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,Jewell Williams,Tracy B Roman,Mia Roberts Perez,Frances Fattah,Lynne M Summers,Kai Scott,Thomas Martin,Ken Powell,Rainy Papademetriou,Lyris Younge,Scott Diclaudio,Chris Mccabe,Stella Tsai,Brian T Ortelere,Daine Grey Jr,Edward William Louden Jr,Deborah Watson Stokes,Jennifer Schultz,Jodi Lobel,Jon Marshall,Leon Goodman,Stephanie M Sawyer,Vincent N Melchiorre,Joshua Hill,Vincent Furlong,Abbe Fletman,Leon A King Ii,Wayne M D Bennett,James F Berardinelli,Lucretia Clemons,Rania Major,Sandjai Weaver,Marissa Brumbach,Shanese Johnson,Betsy Wahl,Sherman Toppin,Vince Giusini,Anthony Kyriakakis,Michael Fanning,Franklin A Bennett Iii,Chris Mallios,Starr Marshall Cash,Tangie M Boston,William J Ciancaglini,4
Jewell Williams,13,26,23,23,24,21,20,20,20,18,17,18,18,15,18,14,18,15,16,12,16,13,14,15,13,11,13,13,11,10,10,10,8,8,8,6,6,4,3,5,3,4,3,3,4
Tracy B Roman,,1,6,6,4,9,5,8,7,10,12,5,2,4,8,10,9,8,2,9,9,4,2,3,7,6,5,4,5,3,4,2,5,3,6,1,3,3,1,1,2,1,0,0,4
Mia Roberts Perez,,,0,12,13,11,10,9,12,7,3,15,13,13,7,3,8,7,13,1,2,8,13,10,1,5,6,7,2,4,4,3,5,0,3,3,1,1,4,1,1,2,2,0,4
Frances Fattah,,,,1,13,6,15,8,9,4,3,12,11,11,6,3,5,2,8,2,6,3,9,8,4,3,2,4,0,1,2,2,4,4,3,2,0,0,2,2,1,0,0,2,4
Lynne M Summers,,,,,0,8,13,8,12,4,5,13,12,10,5,3,6,5,10,2,5,6,11,12,4,4,4,4,4,6,6,2,4,6,4,5,1,0,2,2,0,1,1,2,4
Kai Scott,,,,,,0,7,11,4,8,6,8,4,1,12,5,9,7,4,4,7,10,3,4,4,8,8,6,5,3,3,6,4,6,4,3,5,1,5,1,3,1,2,2,4
Thomas Martin,,,,,,,0,9,11,5,7,11,10,11,7,7,4,3,9,7,6,2,10,9,8,6,4,6,2,3,1,3,2,5,3,5,3,3,2,2,2,1,0,3,4
Ken Powell,,,,,,,,0,6,12,10,5,3,5,12,9,4,6,4,11,9,7,4,5,6,5,7,6,3,5,4,4,3,4,2,4,1,0,4,1,1,0,1,2,4
Rainy Papademetriou,,,,,,,,,0,6,7,15,14,15,3,3,4,2,15,7,3,2,14,13,3,2,3,2,5,3,2,1,2,1,1,1,3,2,1,0,2,1,0,0,4
Lyris Younge,,,,,,,,,,1,10,3,1,3,7,6,5,5,3,8,8,9,4,2,3,7,3,5,1,4,2,3,3,1,3,2,1,1,4,2,2,2,1,1,4
Scott Diclaudio,,,,,,,,,,,0,3,4,5,6,8,3,6,2,9,8,2,5,3,6,7,3,1,6,1,2,3,0,1,2,1,3,1,1,3,1,0,0,2,4
