col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,division
Total,"1,223","1,071","1,040",935,919,827,813,791,744,649,642,631,626,546,545,543,530,478,440,429,425,424,365,358,348,327,325,323,322,307,290,288,287,256,254,237,229,216,207,188,151,140,136,All
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Daine Grey Jr,Lyris Younge,Tracy B Roman,Kai Scott,Stephanie M Sawyer,Scott Diclaudio,Frances Fattah,Leon Goodman,Jennifer Schultz,Ken Powell,Brian T Ortelere,Mia Roberts Perez,Shanese Johnson,Edward William Louden Jr,Vincent Furlong,Leon A King Ii,Thomas Martin,Abbe Fletman,Jon Marshall,Michael Fanning,Wayne M D Bennett,Joshua Hill,Rainy Papademetriou,Rania Major,Sherman Toppin,Deborah Watson Stokes,James F Berardinelli,Lucretia Clemons,Stella Tsai,Sandjai Weaver,Tangie M Boston,Vincent N Melchiorre,Chris Mallios,Starr Marshall Cash,Vince Giusini,Anthony Kyriakakis,Betsy Wahl,Franklin A Bennett Iii,Lynne M Summers,Marissa Brumbach,Chris Mccabe,William J Ciancaglini,Jodi Lobel,1
Daine Grey Jr,1,13,15,12,17,13,9,12,12,11,10,11,6,6,7,7,10,13,4,8,4,6,6,5,6,5,9,4,5,4,2,7,7,5,5,3,3,3,4,4,2,3,2,1
Lyris Younge,,5,16,13,12,14,8,8,6,11,4,11,6,8,4,5,5,6,5,5,4,3,2,4,1,5,3,5,4,1,1,3,4,2,4,3,2,1,3,3,1,0,1,1
Tracy B Roman,,,2,14,14,14,12,15,8,15,7,10,9,7,4,5,7,5,5,6,4,7,3,4,4,6,1,5,3,3,4,4,4,2,2,3,4,3,4,3,1,3,2,1
Kai Scott,,,,0,18,9,10,6,6,10,6,16,9,3,3,6,2,7,1,8,2,2,4,3,3,6,1,5,3,3,5,5,5,1,2,3,2,0,1,2,2,1,2,1
Stephanie M Sawyer,,,,,2,7,11,8,4,8,3,10,9,2,5,4,5,7,1,7,2,2,2,3,4,6,1,5,1,2,6,6,4,3,2,0,2,2,2,3,1,1,0,1
Scott Diclaudio,,,,,,3,8,10,8,16,6,10,6,7,4,4,5,7,7,7,4,5,4,6,4,1,4,2,4,3,2,6,3,0,2,3,1,1,2,1,1,0,1,1
Frances Fattah,,,,,,,2,9,8,7,2,5,13,6,6,5,6,2,4,3,6,8,3,3,5,7,1,2,5,5,7,0,2,4,3,3,3,3,4,2,0,1,2,1
Leon Goodman,,,,,,,,0,5,10,4,2,10,6,5,6,8,3,8,3,5,5,3,4,7,3,4,4,4,5,3,3,1,5,4,2,3,3,4,0,2,4,1,1
Jennifer Schultz,,,,,,,,,2,6,7,3,8,5,7,2,6,5,1,1,5,6,3,4,5,5,6,2,6,5,2,1,2,3,4,3,3,2,2,2,1,0,0,1
Ken Powell,,,,,,,,,,1,4,8,5,6,4,3,5,5,8,6,4,4,3,4,1,2,2,3,2,3,3,6,2,3,1,2,0,1,0,1,2,1,1,1
Brian T Ortelere,,,,,,,,,,,1,6,3,2,6,4,4,6,2,3,4,4,8,3,4,1,7,2,1,0,1,1,1,0,3,2,1,2,2,1,2,1,0,1
Mia Roberts Perez,,,,,,,,,,,,0,2,2,0,4,0,9,1,8,2,3,5,4,2,4,2,1,1,1,3,6,6,1,2,3,1,1,1,3,2,0,2,1
Shanese Johnson,,,,,,,,,,,,,0,4,5,6,8,1,3,1,6,5,1,3,5,7,1,4,5,6,5,0,1,2,2,0,2,2,3,1,2,2,0,1
Edward William Louden Jr,,,,,,,,,,,,,,1,2,3,5,0,4,2,3,1,1,3,4,2,1,4,6,3,2,2,1,2,2,0,1,3,2,1,0,1,0,1
Vincent Furlong,,,,,,,,,,,,,,,2,2,5,4,2,1,5,4,6,1,4,2,4,4,3,3,1,2,0,2,2,1,1,1,1,0,0,0,0,1
Leon A King Ii,,,,,,,,,,,,,,,,2,3,2,3,1,3,5,3,3,3,1,1,3,5,3,2,0,1,2,4,1,2,2,2,1,2,2,1,1
Thomas Martin,,,,,,,,,,,,,,,,,0,1,4,3,6,3,4,3,6,2,3,4,4,5,1,3,1,4,3,3,1,3,1,1,2,4,1,1
Abbe Fletman,,,,,,,,,,,,,,,,,,0,1,5,2,2,5,1,2,1,6,1,1,0,0,5,5,0,3,2,1,0,1,3,1,0,0,1
Jon Marshall,,,,,,,,,,,,,,,,,,,2,0,3,3,3,0,1,0,2,1,2,1,0,1,0,2,0,1,0,0,0,0,1,1,1,1
Michael Fanning,,,,,,,,,,,,,,,,,,,,1,2,1,3,3,1,0,0,2,2,2,2,7,3,0,0,1,0,3,0,0,1,1,0,1
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,0,4,2,2,3,1,2,1,2,3,3,1,1,3,3,2,1,3,1,1,3,1,0,1
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,3,1,1,4,1,2,1,2,3,2,2,2,3,3,2,1,1,2,1
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,,,,,0,2,4,0,5,2,2,0,0,2,0,1,2,3,0,1,0,0,0,1,1,1
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,1,2,2,3,2,2,0,3,2,0,1,1,1,1,0,0,1
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,0,2,3,3,3,4,2,2,0,2,3,2,1,2,2,1,1,2,0,1
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,3,2,0,3,2,0,0,2,1,2,2,0,0,1,1
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,1,0,3,2,0,0,0,0,0,0,1,1
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,0,3,0,1,2,0,2,2,1,1,0,1,0,1
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,2,0,2,2,0,1,4,1,0,0,1,0,1
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,0,2,1,1,2,2,0,0,1,1,0,1
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,2,1,1,1,0,0,1
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,0,0,2,0,1,1,1,0,1
Chris Mallios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,0,1,3,1,0,1,1
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,2,1,0,1,2,1,1
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,2,0,1,1,0,0,1
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,1,1,1,1,2,1
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,1,1,1,1,1
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,1
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,1,1,1
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,1
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,35,33,32,29,29,27,25,24,23,22,20,20,18,16,16,15,15,14,14,13,13,12,12,12,11,10,10,10,10,9,9,9,8,8,8,7,6,6,6,5,4,4,3,1
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,Tracy B Roman,Lyris Younge,Kai Scott,Daine Grey Jr,Scott Diclaudio,Ken Powell,Leon Goodman,Michael Fanning,Rainy Papademetriou,Abbe Fletman,Brian T Ortelere,Frances Fattah,Deborah Watson Stokes,Mia Roberts Perez,Stephanie M Sawyer,Thomas Martin,Jennifer Schultz,Leon A King Ii,Edward William Louden Jr,Lynne M Summers,Vincent Furlong,Shanese Johnson,Jon Marshall,Chris Mallios,Vince Giusini,Lucretia Clemons,Vincent N Melchiorre,Anthony Kyriakakis,Betsy Wahl,Stella Tsai,Chris Mccabe,Rania Major,Sherman Toppin,Wayne M D Bennett,James F Berardinelli,Marissa Brumbach,Starr Marshall Cash,Jodi Lobel,Joshua Hill,Sandjai Weaver,Tangie M Boston,Franklin A Bennett Iii,William J Ciancaglini,2
Tracy B Roman,10,21,13,20,20,18,15,11,8,10,7,9,8,13,12,10,7,5,11,6,8,9,10,6,5,7,5,3,7,3,2,3,4,5,2,7,1,4,4,3,3,1,1,2
Lyris Younge,,5,16,17,22,19,11,12,8,12,7,6,9,13,13,7,8,4,12,3,3,7,10,10,3,3,7,3,4,2,5,5,5,0,1,2,3,4,3,1,1,1,2,2
Kai Scott,,,2,16,9,12,8,21,11,8,13,12,13,19,17,9,4,7,2,4,3,7,2,10,5,5,8,5,5,3,5,6,5,4,2,3,6,3,2,3,2,3,0,2
Daine Grey Jr,,,,1,14,15,12,13,9,15,10,11,11,10,12,10,10,6,6,7,7,9,7,8,3,6,4,3,8,2,4,3,6,5,3,2,4,3,3,3,2,1,0,2
Scott Diclaudio,,,,,5,17,12,10,9,14,8,4,3,11,7,8,5,3,11,5,5,4,11,7,5,1,5,3,1,3,2,3,3,2,1,3,1,2,2,1,1,0,2,2
Ken Powell,,,,,,2,13,10,8,11,7,6,5,14,9,8,6,3,10,5,5,6,8,6,3,5,7,3,3,1,2,4,2,0,2,2,1,2,3,0,2,1,1,2
Leon Goodman,,,,,,,2,7,6,5,6,10,6,7,6,8,8,8,12,6,9,2,11,3,3,4,3,2,3,3,3,3,1,4,4,2,3,4,3,4,1,2,2,2
Michael Fanning,,,,,,,,1,12,9,12,7,10,17,12,8,3,3,1,6,5,2,1,7,7,2,6,1,2,2,4,4,5,4,2,3,6,1,3,1,1,1,1,2
Rainy Papademetriou,,,,,,,,,2,10,19,4,6,10,6,9,5,2,3,5,5,2,4,2,5,2,2,2,3,3,2,4,1,2,2,3,0,1,2,2,1,1,2,2
Abbe Fletman,,,,,,,,,,1,14,4,1,9,6,7,9,3,4,3,9,2,5,6,3,2,8,4,1,5,2,3,1,2,2,2,0,1,2,0,1,0,2,2
Brian T Ortelere,,,,,,,,,,,0,3,3,9,3,8,9,2,3,4,7,2,3,3,5,2,5,4,1,5,2,3,1,3,4,2,0,1,3,2,0,1,1,2
Frances Fattah,,,,,,,,,,,,2,11,5,5,8,5,10,2,8,4,6,3,1,3,6,1,2,6,4,0,5,2,6,2,3,4,3,3,3,2,3,2,2
Deborah Watson Stokes,,,,,,,,,,,,,2,9,11,7,3,5,2,7,4,6,2,4,1,6,1,1,4,4,6,3,6,2,1,3,6,2,3,4,3,1,2,2
Mia Roberts Perez,,,,,,,,,,,,,,1,13,7,2,3,3,3,4,4,3,10,4,4,7,2,2,2,5,4,4,2,1,4,4,1,1,1,1,0,1,2
Stephanie M Sawyer,,,,,,,,,,,,,,,1,1,2,3,3,4,4,5,2,9,4,6,6,3,4,4,5,3,3,1,0,2,6,0,0,1,4,0,0,2
Thomas Martin,,,,,,,,,,,,,,,,0,2,7,1,5,4,3,3,1,5,4,3,3,4,2,3,4,5,5,3,3,2,3,6,2,1,2,1,2
Jennifer Schultz,,,,,,,,,,,,,,,,,3,2,5,3,7,3,3,2,1,3,2,2,2,2,0,3,1,0,2,3,1,1,2,1,0,1,2,2
Leon A King Ii,,,,,,,,,,,,,,,,,,1,1,6,3,2,2,2,5,3,2,5,3,2,2,2,3,4,4,2,1,2,3,4,0,2,2,2
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,1,0,3,2,10,2,1,2,1,2,0,2,2,0,1,0,2,1,0,3,0,1,2,0,1,2
Lynne M Summers,,,,,,,,,,,,,,,,,,,,0,5,4,1,1,4,3,2,3,4,2,2,2,2,4,1,3,3,1,4,1,2,2,3,2
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,0,2,3,0,2,2,3,2,2,3,2,3,1,2,3,3,3,1,2,0,3,0,2,2
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,4,1,4,7,3,0,3,1,1,0,3,1,3,0,0,3,0,0,2
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,1,2,2,2,1,0,1,2,0,0,2,1,0,0,1,0,2
Chris Mallios,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,6,2,0,2,5,0,3,1,0,0,3,0,0,2,0,0,1,2
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,4,1,2,0,1,1,4,1,1,0,0,1,1,0,1,1,2
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,3,3,4,1,0,1,0,1,2,1,1,1,2,2,0,1,2
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,3,1,0,1,2,0,0,2,3,0,0,2,1,2
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,3,2,1,2,1,2,3,0,3,0,1,1,0,1,2
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,4,0,2,1,3,1,2,1,1,2,1,0,2
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,0,1,1,1,1,1,2,1,0,1,2
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,0,2,0,3,2,2,0,0,1,1,2
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,3,1,1,1,1,1,1,0,2
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,2,3,1,3,1,1,0,0,2
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,2,1,1,2,1,2
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,1,0,1,0,2
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,1,2,2,0,2,2
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,0,2
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,1,1,1,2
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,1,2
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,2
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,2
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,45,38,37,36,32,30,29,29,27,26,26,26,25,25,25,22,20,19,16,16,15,14,13,12,12,11,11,10,10,10,9,9,9,9,8,8,8,7,7,6,6,4,4,2
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
,Ken Powell,Scott Diclaudio,Kai Scott,Lyris Younge,Leon Goodman,Tracy B Roman,Rainy Papademetriou,Daine Grey Jr,Brian T Ortelere,Michael Fanning,Rania Major,Abbe Fletman,Jennifer Schultz,Mia Roberts Perez,Thomas Martin,Deborah Watson Stokes,Stella Tsai,Stephanie M Sawyer,Edward William Louden Jr,Wayne M D Bennett,Frances Fattah,Jon Marshall,Vincent Furlong,Leon A King Ii,Lucretia Clemons,James F Berardinelli,Lynne M Summers,Shanese Johnson,Sherman Toppin,Betsy Wahl,Chris Mallios,Chris Mccabe,Starr Marshall Cash,Vincent N Melchiorre,William J Ciancaglini,Franklin A Bennett Iii,Sandjai Weaver,Anthony Kyriakakis,Joshua Hill,Marissa Brumbach,Tangie M Boston,Vince Giusini,Jodi Lobel,3
Ken Powell,2,15,6,12,12,11,8,7,7,7,4,10,5,2,7,2,3,4,5,6,3,8,4,3,2,4,1,2,2,0,3,1,0,2,2,2,1,0,2,0,2,0,0,3
Scott Diclaudio,,4,4,12,9,11,6,8,7,3,5,10,6,1,7,1,4,2,7,5,1,7,1,3,1,4,1,2,4,1,5,1,0,2,1,3,0,1,1,0,1,0,1,3
Kai Scott,,,1,7,3,6,9,6,9,13,8,4,4,11,8,6,4,9,3,6,6,4,3,4,4,0,3,2,3,3,3,3,3,4,4,0,4,0,2,2,2,2,0,3
Lyris Younge,,,,4,6,11,6,9,5,6,7,8,5,4,6,5,5,4,5,3,2,6,2,1,4,1,3,4,4,3,6,1,2,2,1,3,1,1,0,1,1,1,1,3
Leon Goodman,,,,,4,9,7,6,6,3,4,6,6,1,4,4,2,4,5,5,3,7,6,4,2,4,2,3,2,0,1,1,1,2,2,2,1,1,1,0,1,1,0,3
Tracy B Roman,,,,,,2,7,7,4,4,5,7,8,3,4,3,5,4,8,3,2,6,3,3,3,3,2,2,2,4,3,0,1,3,1,2,1,0,0,2,1,1,0,3
Rainy Papademetriou,,,,,,,0,6,11,7,2,7,7,7,5,4,6,2,3,1,2,3,4,2,4,5,1,2,2,2,1,2,1,1,2,0,0,1,2,0,1,1,0,3
Daine Grey Jr,,,,,,,,1,3,3,4,7,5,3,3,5,2,7,4,1,3,4,4,3,2,4,2,2,2,2,4,3,4,4,3,1,0,2,0,0,0,1,1,3
Brian T Ortelere,,,,,,,,,1,8,4,6,4,5,5,1,2,0,2,4,2,6,2,2,0,3,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,3
Michael Fanning,,,,,,,,,,0,2,3,0,11,4,4,2,6,0,4,4,2,2,1,3,0,1,1,1,1,3,3,2,2,2,2,2,0,1,0,3,0,0,3
Rania Major,,,,,,,,,,,2,1,4,2,6,4,5,3,4,6,5,5,3,3,2,1,4,4,1,4,2,1,1,2,3,2,3,1,0,3,1,1,1,3
Abbe Fletman,,,,,,,,,,,,0,6,1,5,0,3,3,3,2,0,3,2,3,1,3,1,2,3,0,4,0,1,3,0,1,0,1,1,0,0,1,0,3
Jennifer Schultz,,,,,,,,,,,,,1,2,2,2,4,3,6,3,2,4,4,2,3,4,4,4,3,2,1,1,1,2,0,1,1,1,0,3,0,3,0,3
Mia Roberts Perez,,,,,,,,,,,,,,0,3,5,4,5,1,1,2,0,2,1,4,1,2,1,1,3,2,5,2,3,3,0,2,0,1,2,2,0,0,3
Thomas Martin,,,,,,,,,,,,,,,0,5,5,4,2,5,3,4,1,4,5,0,3,2,2,3,3,1,2,1,4,3,2,0,2,0,2,0,1,3
Deborah Watson Stokes,,,,,,,,,,,,,,,,2,4,6,1,2,4,0,2,3,6,1,3,4,3,3,1,2,3,1,4,1,1,1,0,1,1,1,0,3
Stella Tsai,,,,,,,,,,,,,,,,,3,0,3,1,1,0,0,3,4,1,2,3,3,4,2,2,1,1,2,1,1,1,2,2,1,0,0,3
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,0,2,3,5,1,4,3,4,1,4,4,2,0,3,3,3,5,4,1,2,1,0,1,1,3,0,3
