col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,division
Abbe Fletman,,,,,,,,,2,27,19,17,26,15,19,20,26,15,20,18,20,14,15,13,13,10,4,7,12,10,8,6,4,1,3,5,12,8,4,5,0,4,3,3,1,2,1,2,1,0,0,1
Mia Roberts Perez,,,,,,,,,,3,15,20,26,15,16,20,19,14,24,18,19,14,12,13,15,10,9,12,10,12,14,9,7,4,11,4,14,4,3,7,4,6,6,4,8,4,5,5,4,1,2,1
Rainy Papademetriou,,,,,,,,,,,3,12,14,7,6,19,14,13,11,14,12,6,12,9,10,12,5,5,8,10,10,8,4,6,3,7,3,8,7,8,6,6,1,4,4,3,5,1,3,3,1,1
Tracy B Roman,,,,,,,,,,,,2,13,18,16,13,9,11,14,10,13,14,11,10,7,4,8,10,5,9,13,1,4,6,6,3,9,2,2,7,5,5,1,4,5,6,3,0,3,1,0,1
Kai Scott,,,,,,,,,,,,,0,12,15,12,24,7,18,9,14,15,5,13,7,7,3,5,10,6,3,4,3,1,6,2,12,6,3,4,2,4,4,3,6,4,2,4,1,2,2,1
Scott Diclaudio,,,,,,,,,,,,,,1,18,4,12,4,11,3,12,14,3,14,3,5,10,5,4,2,5,7,7,9,3,11,10,2,4,2,4,3,2,7,4,4,2,4,1,0,2,1
Ken Powell,,,,,,,,,,,,,,,0,8,13,7,14,8,15,16,6,12,6,5,7,3,9,4,4,6,7,7,3,4,13,5,4,2,3,5,7,4,3,8,4,2,1,2,2,1
Stella Tsai,,,,,,,,,,,,,,,,1,11,15,15,18,11,5,16,5,18,9,5,12,14,14,12,8,3,5,7,3,3,6,3,8,4,2,3,3,4,1,3,2,4,0,0,1
Chris Mallios,,,,,,,,,,,,,,,,,0,4,14,8,12,11,2,13,7,7,2,0,6,0,0,4,3,2,1,3,12,5,4,2,1,2,3,3,2,0,1,2,1,1,0,1
Jennifer Schultz,,,,,,,,,,,,,,,,,,0,8,17,8,5,14,3,10,3,4,14,8,10,9,4,6,5,5,5,2,1,5,7,4,3,3,2,4,2,0,1,2,0,0,1
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,0,13,16,10,7,12,9,5,2,4,6,9,6,5,2,2,3,1,13,4,1,1,2,2,2,3,2,2,2,1,2,0,0,1
Betsy Wahl,,,,,,,,,,,,,,,,,,,,0,7,5,15,4,13,6,2,11,8,9,9,4,3,2,6,0,4,4,3,4,2,3,1,2,2,2,1,1,3,0,0,1
Daine Grey Jr,,,,,,,,,,,,,,,,,,,,,0,10,6,11,4,6,2,4,9,4,5,5,4,3,4,3,11,5,0,5,2,4,2,2,3,3,4,1,1,1,0,1
Lyris Younge,,,,,,,,,,,,,,,,,,,,,,0,6,7,3,3,2,3,3,5,2,1,4,5,2,2,10,0,3,5,1,1,4,3,2,3,2,1,1,1,0,1
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,2,3,10,3,2,9,8,12,9,3,2,2,4,2,1,4,5,6,4,5,3,1,3,4,0,1,2,0,0,1
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,4,1,5,2,1,6,4,2,0,3,10,5,3,1,3,3,3,2,3,3,3,2,0,2,1,1
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,7,6,9,7,4,6,3,5,1,1,4,1,5,3,4,3,2,6,3,1,3,4,1,0,1
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,2,2,3,3,6,6,5,3,6,1,3,2,2,2,1,3,3,1,1,3,2,1,0,1,1
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,2,1,4,4,8,8,4,4,0,3,3,1,2,4,4,4,5,5,4,3,2,1,1,1
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,10,11,5,3,3,7,2,0,1,1,6,3,1,1,1,4,0,1,3,1,0,1,1
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,7,5,2,0,3,3,2,4,3,6,2,4,4,1,2,2,3,2,1,1,1,1
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,6,1,2,3,1,0,1,2,6,4,0,2,1,3,1,3,1,2,1,1,1
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,1,5,3,2,2,3,7,3,3,1,2,4,1,1,3,4,2,2,1
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,5,3,4,2,4,2,2,4,2,4,3,2,2,4,3,0,1,2,1
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,4,4,1,1,1,3,2,3,7,5,5,5,3,3,2,1,0,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,4,1,1,2,2,3,1,3,6,3,4,4,0,2,0,0,1
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,4,0,3,0,4,5,2,3,3,3,1,1,1
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,5,2,2,2,3,3,2,1,2,3,1,0,2,1
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,1,1,2,0,1,2,0,1,0,0,1,1
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,4,1,1,1,3,1,2,0,1,0,1
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,4,5,5,4,2,0,2,1,0,1,1,1
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,3,1,3,3,2,2,2,3,1,0,1
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,5,3,3,3,2,0,1,2,1
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,5,4,6,4,1,2,1,0,1
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,3,3,5,3,0,1,1,1
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,4,1,2,1,0,1
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,3,4,1,2,1,1
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,1,1,1,1
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,2,1,1
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,2,1
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,55,52,48,33,31,25,12,10,52,52,43,42,39,39,37,34,31,29,29,28,28,26,26,24,23,21,21,21,20,20,20,18,18,17,16,16,16,15,14,14,14,14,14,13,13,12,11,8,6,4,3,1
,Judge Of The Municipal Court - Democrat,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Matthew Perks,Christian Dicicco,Daniel R Sulman,Gary S Silver,Franklin A Bennett Iii,Abbe Fletman,Tracy B Roman,Jennifer Schultz,Kai Scott,Rainy Papademetriou,Betsy Wahl,Mia Roberts Perez,Chris Mallios,Stella Tsai,Scott Diclaudio,Daine Grey Jr,Ken Powell,Deborah Watson Stokes,Anthony Kyriakakis,Stephanie M Sawyer,Lynne M Summers,Michael Fanning,Vincent N Melchiorre,Marissa Brumbach,Brian T Ortelere,Jodi Lobel,Lyris Younge,Leon A King Ii,Lucretia Clemons,Joshua Hill,Vince Giusini,Frances Fattah,Rania Major,Vincent Furlong,James F Berardinelli,Chris Mccabe,Leon Goodman,Jon Marshall,Shanese Johnson,Sandjai Weaver,Edward William Louden Jr,Tangie M Boston,Thomas Martin,Wayne M D Bennett,William J Ciancaglini,Sherman Toppin,Franklin A Bennett Iii,Starr Marshall Cash,2
Sharon Williams Losier,1,36,14,8,13,3,3,4,21,29,19,17,12,15,20,13,15,17,17,20,16,8,18,16,12,13,13,5,8,14,5,7,5,7,7,9,6,2,4,5,6,6,5,2,6,2,1,1,1,3,1,2
Christine Hope,,1,13,6,15,3,7,3,24,26,21,17,16,16,19,10,16,12,17,17,16,8,19,16,11,12,14,6,8,10,6,8,5,8,10,10,6,3,4,5,6,8,6,3,6,3,3,2,2,3,1,2
Joffie C Pittman,,,0,18,7,18,1,0,20,16,15,23,13,12,15,16,12,15,14,13,10,10,9,4,8,10,6,8,6,12,11,6,6,6,2,4,3,6,4,3,3,3,2,1,0,3,3,3,2,0,0,2
Matthew Perks,,,,0,10,15,1,3,19,12,15,19,14,13,12,15,14,9,10,8,7,12,6,8,3,7,8,9,8,6,8,7,9,4,4,3,1,6,6,4,3,1,3,4,0,3,4,1,4,1,0,2
Christian Dicicco,,,,,2,4,1,2,9,14,11,4,10,12,11,5,9,9,8,12,11,8,6,10,8,4,7,5,6,2,6,5,2,3,9,4,4,3,2,3,3,5,3,3,2,1,1,3,2,2,0,2
Daniel R Sulman,,,,,,0,3,0,15,6,12,15,9,11,5,14,11,6,4,2,6,8,2,4,4,4,7,7,6,4,8,3,5,5,3,3,3,5,4,4,1,1,1,1,0,2,3,4,2,1,0,2
Gary S Silver,,,,,,,0,0,5,5,6,2,5,1,1,3,2,2,3,3,3,1,2,4,1,4,2,2,1,0,3,2,3,3,2,1,4,3,2,2,1,1,1,3,1,1,1,3,2,1,0,2
Franklin A Bennett Iii,,,,,,,,0,1,1,2,0,1,2,2,1,2,2,2,0,1,1,2,5,2,1,1,2,1,1,1,0,0,2,0,1,2,1,2,0,1,0,0,2,1,1,1,0,0,1,0,2
Abbe Fletman,,,,,,,,,0,19,16,29,13,14,21,22,17,9,20,15,11,13,14,9,9,12,11,10,7,11,6,8,8,5,8,4,3,7,3,6,4,3,3,2,3,1,6,2,1,0,0,2
Tracy B Roman,,,,,,,,,,0,18,14,12,13,15,8,13,22,16,19,17,5,18,11,9,13,14,7,9,12,4,6,5,6,8,7,5,5,3,5,5,3,4,3,3,2,1,2,4,2,0,2
Jennifer Schultz,,,,,,,,,,,0,13,13,18,11,10,17,7,13,8,16,7,12,16,3,6,14,6,8,8,8,7,7,9,6,7,5,4,5,5,5,4,4,2,3,4,1,2,2,3,1,2
Kai Scott,,,,,,,,,,,,0,11,13,18,22,16,9,15,12,8,12,10,6,11,11,9,8,10,11,10,8,7,5,4,4,1,6,4,4,1,2,3,2,1,1,4,2,1,0,0,2
Rainy Papademetriou,,,,,,,,,,,,,3,7,9,8,14,5,12,8,7,11,5,7,4,5,5,9,5,2,8,5,6,4,6,8,4,6,3,4,3,4,3,3,2,2,3,1,4,0,1,2
Betsy Wahl,,,,,,,,,,,,,,3,12,11,17,5,7,4,17,6,11,16,3,5,14,6,9,3,7,6,6,7,8,6,1,2,6,5,3,6,4,1,2,2,1,3,1,2,0,2
Mia Roberts Perez,,,,,,,,,,,,,,,0,13,15,8,11,11,11,9,15,9,10,12,6,4,6,10,6,6,5,4,6,4,1,3,2,1,3,2,2,2,1,1,3,1,2,1,0,2
Chris Mallios,,,,,,,,,,,,,,,,0,10,9,11,8,6,12,8,3,9,10,4,7,5,6,6,4,7,5,3,1,4,8,4,4,0,0,0,1,1,1,3,2,1,2,0,2
Stella Tsai,,,,,,,,,,,,,,,,,1,5,7,6,10,11,9,11,6,5,12,6,8,5,9,4,5,6,10,7,2,3,3,3,5,3,2,1,3,3,1,2,2,1,0,2
Scott Diclaudio,,,,,,,,,,,,,,,,,,1,12,17,8,5,8,2,9,9,3,5,4,12,4,1,3,5,3,3,5,5,2,2,3,2,1,2,1,2,1,2,3,2,0,2
Daine Grey Jr,,,,,,,,,,,,,,,,,,,0,17,4,4,10,5,9,8,3,3,3,10,6,2,3,2,4,4,3,4,3,4,3,2,2,4,0,2,2,1,0,0,0,2
Ken Powell,,,,,,,,,,,,,,,,,,,,0,3,6,8,2,10,10,0,3,1,13,7,3,3,2,5,1,1,2,2,2,5,3,3,2,2,2,0,2,2,0,0,2
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,0,8,13,14,4,5,10,6,11,2,5,8,6,6,7,7,4,4,6,3,2,6,4,1,4,1,0,1,2,3,1,2
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,0,1,4,4,5,5,7,5,6,8,7,7,3,5,3,1,5,2,1,3,2,0,1,2,1,3,0,3,1,0,2
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,,,,,0,8,6,10,8,2,6,6,2,3,1,3,4,5,1,1,2,3,2,3,2,1,1,1,0,1,1,1,1,2
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,11,3,5,2,5,5,3,4,6,6,2,1,5,3,2,5,3,3,3,3,1,1,1,3,0,2
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,2,1,6,5,0,0,2,3,2,3,3,3,1,1,3,3,3,3,3,1,1,0,2,1,2
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,3,2,7,3,2,5,7,1,1,3,3,1,4,1,0,0,1,1,0,3,3,2,2,0,2
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,8,3,4,6,2,5,5,7,1,1,2,5,1,3,3,0,2,1,3,2,1,1,0,2
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,2,6,6,4,5,2,1,4,9,4,3,3,0,0,1,1,1,1,1,2,2,0,2
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,6,4,2,3,6,2,1,4,2,0,1,3,1,1,0,0,1,1,0,0,2
Lyris Younge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,1,2,1,3,0,0,2,1,3,1,1,1,1,1,1,1,0,0,0,2
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,3,3,5,2,1,5,3,2,2,2,3,1,1,2,1,3,2,0,0,2
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,2,2,4,1,3,3,1,0,3,2,0,1,1,1,0,1,1,0,2
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,1,1,2,3,4,2,1,1,1,1,2,3,0,4,1,0,2
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,6,4,3,2,3,0,1,1,1,1,3,4,0,3,0,2
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,1,0,1,2,4,3,2,3,1,0,0,2,0,0,2
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,1,2,1,4,4,2,2,0,1,1,0,0,1,2
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,2,1,2,0,0,2,1,1,1,2,0,3,0,2
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,1,0,0,2,1,1,2,1,1,2,0,2
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,1,2,2,1,3,0,1,1,3,0,2
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,1,2,2,2,0,0,1,2
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,2,1,0,1,1,0,0,2
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,3,1,0,0,1,0,1,2
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,1,0,1,0,0,1,2
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,1,0,2
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,1,2
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,2
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,2
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,51,48,42,38,35,26,9,7,44,41,39,37,35,34,34,33,31,30,29,29,28,25,24,23,21,21,20,19,19,19,16,16,15,15,13,13,13,12,11,11,9,9,8,7,6,6,6,6,5,4,1,2
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,3
,Ken Powell,Mia Roberts Perez,Scott Diclaudio,Tracy B Roman,Daine Grey Jr,Kai Scott,Stephanie M Sawyer,Abbe Fletman,Chris Mallios,Jennifer Schultz,Jon Marshall,Leon Goodman,Michael Fanning,Brian T Ortelere,Edward William Louden Jr,Leon A King Ii,Lyris Younge,Rania Major,Thomas Martin,Betsy Wahl,James F Berardinelli,Marissa Brumbach,Stella Tsai,Vincent N Melchiorre,Wayne M D Bennett,Frances Fattah,Jodi Lobel,Rainy Papademetriou,Vince Giusini,Franklin A Bennett Iii,Lucretia Clemons,Sandjai Weaver,Shanese Johnson,Vincent Furlong,William J Ciancaglini,Chris Mccabe,Deborah Watson Stokes,Lynne M Summers,Sherman Toppin,Starr Marshall Cash,Anthony Kyriakakis,Tangie M Boston,Joshua Hill,Christine Hope,Matthew Perks,Sharon Williams Losier,Joffie C Pittman,Christian Dicicco,Gary S Silver,Daniel R Sulman,Franklin A Bennett Iii,3
Ken Powell,0,4,6,7,8,6,3,4,5,3,6,5,4,2,4,3,6,2,3,2,2,1,0,3,1,1,1,1,1,1,1,1,0,2,1,0,1,0,0,0,0,0,0,6,4,7,5,2,1,1,0,3
Mia Roberts Perez,,0,5,7,5,6,9,7,6,4,0,2,4,1,1,1,3,2,3,4,2,2,3,5,2,3,2,1,2,0,2,2,1,1,1,1,1,2,2,2,0,0,0,10,5,7,5,3,0,0,0,3
Scott Diclaudio,,,1,9,5,4,5,4,4,2,3,3,5,3,4,2,5,2,1,1,1,0,1,3,2,0,2,2,2,2,1,2,1,0,2,0,0,1,1,1,0,1,0,5,2,7,5,1,0,0,1,3
Tracy B Roman,,,,0,6,3,5,3,3,5,3,3,4,2,4,0,5,2,1,3,2,2,1,3,2,1,1,1,3,1,3,2,2,1,0,0,2,2,0,1,0,1,0,6,4,8,6,2,1,0,0,3
Daine Grey Jr,,,,,0,6,4,5,6,2,2,2,5,2,2,1,4,2,3,2,2,1,1,4,3,1,0,1,2,1,1,2,2,0,0,1,1,0,0,0,0,1,0,5,5,7,5,1,1,0,0,3
Kai Scott,,,,,,0,5,6,6,0,0,1,6,3,1,4,3,3,2,2,1,0,1,4,2,1,3,2,0,2,0,1,0,1,2,1,0,0,0,0,0,0,0,5,2,7,3,4,0,1,1,3
Stephanie M Sawyer,,,,,,,0,6,5,3,0,2,4,1,1,1,3,0,2,3,1,2,3,5,1,2,2,1,1,0,2,1,1,0,1,1,1,2,2,2,0,0,0,8,2,6,4,2,0,0,0,3
Abbe Fletman,,,,,,,,0,6,0,0,1,4,2,0,1,3,1,3,2,0,0,1,4,1,1,1,2,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,6,3,5,3,2,0,0,0,3
Chris Mallios,,,,,,,,,0,0,1,2,5,1,0,1,3,2,2,1,0,0,1,4,2,1,1,0,1,1,0,1,1,1,2,1,0,0,1,0,0,0,0,6,2,5,3,1,0,1,0,3
Jennifer Schultz,,,,,,,,,,0,2,3,0,1,3,0,1,0,1,3,3,3,2,1,1,2,1,1,2,0,3,1,1,2,0,0,2,2,1,2,1,0,0,5,4,4,3,2,1,0,0,3
Jon Marshall,,,,,,,,,,,0,3,0,1,3,1,3,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,3,2,2,0,0,0,0,3
Leon Goodman,,,,,,,,,,,,0,1,2,4,2,2,1,2,1,2,2,1,1,0,1,1,1,2,1,1,0,0,1,2,0,1,0,2,1,0,0,0,3,4,3,2,1,1,1,0,3
Michael Fanning,,,,,,,,,,,,,0,3,1,2,3,3,0,0,0,0,0,4,2,0,2,1,1,3,0,1,1,1,2,0,0,0,0,0,0,1,0,4,1,6,4,2,0,1,1,3
Brian T Ortelere,,,,,,,,,,,,,,0,2,3,1,3,1,1,1,0,1,0,2,0,3,4,1,3,0,1,1,1,2,1,0,0,0,0,0,1,0,0,4,5,2,4,0,1,1,3
Edward William Louden Jr,,,,,,,,,,,,,,,0,1,2,1,1,1,2,2,1,1,1,1,1,2,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,3,3,2,1,1,0,1,3
Leon A King Ii,,,,,,,,,,,,,,,,0,0,2,1,1,1,0,1,0,1,0,3,2,0,2,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,3,0,4,0,1,1,3
Lyris Younge,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,5,0,0,0,0,3
Rania Major,,,,,,,,,,,,,,,,,,0,1,1,1,1,0,0,3,1,2,1,1,3,0,2,1,1,2,0,0,0,0,0,0,1,0,1,2,4,2,2,0,1,1,3
Thomas Martin,,,,,,,,,,,,,,,,,,,1,3,0,1,1,0,1,1,1,1,2,0,1,1,0,0,1,1,1,0,1,0,0,0,0,2,3,3,0,1,1,0,0,3
Betsy Wahl,,,,,,,,,,,,,,,,,,,,0,0,2,2,0,2,2,2,1,1,0,3,2,1,0,0,1,2,2,0,1,0,0,0,3,3,5,0,2,1,0,0,3
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,0,2,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,3,1,2,2,0,0,0,3
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,0,0,1,0,2,0,1,0,0,0,2,1,1,1,0,0,0,2,2,2,1,1,1,0,0,3
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,2,1,0,0,1,1,1,0,0,2,0,1,1,2,0,0,0,3,3,2,1,1,0,0,0,3
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,3,4,0,0,0,0,3
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,1,1,2,1,2,3,0,1,1,1,1,0,0,0,1,0,2,3,4,1,2,0,0,1,3
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,3,2,2,1,1,0,0,0,3
