col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,division
,Sharon Williams Losier,Joffie C Pittman,Christine Hope,Franklin A Bennett Iii,Daniel R Sulman,Matthew Perks,Christian Dicicco,Gary S Silver,Kai Scott,Abbe Fletman,Mia Roberts Perez,Daine Grey Jr,Ken Powell,Lyris Younge,Jon Marshall,Tracy B Roman,Chris Mallios,Stephanie M Sawyer,Leon A King Ii,Deborah Watson Stokes,Betsy Wahl,Marissa Brumbach,Leon Goodman,Lucretia Clemons,Scott Diclaudio,Stella Tsai,Jennifer Schultz,Jodi Lobel,Lynne M Summers,Rainy Papademetriou,Sherman Toppin,Anthony Kyriakakis,Michael Fanning,Vincent N Melchiorre,Brian T Ortelere,Frances Fattah,Vincent Furlong,Wayne M D Bennett,Thomas Martin,James F Berardinelli,Chris Mccabe,Franklin A Bennett Iii,Joshua Hill,Starr Marshall Cash,Tangie M Boston,Edward William Louden Jr,Vince Giusini,Rania Major,Sandjai Weaver,Shanese Johnson,William J Ciancaglini,1
Sharon Williams Losier,0,15,16,6,1,3,3,6,15,15,12,17,15,17,10,14,9,13,8,11,6,6,5,6,10,7,5,5,6,6,7,6,7,5,3,5,5,2,4,2,1,3,1,4,4,2,0,2,1,2,1,1
Joffie C Pittman,,0,11,3,7,8,0,2,16,16,14,15,13,11,6,10,11,11,10,8,10,6,6,10,8,4,5,6,3,7,3,4,6,4,5,3,1,3,4,3,2,2,4,3,1,2,2,1,1,0,0,1
Christine Hope,,,0,6,2,1,4,3,14,13,13,14,9,10,5,7,9,11,6,7,5,10,6,4,6,4,6,4,7,3,5,5,8,7,1,5,4,4,3,3,2,1,1,3,2,1,1,2,1,1,0,1
Franklin A Bennett Iii,,,,0,1,2,2,4,6,4,4,4,5,1,5,3,1,3,3,5,0,4,5,2,1,1,1,3,4,1,3,2,1,2,0,5,3,3,5,2,1,3,3,0,2,1,0,0,2,1,1,1
Daniel R Sulman,,,,,0,6,3,1,7,7,5,3,3,2,1,2,6,2,4,0,5,3,1,4,1,2,3,4,2,5,2,4,2,2,5,2,1,3,1,2,2,2,1,0,0,0,3,0,0,0,0,1
Matthew Perks,,,,,,0,1,0,8,7,5,4,4,2,2,4,6,2,4,4,4,2,3,5,2,3,2,3,1,5,1,5,1,1,6,3,0,4,0,4,1,1,1,1,0,1,1,0,1,0,0,1
Christian Dicicco,,,,,,,0,0,1,1,5,1,2,1,1,3,3,2,3,1,2,3,0,1,1,4,2,2,3,2,1,3,1,2,3,1,5,0,1,1,2,1,0,1,1,0,1,1,0,1,1,1
Gary S Silver,,,,,,,,0,3,3,1,4,4,3,5,3,0,3,3,2,0,1,5,0,2,1,3,3,3,2,4,1,0,1,1,3,2,2,3,1,0,2,1,0,2,2,0,0,0,1,1,1
Kai Scott,,,,,,,,,2,16,14,14,13,9,5,6,13,11,8,9,7,4,6,7,4,2,4,4,4,6,6,4,8,7,6,6,1,6,2,3,2,3,2,1,2,0,1,1,1,0,0,1
Abbe Fletman,,,,,,,,,,0,13,15,12,11,3,10,13,12,6,5,7,5,5,7,8,7,4,7,4,7,4,5,7,7,4,3,2,4,2,1,1,1,2,2,1,0,2,0,1,1,1,1
Mia Roberts Perez,,,,,,,,,,,0,11,10,6,5,8,12,13,8,6,8,5,2,6,6,7,4,4,2,8,4,6,6,5,6,4,4,2,3,2,3,4,2,4,2,0,1,2,1,0,0,1
Daine Grey Jr,,,,,,,,,,,,0,13,15,6,9,9,11,7,7,4,6,8,5,9,3,4,2,4,4,5,5,8,6,3,5,3,5,4,4,1,2,3,2,1,3,2,1,2,0,0,1
Ken Powell,,,,,,,,,,,,,0,14,9,11,7,7,6,5,3,2,6,4,9,2,1,4,4,5,3,5,5,4,5,3,2,1,5,2,1,3,2,0,1,2,0,0,0,0,0,1
Lyris Younge,,,,,,,,,,,,,,0,6,11,5,6,6,6,4,3,5,2,10,3,5,1,4,2,4,4,6,4,2,2,3,3,2,2,1,1,0,1,2,2,1,0,0,1,0,1
Jon Marshall,,,,,,,,,,,,,,,3,4,0,3,5,4,1,3,5,1,3,1,2,2,3,3,4,3,2,1,2,3,2,1,5,2,0,3,2,0,2,2,0,0,0,1,0,1
Tracy B Roman,,,,,,,,,,,,,,,,0,5,7,4,5,4,5,3,5,9,5,4,5,5,3,5,4,3,5,3,4,1,1,2,2,0,1,1,2,1,2,0,2,0,1,1,1
Chris Mallios,,,,,,,,,,,,,,,,,0,8,3,4,5,2,2,4,4,4,1,5,1,7,1,4,8,5,4,2,1,1,0,2,2,1,1,3,1,0,2,0,0,0,0,1
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,0,4,7,5,5,3,2,3,5,3,5,4,4,4,3,6,5,2,3,2,2,1,0,2,1,1,4,3,1,1,2,0,1,1,1
Leon A King Ii,,,,,,,,,,,,,,,,,,,0,5,6,3,5,4,5,5,7,1,2,5,3,5,0,1,5,2,4,3,3,4,1,4,2,0,2,2,1,0,1,1,0,1
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,0,6,5,4,4,0,4,3,3,5,2,5,1,2,2,1,6,2,2,1,2,1,2,1,3,4,0,0,1,1,2,1,1
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,0,6,0,6,0,5,6,4,3,6,2,3,0,2,3,2,1,2,0,0,1,0,0,2,1,0,1,1,0,1,1,1
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,0,4,4,0,4,6,4,8,2,3,3,2,2,0,3,3,3,3,2,1,0,2,2,1,1,2,2,1,1,0,1
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,0,1,3,0,3,2,4,1,3,2,2,1,1,3,3,4,3,5,0,2,3,0,1,3,1,0,1,0,0,1
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,5,1,4,3,3,2,1,4,1,1,1,2,1,0,1,2,1,0,0,1,1,1,0,0,1
Scott Diclaudio,,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,0,0,2,1,3,4,4,2,1,2,1,2,3,0,2,1,0,0,2,0,0,1,0,0,1
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,3,3,5,0,3,0,0,3,2,3,1,1,1,2,2,1,3,1,0,0,1,1,1,0,1
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,5,3,2,3,0,2,1,1,3,4,1,2,1,0,0,1,1,1,1,1,1,1,0,1
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,4,2,4,3,3,2,1,2,0,2,0,1,0,1,2,1,1,1,1,0,1,1,1
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,4,1,1,3,1,3,3,1,3,1,1,1,1,1,2,1,0,1,1,2,1,1
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,5,1,0,6,3,0,1,3,1,1,2,0,2,0,0,0,0,0,0,0,1
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,2,2,4,2,2,1,1,1,2,0,1,3,1,0,1,0,1,1,1
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,5,2,2,3,1,3,0,1,0,1,0,2,1,1,0,0,0,1
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,0,1,1,1,1,2,0,1,1,1,0,2,0,0,0,0,1
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,1,0,1,1,0,0,0,1,0,1,0,1,1,2,1
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,1,1,2,1,2,0,0,0,1,0,0,0,0,0,1
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,2,3,0,3,1,1,1,0,0,1,1,1,1,1
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,1,2,2,1,1,2,1,1,1,1,1,0,1
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,1,0,1,0,0,1,2,0,1,0,0,1
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,3,0,0,1,0,0,1,0,0,1
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,2,0,0,2,1,0,1,0,0,1
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,1,0,0,0,0,1
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0,0,0,1,0,0,1
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,0,1,0,0,1
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,0,1
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,1,1
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,31,26,24,12,11,11,10,10,30,27,24,23,22,20,19,19,17,17,15,14,13,13,12,12,12,12,11,11,11,11,11,10,10,10,9,9,9,8,7,6,5,5,5,4,4,3,3,2,2,2,2,1
,Judge Of The Municipal Court - Democrat,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,Sharon Williams Losier,Joffie C Pittman,Matthew Perks,Christine Hope,Franklin A Bennett Iii,Christian Dicicco,Gary S Silver,Daniel R Sulman,Daine Grey Jr,Lyris Younge,Ken Powell,Jon Marshall,Scott Diclaudio,Tracy B Roman,Abbe Fletman,Frances Fattah,Kai Scott,Leon Goodman,Marissa Brumbach,Rainy Papademetriou,Edward William Louden Jr,Mia Roberts Perez,Vincent N Melchiorre,Chris Mccabe,Jennifer Schultz,Anthony Kyriakakis,James F Berardinelli,Lucretia Clemons,Lynne M Summers,Michael Fanning,Thomas Martin,Wayne M D Bennett,Betsy Wahl,Brian T Ortelere,Shanese Johnson,Chris Mallios,Jodi Lobel,Stephanie M Sawyer,Vince Giusini,Deborah Watson Stokes,Franklin A Bennett Iii,Joshua Hill,Leon A King Ii,Rania Major,Starr Marshall Cash,Vincent Furlong,Sandjai Weaver,Sherman Toppin,Stella Tsai,Tangie M Boston,William J Ciancaglini,2
Sharon Williams Losier,1,12,7,5,4,2,1,0,10,11,10,8,10,9,9,5,7,7,4,4,5,7,5,5,4,0,3,1,3,4,2,3,4,3,3,3,1,3,2,2,0,1,0,2,0,2,0,1,1,1,0,2
Joffie C Pittman,,0,8,2,1,1,2,0,6,10,10,7,8,5,6,3,5,5,3,3,5,4,6,2,2,1,3,1,1,4,1,1,1,2,0,2,1,3,1,1,1,0,0,1,2,1,1,1,1,1,0,2
Matthew Perks,,,0,1,0,1,0,0,3,7,8,5,5,4,3,2,2,4,1,0,5,2,3,2,1,0,2,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Christine Hope,,,,0,3,2,0,0,3,2,2,1,1,4,2,2,2,1,2,3,2,3,1,2,1,1,1,2,2,1,4,3,3,1,3,2,1,1,1,2,1,1,1,1,0,0,0,0,1,1,0,2
Franklin A Bennett Iii,,,,,0,1,0,0,3,4,1,1,1,3,1,2,2,0,0,1,1,1,1,2,1,1,1,0,1,1,1,2,2,2,3,0,0,0,2,0,1,1,1,1,0,1,0,0,0,0,0,2
Christian Dicicco,,,,,,0,1,0,3,1,1,1,1,3,1,2,3,2,0,1,1,0,0,0,1,1,1,1,2,1,2,2,0,2,2,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,2
Gary S Silver,,,,,,,0,0,1,0,2,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,2
Daniel R Sulman,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Daine Grey Jr,,,,,,,,,1,10,6,4,5,7,7,6,5,3,3,4,0,4,5,4,3,1,3,1,4,3,3,3,2,2,3,3,0,1,3,1,0,1,1,1,1,2,1,1,0,0,0,2
Lyris Younge,,,,,,,,,,0,10,6,6,7,7,6,6,3,3,3,4,4,7,3,2,1,3,0,1,4,2,1,0,1,2,2,0,2,2,0,1,0,1,1,1,1,1,0,0,0,0,2
Ken Powell,,,,,,,,,,,1,5,5,6,6,4,5,3,2,2,5,4,5,3,3,1,3,0,0,4,2,2,0,2,1,2,0,2,0,0,2,0,1,0,1,1,0,1,0,0,0,2
Jon Marshall,,,,,,,,,,,,0,7,4,3,2,1,5,4,4,4,0,1,0,2,3,3,3,0,0,1,1,0,2,1,0,2,0,2,0,0,0,0,1,1,2,1,1,0,0,0,2
Scott Diclaudio,,,,,,,,,,,,,0,5,3,1,1,6,1,1,4,2,2,1,3,0,4,1,1,1,1,3,1,2,0,1,0,1,1,0,0,2,1,0,1,1,1,1,0,0,0,2
Tracy B Roman,,,,,,,,,,,,,,1,5,4,4,4,1,2,4,3,2,2,4,0,3,1,3,2,4,3,2,1,4,3,0,1,2,1,1,1,2,1,0,1,0,0,0,0,0,2
Abbe Fletman,,,,,,,,,,,,,,,0,3,5,0,4,3,1,6,4,3,3,0,2,1,2,3,1,1,2,2,1,2,1,3,1,1,0,0,0,2,0,2,0,1,1,1,0,2
Frances Fattah,,,,,,,,,,,,,,,,0,3,1,3,1,1,2,3,3,2,0,1,0,2,0,2,2,1,1,3,1,0,1,2,1,1,0,1,1,1,1,1,0,0,0,0,2
Kai Scott,,,,,,,,,,,,,,,,,0,1,2,3,0,4,5,2,0,1,0,0,1,5,2,1,0,2,2,3,0,2,1,1,1,0,0,1,1,1,0,0,0,0,0,2
Leon Goodman,,,,,,,,,,,,,,,,,,0,0,1,4,0,0,0,1,0,2,1,2,0,2,2,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2
Marissa Brumbach,,,,,,,,,,,,,,,,,,,0,3,0,4,3,3,1,3,0,4,2,1,1,0,2,0,0,0,3,2,1,1,0,0,0,1,1,0,1,0,1,1,0,2
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,,0,0,1,2,0,1,3,1,3,1,2,3,2,0,1,1,2,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
Mia Roberts Perez,,,,,,,,,,,,,,,,,,,,,,0,4,4,1,0,0,1,2,3,1,1,3,1,0,2,1,3,0,1,0,1,0,1,0,0,0,0,1,1,0,2
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,,,0,3,0,0,0,0,0,4,1,0,0,0,0,2,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,2
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,1,0,1,3,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,1,2,0,2,3,1,1,1,0,0,0,0,0,1,1,2,0,0,1,0,1,0,0,0,2
