col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,division
,Jewell Williams,Tracy B Roman,Jennifer Schultz,Ken Powell,Jon Marshall,Mia Roberts Perez,Scott Diclaudio,Thomas Martin,James F Berardinelli,Leon Goodman,Lyris Younge,Stella Tsai,Daine Grey Jr,Edward William Louden Jr,Abbe Fletman,Betsy Wahl,Kai Scott,Rainy Papademetriou,Brian T Ortelere,Chris Mallios,Vince Giusini,Vincent N Melchiorre,Lynne M Summers,Leon A King Ii,Michael Fanning,Sandjai Weaver,Frances Fattah,Marissa Brumbach,Wayne M D Bennett,Anthony Kyriakakis,Chris Mccabe,Franklin A Bennett Iii,Starr Marshall Cash,Vincent Furlong,Deborah Watson Stokes,Jodi Lobel,Joshua Hill,Lucretia Clemons,Rania Major,Sherman Toppin,Stephanie M Sawyer,Shanese Johnson,Tangie M Boston,William J Ciancaglini,2
Jewell Williams,2,18,15,12,10,12,11,8,10,12,12,8,7,9,6,7,6,5,5,5,6,3,6,6,3,5,5,4,4,2,3,4,4,3,3,3,2,3,2,2,3,1,1,0,2
Tracy B Roman,,0,9,10,10,4,9,7,4,7,7,4,7,6,4,4,5,5,3,4,2,3,2,2,3,1,2,3,1,1,2,1,2,3,1,2,0,1,1,0,1,0,1,0,2
Jennifer Schultz,,,1,5,5,6,4,3,7,6,5,7,6,5,6,4,3,5,5,2,5,3,5,3,1,3,3,4,3,1,1,2,2,4,3,2,1,1,2,2,2,1,1,1,2
Ken Powell,,,,0,12,2,10,5,3,8,7,1,7,5,6,2,4,5,4,2,1,3,1,1,4,0,2,1,2,1,1,1,0,2,1,0,0,1,0,0,0,1,1,0,2
Jon Marshall,,,,,0,0,11,7,4,7,6,0,8,5,5,1,3,4,4,4,1,4,2,0,4,0,1,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,2
Mia Roberts Perez,,,,,,1,2,3,3,2,5,6,2,2,3,6,4,4,1,2,3,1,3,3,1,1,2,4,2,1,3,0,2,0,1,1,2,2,1,1,1,1,0,0,2
Scott Diclaudio,,,,,,,0,5,5,6,7,0,6,5,3,2,3,3,3,4,1,3,1,1,2,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,2
Thomas Martin,,,,,,,,0,2,2,1,3,5,3,4,4,5,3,2,6,3,4,4,1,5,2,2,1,4,1,1,3,1,0,0,2,1,0,1,1,2,0,0,0,2
James F Berardinelli,,,,,,,,,1,4,3,4,5,4,4,4,0,2,4,2,2,2,2,2,0,1,0,3,2,1,0,2,3,1,0,2,1,1,0,0,0,0,1,1,2
Leon Goodman,,,,,,,,,,0,7,3,4,6,4,2,2,2,5,2,0,1,2,5,1,2,5,0,2,0,2,2,1,3,3,1,0,1,1,1,1,1,1,0,2
Lyris Younge,,,,,,,,,,,0,2,3,6,2,2,4,2,3,2,3,1,2,1,1,1,1,2,0,1,2,0,0,1,0,0,1,2,1,1,0,0,1,0,2
Stella Tsai,,,,,,,,,,,,2,3,3,4,4,3,4,3,1,4,2,4,3,0,3,2,4,3,2,1,1,2,1,2,2,2,2,3,2,1,1,0,1,2
Daine Grey Jr,,,,,,,,,,,,,0,4,4,2,3,6,3,4,2,3,3,1,3,1,1,2,2,0,0,3,2,1,0,1,0,2,0,0,0,0,0,0,2
Edward William Louden Jr,,,,,,,,,,,,,,0,2,2,3,2,3,4,3,2,1,2,2,3,1,1,0,1,1,2,2,0,0,2,1,1,1,1,1,0,0,1,2
Abbe Fletman,,,,,,,,,,,,,,,0,3,0,4,4,1,1,2,2,1,2,0,2,2,3,1,0,1,0,2,1,1,0,0,0,0,1,1,1,1,2
Betsy Wahl,,,,,,,,,,,,,,,,0,4,3,1,1,2,2,2,3,1,1,2,4,1,2,2,0,2,1,1,1,1,1,0,1,2,0,0,1,2
Kai Scott,,,,,,,,,,,,,,,,,0,3,1,2,4,2,4,2,2,3,2,2,1,2,2,0,0,1,1,0,2,2,2,3,1,0,0,0,2
Rainy Papademetriou,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,0,1,2,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,2
Brian T Ortelere,,,,,,,,,,,,,,,,,,,0,0,2,2,2,1,1,1,2,1,2,2,2,1,0,2,1,0,1,0,2,1,0,0,1,1,2
Chris Mallios,,,,,,,,,,,,,,,,,,,,0,2,4,1,2,4,2,1,0,1,0,1,3,2,0,0,2,0,1,0,0,1,0,0,0,2
Vince Giusini,,,,,,,,,,,,,,,,,,,,,0,3,4,0,2,3,0,3,2,3,1,2,1,0,0,1,2,2,2,2,1,0,0,1,2
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,,1,1,1,4,0,1,2,1,2,2,1,0,1,1,0,0,1,1,0,0,0,0,1,2
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,2,2,4,1,0,2,0,1,1,1,2,1,2,3,1,0,0,0,2
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,4,0,1,0,2,1,2,2,3,1,1,1,1,1,1,1,0,0,2
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,2,1,0,0,1,0,1,0,0,1,0,0,0,2
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,2,2,1,1,2,2,1,2,3,2,0,0,0,2
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,2,1,0,2,3,0,0,0,1,1,1,1,0,0,2
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,1,0,1,0,0,1,0,2,0,0,0,0,0,1,2
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,2,0,0,1,1,1,0,1,1,0,1,0,0,2
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,2
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,1,1,0,0,0,0,0,2
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,2,0,1,0,0,1,0,0,0,2
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,1,1,0,0,1,0,0,0,2
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,1,1,1,0,1,0,2
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,1,1,0,0,2
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,0,2
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,2,0,0,0,0,2
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,0,2
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,2
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,45,22,18,16,15,14,14,13,12,12,12,12,11,11,9,9,9,9,8,8,8,8,7,6,6,6,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,1,1,1,2
,Sheriff - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
,Jewell Williams,Mia Roberts Perez,Kai Scott,Tracy B Roman,Daine Grey Jr,Jennifer Schultz,Scott Diclaudio,Jon Marshall,Stella Tsai,Abbe Fletman,Lyris Younge,Brian T Ortelere,Leon Goodman,Rainy Papademetriou,Stephanie M Sawyer,Vincent N Melchiorre,Chris Mallios,James F Berardinelli,Jodi Lobel,Ken Powell,Lynne M Summers,Thomas Martin,Anthony Kyriakakis,Deborah Watson Stokes,Edward William Louden Jr,Marissa Brumbach,Vince Giusini,Betsy Wahl,Chris Mccabe,Lucretia Clemons,Rania Major,William J Ciancaglini,Joshua Hill,Sandjai Weaver,Sherman Toppin,Vincent Furlong,Wayne M D Bennett,Frances Fattah,Franklin A Bennett Iii,Leon A King Ii,Michael Fanning,Shanese Johnson,Starr Marshall Cash,Tangie M Boston,3
Jewell Williams,5,16,9,9,9,9,6,7,10,7,6,3,6,7,6,4,4,4,4,4,5,4,5,4,4,3,2,3,0,4,4,1,3,3,3,2,3,2,1,1,0,1,1,0,3
Mia Roberts Perez,,7,11,6,9,7,7,4,7,7,6,3,4,6,7,7,5,3,4,4,5,5,3,4,2,4,3,3,2,4,3,1,3,2,2,2,3,1,0,1,1,1,1,0,3
Kai Scott,,,0,5,7,3,7,3,5,6,5,1,0,4,5,5,6,3,3,4,3,4,4,3,2,1,1,2,0,2,1,1,3,2,2,0,2,2,1,0,1,1,1,0,3
Tracy B Roman,,,,2,5,6,4,2,4,2,2,2,3,4,3,2,1,3,2,2,2,3,1,2,4,2,1,1,0,1,2,2,0,1,2,1,1,2,1,0,0,1,1,0,3
Daine Grey Jr,,,,,0,2,6,4,3,5,4,2,4,5,4,4,4,1,1,5,2,4,2,2,2,1,2,1,0,1,1,0,2,1,2,1,2,1,0,0,1,0,0,0,3
Jennifer Schultz,,,,,,0,1,3,4,2,2,4,2,3,3,0,1,3,3,2,4,1,2,1,2,0,1,2,2,2,2,1,1,1,1,1,0,1,1,0,0,1,1,0,3
Scott Diclaudio,,,,,,,1,4,1,4,4,2,2,4,4,6,4,3,2,4,0,3,1,1,2,2,1,0,1,2,0,2,0,1,0,0,1,1,0,1,1,0,0,0,3
Jon Marshall,,,,,,,,1,3,3,3,2,2,2,2,2,1,3,1,5,2,4,0,1,1,1,2,1,1,2,1,1,1,0,1,2,1,0,0,1,0,0,0,0,3
Stella Tsai,,,,,,,,,0,4,1,0,2,3,3,1,2,3,2,1,3,2,3,2,3,2,0,3,0,2,3,0,3,2,3,1,1,1,1,1,0,1,1,0,3
Abbe Fletman,,,,,,,,,,0,2,1,1,2,3,4,5,2,2,3,1,2,3,1,1,1,0,1,0,2,0,1,2,1,2,0,1,1,1,1,1,0,0,0,3
Lyris Younge,,,,,,,,,,,0,1,1,2,2,2,2,1,1,4,1,2,0,2,1,0,1,0,0,1,1,0,1,0,1,1,2,1,0,0,1,0,0,0,3
Brian T Ortelere,,,,,,,,,,,,0,1,2,0,1,1,2,0,1,1,0,1,1,1,0,1,1,3,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3
Leon Goodman,,,,,,,,,,,,,1,2,2,1,0,2,0,1,1,1,0,0,2,2,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,3
Rainy Papademetriou,,,,,,,,,,,,,,0,3,3,2,2,1,2,1,2,2,2,2,1,0,2,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,3
Stephanie M Sawyer,,,,,,,,,,,,,,,0,4,2,2,1,2,3,1,1,1,0,1,0,1,0,2,1,0,1,1,0,0,1,1,0,1,1,1,1,0,3
Vincent N Melchiorre,,,,,,,,,,,,,,,,0,3,2,1,2,0,2,1,1,1,2,1,0,0,2,0,1,0,1,0,0,1,1,0,1,1,0,0,0,3
Chris Mallios,,,,,,,,,,,,,,,,,0,1,1,2,1,1,3,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,3
James F Berardinelli,,,,,,,,,,,,,,,,,,0,2,1,2,1,2,1,3,2,2,2,1,1,0,2,1,0,1,1,0,1,1,1,0,0,0,0,3
Jodi Lobel,,,,,,,,,,,,,,,,,,,0,1,3,2,2,1,1,1,2,2,1,1,1,3,2,0,0,1,0,0,0,0,0,0,0,0,3
Ken Powell,,,,,,,,,,,,,,,,,,,,0,1,4,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,3
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,0,1,2,2,0,0,2,3,1,2,2,1,2,1,0,2,0,0,0,0,0,1,1,0,3
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,2,2,0,0,1,2,1,1,0,2,2,1,0,0,0,0,0,0,0,3
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,2,0,1,0,0,2,1,1,0,0,1,1,0,0,0,0,0,3
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,3,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,3
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,0,0,2,1,0,1,2,1,0,1,1,0,0,0,0,0,3
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,3
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,3
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,3
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,3
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,2,0,1,0,0,0,1,0,1,1,0,3
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,1,2,0,0,0,0,0,1,1,0,3
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,3
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,0,0,0,3
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,1,0,3
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,0,0,0,0,0,3
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,3
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,3
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,3
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,3
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,3
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
Total,33,32,13,13,12,12,12,10,10,9,8,7,7,7,7,7,6,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,1,1,1,1,0,3
,Sheriff - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,Jewell Williams,Mia Roberts Perez,Tracy B Roman,Scott Diclaudio,Ken Powell,Leon A King Ii,Rainy Papademetriou,Brian T Ortelere,Jennifer Schultz,Lyris Younge,Vincent Furlong,Daine Grey Jr,Thomas Martin,Kai Scott,Leon Goodman,Sherman Toppin,Jon Marshall,Lynne M Summers,Stella Tsai,Chris Mccabe,Edward William Louden Jr,Frances Fattah,Wayne M D Bennett,Abbe Fletman,Betsy Wahl,Anthony Kyriakakis,Deborah Watson Stokes,James F Berardinelli,Sandjai Weaver,Shanese Johnson,Stephanie M Sawyer,Vincent N Melchiorre,William J Ciancaglini,Chris Mallios,Joshua Hill,Lucretia Clemons,Michael Fanning,Rania Major,Jodi Lobel,Marissa Brumbach,Starr Marshall Cash,Vince Giusini,Franklin A Bennett Iii,Tangie M Boston,4
Jewell Williams,3,9,16,9,7,8,7,6,6,8,7,7,5,4,7,6,3,5,4,3,4,4,6,3,4,4,4,3,3,4,2,0,4,2,2,3,2,1,2,2,2,2,0,1,4
Mia Roberts Perez,,5,7,4,0,4,5,3,4,3,3,3,2,4,3,3,1,1,4,1,2,2,0,1,4,1,2,0,2,2,3,0,0,1,0,2,1,2,2,2,1,0,0,0,4
Tracy B Roman,,,0,7,6,6,6,5,6,5,5,7,7,4,6,4,6,3,3,1,3,3,3,2,4,3,4,2,3,4,3,1,3,3,1,1,2,2,2,2,2,2,0,1,4
Scott Diclaudio,,,,0,7,6,7,2,2,7,3,4,4,3,4,5,5,3,3,3,6,2,4,2,0,3,1,3,2,3,2,2,2,2,1,1,0,2,0,1,0,1,0,0,4
Ken Powell,,,,,0,3,3,2,2,7,4,3,5,2,3,2,4,3,0,4,3,2,4,2,0,2,0,2,0,1,1,4,2,2,2,1,2,0,0,0,0,2,0,0,4
Leon A King Ii,,,,,,0,4,2,3,3,5,2,3,4,4,4,2,3,3,2,4,3,2,2,2,2,2,1,1,2,1,0,2,1,1,0,0,2,0,0,1,1,0,1,4
Rainy Papademetriou,,,,,,,0,6,1,3,2,5,2,3,2,1,3,0,4,3,2,2,2,4,2,1,1,2,2,2,3,1,2,3,0,1,0,1,1,1,0,0,0,0,4
Brian T Ortelere,,,,,,,,0,3,1,2,4,2,2,2,1,2,2,2,1,1,2,3,3,2,1,0,2,2,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,4
Jennifer Schultz,,,,,,,,,1,1,2,3,4,1,2,1,2,4,2,1,2,2,2,1,2,2,1,0,1,1,1,0,1,0,2,1,1,2,1,1,1,1,0,1,4
Lyris Younge,,,,,,,,,,0,2,2,2,1,3,3,3,2,1,2,3,2,4,0,0,1,1,1,1,2,1,0,1,1,1,2,0,0,0,1,0,1,0,0,4
Vincent Furlong,,,,,,,,,,,1,3,2,2,6,2,1,3,0,2,2,2,2,0,1,1,1,1,2,2,0,2,2,2,0,1,1,0,1,0,1,0,0,0,4
