col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,division
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,12,71,83,70,100,140,80,67,55,100,82,57,52,47,68,42,20,60,32,67,34,19,All
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,6,67,69,47,50,59,46,100,96,90,45,52,116,45,109,106,38,33,75,25,24,All
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,3,132,135,94,108,137,86,56,105,98,105,61,59,42,63,94,84,57,52,71,All
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,7,99,76,97,117,98,60,81,101,140,65,82,45,87,60,74,40,51,52,All
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,5,96,85,119,61,97,91,58,59,45,94,49,44,66,74,47,101,35,All
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,67,62,48,59,86,55,50,49,59,42,46,44,34,46,52,32,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,73,64,53,89,62,42,94,54,47,55,47,35,23,42,55,All
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,76,59,65,70,84,37,56,38,46,75,72,41,70,41,All
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,48,85,71,85,104,47,42,96,63,39,34,35,36,All
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,43,54,56,45,94,53,37,52,19,62,35,15,All
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,56,45,83,51,33,68,33,43,36,46,38,All
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,115,55,61,61,44,41,59,33,35,50,All
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,54,92,40,60,52,49,38,28,46,All
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,48,82,90,27,22,43,29,63,All
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,65,54,40,20,52,37,27,All
Chris Mallios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37,29,14,41,16,44,All
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,34,27,42,30,19,All
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,45,22,29,32,All
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,29,35,41,All
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,31,24,All
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,23,All
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,All
Total,"4,136","1,515","1,494","1,491","1,305","1,076","1,038","1,034","1,023",980,956,786,785,759,752,739,722,712,699,655,645,586,575,561,550,533,493,486,428,412,377,369,365,360,355,343,332,320,315,286,261,244,227,208,All
,Register Of Wills - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Ronald R Donatucci,Scott Diclaudio,Ken Powell,Edward William Louden Jr,Lynne M Summers,Tracy B Roman,Deborah Watson Stokes,Kai Scott,Frances Fattah,Mia Roberts Perez,Daine Grey Jr,Leon A King Ii,Lyris Younge,Michael Fanning,Leon Goodman,Brian T Ortelere,Jennifer Schultz,Joshua Hill,Shanese Johnson,Thomas Martin,Vincent N Melchiorre,Sherman Toppin,Stephanie M Sawyer,Vincent Furlong,Abbe Fletman,Jon Marshall,Betsy Wahl,Lucretia Clemons,Rania Major,Wayne M D Bennett,James F Berardinelli,Rainy Papademetriou,Stella Tsai,William J Ciancaglini,Anthony Kyriakakis,Chris Mallios,Jodi Lobel,Marissa Brumbach,Vince Giusini,Sandjai Weaver,Starr Marshall Cash,Tangie M Boston,Chris Mccabe,Franklin A Bennett Iii,1
Ronald R Donatucci,6,14,15,14,15,15,13,10,12,11,9,11,9,6,10,8,9,9,9,7,7,8,7,8,5,6,5,5,6,6,4,3,5,4,2,3,3,4,2,3,3,3,1,1,1
Scott Diclaudio,,1,6,3,6,5,3,4,2,4,5,2,2,5,4,4,4,1,4,1,5,1,6,0,4,2,2,3,2,2,3,1,3,3,1,2,1,2,2,3,3,2,0,1,1
Ken Powell,,,0,5,5,9,4,3,4,5,5,4,3,4,4,2,1,4,4,1,5,2,5,5,4,5,2,0,0,1,2,1,1,1,2,2,0,1,1,1,1,0,0,0,1
Edward William Louden Jr,,,,1,3,6,5,5,5,4,3,3,5,1,2,1,3,5,2,5,1,2,2,5,1,3,2,3,2,2,2,1,0,1,1,1,0,1,1,0,0,2,0,0,1
Lynne M Summers,,,,,0,7,6,6,8,5,7,5,5,7,4,4,6,4,5,3,8,4,4,3,3,1,3,3,4,2,0,1,3,2,0,2,2,2,0,1,1,2,1,1,1
Tracy B Roman,,,,,,0,7,7,4,5,6,4,5,5,3,3,5,4,3,4,5,3,5,5,4,1,2,1,1,2,3,1,1,1,1,1,1,2,1,1,1,1,0,0,1
Deborah Watson Stokes,,,,,,,0,6,6,4,4,5,4,2,0,1,4,5,4,3,2,3,5,4,2,0,4,2,2,2,0,0,2,1,1,1,2,3,0,1,1,2,0,0,1
Kai Scott,,,,,,,,2,5,3,3,4,7,4,2,2,2,2,4,2,3,2,3,2,2,0,2,3,5,2,0,1,1,0,1,0,1,3,1,1,1,1,0,1,1
Frances Fattah,,,,,,,,,0,6,5,7,5,2,4,3,4,6,5,4,4,4,2,5,0,1,3,3,4,2,0,1,2,1,1,1,2,2,0,1,1,0,1,0,1
Mia Roberts Perez,,,,,,,,,,0,2,4,4,2,2,2,2,5,2,4,4,2,2,3,3,0,4,2,1,1,1,1,1,0,1,4,1,1,0,0,0,1,1,0,1
Daine Grey Jr,,,,,,,,,,,1,3,1,4,4,4,5,2,3,2,3,2,3,3,3,2,1,2,2,3,2,1,2,1,0,0,0,1,1,1,1,0,0,0,1
Leon A King Ii,,,,,,,,,,,,0,5,1,2,4,4,3,4,2,2,5,1,6,1,2,2,1,1,2,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1
Lyris Younge,,,,,,,,,,,,,1,2,3,3,3,3,2,2,3,3,1,2,1,1,2,2,3,2,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1
Michael Fanning,,,,,,,,,,,,,,3,2,2,1,0,2,1,4,0,3,0,3,1,1,3,2,1,0,1,0,0,1,1,1,1,0,0,0,1,0,1,1
Leon Goodman,,,,,,,,,,,,,,,0,4,3,3,3,1,1,3,0,1,0,2,1,3,3,2,2,1,1,1,0,0,0,0,0,1,1,1,0,1,1
Brian T Ortelere,,,,,,,,,,,,,,,,0,3,2,2,2,1,2,0,2,1,2,0,2,1,2,3,2,1,1,0,1,1,0,2,0,0,1,1,1,1
Jennifer Schultz,,,,,,,,,,,,,,,,,0,2,3,3,3,3,2,3,1,1,1,1,1,2,2,1,3,2,0,0,2,1,1,2,2,1,0,0,1
Joshua Hill,,,,,,,,,,,,,,,,,,0,3,5,2,5,3,4,1,1,3,2,1,2,1,1,1,1,1,2,2,0,0,0,0,2,1,0,1
Shanese Johnson,,,,,,,,,,,,,,,,,,,0,2,1,4,3,3,1,2,1,2,2,1,0,0,2,2,1,0,1,3,1,2,2,1,0,0,1
Thomas Martin,,,,,,,,,,,,,,,,,,,,0,2,3,2,4,2,1,1,3,1,3,1,3,1,1,2,2,2,0,1,0,0,2,1,0,1
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,0,1,4,1,4,0,2,0,1,0,0,1,2,1,0,3,2,0,0,1,1,0,1,0,1
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,0,1,3,1,1,3,1,2,3,2,0,0,1,0,0,1,1,1,0,0,1,0,0,1
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,,,,,0,1,3,1,2,1,0,1,0,0,2,1,1,1,2,2,1,2,2,1,0,0,1
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,0,0,0,2,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1
Abbe Fletman,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,0,1,1,0,0,0,0,3,0,0,1,0,0,1,0,0,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,2,1,1,2,0,1,1,1,1,1,0,0,0,1
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,1,0,0,0,0,2,1,2,0,0,0,1,0,0,1
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,0,1,0,0,1,1,0,1,0,0,0,2,0,1,1
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,1,1,1,0,0,0,2,0,1,1,1,0,1,1
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,2,1,2,0,0,0,0,0,1,0,1
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,1,2,2,1,3,3,0,1,0,1
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,2,2,2,1,0,0,1
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,1,1,0,0,0,1
Chris Mallios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1,1,0,1
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,1,0,1
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,2,0,0,0,1
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,0,0,1
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,56,18,17,16,16,16,14,14,12,12,11,11,11,11,10,9,9,9,9,9,9,8,8,8,7,7,6,6,6,6,5,5,5,5,4,4,4,4,4,3,3,3,1,1,1
,Register Of Wills - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,Ronald R Donatucci,Ken Powell,Lyris Younge,Leon Goodman,Deborah Watson Stokes,Frances Fattah,Tracy B Roman,Lynne M Summers,Edward William Louden Jr,Kai Scott,Leon A King Ii,Rainy Papademetriou,Scott Diclaudio,Jon Marshall,Brian T Ortelere,Daine Grey Jr,Stephanie M Sawyer,Shanese Johnson,Vincent Furlong,Jennifer Schultz,Betsy Wahl,Rania Major,Abbe Fletman,Joshua Hill,Mia Roberts Perez,Sherman Toppin,Jodi Lobel,Vincent N Melchiorre,Anthony Kyriakakis,Lucretia Clemons,Michael Fanning,Thomas Martin,James F Berardinelli,Vince Giusini,Franklin A Bennett Iii,Wayne M D Bennett,Stella Tsai,Marissa Brumbach,Sandjai Weaver,Starr Marshall Cash,Tangie M Boston,Chris Mccabe,Chris Mallios,William J Ciancaglini,2
Ronald R Donatucci,5,24,23,17,13,17,19,16,16,16,15,10,11,12,10,6,13,12,10,10,7,6,9,10,8,9,5,8,7,7,5,5,5,5,4,5,5,4,4,3,4,3,1,2,2
Ken Powell,,2,13,14,3,5,11,7,9,3,5,8,12,9,4,7,3,3,6,2,4,3,4,3,4,1,6,6,4,2,3,2,3,2,2,4,1,1,1,1,0,1,1,0,2
Lyris Younge,,,0,13,9,10,10,8,8,10,7,9,8,8,4,3,7,9,6,5,5,4,3,5,5,5,5,5,5,3,2,2,2,3,4,2,2,2,1,2,1,2,1,1,2
Leon Goodman,,,,2,7,8,9,6,8,4,5,5,6,6,0,2,5,7,3,2,4,2,3,3,1,4,5,4,2,2,2,2,0,1,0,3,1,0,0,1,0,0,2,1,2
Deborah Watson Stokes,,,,,10,6,5,7,2,6,7,7,0,1,4,0,6,5,2,4,2,4,3,5,3,4,4,3,3,4,1,3,0,1,0,2,4,2,2,1,2,1,2,1,2
Frances Fattah,,,,,,0,7,6,5,9,9,4,1,4,3,7,9,11,6,5,4,4,3,5,3,5,3,2,4,2,2,3,2,2,2,3,0,1,3,4,1,0,0,0,2
Tracy B Roman,,,,,,,1,5,6,5,5,4,11,8,2,2,5,5,0,4,1,3,3,2,3,3,1,3,0,1,3,3,1,2,0,3,3,2,1,0,2,1,0,0,2
Lynne M Summers,,,,,,,,2,5,9,9,8,3,4,6,3,7,6,4,8,6,2,5,6,2,4,3,4,1,5,3,3,5,1,2,1,1,3,0,3,2,1,2,2,2
Edward William Louden Jr,,,,,,,,,0,5,3,0,7,9,1,2,3,5,2,2,3,1,1,1,0,2,1,2,1,0,1,0,2,1,1,2,0,0,1,2,1,1,0,1,2
Kai Scott,,,,,,,,,,0,7,5,1,4,4,2,8,8,5,6,4,2,6,5,4,6,3,4,3,3,4,3,2,3,3,1,3,3,1,3,3,2,0,1,2
Leon A King Ii,,,,,,,,,,,0,6,1,3,5,1,5,6,5,6,2,1,2,4,3,2,2,2,4,4,1,3,2,2,2,0,1,2,2,3,2,2,1,2,2
Rainy Papademetriou,,,,,,,,,,,,0,3,1,6,3,3,3,4,4,3,2,2,3,4,3,5,5,5,4,5,3,4,5,1,1,3,2,1,0,0,1,1,0,2
Scott Diclaudio,,,,,,,,,,,,,0,8,3,2,1,1,2,3,2,3,3,0,2,1,1,2,1,0,1,0,3,1,1,1,1,0,0,0,0,1,0,0,2
Jon Marshall,,,,,,,,,,,,,,0,4,2,2,1,3,3,1,3,2,2,0,3,3,1,0,0,0,1,3,0,2,3,1,1,2,2,1,0,0,0,2
Brian T Ortelere,,,,,,,,,,,,,,,1,4,1,3,5,7,0,3,4,4,2,2,2,0,3,1,2,4,4,2,2,2,2,2,1,2,1,0,0,0,2
Daine Grey Jr,,,,,,,,,,,,,,,,0,4,3,4,1,1,2,4,2,3,2,1,2,3,1,2,3,3,1,2,3,0,0,1,0,0,0,0,0,2
Stephanie M Sawyer,,,,,,,,,,,,,,,,,0,8,5,1,3,3,5,5,3,4,0,3,4,3,3,4,1,2,4,2,1,1,1,1,2,1,0,1,2
Shanese Johnson,,,,,,,,,,,,,,,,,,0,4,5,3,2,3,5,2,4,0,2,3,2,3,4,2,2,2,2,1,1,0,2,1,1,0,1,2
Vincent Furlong,,,,,,,,,,,,,,,,,,,1,4,3,3,4,2,2,2,1,0,5,1,0,1,2,1,4,2,0,1,1,3,0,0,0,0,2
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,0,2,3,4,3,1,3,1,0,2,1,0,2,4,1,0,1,2,2,1,2,1,0,0,0,2
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,0,2,2,3,3,2,1,2,3,2,2,0,1,2,2,1,0,1,0,2,0,0,0,0,2
Rania Major,,,,,,,,,,,,,,,,,,,,,,2,4,1,3,2,3,1,1,2,1,1,2,0,2,3,1,1,3,0,2,0,0,0,2
Abbe Fletman,,,,,,,,,,,,,,,,,,,,,,,0,2,4,4,1,3,2,1,2,1,2,1,1,1,2,2,1,0,2,1,0,0,2
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,2,1,2,2,1,3,1,0,2,2,2,1,1,1,2,1,0,1,2
Mia Roberts Perez,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,3,3,4,2,2,1,2,1,0,2,2,1,0,1,2,0,0,2
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,4,0,1,2,2,2,1,1,2,3,1,1,1,0,1,0,0,2
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,0,1,0,1,1,1,2,1,0,2,0,1,0,1,0,2
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,4,0,1,2,0,1,3,1,1,0,0,2,0,0,2
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,1,1,3,2,1,0,1,1,1,0,0,0,0,2
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,2,0,0,0,2,1,0,1,0,1,1,2
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,3,1,0,1,1,0,0,0,0,0,0,2
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,1,2,1,0,0,0,0,0,0,0,2
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,1,0,0,0,0,0,2
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,0,2
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,1,1,0,1,2
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,2
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,2,0,0,2
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,2
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,0,2
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,2
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,2
Chris Mallios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,70,34,29,27,26,26,26,25,20,20,18,18,18,17,15,15,15,14,13,12,11,11,10,10,10,10,9,9,8,8,8,8,7,7,6,6,5,4,4,4,4,3,2,2,2
,Register Of Wills - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
,Ronald R Donatucci,Michael Fanning,Ken Powell,Tracy B Roman,Lynne M Summers,Scott Diclaudio,Daine Grey Jr,Kai Scott,Abbe Fletman,Stephanie M Sawyer,Leon Goodman,Vincent N Melchiorre,Lyris Younge,Edward William Louden Jr,Jon Marshall,Frances Fattah,Deborah Watson Stokes,Leon A King Ii,Thomas Martin,Wayne M D Bennett,Jennifer Schultz,Lucretia Clemons,Marissa Brumbach,Sherman Toppin,Anthony Kyriakakis,Mia Roberts Perez,Joshua Hill,Rainy Papademetriou,Shanese Johnson,Brian T Ortelere,James F Berardinelli,Betsy Wahl,Chris Mccabe,Franklin A Bennett Iii,Vince Giusini,Vincent Furlong,Chris Mallios,Stella Tsai,Jodi Lobel,Sandjai Weaver,Starr Marshall Cash,Rania Major,William J Ciancaglini,Tangie M Boston,3
Ronald R Donatucci,13,35,58,57,42,51,39,33,31,31,27,28,26,23,20,16,19,16,14,14,12,10,8,12,8,12,10,7,10,6,7,5,6,5,6,6,5,4,1,3,3,2,2,0,3
Michael Fanning,,23,27,22,23,20,22,19,21,20,5,19,4,2,6,6,6,3,10,3,2,6,9,5,6,5,4,7,2,1,2,2,3,3,2,2,2,1,3,1,1,0,0,1,3
Ken Powell,,,2,47,31,39,37,28,27,24,17,26,18,16,17,11,9,12,6,8,3,4,4,10,2,7,5,5,5,2,3,2,4,2,1,3,4,1,0,1,1,0,0,0,3
Tracy B Roman,,,,4,31,40,30,27,26,24,16,21,18,16,11,10,11,7,5,8,7,3,3,4,3,4,2,5,5,4,3,3,1,1,3,1,1,4,0,1,2,2,0,0,3
Lynne M Summers,,,,,11,26,29,30,23,27,7,25,5,4,5,8,12,6,7,6,4,8,5,6,4,6,4,5,3,1,2,2,3,3,1,2,1,3,1,1,2,1,0,0,3
Scott Diclaudio,,,,,,2,26,23,23,22,13,21,16,14,11,5,7,4,5,3,6,3,3,4,5,5,2,3,2,4,3,1,2,2,4,1,1,0,0,1,1,0,1,0,3
Daine Grey Jr,,,,,,,1,26,28,23,9,22,8,5,7,12,8,8,5,5,2,5,6,6,3,4,5,4,4,1,3,2,2,0,1,1,2,1,0,2,1,1,0,1,3
Kai Scott,,,,,,,,0,24,23,2,24,5,3,1,6,9,5,3,4,3,0,0,3,0,6,3,4,2,2,0,2,2,2,1,2,1,1,0,1,1,0,0,0,3
Abbe Fletman,,,,,,,,,0,20,2,20,6,4,3,3,6,4,4,1,3,2,2,2,3,6,1,3,2,2,2,1,2,1,3,2,2,0,0,1,0,0,1,0,3
Stephanie M Sawyer,,,,,,,,,,0,3,22,4,0,2,5,7,4,2,3,4,2,1,2,2,4,1,2,4,0,1,1,1,2,0,0,1,1,0,1,1,2,0,0,3
Leon Goodman,,,,,,,,,,,1,4,14,15,14,9,7,7,6,7,3,4,3,6,3,1,7,1,4,3,5,0,3,3,2,3,1,1,0,0,2,0,1,0,3
