col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,col_57,col_58,col_59,col_60,division
Jennifer Schultz,,,,,,,,,,,0,4,4,4,4,5,4,4,2,4,1,1,1,4,5,4,2,3,0,2,1,1,0,0,2,2,3,1,2,0,1,0,0,7,7,5,7,3,5,4,2,1,1,5,2,4,4,3,0,1
Leon Goodman,,,,,,,,,,,,0,3,3,1,1,2,6,2,1,2,1,3,0,2,2,1,2,3,0,3,1,0,3,0,1,1,1,0,0,1,1,1,9,2,1,3,4,7,7,2,2,2,1,1,3,2,2,1,1
Kai Scott,,,,,,,,,,,,,0,11,7,6,8,4,5,5,3,3,4,3,2,4,5,2,4,1,2,0,4,2,1,1,1,2,2,2,1,0,0,6,11,8,8,4,3,0,6,4,4,6,5,3,5,2,0,1
Mia Roberts Perez,,,,,,,,,,,,,,0,6,5,7,3,6,6,3,0,2,1,2,4,4,2,3,0,1,0,4,1,0,1,0,0,2,2,0,0,1,4,10,7,10,4,2,0,5,3,3,4,4,2,4,1,0,1
Lucretia Clemons,,,,,,,,,,,,,,,0,4,6,0,3,2,5,4,2,5,2,3,3,0,1,5,0,0,3,2,1,1,1,1,1,0,1,0,0,5,7,11,7,4,0,1,4,2,2,2,0,1,2,1,0,1
Lynne M Summers,,,,,,,,,,,,,,,,0,4,1,2,6,2,1,1,3,4,4,1,1,2,1,2,1,0,1,2,4,2,1,3,0,0,0,0,5,8,7,6,4,4,2,3,2,1,5,5,2,4,3,0,1
Stella Tsai,,,,,,,,,,,,,,,,,0,1,5,2,3,1,1,2,5,5,6,1,3,0,1,0,3,1,1,2,1,1,1,0,0,0,0,2,8,7,7,4,3,0,3,0,0,4,3,1,6,2,0,1
Ken Powell,,,,,,,,,,,,,,,,,,0,3,4,2,2,4,0,2,2,2,2,0,0,2,1,1,1,0,0,0,1,0,2,1,1,0,6,4,1,4,3,4,6,3,2,4,1,1,4,1,2,0,1
Abbe Fletman,,,,,,,,,,,,,,,,,,,0,3,3,1,2,0,1,1,6,1,1,0,0,0,4,0,1,2,0,0,0,2,1,0,1,4,6,7,9,1,2,2,3,1,4,0,3,1,0,1,0,1
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,,0,2,1,3,1,1,3,2,2,1,1,0,1,1,0,0,2,0,0,3,2,1,1,0,4,6,3,6,2,3,1,1,3,3,2,5,1,3,4,0,1
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,0,3,3,2,1,2,3,0,0,2,1,0,2,1,0,0,0,0,0,0,2,1,0,3,5,6,5,5,1,1,3,3,4,0,0,1,1,2,0,1
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,0,2,3,0,1,2,1,2,3,0,1,0,2,2,0,0,2,0,0,2,0,0,5,3,4,1,3,1,3,2,2,3,2,1,1,1,1,1,1
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,1,1,0,3,2,2,1,2,0,2,0,1,0,2,1,1,0,5,3,3,2,4,2,0,1,4,5,0,2,2,2,1,1,1
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,0,1,3,1,1,0,0,2,1,3,0,1,0,1,0,0,4,3,5,3,2,2,1,0,2,2,3,1,0,2,1,0,1
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,2,1,0,3,1,0,1,1,2,2,1,0,0,0,0,0,3,5,3,4,4,3,2,0,1,0,2,2,2,5,1,1,1
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,2,0,0,2,1,2,0,0,2,0,0,1,0,4,5,3,4,4,3,1,1,0,1,2,3,2,4,1,0,1
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,3,0,1,1,0,0,0,1,1,0,0,2,6,5,6,0,1,1,3,0,2,1,3,0,1,1,0,1
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,1,0,0,1,1,0,0,2,1,0,0,1,1,3,2,1,3,4,5,2,0,1,0,0,3,3,2,2,1,1
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,2,2,0,1,1,0,0,0,1,1,3,4,1,2,4,4,1,1,1,0,3,4,1,2,1,1,1
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3,1,4,1,2,0,0,0,2,2,0,1,0,0,0,0,1
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,2,0,1,1,0,0,0,0,1,0,2,2,2,2,3,2,1,2,1,1,2,1,2,2,0,1,1
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,2,1,0,0,0,0,0,0,3,2,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,4,3,5,0,0,0,3,1,1,0,0,0,0,0,0,1
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,2,0,0,0,1,0,3,3,1,0,3,2,1,2,1,1,1,0,2,1,0,2,1
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,1,0,0,0,0,0,4,3,2,2,2,1,3,0,0,1,1,1,0,1,0,1,1
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,3,2,3,2,1,1,1,0,1,1,1,2,0,2,1,1,1
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,4,2,1,3,0,2,3,0,0,0,1,1,0,1,0,0,1
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1,0,2,2,1,1,0,0,1,0,2,1,1,1,1
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,2,1,2,0,2,0,0,0,0,1,2,0,2,2,0,1
Chris Mallios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,2,1,2,0,0,0,0,1,2,0,1,0,0,0,0,1
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,1,1,1,0,1,0,1,2,0,0,0,0,1,0,1
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2,2,0,1,1,1,0,1,1,0,1,0,1
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,1
Derek S Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9,11,12,9,7,12,3,9,11,4,4,5,4,2,1,1
Blondell Reynolds Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,16,7,8,3,10,8,6,8,8,2,5,2,2,1
Isaiah Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,9,1,3,10,6,7,9,2,4,3,1,0,1
W Wilson Goode Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,5,4,7,3,7,2,5,2,3,3,0,1
Allan Domb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,4,7,7,2,2,3,4,3,1,1
Jenne Ayers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,1,1,3,2,6,3,3,3,1,1
Wilson Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,3,0,0,1,1,2,1,1
Paul Steinke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,5,1,5,0,1,0,1
Ed Neilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,3,2,2,1,2,1,1
William K Greenlee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,0,2,0,1
Helen Gym,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,5,4,1,0,1
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,2,0,1
Thomas Wyatt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1
Carla M Cain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,1
Frank Rizzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,71,35,26,22,22,21,19,19,18,17,17,17,16,14,13,13,13,11,10,10,9,8,8,8,8,8,8,7,7,7,6,5,5,5,5,5,5,3,3,2,2,2,2,50,39,38,38,25,18,18,16,15,15,14,11,11,10,8,2,1
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,Derek S Green,Blondell Reynolds Brown,W Wilson Goode Jr,Isaiah Thomas,Allan Domb,Wilson Alexander,Jenne Ayers,Paul Steinke,Helen Gym,William K Greenlee,Frank Rizzo,Sherrie Cohen,Ed Neilson,Thomas Wyatt,Carla M Cain,Marnie Aument Loughrey,Lyris Younge,Frances Fattah,Tracy B Roman,Deborah Watson Stokes,Ken Powell,Leon Goodman,Scott Diclaudio,Jon Marshall,Kai Scott,Lucretia Clemons,Edward William Louden Jr,Lynne M Summers,Mia Roberts Perez,Daine Grey Jr,Stephanie M Sawyer,Stella Tsai,Thomas Martin,Jodi Lobel,Leon A King Ii,Abbe Fletman,Chris Mccabe,Vincent N Melchiorre,Shanese Johnson,Sandjai Weaver,Sherman Toppin,Vincent Furlong,Betsy Wahl,Michael Fanning,Anthony Kyriakakis,Jennifer Schultz,Rainy Papademetriou,Rania Major,James F Berardinelli,Marissa Brumbach,Tangie M Boston,Chris Mallios,Joshua Hill,Wayne M D Bennett,Brian T Ortelere,Franklin A Bennett Iii,Starr Marshall Cash,Vince Giusini,William J Ciancaglini,2
Derek S Green,3,11,10,9,10,5,6,3,3,6,5,3,4,4,0,0,13,9,15,10,14,16,13,14,6,6,11,6,5,6,4,3,6,3,7,2,3,4,5,3,4,4,2,3,5,2,5,2,3,3,3,0,3,2,1,0,1,2,2,2
Blondell Reynolds Brown,,1,26,22,12,9,6,12,9,3,9,6,1,4,5,2,14,17,12,20,11,10,8,6,13,12,6,11,12,12,11,11,7,8,9,9,8,9,9,5,7,6,6,3,2,4,3,5,4,2,4,4,5,4,2,1,3,1,1,2
W Wilson Goode Jr,,,1,18,11,4,4,13,5,3,6,2,0,2,1,1,16,21,11,18,8,10,5,5,13,12,5,8,11,8,9,9,6,7,8,8,8,9,8,5,8,4,5,2,2,3,3,3,4,1,2,2,2,2,1,1,2,1,2,2
Isaiah Thomas,,,,2,13,3,7,12,4,7,2,3,5,5,2,1,13,14,4,12,8,5,5,8,11,16,3,4,11,5,5,7,10,9,4,8,8,9,7,3,6,2,4,6,4,1,5,4,2,6,1,3,4,1,1,1,0,2,1,2
Allan Domb,,,,,1,1,4,5,0,6,3,4,3,2,0,1,9,11,6,10,7,6,4,5,7,9,1,7,7,4,6,3,7,3,3,3,4,1,5,2,2,3,3,4,4,1,3,4,2,3,2,2,1,2,1,2,1,1,1,2
Wilson Alexander,,,,,,0,5,1,6,3,3,4,2,1,4,0,5,6,7,6,4,5,4,4,5,1,6,5,3,4,8,2,2,2,6,0,0,1,2,4,1,4,4,0,1,3,1,3,1,1,3,2,1,3,0,1,2,1,1,2
Jenne Ayers,,,,,,,1,0,2,2,0,3,2,2,1,2,7,5,5,5,8,4,5,5,5,3,3,5,1,3,5,1,1,0,4,0,1,1,3,4,0,2,1,1,0,4,0,3,1,0,1,0,1,2,1,2,2,1,0,2
Paul Steinke,,,,,,,,0,1,1,1,1,0,2,1,0,8,8,4,11,2,3,2,2,7,10,2,1,9,1,2,10,2,9,0,8,9,7,2,1,7,0,1,1,4,2,1,1,1,1,0,0,1,0,0,0,0,1,1,2
Helen Gym,,,,,,,,,0,2,3,3,1,2,2,0,4,2,6,4,5,5,3,3,4,2,3,3,1,5,4,1,1,2,4,1,0,1,2,2,0,4,2,1,1,3,1,1,2,0,0,1,1,1,1,0,1,0,1,2
William K Greenlee,,,,,,,,,,0,1,3,5,0,1,0,3,3,3,2,3,2,3,5,4,6,3,2,3,4,5,1,6,2,2,1,1,1,0,2,0,2,3,4,4,1,4,1,1,5,2,2,1,1,0,1,0,2,0,2
Frank Rizzo,,,,,,,,,,,0,4,0,2,2,0,2,5,6,4,2,6,2,2,2,0,3,3,1,4,4,3,2,0,4,1,1,2,3,2,3,2,2,0,1,1,1,2,4,0,3,1,2,1,0,1,0,0,2,2
Sherrie Cohen,,,,,,,,,,,,0,1,1,3,0,5,4,2,5,2,3,1,2,3,2,2,4,1,5,5,4,0,1,3,0,1,0,0,2,0,2,2,0,1,4,1,4,3,0,4,1,0,3,1,3,1,0,1,2
Ed Neilson,,,,,,,,,,,,,0,1,1,0,1,2,1,2,2,0,1,5,2,5,1,1,1,1,1,0,4,3,3,0,0,1,0,2,0,1,1,3,3,1,4,0,0,4,1,0,0,2,0,1,0,1,0,2
Thomas Wyatt,,,,,,,,,,,,,,0,0,0,4,3,2,4,2,2,2,1,3,2,1,2,3,0,1,2,1,1,1,3,4,2,1,1,2,1,1,0,1,2,0,1,2,0,0,1,1,0,0,1,0,1,0,2
Carla M Cain,,,,,,,,,,,,,,,0,1,2,1,3,3,1,0,1,0,3,2,2,3,1,4,3,3,1,2,1,0,0,0,1,1,0,2,2,0,1,2,0,1,0,1,1,2,1,1,0,0,1,1,1,2
Marnie Aument Loughrey,,,,,,,,,,,,,,,,0,1,1,1,1,1,0,1,1,1,1,0,2,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,2
Lyris Younge,,,,,,,,,,,,,,,,,0,12,14,15,14,11,12,11,10,9,10,5,8,6,5,9,3,6,3,8,7,6,4,3,6,3,4,3,1,5,1,1,2,0,2,3,0,2,2,2,1,0,2,2
Frances Fattah,,,,,,,,,,,,,,,,,,0,7,15,6,7,3,3,10,8,2,7,10,3,8,7,7,5,8,6,6,8,6,7,7,5,6,2,0,2,1,6,2,0,4,2,2,2,1,1,2,1,2,2
Tracy B Roman,,,,,,,,,,,,,,,,,,,0,8,14,13,12,9,8,3,10,6,4,7,8,3,4,1,5,3,2,2,4,5,2,5,3,2,2,4,1,4,4,0,2,3,2,1,1,0,2,1,2,2
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,0,6,7,2,3,15,13,4,10,11,7,10,11,4,9,9,9,11,8,6,5,9,6,4,1,3,6,1,4,3,0,2,1,2,5,0,3,3,1,2,2
Ken Powell,,,,,,,,,,,,,,,,,,,,,1,11,14,11,6,3,8,5,4,7,3,0,3,1,5,2,0,2,3,4,1,4,2,3,0,1,1,2,1,0,0,2,2,2,2,0,0,1,1,2
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,0,9,11,4,2,8,5,5,5,5,0,4,0,5,1,2,2,6,2,2,2,3,0,1,1,2,3,3,0,2,1,2,1,1,0,1,1,2,2
Scott Diclaudio,,,,,,,,,,,,,,,,,,,,,,,1,10,4,0,9,1,4,5,2,1,2,0,1,3,1,2,1,1,2,1,1,3,1,2,1,0,2,1,0,3,3,0,2,0,0,2,1,2
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,1,0,6,7,2,0,3,1,0,6,3,2,0,0,0,2,1,1,1,2,5,4,2,6,0,1,5,1,0,2,1,2,1,0,0,1,2
Kai Scott,,,,,,,,,,,,,,,,,,,,,,,,,0,9,4,6,12,8,10,7,4,6,7,7,7,7,2,5,5,5,2,3,1,3,0,4,3,1,1,3,1,4,0,2,3,3,0,2
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,5,8,4,3,9,5,11,2,7,9,7,3,0,6,3,2,4,5,2,5,2,1,5,0,0,1,1,0,1,1,1,0,2
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,5,2,2,2,1,3,1,1,0,1,2,2,2,2,0,1,2,1,0,3,1,1,1,2,2,2,0,0,1,1,2
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,8,8,3,3,1,6,1,3,1,4,3,1,6,4,1,1,3,1,4,1,0,4,2,2,2,1,1,3,1,0,2
Mia Roberts Perez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,6,7,3,6,3,9,8,9,4,2,6,0,3,2,1,0,1,2,0,1,1,4,1,1,0,0,1,3,0,2
Daine Grey Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,4,2,1,5,2,1,2,3,2,1,3,3,3,1,2,2,1,2,1,2,4,3,3,2,1,1,2,0,2
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,4,0,7,1,2,2,4,6,1,5,5,1,1,4,1,5,3,1,3,3,1,3,0,3,3,2,0,2
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,8,1,8,8,7,2,1,7,1,2,0,2,3,0,1,2,0,2,1,1,1,0,1,1,0,1,2
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,1,1,1,3,3,0,3,4,6,4,0,5,2,2,6,1,2,3,0,1,0,0,1,1,2
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,7,7,7,0,0,6,1,0,3,4,1,3,0,0,3,0,0,0,1,0,0,0,0,1,2
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,3,6,1,5,4,0,0,2,1,3,3,0,3,0,2,5,0,2,2,1,1,2
Abbe Fletman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,8,1,0,7,0,1,2,1,1,0,0,1,0,0,3,1,0,0,0,0,0,0,2
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,1,0,7,1,1,0,2,2,0,1,2,0,0,1,1,0,0,1,0,1,0,2
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,7,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,2
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,1,3,0,0,1,1,2,1,0,1,1,2,0,0,0,1,0,2,2
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,4,4,0,0,2,0,3,1,0,2,1,0,2,0,1,1,1,0,2
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,2
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,1,0,2,0,3,2,0,1,1,1,1,0,1,1,0,0,2
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,1,1,2,3,2,1,0,1,0,1,0,2
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,4,0,0,4,0,2,1,0,1,0,0,0,0,2
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,4,0,1,4,0,0,1,0,0,0,0,1,1,2
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,0,1,0,1,1,1,2,2,0,1,2
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,5,0,0,0,0,1,0,0,0,0,2
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,3,1,1,1,0,1,2,0,1,2
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,2,1,1,2,0,0,1,2
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,1,0,2
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,0,1,1,0,1,2
Chris Mallios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1,0,2
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,1,2
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,0,0,2
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,45,42,37,34,25,19,18,16,12,12,11,11,7,7,6,2,34,29,28,27,26,23,23,22,20,20,17,16,16,15,15,14,13,12,12,11,11,11,10,9,9,9,8,8,7,7,7,7,6,6,6,5,5,5,3,3,3,3,3,2
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
