col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,col_57,col_58,col_59,col_60,division
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,34,21,25,19,14,16,12,All
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,27,17,25,17,18,All
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,18,8,14,17,All
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,17,16,16,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,14,9,All
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,12,All
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,All
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,692,538,490,425,407,405,375,346,341,307,285,225,217,196,178,164,516,474,448,408,402,341,315,306,300,300,280,278,274,274,268,265,257,255,246,223,221,205,205,203,196,194,192,189,187,182,168,155,151,143,142,137,121,120,111,110,107,80,74,All
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,1
,Tracy B Roman,Ken Powell,Scott Diclaudio,Kai Scott,Jennifer Schultz,Mia Roberts Perez,Stephanie M Sawyer,Abbe Fletman,Daine Grey Jr,Michael Fanning,Edward William Louden Jr,Lynne M Summers,Chris Mallios,Lyris Younge,Deborah Watson Stokes,Stella Tsai,Vincent Furlong,Vincent N Melchiorre,Leon Goodman,Sherman Toppin,Betsy Wahl,Marissa Brumbach,Thomas Martin,Franklin A Bennett Iii,Jodi Lobel,Jon Marshall,Leon A King Ii,Rania Major,Shanese Johnson,William J Ciancaglini,Frances Fattah,Rainy Papademetriou,Starr Marshall Cash,Tangie M Boston,Wayne M D Bennett,Chris Mccabe,Lucretia Clemons,Sandjai Weaver,Vince Giusini,Anthony Kyriakakis,Brian T Ortelere,James F Berardinelli,Joshua Hill,Jenne Ayers,Derek S Green,Allan Domb,Blondell Reynolds Brown,Frank Rizzo,Paul Steinke,Ed Neilson,Isaiah Thomas,Thomas Wyatt,William K Greenlee,Helen Gym,Sherrie Cohen,Wilson Alexander,Carla M Cain,W Wilson Goode Jr,Marnie Aument Loughrey,1
Tracy B Roman,0,8,11,8,8,7,7,6,6,5,8,4,5,7,5,7,6,4,4,2,3,4,2,4,4,4,1,3,4,5,2,3,2,1,2,1,3,1,1,2,2,2,0,10,5,6,8,6,6,6,3,5,5,4,5,5,5,4,2,1
Ken Powell,,0,8,8,2,7,5,9,6,8,6,2,7,6,1,3,1,7,4,1,1,0,0,2,1,3,1,0,0,1,0,1,1,1,1,0,0,0,0,0,2,0,0,7,9,5,4,5,8,6,2,7,3,3,3,5,0,3,0,1
Scott Diclaudio,,,0,6,4,5,5,5,2,6,5,4,5,5,2,4,3,4,4,3,3,2,1,3,3,3,2,0,1,3,2,1,1,2,3,0,1,1,0,2,1,2,0,5,5,6,6,8,6,7,3,4,5,3,2,2,2,3,0,1
Kai Scott,,,,0,5,11,10,9,9,9,2,5,9,5,6,5,2,8,3,2,2,4,4,3,2,1,1,4,2,2,1,1,3,2,2,2,2,2,2,1,1,0,0,3,3,5,5,6,6,9,4,6,4,4,5,0,4,3,1,1
Jennifer Schultz,,,,,2,4,6,3,4,2,4,6,0,2,5,5,6,0,4,3,5,5,1,1,3,4,2,5,3,2,2,1,2,3,3,0,2,1,1,1,1,0,0,5,2,2,6,4,3,2,4,1,2,4,4,2,3,3,2,1
Mia Roberts Perez,,,,,,0,9,9,9,9,2,2,8,5,4,3,2,8,0,2,2,1,2,3,3,0,0,3,1,1,1,0,2,3,1,1,1,2,0,0,0,0,0,2,3,5,6,5,5,6,3,4,4,1,4,1,1,4,1,1
Stephanie M Sawyer,,,,,,,0,7,7,7,3,4,7,5,5,3,4,5,0,2,5,3,2,0,3,2,0,3,2,1,2,0,2,4,3,1,2,2,0,0,1,0,0,3,3,3,7,5,3,5,2,2,5,3,5,0,2,4,2,1
Abbe Fletman,,,,,,,,0,7,8,3,3,7,6,1,4,2,8,2,1,3,1,1,2,1,1,0,1,1,0,0,1,0,2,0,0,0,2,0,0,1,0,0,3,4,5,3,4,5,5,1,5,3,2,4,1,0,3,1,1
Daine Grey Jr,,,,,,,,,0,7,3,2,6,5,4,1,2,6,2,3,0,1,3,1,2,1,1,3,2,2,1,2,2,1,1,2,1,1,2,0,1,0,0,4,5,4,5,3,4,5,3,3,3,2,5,2,1,5,1,1
Michael Fanning,,,,,,,,,,1,2,1,8,5,1,3,1,8,1,2,1,0,2,2,2,2,1,0,0,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,4,4,5,5,5,6,4,4,3,1,3,0,0,4,0,1
Edward William Louden Jr,,,,,,,,,,,0,3,2,5,3,2,4,1,3,2,1,1,0,2,2,3,1,1,1,3,0,2,1,1,1,0,1,1,0,1,2,2,0,7,5,3,4,2,2,2,2,3,1,3,3,5,1,2,1,1
Lynne M Summers,,,,,,,,,,,,0,1,1,4,3,4,0,4,4,4,4,2,2,0,1,1,3,2,3,2,1,1,2,3,1,0,1,2,1,1,0,0,2,1,2,5,3,3,3,4,2,1,5,3,1,2,2,1,1
Chris Mallios,,,,,,,,,,,,,0,5,2,2,0,7,0,1,0,0,2,2,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,2,4,3,5,4,7,1,4,3,1,3,0,0,3,0,1
Lyris Younge,,,,,,,,,,,,,,0,1,2,3,4,2,1,1,1,1,1,0,2,0,0,1,0,0,2,1,1,0,1,0,0,0,0,1,1,0,4,3,3,4,2,1,5,1,3,3,1,4,3,1,4,1,1
Deborah Watson Stokes,,,,,,,,,,,,,,,0,2,2,0,1,4,2,2,1,2,2,1,1,5,1,3,0,0,2,1,2,1,3,2,1,1,1,1,0,2,1,2,4,1,2,3,2,1,3,3,3,1,2,2,1,1
Stella Tsai,,,,,,,,,,,,,,,,0,2,2,2,0,3,3,2,2,1,2,1,2,3,2,1,1,1,1,0,1,1,1,1,1,0,0,0,4,1,3,2,4,4,3,2,2,1,2,2,0,2,0,1,1
Vincent Furlong,,,,,,,,,,,,,,,,,0,0,2,2,4,4,1,2,1,3,0,2,1,1,3,3,1,2,2,1,1,0,1,0,1,1,0,3,2,2,5,2,1,0,3,3,2,2,3,3,3,3,1,1
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3,4,2,4,4,5,1,4,2,0,3,0,0,2,0,1
Leon Goodman,,,,,,,,,,,,,,,,,,,0,2,1,3,2,1,1,3,2,1,1,1,1,2,2,0,1,1,0,0,2,1,1,0,0,4,2,2,2,1,3,2,3,2,1,4,1,2,2,1,0,1
Sherman Toppin,,,,,,,,,,,,,,,,,,,,0,2,1,1,2,1,1,1,2,0,2,1,0,1,1,2,1,1,1,1,1,0,1,0,1,2,4,4,1,2,2,3,0,3,2,2,1,0,3,0,1
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,0,3,0,0,1,2,0,2,1,0,2,0,0,3,2,0,1,1,0,0,0,0,0,1,1,2,3,2,2,0,1,0,3,2,2,0,1,1,1,1
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,0,2,1,1,1,1,2,2,1,2,1,1,1,2,1,1,0,2,1,0,0,0,2,0,2,3,2,2,2,2,1,2,3,3,0,3,0,1,1
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,2,2,2,2,2,0,0,3,0,1,2,1,0,0,0,3,1,1,3,2,1,2,3,1,1,1,0,0,2,1,0,1
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,2,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,3,3,2,2,2,2,3,1,1,1,1,1,1,0,1
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,0,2,1,1,0,2,2,0,1,0,1,0,4,1,2,4,1,2,0,1,0,2,2,0,0,1,0,1,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,3,3,0,2,1,1,0,2,1,1,1,1,2,1,2,0,1
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,2,0,1,1,1,3,1,2,0,0,2,1,0,0,0,0,1
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,1,1,1,0,2,1,1,0,0,0,0,1,0,1,2,0,1,1,1,0,1,2,3,1,2,1,1,1
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,1,1,0,0,1,1,0,1,1,0,0,0,4,1,1,2,2,1,1,2,0,0,2,1,0,2,0,2,1
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,1,1,1,1,1,2,1,1,0,3,2,2,2,3,2,2,2,1,1,1,1,1,1,1,0,1
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,2,2,2,0,0,2,0,0,0,0,1,2,2,3,3,2,0,2,1,1,1,0,0,1,1,0,1
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,2,0,0,2,0,1,1,0,3,2,2,1,1,1,0,1,3,0,1,0,2,2,1,0,1
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,1,0,1,0,0,0,0,2,0,0,4,0,1,1,3,1,1,3,0,0,2,1,1,1
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,1,0,0,0,0,0,0,2,2,2,3,1,1,1,0,1,0,1,0,0,1,0,1
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,0,1,2,2,3,3,2,1,1,1,2,1,0,0,1,0,1
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,0,0,1,1,1,2,1,1,1,2,1,1,1,0,0,1,1,0,1
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,0,2,1,1,2,0,0,0,0,0,2,1,1,0,2,0,1,1
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,2,1,1,2,1,1,1,0,2,1,0,1,0,0,1
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,2,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,1,1,1,0,2,0,1,0,1,0,1,0,1
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,2,1,0,0,0,0,1,1,0,0,1,1,0,0,1
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Jenne Ayers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,3,5,2,2,1,3,2,2,3,1,5,4,1,3,1
Derek S Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,3,4,3,1,2,3,2,0,1,4,1,2,1,1
Allan Domb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,7,7,4,1,4,3,2,2,1,1,1,0,1
Blondell Reynolds Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,4,5,1,6,5,5,1,2,5,2,1
Frank Rizzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,5,2,4,1,1,1,0,1,1,0,1
Paul Steinke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,2,6,2,4,1,0,0,0,0,1
Ed Neilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,3,4,3,5,0,1,3,0,1
Isaiah Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,1,1,2,4,0,1
Thomas Wyatt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,2,2,1,0,1
William K Greenlee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,4,0,2,3,1,1
Helen Gym,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,2,0,2,1
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,1,1
Wilson Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,0,1
Carla M Cain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,1
W Wilson Goode Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,21,19,18,16,14,13,13,12,12,12,10,10,9,9,8,8,8,8,7,7,6,6,6,5,5,5,5,5,5,5,4,4,4,4,4,3,3,3,3,2,2,2,1,17,16,15,15,13,12,11,11,9,9,8,8,8,7,7,3,1
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,2
