col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,division
Lyris Younge,,,,,,,,,19,141,161,160,114,190,103,103,109,129,170,89,149,90,150,67,68,84,83,80,60,62,61,49,49,52,45,73,58,64,50,43,30,23,46,28,All
Brian T Ortelere,,,,,,,,,,17,103,294,84,153,91,51,50,93,145,41,95,50,82,95,118,68,44,69,32,40,27,29,47,50,25,53,45,40,47,39,35,31,17,11,All
Leon Goodman,,,,,,,,,,,6,100,54,143,55,121,94,123,83,123,192,119,154,103,106,101,92,102,45,67,48,45,71,45,42,58,60,48,52,50,46,34,27,30,All
Rainy Papademetriou,,,,,,,,,,,,4,98,151,91,76,79,118,164,68,88,71,77,90,121,50,61,66,42,52,42,43,41,55,36,42,45,31,52,52,25,37,21,11,All
Chris Mallios,,,,,,,,,,,,,1,90,326,63,117,80,115,65,41,55,28,41,46,55,42,55,44,43,35,41,41,60,43,41,34,61,35,27,21,38,28,15,All
Daine Grey Jr,,,,,,,,,,,,,,5,79,104,129,106,167,102,101,89,105,117,104,90,82,94,67,54,59,64,55,57,44,58,63,60,52,57,32,29,43,26,All
Vincent N Melchiorre,,,,,,,,,,,,,,,2,62,82,93,95,53,42,54,40,52,53,43,36,36,33,43,37,34,36,44,49,35,31,43,42,39,26,50,17,10,All
Lynne M Summers,,,,,,,,,,,,,,,,0,138,113,77,152,73,126,68,87,73,78,134,74,102,101,100,87,83,49,68,53,76,58,66,41,54,45,38,43,All
Stephanie M Sawyer,,,,,,,,,,,,,,,,,4,89,89,163,35,107,44,62,49,68,102,81,92,84,98,84,56,39,65,51,65,62,38,51,33,28,49,43,All
Thomas Martin,,,,,,,,,,,,,,,,,,8,103,98,69,96,64,83,65,91,84,64,55,52,39,53,80,43,52,79,54,56,49,51,45,52,30,26,All
Abbe Fletman,,,,,,,,,,,,,,,,,,,5,55,63,47,73,89,83,61,47,45,55,45,61,63,33,61,52,40,33,45,50,35,20,27,21,15,All
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,2,56,127,49,59,48,72,115,83,89,89,91,86,62,40,71,54,70,62,37,53,43,21,51,51,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,13,63,145,96,94,66,57,57,22,39,26,28,54,42,23,49,30,23,43,35,30,36,19,8,All
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,5,65,61,52,78,101,96,56,66,59,60,65,39,38,52,64,33,33,54,39,35,38,42,All
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,6,84,78,71,41,49,35,36,26,28,44,41,18,39,38,29,49,31,31,24,21,14,All
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,11,97,65,56,65,38,43,32,33,56,43,36,52,46,40,63,41,32,44,14,19,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,10,62,46,53,32,38,31,39,53,46,34,42,24,39,62,44,36,45,8,10,All
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,5,56,97,52,44,41,44,67,59,31,59,51,43,66,41,51,23,26,27,All
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,4,75,61,71,61,57,55,35,47,48,62,29,27,51,35,29,31,42,All
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,32,54,33,50,69,53,31,64,49,34,45,50,40,24,25,39,All
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,65,92,78,35,46,51,27,44,49,46,22,24,21,21,20,All
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,60,62,42,36,41,38,53,30,36,37,27,20,26,31,All
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,70,34,43,50,27,47,42,35,29,20,19,28,28,All
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37,39,51,33,50,35,35,34,24,30,17,29,All
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33,36,43,34,37,29,29,35,27,16,26,All
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33,43,21,47,57,34,22,34,10,13,All
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,23,30,29,20,33,19,25,11,19,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35,35,37,40,34,27,29,19,All
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,21,33,35,37,24,20,29,All
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,39,20,20,38,29,13,All
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,28,27,36,8,11,All
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,23,22,19,14,All
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,26,11,24,All
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,6,All
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,All
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"1,941",738,695,630,591,586,583,547,540,492,486,485,484,464,461,401,383,383,375,361,357,345,334,324,314,291,290,285,241,234,227,225,219,217,217,216,212,206,205,179,147,146,112,103,All
,Sheriff - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Jewell Williams,Tracy B Roman,Jennifer Schultz,Scott Diclaudio,Mia Roberts Perez,Abbe Fletman,Daine Grey Jr,Chris Mallios,Ken Powell,Lyris Younge,Michael Fanning,Rainy Papademetriou,Vincent N Melchiorre,Deborah Watson Stokes,Lynne M Summers,Leon Goodman,Stephanie M Sawyer,Betsy Wahl,Brian T Ortelere,Thomas Martin,Anthony Kyriakakis,Frances Fattah,James F Berardinelli,Kai Scott,Marissa Brumbach,Shanese Johnson,Edward William Louden Jr,Stella Tsai,Vincent Furlong,Jon Marshall,Jodi Lobel,Vince Giusini,William J Ciancaglini,Joshua Hill,Lucretia Clemons,Wayne M D Bennett,Leon A King Ii,Rania Major,Sandjai Weaver,Chris Mccabe,Franklin A Bennett Iii,Sherman Toppin,Starr Marshall Cash,Tangie M Boston,1
Jewell Williams,3,33,23,24,22,19,20,13,20,20,11,17,12,18,14,15,14,15,11,15,11,13,11,12,14,13,12,10,11,11,11,11,10,9,8,8,8,7,8,4,6,6,2,2,1
Tracy B Roman,,0,16,17,16,11,15,7,14,15,6,14,7,13,12,12,8,7,8,9,5,6,6,7,8,7,9,7,7,6,9,8,7,4,5,3,4,6,4,3,0,5,2,0,1
Jennifer Schultz,,,0,8,11,11,10,5,10,9,3,7,5,11,9,8,7,7,7,3,5,6,8,6,9,4,7,6,8,6,7,4,5,4,4,4,1,5,2,3,1,0,0,1,1
Scott Diclaudio,,,,1,4,8,10,7,13,13,5,14,7,4,5,9,3,2,9,7,6,2,5,2,2,5,7,2,5,8,0,7,3,5,2,3,3,1,4,1,1,4,1,0,1
Mia Roberts Perez,,,,,0,10,10,8,7,9,7,5,3,12,9,4,11,8,3,4,5,9,5,11,11,7,2,9,2,2,8,5,6,1,5,3,3,4,2,4,1,2,1,1,1
Abbe Fletman,,,,,,0,11,8,10,9,4,10,5,4,7,6,4,3,6,4,5,2,5,7,5,7,4,5,4,4,5,4,3,3,2,2,0,5,7,2,2,1,0,0,1
Daine Grey Jr,,,,,,,0,3,10,13,3,12,4,5,8,6,5,5,9,7,1,3,6,7,5,6,7,7,6,7,7,4,5,5,3,2,3,3,3,3,3,2,1,0,1
Chris Mallios,,,,,,,,0,8,5,17,5,16,4,1,4,4,1,2,4,6,3,2,5,2,3,2,4,3,3,1,3,2,2,3,3,3,1,3,2,0,1,1,0,1
Ken Powell,,,,,,,,,0,11,6,10,7,5,5,10,5,0,7,6,4,5,5,5,2,4,8,3,3,8,1,1,0,7,2,4,2,1,5,1,1,3,1,0,1
Lyris Younge,,,,,,,,,,0,4,10,5,4,6,5,4,3,7,7,2,2,2,8,3,6,5,3,3,5,4,4,3,3,3,1,2,4,3,3,0,4,0,0,1
Michael Fanning,,,,,,,,,,,0,5,15,6,1,4,5,1,3,2,3,3,1,5,3,1,1,2,3,2,0,0,1,2,4,2,4,0,2,1,0,2,1,0,1
Rainy Papademetriou,,,,,,,,,,,,0,3,3,3,7,4,3,11,5,5,0,7,3,2,2,5,3,6,4,0,4,1,3,4,1,2,1,4,1,0,4,1,0,1
Vincent N Melchiorre,,,,,,,,,,,,,0,4,2,3,1,0,2,4,2,2,2,2,1,3,4,0,4,2,1,2,4,3,1,2,2,0,4,1,0,1,1,0,1
Deborah Watson Stokes,,,,,,,,,,,,,,0,5,7,10,7,3,1,3,7,3,6,9,5,4,5,3,3,6,3,4,0,6,4,4,3,2,2,0,3,1,1,1
Lynne M Summers,,,,,,,,,,,,,,,0,3,7,6,1,5,3,7,2,4,7,6,2,6,3,2,6,3,3,5,4,1,0,4,1,2,1,1,0,1,1
Leon Goodman,,,,,,,,,,,,,,,,0,4,2,3,2,2,4,3,2,3,2,8,2,3,7,2,2,1,3,1,4,4,2,1,1,0,2,1,0,1
Stephanie M Sawyer,,,,,,,,,,,,,,,,,0,8,2,3,3,7,3,5,9,6,1,7,2,1,5,2,0,2,6,2,3,2,0,2,0,2,0,1,1
Betsy Wahl,,,,,,,,,,,,,,,,,,0,2,3,4,4,1,3,10,4,2,6,1,1,4,3,0,2,4,2,1,3,1,3,2,0,1,2,1
Brian T Ortelere,,,,,,,,,,,,,,,,,,,1,1,3,0,6,2,1,2,3,2,3,5,0,1,1,3,1,2,2,2,2,1,2,2,0,0,1
Thomas Martin,,,,,,,,,,,,,,,,,,,,0,0,3,1,2,2,4,3,3,6,0,4,4,3,6,2,1,1,2,3,1,1,3,1,1,1
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,0,1,4,3,1,2,1,3,1,3,0,5,3,1,2,3,1,0,1,2,0,0,0,0,1
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,1,3,4,6,4,2,3,2,2,2,2,1,3,3,3,3,0,1,1,1,1,1,1,1
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,0,0,2,2,6,2,5,4,2,3,4,1,0,3,0,0,1,1,0,0,0,0,1
Kai Scott,,,,,,,,,,,,,,,,,,,,,,,,1,5,3,0,3,0,1,4,3,2,2,5,2,2,3,2,2,1,2,0,0,1
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,6,0,1,5,4,1,1,4,2,0,3,2,2,1,0,1,1,1
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,4,2,2,6,2,3,2,2,3,3,3,3,2,1,1,0,1,1
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,6,1,2,2,3,0,2,1,0,1,2,1,0,1,1,1
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,5,2,1,1,4,3,1,5,1,2,1,0,1,1,1
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,1,4,4,1,3,2,0,1,1,1,2,0,1,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,2,2,1,3,2,1,1,2,3,0,0,0,1
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,5,1,2,1,0,5,1,1,0,0,0,0,1
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,1,1,1,1,2,1,2,0,1,1,0,1
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,2,1,1,1,1,0,0,1
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,2,2,2,2,3,1,0,1,1
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,2,1,0,2,1,1,1
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,1,2,1,1,0,0,1
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,2,3,1,0,1
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,0,0,1
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,0,1
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,69,35,27,27,25,24,24,23,23,22,21,21,21,18,18,16,16,15,15,15,14,14,14,14,14,14,13,13,13,12,11,11,11,10,9,9,8,8,8,7,6,6,2,2,1
,Sheriff - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,Jewell Williams,Ken Powell,Jennifer Schultz,Scott Diclaudio,Tracy B Roman,Jon Marshall,Lyris Younge,Lynne M Summers,Thomas Martin,Vincent Furlong,Leon Goodman,Michael Fanning,Betsy Wahl,Edward William Louden Jr,James F Berardinelli,Kai Scott,Marissa Brumbach,Mia Roberts Perez,Abbe Fletman,Brian T Ortelere,Daine Grey Jr,Stephanie M Sawyer,Vincent N Melchiorre,Sherman Toppin,Stella Tsai,Deborah Watson Stokes,Frances Fattah,Shanese Johnson,Vince Giusini,Chris Mallios,Chris Mccabe,Leon A King Ii,Rainy Papademetriou,William J Ciancaglini,Anthony Kyriakakis,Franklin A Bennett Iii,Joshua Hill,Lucretia Clemons,Rania Major,Sandjai Weaver,Wayne M D Bennett,Jodi Lobel,Starr Marshall Cash,Tangie M Boston,2
Jewell Williams,6,25,20,19,20,19,17,18,11,16,15,9,13,14,11,13,13,13,13,12,11,12,8,11,9,9,9,8,9,6,8,10,8,8,7,7,7,7,7,7,7,3,3,3,2
Ken Powell,,0,10,13,12,14,15,9,6,6,12,7,3,11,5,7,5,6,7,6,8,7,3,8,6,6,4,3,1,4,2,7,7,2,2,2,6,3,2,4,4,0,1,1,2
Jennifer Schultz,,,1,6,13,7,5,12,7,10,8,4,7,8,7,2,8,7,6,6,8,6,3,4,5,5,3,6,6,0,5,1,1,3,6,4,4,3,4,3,2,3,1,1,2
Scott Diclaudio,,,,2,12,12,14,4,4,7,8,5,2,7,8,6,3,3,6,6,5,2,5,2,2,3,4,2,3,4,1,3,6,6,1,3,2,2,1,0,2,1,0,1,2
Tracy B Roman,,,,,0,9,12,9,4,5,8,6,6,7,6,6,6,6,7,5,6,4,4,3,4,4,2,7,6,3,4,1,2,3,6,5,1,4,4,4,2,0,1,1,2
Jon Marshall,,,,,,1,12,3,4,7,12,2,4,9,6,5,6,3,3,4,5,2,3,6,4,5,6,5,1,2,1,6,4,4,3,2,4,2,2,4,4,1,1,0,2
Lyris Younge,,,,,,,1,3,2,5,8,5,1,7,4,6,3,4,7,4,6,4,4,3,2,2,3,2,1,5,1,5,4,2,1,2,2,2,2,3,5,0,1,1,2
Lynne M Summers,,,,,,,,0,5,6,6,3,7,5,5,6,6,6,4,3,3,6,2,5,5,7,3,5,5,1,3,2,2,3,4,5,4,3,5,3,2,2,1,1,2
Thomas Martin,,,,,,,,,0,8,4,3,5,4,6,3,4,1,5,4,2,5,3,4,4,3,3,3,5,2,5,1,5,5,2,2,4,1,1,1,3,1,0,1,2
Vincent Furlong,,,,,,,,,,0,7,3,3,7,8,2,2,2,6,6,5,3,7,6,3,1,4,3,6,2,3,2,2,5,1,5,6,2,3,0,3,1,0,2,2
Leon Goodman,,,,,,,,,,,0,2,4,6,6,3,4,2,3,3,4,3,4,4,5,6,3,3,3,1,1,3,3,1,1,4,2,3,2,1,2,1,1,1,2
Michael Fanning,,,,,,,,,,,,1,2,0,0,4,1,5,4,3,3,3,6,2,2,2,2,3,1,7,2,1,3,0,2,1,1,0,3,2,1,0,0,2,2
Betsy Wahl,,,,,,,,,,,,,0,2,5,4,5,3,1,1,1,4,2,2,3,5,3,4,5,0,4,1,2,1,5,4,1,2,3,2,0,1,1,1,2
Edward William Louden Jr,,,,,,,,,,,,,,0,6,0,3,1,5,5,5,4,0,4,2,1,1,1,4,1,3,2,2,2,2,1,4,1,1,1,3,0,1,0,2
James F Berardinelli,,,,,,,,,,,,,,,0,1,2,1,3,2,3,2,3,4,3,2,1,4,6,0,1,3,3,3,2,5,3,2,2,1,1,0,0,0,2
Kai Scott,,,,,,,,,,,,,,,,0,4,7,7,4,4,6,3,2,3,5,5,3,0,3,2,4,5,3,2,1,3,2,2,3,2,1,2,1,2
Marissa Brumbach,,,,,,,,,,,,,,,,,1,8,3,2,4,5,2,2,6,5,3,5,2,1,5,3,1,3,4,1,1,4,1,4,3,3,2,1,2
Mia Roberts Perez,,,,,,,,,,,,,,,,,,1,5,2,6,5,2,3,6,3,3,4,0,2,2,3,1,2,2,0,2,3,2,4,1,3,2,2,2
Abbe Fletman,,,,,,,,,,,,,,,,,,,0,6,8,6,2,1,3,1,1,1,2,3,2,2,3,2,1,0,2,2,1,1,2,1,2,1,2
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,0,5,2,3,1,2,1,4,1,2,2,2,2,4,3,2,1,2,1,2,0,2,1,0,1,2
Daine Grey Jr,,,,,,,,,,,,,,,,,,,,,0,5,2,3,2,2,1,1,0,2,2,3,1,1,1,0,1,2,2,2,3,2,3,1,2
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,,,,0,3,3,4,3,1,1,2,4,3,2,1,0,2,2,1,2,2,1,3,1,3,1,2
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,,,0,3,2,1,2,3,3,8,1,1,2,4,0,4,1,2,4,0,2,1,0,1,2
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,0,5,3,1,3,1,2,1,4,2,2,1,3,5,3,3,3,2,0,1,1,2
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,1,1,1,3,2,1,2,2,3,7,2,1,0,1,1,2,2
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,2,0,2,2,2,1,3,3,1,3,2,3,1,1,1,0,2
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,1,1,2,3,4,1,0,2,0,0,2,2,1,0,0,2
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,2,1,1,2,4,2,2,6,5,0,1,0,0,2
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5,0,1,3,2,4,1,1,2,0,2,1,0,0,2
Chris Mallios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,2,0,1,0,1,3,0,3,0,1,1,2
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,4,0,1,1,0,1,3,1,0,0,2
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,0,0,3,2,2,3,3,1,1,0,2
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,0,1,1,1,0,0,0,0,0,2
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,1,0,0,1,1,0,0,2
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,2,1,0,0,0,2
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,4,1,1,0,0,1,2
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,2,1,0,0,1,2
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,1,1,2
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,1,1,2
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,2
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,2
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,2
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,68,29,25,24,24,22,20,18,18,18,17,16,15,15,15,15,15,15,14,14,14,14,13,12,12,11,11,11,11,10,10,10,10,10,9,8,8,8,8,8,8,4,3,3,2
,Sheriff - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
,Jewell Williams,Tracy B Roman,Mia Roberts Perez,Ken Powell,Brian T Ortelere,Jennifer Schultz,Scott Diclaudio,Lynne M Summers,Stephanie M Sawyer,Vincent Furlong,Michael Fanning,Jon Marshall,Leon Goodman,Marissa Brumbach,Vincent N Melchiorre,Chris Mallios,Deborah Watson Stokes,Lyris Younge,Rania Major,Thomas Martin,Betsy Wahl,Daine Grey Jr,Rainy Papademetriou,Wayne M D Bennett,Abbe Fletman,Edward William Louden Jr,James F Berardinelli,Joshua Hill,Jodi Lobel,Sherman Toppin,Franklin A Bennett Iii,Stella Tsai,Anthony Kyriakakis,Chris Mccabe,Frances Fattah,Kai Scott,Leon A King Ii,Sandjai Weaver,Vince Giusini,William J Ciancaglini,Tangie M Boston,Lucretia Clemons,Shanese Johnson,Starr Marshall Cash,3
Jewell Williams,7,18,13,12,9,9,12,12,11,8,6,6,9,11,6,5,10,7,8,8,8,6,5,6,5,5,5,6,6,6,6,6,5,5,4,5,4,4,5,4,4,3,2,1,3
Tracy B Roman,,0,7,9,4,8,9,8,7,8,2,6,6,6,3,4,7,5,4,2,6,6,4,2,3,4,2,2,4,1,0,3,4,2,0,2,1,3,2,3,1,2,2,1,3
Mia Roberts Perez,,,1,5,3,5,3,5,5,5,1,3,3,5,2,2,5,2,3,3,4,2,3,3,2,2,3,5,3,3,0,3,1,4,4,3,3,2,1,3,0,1,1,1,3
Ken Powell,,,,0,3,3,9,3,2,4,2,5,5,2,2,4,2,6,3,3,2,3,4,3,4,3,2,2,1,3,1,1,3,0,1,2,2,2,2,2,1,0,1,0,3
Brian T Ortelere,,,,,0,2,5,2,0,4,4,3,2,1,3,2,1,3,4,2,0,3,5,2,3,2,5,2,1,3,4,2,0,0,1,3,2,2,1,2,2,0,1,0,3
Jennifer Schultz,,,,,,2,3,7,8,6,0,2,2,7,1,1,8,2,3,2,6,4,2,1,4,1,1,2,5,0,1,3,2,3,1,1,0,1,1,1,1,2,1,1,3
Scott Diclaudio,,,,,,,0,2,2,4,3,6,4,3,3,2,2,8,4,5,0,4,4,3,3,4,4,1,1,4,3,1,1,0,0,2,3,3,4,4,3,0,3,0,3
Lynne M Summers,,,,,,,,0,9,2,0,2,4,7,0,2,7,3,4,2,6,4,1,2,1,0,1,3,6,2,1,3,3,3,3,1,2,2,1,0,2,3,1,1,3
Stephanie M Sawyer,,,,,,,,,0,4,1,0,1,7,1,1,8,1,3,2,5,2,0,0,1,1,1,2,5,1,0,3,2,4,1,1,1,1,0,0,2,2,2,1,3
Vincent Furlong,,,,,,,,,,1,1,3,3,2,2,1,3,1,1,1,2,3,3,1,4,1,3,2,1,1,0,2,2,2,1,1,1,2,1,3,0,0,2,0,3
Michael Fanning,,,,,,,,,,,1,1,0,0,7,6,0,2,2,2,1,1,3,3,1,2,3,1,0,2,3,2,1,0,0,1,1,0,1,0,2,0,0,0,3
