col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,division
Lyris Younge,,,,,,,,,72,"1,327","1,292","1,124","1,081","1,142",931,576,839,848,569,479,508,591,637,366,375,663,341,249,244,235,280,443,330,311,255,197,158,201,169,235,203,247,168,160,134,155,182,119,127,87,102,All
Ken Powell,,,,,,,,,,42,"1,218",934,"1,015","1,147",810,672,702,833,441,311,573,596,644,342,348,649,279,220,282,236,197,440,345,238,279,236,161,203,118,143,175,169,137,215,188,116,125,91,79,113,108,All
Tracy B Roman,,,,,,,,,,,42,822,896,"1,104",773,628,653,716,386,345,488,542,501,423,320,571,353,201,273,249,230,457,243,288,247,213,134,186,169,194,232,174,195,195,151,123,82,106,94,100,91,All
Kai Scott,,,,,,,,,,,,50,"1,032",702,"1,034",446,909,832,568,576,224,613,740,295,408,679,351,282,231,217,312,166,355,338,214,177,176,274,165,274,239,244,215,126,149,153,185,150,141,114,99,All
Daine Grey Jr,,,,,,,,,,,,,15,789,879,441,750,917,453,393,306,561,623,335,329,620,277,218,242,279,209,230,351,263,292,240,138,217,136,193,175,199,191,223,149,137,135,103,111,81,79,All
Scott Diclaudio,,,,,,,,,,,,,,36,632,498,594,679,272,161,455,490,551,252,182,580,168,134,158,210,133,383,263,116,184,243,132,129,92,101,118,139,87,188,88,122,67,56,47,78,83,All
Stephanie M Sawyer,,,,,,,,,,,,,,,18,321,783,675,487,494,193,592,644,273,323,629,340,224,178,143,227,106,289,310,153,113,115,180,184,250,176,190,202,66,123,92,131,148,149,99,102,All
Leon Goodman,,,,,,,,,,,,,,,,58,248,215,378,388,499,154,145,325,431,109,300,217,277,223,190,412,287,268,269,258,147,216,110,140,198,183,150,196,186,133,102,111,94,113,73,All
Mia Roberts Perez,,,,,,,,,,,,,,,,,12,674,387,377,126,525,607,251,221,578,254,192,143,183,251,105,223,209,127,102,142,154,167,221,176,163,217,68,106,92,151,93,126,38,60,All
Abbe Fletman,,,,,,,,,,,,,,,,,,9,255,201,180,487,664,291,165,610,135,196,121,213,156,125,217,106,160,213,152,99,110,164,74,110,163,163,86,93,93,37,38,50,67,All
Frances Fattah,,,,,,,,,,,,,,,,,,,41,446,169,149,167,272,364,189,374,149,264,142,243,164,329,327,209,107,90,196,141,197,224,184,161,90,163,87,117,129,110,126,62,All
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,22,143,159,165,276,341,103,359,203,203,166,295,131,206,330,183,143,114,227,179,225,225,183,188,79,150,79,165,170,155,92,50,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,50,264,81,224,175,108,171,238,317,316,241,367,154,122,195,170,211,97,198,57,94,96,51,163,93,76,51,40,41,65,69,All
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,4,505,93,125,531,106,245,239,198,205,48,104,90,96,81,195,75,192,57,90,95,61,69,67,62,103,55,68,67,68,All
Chris Mallios,,,,,,,,,,,,,,,,,,,,,,,3,116,100,576,73,137,63,106,86,43,156,53,56,110,103,73,63,118,35,74,96,67,63,85,108,24,63,35,34,All
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,,,,,18,205,65,306,138,174,247,178,217,195,197,237,231,145,121,187,223,185,128,181,219,123,117,88,80,88,67,71,All
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,26,89,255,146,190,123,194,156,252,249,191,126,120,175,97,133,171,158,150,87,155,89,80,113,76,89,55,All
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,,2,76,141,76,65,85,53,138,61,83,73,72,57,49,54,52,62,73,30,41,70,73,31,26,45,88,All
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,,,,,17,188,234,145,251,143,197,301,195,112,106,140,180,186,232,160,142,82,154,89,87,126,103,88,64,All
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,233,243,279,62,88,122,105,86,226,95,222,154,102,118,123,49,76,65,85,50,57,42,77,All
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,275,296,152,177,167,183,106,249,106,241,94,137,144,77,89,130,105,77,59,54,85,48,All
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,291,135,99,95,162,236,288,91,246,113,104,76,126,193,64,61,45,47,38,43,44,All
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,81,106,188,110,76,235,115,305,161,156,107,173,50,82,50,99,98,92,59,41,All
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,131,106,159,143,68,89,47,70,86,80,53,137,82,93,54,45,33,55,39,All
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,147,153,124,113,129,86,101,131,113,84,113,111,134,82,81,49,122,51,All
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,143,64,72,153,135,146,200,116,134,50,123,70,63,108,94,66,60,All
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,177,80,104,77,91,117,104,67,153,108,92,79,58,52,61,59,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,103,98,60,63,62,86,86,209,81,105,55,46,28,52,56,All
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,63,227,111,56,79,94,60,58,104,68,29,25,42,52,All
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,70,79,130,90,122,73,66,86,43,71,53,59,36,All
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,167,116,54,107,35,63,68,62,58,62,37,20,All
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,122,70,155,45,61,89,79,60,68,38,48,All
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,80,120,80,78,64,50,105,69,79,42,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,81,67,85,67,92,42,68,51,41,All
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,52,52,68,69,81,50,34,33,All
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,53,67,32,30,25,54,29,All
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,65,53,53,40,59,38,All
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,61,38,27,43,48,All
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35,67,36,50,All
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,45,51,26,All
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,29,All
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,28,All
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"3,007","2,289","2,168","1,030",823,777,505,449,"2,352","2,121","2,058","1,974","1,806","1,732","1,572","1,481","1,354","1,332","1,249","1,122","1,095","1,011",958,948,945,914,891,850,824,811,809,780,760,748,689,618,592,589,582,579,549,529,500,472,411,397,380,329,299,291,251,All
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,1
,Lyris Younge,Ken Powell,Tracy B Roman,Scott Diclaudio,Daine Grey Jr,Abbe Fletman,Kai Scott,Stephanie M Sawyer,Mia Roberts Perez,Vincent N Melchiorre,Chris Mallios,Jon Marshall,Michael Fanning,Leon Goodman,Lynne M Summers,Wayne M D Bennett,Frances Fattah,Jennifer Schultz,Edward William Louden Jr,Brian T Ortelere,Deborah Watson Stokes,Jodi Lobel,Rania Major,Sandjai Weaver,Shanese Johnson,Sherman Toppin,Thomas Martin,Vince Giusini,Chris Mccabe,James F Berardinelli,Lucretia Clemons,Vincent Furlong,Anthony Kyriakakis,Franklin A Bennett Iii,Marissa Brumbach,Rainy Papademetriou,Betsy Wahl,Joshua Hill,Leon A King Ii,Stella Tsai,Tangie M Boston,William J Ciancaglini,Starr Marshall Cash,Sharon Williams Losier,Joffie C Pittman,Christine Hope,Daniel R Sulman,Matthew Perks,Gary S Silver,Christian Dicicco,Franklin A Bennett Iii,1
Lyris Younge,1,28,27,25,17,21,20,19,17,16,17,6,13,4,3,2,4,2,2,1,1,1,1,1,2,2,0,2,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,29,29,22,4,2,3,2,1,1
Ken Powell,,0,28,24,20,20,17,16,15,17,14,8,11,8,3,2,1,2,1,3,3,3,2,3,3,2,2,1,3,3,3,1,0,2,1,0,0,2,0,1,0,0,0,28,25,20,2,3,3,3,1,1
Tracy B Roman,,,3,26,16,18,15,15,13,15,14,6,12,4,1,1,1,1,1,2,0,0,2,1,2,0,0,0,0,1,0,2,0,2,0,1,0,1,0,0,1,0,0,27,24,19,1,3,0,0,2,1
Scott Diclaudio,,,,1,13,15,14,14,12,14,13,4,11,3,0,1,1,0,1,1,0,0,2,1,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,1,0,0,23,22,16,0,4,0,0,2,1
Daine Grey Jr,,,,,0,19,18,14,14,14,14,5,10,6,3,4,4,1,1,3,3,3,2,4,3,2,1,3,2,2,3,2,0,1,1,0,0,1,0,1,0,0,0,15,17,22,1,0,1,2,1,1
Abbe Fletman,,,,,,0,16,16,13,16,16,4,11,3,4,3,3,2,1,2,2,1,0,0,3,3,1,2,2,0,1,2,1,1,2,0,1,1,0,0,0,0,0,16,19,22,4,0,1,3,1,1
Kai Scott,,,,,,,0,17,16,14,16,4,12,2,2,5,4,2,3,2,2,3,4,5,2,4,0,3,2,1,2,0,1,0,1,1,1,0,1,2,0,0,0,16,18,18,3,0,1,2,0,1
Stephanie M Sawyer,,,,,,,,0,16,18,16,2,14,3,4,2,3,2,2,1,1,2,4,3,3,4,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,17,19,17,4,0,1,2,2,1
Mia Roberts Perez,,,,,,,,,0,13,14,1,13,4,2,1,2,2,0,1,2,2,2,3,2,1,1,1,1,2,2,1,1,0,1,1,2,0,2,1,0,0,0,17,16,16,2,0,1,1,1,1
Vincent N Melchiorre,,,,,,,,,,0,16,2,12,1,1,1,1,0,0,0,1,0,1,1,2,1,1,0,1,1,1,1,0,2,0,0,0,1,0,0,0,0,0,14,16,15,2,1,2,2,1,1
Chris Mallios,,,,,,,,,,,0,2,12,0,1,2,1,1,1,0,1,0,1,1,2,1,0,2,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,14,17,16,2,0,1,1,0,1
Jon Marshall,,,,,,,,,,,,4,1,4,2,1,0,1,1,3,0,1,1,0,2,1,1,1,2,0,0,1,1,0,1,1,0,1,0,1,0,0,0,8,7,5,1,3,1,1,0,1
Michael Fanning,,,,,,,,,,,,,0,2,0,1,0,0,0,2,0,0,1,0,1,1,0,0,0,1,0,2,0,1,0,2,0,0,1,1,1,0,0,13,12,13,1,1,0,1,1,1
Leon Goodman,,,,,,,,,,,,,,0,3,2,2,3,1,4,2,3,3,2,3,1,2,1,2,3,2,2,0,2,1,1,1,1,0,1,1,0,0,6,5,7,1,3,2,1,2,1
Lynne M Summers,,,,,,,,,,,,,,,1,3,3,3,2,2,2,3,2,1,2,4,2,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,3,3,5,3,0,1,3,1,1
Wayne M D Bennett,,,,,,,,,,,,,,,,0,3,2,2,2,2,1,3,2,2,3,0,4,2,1,2,1,1,1,1,1,1,0,0,1,1,0,0,2,3,4,3,1,1,2,1,1
Frances Fattah,,,,,,,,,,,,,,,,,1,2,2,0,1,1,2,2,1,2,2,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,4,4,1,1,0,1,1,1
Jennifer Schultz,,,,,,,,,,,,,,,,,,1,1,1,0,1,2,1,2,1,1,1,1,0,0,1,1,0,1,0,2,1,0,0,0,0,0,3,2,5,3,0,1,0,0,1
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,3,0,1,2,2,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0,1,0,1
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,1,0,1,2,0,2,2,1,1,2,1,0,2,0,1,1,2,0,1,1,2,1,0,0,3,1,4,2,1,1,2,1,1
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,2,2,0,2,0,2,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,1
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,0,2,4,0,3,1,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1,0,1
Rania Major,,,,,,,,,,,,,,,,,,,,,,,0,3,2,2,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,3,3,4,1,1,1,0,1,1
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,1
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,4,3,4,2,0,2,0,0,1
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,3,2,3,0,0,4,0,1
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,2,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,2,2,0,2,1,2,0,1
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,1,0,2,0,1,0,0,1,0,0,0,1,2,3,1,0,1,1,0,1
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,1,2,0,1,1,0,1,0,0,0,1,2,3,1,1,2,2,0,1
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,2,0,1,0,1,0,0,1,0,0,0,0,1,0,2,1,1,1,1
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,0,1,0,0,1,0,3,1,1,0,0,1,1
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,0,1,0,0,0,1,2,0,2,1,1,2,1
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,2,2,1,0,0,1,0,1
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,1
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,2,0,0,1,0,1,1,1,1
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,1,1,0,1,1,0,1
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,1,0,0,1,1
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,1
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1
Sharon Williams Losier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24,19,2,2,3,1,1,1
Joffie C Pittman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,4,3,2,2,1,1
Christine Hope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,1,2,2,1
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,2,0,1
Matthew Perks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1
Gary S Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,45,38,35,31,26,25,25,25,22,19,18,17,15,12,10,10,9,8,7,6,6,6,6,6,6,6,5,5,4,4,4,4,3,3,3,3,2,2,2,2,1,1,0,41,37,32,8,8,7,5,4,1
,Judge Of The Municipal Court - Democrat,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,Sharon Williams Losier,Joffie C Pittman,Christine Hope,Matthew Perks,Gary S Silver,Christian Dicicco,Franklin A Bennett Iii,Daniel R Sulman,Lyris Younge,Ken Powell,Daine Grey Jr,Tracy B Roman,Kai Scott,Scott Diclaudio,Stephanie M Sawyer,Mia Roberts Perez,Leon Goodman,Michael Fanning,Abbe Fletman,Chris Mallios,Vincent N Melchiorre,Lynne M Summers,Frances Fattah,Deborah Watson Stokes,Jennifer Schultz,Edward William Louden Jr,Wayne M D Bennett,Jon Marshall,Leon A King Ii,Shanese Johnson,Rania Major,Vincent Furlong,Sherman Toppin,Thomas Martin,Sandjai Weaver,Stella Tsai,Starr Marshall Cash,Betsy Wahl,Brian T Ortelere,Chris Mccabe,Joshua Hill,Lucretia Clemons,Marissa Brumbach,Tangie M Boston,James F Berardinelli,Rainy Papademetriou,Vince Giusini,Franklin A Bennett Iii,Jodi Lobel,Anthony Kyriakakis,William J Ciancaglini,2
Sharon Williams Losier,6,35,29,16,6,6,5,3,42,36,32,40,28,32,30,30,24,19,17,20,18,12,10,14,9,8,10,8,5,10,9,4,7,3,4,7,6,4,1,5,4,5,5,3,1,2,3,4,3,1,0,2
Joffie C Pittman,,3,22,7,3,3,3,0,36,27,27,27,26,28,25,23,12,14,15,18,15,4,8,8,3,6,4,6,7,2,2,4,6,2,3,4,4,2,1,5,1,1,1,2,1,1,1,0,3,1,0,2
Christine Hope,,,1,10,6,5,3,1,28,23,30,22,25,18,25,26,8,16,17,17,15,12,8,10,8,5,8,4,7,8,9,4,6,4,2,4,6,3,3,5,1,3,2,3,2,4,0,2,1,0,0,2
Matthew Perks,,,,1,2,3,5,2,13,10,9,14,5,6,5,6,12,2,2,1,2,7,6,7,5,9,4,7,4,5,4,3,3,6,2,3,2,4,2,2,3,4,3,2,1,1,0,2,1,0,0,2
Gary S Silver,,,,,0,5,2,1,7,8,11,5,4,6,3,4,3,4,6,3,2,6,7,0,7,3,9,4,3,5,3,4,1,4,1,1,2,1,3,0,1,0,2,0,2,1,3,1,2,1,0,2
Christian Dicicco,,,,,,0,1,1,9,8,7,5,9,4,7,8,4,4,5,4,4,2,8,2,4,1,8,5,4,3,5,3,2,2,1,2,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,2
Franklin A Bennett Iii,,,,,,,0,0,4,3,5,3,5,3,4,1,8,2,0,1,3,5,5,6,4,3,3,2,7,5,3,3,1,3,1,2,2,2,0,1,4,0,2,3,0,1,1,2,2,0,0,2
Daniel R Sulman,,,,,,,,0,3,1,1,3,1,0,2,1,0,2,0,0,0,2,0,3,1,0,1,1,0,2,2,1,1,0,1,2,0,1,1,0,0,2,2,1,0,0,1,1,0,0,0,2
Lyris Younge,,,,,,,,,1,37,34,37,32,35,29,30,13,19,19,22,22,11,10,11,6,8,11,8,8,6,4,6,7,2,3,3,6,2,3,5,4,3,4,2,2,2,2,3,1,0,0,2
Ken Powell,,,,,,,,,,1,25,31,23,33,25,25,15,18,20,19,19,8,11,5,7,8,12,11,8,6,6,6,0,3,1,2,1,1,1,1,3,3,2,0,2,1,1,3,0,0,0,2
Daine Grey Jr,,,,,,,,,,,1,26,28,22,26,28,12,15,21,19,18,9,12,11,8,3,11,3,9,7,6,7,9,7,4,6,6,4,4,4,4,3,4,5,3,3,3,2,2,1,0,2
Tracy B Roman,,,,,,,,,,,,1,17,29,20,24,16,13,16,14,16,12,5,8,9,8,8,6,6,7,9,3,3,5,3,6,1,3,2,1,4,3,4,3,2,2,2,3,1,1,0,2
Kai Scott,,,,,,,,,,,,,0,22,32,26,8,20,16,22,21,8,9,10,3,2,7,4,7,5,5,5,6,1,7,3,6,2,1,5,2,2,2,3,0,2,1,2,2,0,0,2
Scott Diclaudio,,,,,,,,,,,,,,0,21,22,11,13,19,18,20,6,6,4,5,6,6,8,5,2,3,3,0,0,1,1,1,0,2,0,1,2,1,1,2,2,2,1,1,0,0,2
Stephanie M Sawyer,,,,,,,,,,,,,,,0,27,9,20,17,22,21,7,8,13,5,2,6,3,6,7,5,4,8,1,6,5,5,2,1,5,1,4,1,3,1,1,0,2,0,0,0,2
Mia Roberts Perez,,,,,,,,,,,,,,,,0,9,18,19,23,20,9,10,8,7,2,9,2,5,4,7,1,5,3,1,3,5,4,1,5,2,5,2,2,0,2,1,0,1,0,0,2
Leon Goodman,,,,,,,,,,,,,,,,,1,4,1,1,2,7,9,9,7,8,5,9,8,7,8,5,3,5,3,5,2,4,0,1,4,2,3,4,1,3,1,2,3,1,0,2
Michael Fanning,,,,,,,,,,,,,,,,,,0,11,17,14,3,3,5,2,1,5,4,2,4,4,4,5,1,2,2,4,0,2,4,0,1,2,0,0,0,2,1,1,0,0,2
Abbe Fletman,,,,,,,,,,,,,,,,,,,0,17,17,4,5,0,3,1,7,2,3,0,1,2,0,2,0,1,0,0,4,0,0,1,0,0,3,1,2,0,0,0,0,2
Chris Mallios,,,,,,,,,,,,,,,,,,,,0,19,1,4,4,1,1,4,0,2,1,0,0,4,0,0,1,5,0,0,4,1,1,0,0,0,0,0,0,0,0,0,2
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,0,3,4,1,0,0,4,0,3,1,0,2,1,1,2,2,0,0,0,0,2,1,1,1,0,0,0,1,0,0,0,2
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,1,5,6,7,5,9,2,5,9,8,1,2,4,3,2,2,2,2,1,3,2,4,4,1,2,3,4,1,0,0,2
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,1,5,3,2,10,4,8,8,3,5,1,6,2,2,1,3,0,1,1,2,1,2,0,1,0,0,2,1,0,2
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,,,0,5,3,2,2,6,8,4,4,6,2,4,5,5,3,1,6,2,3,2,5,1,1,0,2,1,0,0,2
