col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,division
Leon Goodman,,,,,,,,,,,,,,,,,,,0,10,10,7,5,5,4,1,5,1,7,4,4,7,2,3,1,5,5,3,1,3,3,3,0,10,13,10,12,10,7,5,4,1
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,0,14,7,3,1,2,4,2,6,4,4,4,4,2,1,1,7,1,2,5,2,1,0,0,17,5,4,8,16,11,5,3,1
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,0,7,4,4,2,3,6,5,4,4,5,6,2,3,1,5,3,4,5,3,2,1,0,11,7,5,8,12,12,6,4,1
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,0,7,4,5,9,4,4,4,2,3,2,5,4,5,3,2,4,1,4,3,1,1,7,15,10,10,13,6,6,0,1
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,1,1,11,8,3,1,3,5,2,2,3,4,5,2,1,2,1,4,1,2,2,10,10,11,9,5,8,2,2,1
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,0,0,3,1,1,0,1,2,1,1,2,2,2,1,2,1,0,15,13,13,6,4,3,4,1,1
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,,,0,10,3,1,4,2,3,1,6,4,6,2,2,4,2,2,1,2,2,9,13,14,6,4,7,3,3,1
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,3,3,2,1,1,5,2,4,2,2,2,1,3,0,2,1,7,13,12,7,5,7,3,1,1
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,3,4,9,2,3,1,2,1,3,2,1,1,0,1,2,8,10,5,7,3,5,2,1
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,5,2,2,3,2,2,1,2,3,0,0,0,0,6,3,4,6,8,7,4,2,1
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,2,2,4,3,3,0,2,2,2,0,5,5,1,5,5,4,3,1,1
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,4,0,1,0,1,0,2,2,1,0,0,0,8,7,8,8,4,3,2,0,1
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,3,2,3,1,3,4,0,3,0,0,1,5,5,6,6,7,2,4,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,2,2,3,2,2,0,0,0,4,5,8,3,4,5,4,1,1
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,1,2,1,0,1,1,0,4,6,9,3,4,5,3,2,1
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0,3,0,4,3,0,2,6,6,2,3,7,2,1,1
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,3,0,1,1,2,2,5,7,8,2,3,6,2,1,1
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,3,1,0,0,5,5,0,3,8,5,2,1,1
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0,1,1,2,5,0,3,3,2,3,3,1
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,0,0,0,1,5,3,1,4,4,7,2,1
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,2,2,3,3,2,7,4,2,1
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,5,2,3,3,4,2,0,1
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,2,5,4,2,1,3,1,2,1
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,5,3,3,0,3,0,1,1
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,3,2,1,0,0,0,0,1
Joffie C Pittman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,31,36,21,27,8,2,2,1
Christine Hope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,47,13,7,10,6,3,1
Sharon Williams Losier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,3,12,4,3,1
Matthew Perks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21,8,4,3,1
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,5,1,1
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,5,1
Gary S Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,102,93,78,66,60,58,55,54,50,47,45,45,43,41,34,33,33,32,31,29,29,26,26,24,23,19,17,17,16,16,14,13,13,13,12,11,9,9,9,8,7,6,3,83,67,62,51,48,38,17,10,1
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,2
,Abbe Fletman,Rainy Papademetriou,Kai Scott,Ken Powell,Chris Mallios,Mia Roberts Perez,Stella Tsai,Daine Grey Jr,Betsy Wahl,Leon Goodman,Tracy B Roman,Brian T Ortelere,Vincent N Melchiorre,Lyris Younge,Scott Diclaudio,Stephanie M Sawyer,Chris Mccabe,Jennifer Schultz,Lucretia Clemons,Anthony Kyriakakis,Michael Fanning,Deborah Watson Stokes,Thomas Martin,Marissa Brumbach,Lynne M Summers,James F Berardinelli,Jon Marshall,Leon A King Ii,Rania Major,Frances Fattah,Jodi Lobel,Vincent Furlong,Joshua Hill,Sandjai Weaver,Wayne M D Bennett,Vince Giusini,Edward William Louden Jr,Shanese Johnson,William J Ciancaglini,Sherman Toppin,Franklin A Bennett Iii,Starr Marshall Cash,Tangie M Boston,Sharon Williams Losier,Joffie C Pittman,Christine Hope,Matthew Perks,Daniel R Sulman,Christian Dicicco,Franklin A Bennett Iii,Gary S Silver,2
Abbe Fletman,0,41,53,34,42,41,28,31,24,14,22,23,23,22,23,23,19,18,20,22,21,7,16,7,7,6,6,11,3,6,6,5,6,4,5,5,4,2,3,2,2,0,1,35,48,33,34,25,14,2,1,2
Rainy Papademetriou,,8,33,16,22,26,28,13,18,14,10,24,14,9,6,10,15,9,20,18,9,5,12,6,6,4,7,8,6,4,2,5,3,1,4,2,5,1,0,1,1,0,0,21,30,17,31,21,10,1,0,2
Kai Scott,,,0,28,38,41,26,23,21,8,15,19,21,16,11,24,16,11,19,19,20,8,16,7,5,4,2,10,3,3,7,2,5,4,4,4,2,1,1,3,1,0,0,25,43,23,30,24,9,1,1,2
Ken Powell,,,,0,24,23,15,28,14,14,25,11,15,23,25,18,8,13,5,13,21,4,7,3,3,8,8,8,1,3,5,5,3,3,2,2,6,2,4,3,0,1,0,33,34,25,15,9,11,1,3,2
Chris Mallios,,,,,1,30,18,19,17,6,10,11,16,11,11,21,11,5,10,16,18,3,7,3,0,6,2,6,0,2,5,0,2,1,1,2,0,0,1,0,0,0,0,18,32,16,20,19,9,0,0,2
Mia Roberts Perez,,,,,,0,24,25,18,6,18,14,17,15,14,22,9,9,14,15,17,9,7,7,7,2,4,7,6,6,5,2,3,4,3,4,1,2,1,2,2,1,1,26,37,26,18,17,6,2,0,2
Stella Tsai,,,,,,,1,12,20,11,9,12,6,8,6,12,8,17,11,16,8,8,6,9,8,3,2,8,9,8,7,5,6,5,3,2,0,4,1,1,0,2,1,19,27,18,20,16,8,3,2,2
Daine Grey Jr,,,,,,,,1,8,8,21,9,10,20,21,16,5,9,4,10,15,8,2,3,4,6,7,7,5,3,5,4,1,4,1,2,4,3,4,2,2,2,0,30,27,30,5,5,8,2,1,2
Betsy Wahl,,,,,,,,,0,9,8,9,8,3,4,14,12,15,14,12,8,16,7,10,8,5,5,4,7,6,6,2,5,5,2,2,0,3,1,1,2,0,1,17,23,13,18,17,7,1,1,2
Leon Goodman,,,,,,,,,,4,8,7,2,6,7,4,8,10,6,11,6,4,4,4,2,4,9,6,3,1,5,7,2,2,3,2,6,1,2,2,1,1,0,17,14,12,11,4,9,1,3,2
Tracy B Roman,,,,,,,,,,,0,8,11,24,25,11,3,12,7,3,10,5,4,7,10,4,7,1,6,6,0,5,0,4,4,3,6,3,1,1,0,0,0,30,24,27,6,4,7,1,1,2
Brian T Ortelere,,,,,,,,,,,,1,9,4,3,7,14,6,14,9,3,5,10,5,5,2,4,5,6,3,2,1,1,3,1,2,2,1,0,1,1,0,0,13,17,12,15,9,4,1,2,2
Vincent N Melchiorre,,,,,,,,,,,,,1,10,9,14,13,3,10,5,15,4,10,2,1,1,1,0,3,0,1,3,2,0,1,1,0,1,1,0,0,0,0,12,19,16,14,9,2,2,2,2
Lyris Younge,,,,,,,,,,,,,,0,23,10,1,10,6,3,10,4,5,5,5,3,5,3,4,2,3,3,1,4,2,3,5,3,1,2,0,1,0,26,25,23,7,4,5,1,0,2
Scott Diclaudio,,,,,,,,,,,,,,,0,9,3,10,2,4,10,1,3,3,5,7,8,3,2,3,1,4,0,1,3,3,5,2,2,0,0,0,1,26,19,23,6,1,7,1,1,2
Stephanie M Sawyer,,,,,,,,,,,,,,,,0,7,9,12,8,16,8,5,5,5,3,1,1,4,5,4,2,3,1,2,1,0,3,1,1,0,2,1,17,23,16,11,13,5,2,0,2
Chris Mccabe,,,,,,,,,,,,,,,,,0,5,11,7,6,4,13,0,2,2,2,4,4,3,3,2,2,0,2,1,0,1,1,0,1,0,0,8,12,5,14,9,5,3,0,2
Jennifer Schultz,,,,,,,,,,,,,,,,,,0,7,11,3,11,6,10,8,6,6,7,6,8,7,6,6,6,3,2,4,3,2,2,0,2,2,19,18,15,12,9,7,3,2,2
Lucretia Clemons,,,,,,,,,,,,,,,,,,,0,9,3,10,10,11,8,1,1,4,5,4,6,1,0,2,3,3,1,3,1,2,0,0,1,11,14,12,16,13,5,1,0,2
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,0,5,4,4,4,0,6,3,8,1,3,6,4,4,1,6,1,2,1,2,3,0,1,0,7,18,9,14,13,7,2,2,2
Michael Fanning,,,,,,,,,,,,,,,,,,,,,0,3,3,2,0,2,1,6,0,3,0,2,3,0,1,1,0,0,0,0,0,0,0,19,18,18,5,5,5,0,1,2
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,0,2,10,8,4,4,2,8,5,6,1,2,5,2,2,0,4,2,1,2,1,1,15,11,15,5,7,3,1,1,2
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,0,2,3,1,2,2,1,1,2,3,1,0,1,1,0,1,0,0,0,0,0,6,11,6,12,8,2,1,0,2
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,0,10,1,2,4,7,7,4,0,0,1,2,2,1,1,0,2,0,0,2,12,9,14,4,5,5,0,1,2
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,2,7,7,1,0,0,2,2,1,1,4,0,1,1,0,2,14,8,13,1,4,3,0,1,2
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,2,0,0,1,2,3,2,4,5,2,1,2,0,0,0,0,4,6,4,6,5,3,0,1,2
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,5,1,0,4,1,2,2,2,5,1,0,0,2,0,1,10,7,6,7,1,5,0,2,2
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,5,3,1,2,2,1,2,1,0,2,1,0,0,1,12,6,9,2,3,6,0,1,2
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,3,0,0,4,1,2,0,4,0,0,2,1,2,13,6,11,2,3,3,1,1,2
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,2,1,0,1,0,0,0,0,2,12,7,10,0,1,5,1,0,2
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,1,0,1,3,1,0,1,1,5,8,5,5,5,3,1,0,2
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,3,1,3,1,1,1,0,1,0,5,4,5,3,1,5,2,1,2
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,1,1,0,0,1,0,0,0,2,3,0,7,5,0,0,1,2
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,1,3,1,1,1,1,0,7,6,7,2,1,0,1,1,2
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,1,0,0,0,3,4,3,3,3,4,1,1,2
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,2,0,0,0,1,4,3,6,3,2,3,0,0,2
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,0,5,4,2,5,1,3,0,1,2
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,2,0,5,3,4,0,3,2,2,0,2
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,3,2,3,0,0,4,1,0,2
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,3,1,2,1,1,1,1,2
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,2,1,1,0,0,0,0,2
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,0,0,1,2,0,2
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,0,0,2,0,0,2
Sharon Williams Losier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,32,45,9,5,16,2,2,2
Joffie C Pittman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,27,23,4,1,2,2
Christine Hope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,3,11,1,2,2
Matthew Perks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,4,1,2,2
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,0,2
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,2
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
Gary S Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,80,66,61,52,50,50,47,41,39,37,37,36,36,34,33,33,32,31,31,29,28,21,21,19,16,15,15,15,15,14,13,10,9,9,9,8,7,7,5,4,2,2,2,67,66,60,49,36,28,5,4,2
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,3
,Abbe Fletman,Rainy Papademetriou,Betsy Wahl,Kai Scott,Chris Mallios,Mia Roberts Perez,Tracy B Roman,Stephanie M Sawyer,Lucretia Clemons,Stella Tsai,Jennifer Schultz,Scott Diclaudio,Daine Grey Jr,Anthony Kyriakakis,Ken Powell,Marissa Brumbach,Jodi Lobel,Vincent N Melchiorre,Brian T Ortelere,Deborah Watson Stokes,Lynne M Summers,Chris Mccabe,James F Berardinelli,Leon A King Ii,Leon Goodman,Lyris Younge,Joshua Hill,Michael Fanning,Thomas Martin,Edward William Louden Jr,Jon Marshall,Rania Major,Frances Fattah,Wayne M D Bennett,Shanese Johnson,Sherman Toppin,Vince Giusini,Vincent Furlong,Franklin A Bennett Iii,Sandjai Weaver,William J Ciancaglini,Starr Marshall Cash,Tangie M Boston,Christine Hope,Sharon Williams Losier,Joffie C Pittman,Matthew Perks,Christian Dicicco,Daniel R Sulman,Gary S Silver,Franklin A Bennett Iii,3
Abbe Fletman,0,24,26,31,24,25,10,22,14,19,14,10,17,8,10,11,10,17,13,11,6,8,7,7,3,7,8,9,4,1,2,4,4,3,6,3,3,5,1,3,0,1,0,21,21,25,19,7,12,6,0,3
Rainy Papademetriou,,2,26,17,19,18,6,14,19,19,13,4,7,15,3,13,12,12,10,10,5,8,8,8,3,2,6,9,7,0,4,1,2,2,1,3,1,3,0,2,4,3,1,15,11,15,15,7,10,4,0,3
Betsy Wahl,,,0,20,21,23,9,19,15,20,14,8,8,10,5,12,10,11,8,14,9,10,8,7,4,2,11,9,1,0,2,4,6,3,4,5,2,1,1,3,4,2,1,15,16,20,16,10,13,4,3,3
Kai Scott,,,,0,22,23,10,19,12,12,9,8,13,6,9,8,8,12,7,8,5,5,5,6,3,8,4,6,5,2,1,2,3,2,5,2,0,1,3,2,0,0,1,13,15,22,18,3,10,3,2,3
Chris Mallios,,,,,3,16,7,13,7,16,7,7,8,5,8,6,9,12,6,9,2,7,8,4,3,3,7,7,4,1,2,1,1,2,1,1,2,2,0,0,3,3,1,10,10,21,20,2,12,2,3,3
Mia Roberts Perez,,,,,,0,12,20,14,14,11,10,13,7,10,9,9,11,6,11,7,6,3,5,4,7,5,6,2,1,1,2,6,4,4,2,1,1,1,2,0,0,0,15,17,14,9,6,9,5,1,3
Tracy B Roman,,,,,,,1,12,7,6,10,21,11,3,14,11,3,4,5,6,12,6,6,4,9,13,3,4,2,10,5,6,7,4,6,3,5,3,4,3,4,1,2,23,24,17,7,9,4,3,1,3
Stephanie M Sawyer,,,,,,,,0,9,12,12,7,11,3,8,12,11,12,4,13,10,5,0,4,2,8,4,5,2,2,2,3,3,3,4,2,1,1,1,2,1,1,2,15,17,17,7,8,11,2,0,3
Lucretia Clemons,,,,,,,,,0,10,11,4,4,13,4,14,6,6,7,6,8,6,3,4,5,3,3,6,7,1,4,6,6,2,6,1,0,0,2,5,1,1,1,12,13,8,8,7,5,3,0,3
Stella Tsai,,,,,,,,,,0,12,4,4,6,4,9,10,8,6,11,7,7,3,4,4,1,4,4,2,1,2,4,2,0,4,1,2,3,0,1,1,2,2,14,10,16,13,6,7,0,1,3
Jennifer Schultz,,,,,,,,,,,0,7,7,3,4,12,6,3,7,10,12,6,7,4,4,2,6,0,3,2,3,6,5,2,4,3,2,6,1,3,2,2,2,19,14,9,7,9,7,8,1,3
Scott Diclaudio,,,,,,,,,,,,0,11,4,16,6,5,6,7,0,5,6,11,6,8,12,5,5,3,8,5,5,4,7,2,4,8,2,3,4,5,1,1,18,21,14,8,10,3,4,2,3
Daine Grey Jr,,,,,,,,,,,,,0,3,6,4,5,7,7,6,9,5,5,5,0,7,2,4,4,2,2,3,4,4,5,6,3,5,3,2,1,2,1,17,15,11,5,6,4,4,1,3
Anthony Kyriakakis,,,,,,,,,,,,,,2,2,7,4,2,4,4,4,3,4,3,3,1,2,4,7,0,4,2,1,3,2,4,4,1,0,1,2,3,1,7,7,5,6,8,2,0,0,3
Ken Powell,,,,,,,,,,,,,,,0,4,2,4,6,2,3,2,4,2,9,10,2,4,0,8,4,3,2,4,1,3,2,1,1,1,1,0,1,12,15,11,7,2,1,3,1,3
Marissa Brumbach,,,,,,,,,,,,,,,,0,10,1,2,11,9,4,3,3,3,2,3,3,5,2,3,6,4,1,5,2,1,0,2,3,3,2,1,14,12,10,8,7,6,2,0,3
Jodi Lobel,,,,,,,,,,,,,,,,,0,3,2,10,4,6,5,3,2,1,2,3,5,1,3,1,1,2,2,1,1,2,1,1,2,1,1,9,5,8,10,7,9,1,1,3
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,0,6,2,0,7,4,2,0,3,5,7,4,0,1,0,0,0,0,0,2,1,0,1,2,2,0,8,8,9,7,4,5,0,0,3
Brian T Ortelere,,,,,,,,,,,,,,,,,,,1,0,2,8,9,1,5,2,4,2,4,1,1,3,2,2,0,3,3,4,1,1,1,0,1,12,9,5,8,6,2,4,1,3
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,0,8,5,2,2,2,2,3,0,1,0,2,4,1,1,5,3,0,3,0,0,1,3,2,12,10,8,7,6,9,1,1,3
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,0,6,2,3,3,2,4,1,1,2,4,4,4,2,5,4,2,3,3,2,2,2,2,14,12,8,3,9,3,3,0,3
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,0,8,1,2,0,5,2,4,1,2,0,3,1,1,2,3,3,0,1,3,2,0,11,9,3,7,7,5,2,1,3
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,0,2,4,2,5,1,3,3,2,2,1,3,0,1,5,5,1,0,4,1,1,11,7,5,9,5,3,4,3,3
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,5,3,4,3,2,2,3,8,1,6,5,0,1,2,1,0,0,7,6,7,5,7,4,2,0,3
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,,0,7,2,0,0,8,5,1,1,1,0,0,2,1,1,1,1,0,1,5,8,5,7,4,1,2,0,3
