col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,division
Ken Powell,,,,,,,,,0,17,55,59,38,22,22,18,8,6,6,5,6,8,7,8,5,6,4,6,7,2,5,4,2,3,2,5,2,1,3,2,2,1,1,1,0,All
James F Berardinelli,,,,,,,,,,4,13,8,8,12,12,11,18,9,15,10,6,9,4,7,6,8,7,9,5,4,4,4,5,3,5,3,3,5,5,2,2,1,0,1,0,All
Rainy Papademetriou,,,,,,,,,,,0,43,29,25,19,7,8,10,7,4,8,5,6,8,5,6,2,4,1,3,4,5,5,5,2,0,2,5,2,1,0,1,0,1,1,All
Thomas Martin,,,,,,,,,,,,0,28,15,18,5,4,4,3,4,0,4,3,3,2,4,3,2,3,4,3,1,1,0,1,3,0,2,0,3,0,3,0,0,1,All
Michael Fanning,,,,,,,,,,,,,0,15,15,10,6,8,4,9,3,8,7,5,4,0,2,4,2,2,2,0,1,2,4,1,2,0,0,1,2,0,2,1,0,All
Abbe Fletman,,,,,,,,,,,,,,1,14,5,3,9,10,6,9,10,5,6,7,7,5,2,5,3,3,4,2,2,2,1,2,5,3,2,0,1,0,2,0,All
Brian T Ortelere,,,,,,,,,,,,,,,0,8,5,3,7,4,2,6,3,3,3,4,2,3,1,2,3,1,3,0,4,4,4,1,3,0,3,2,1,0,0,All
Jon Marshall,,,,,,,,,,,,,,,,0,6,5,3,6,1,6,4,6,2,2,3,5,8,0,2,2,3,1,2,4,3,0,1,0,0,1,1,1,0,All
Vincent Furlong,,,,,,,,,,,,,,,,,2,4,11,10,2,2,6,2,1,4,4,8,4,5,3,4,3,2,2,4,1,2,1,1,1,2,2,0,1,All
Betsy Wahl,,,,,,,,,,,,,,,,,,0,8,10,13,8,7,8,10,4,7,5,6,6,5,8,7,8,0,1,2,4,5,5,2,2,1,1,1,All
Jennifer Schultz,,,,,,,,,,,,,,,,,,,0,7,5,7,7,6,5,7,6,6,3,8,4,4,5,2,1,2,1,5,4,4,2,2,0,1,0,All
Chris Mccabe,,,,,,,,,,,,,,,,,,,,0,5,5,4,7,7,5,3,5,4,4,1,7,4,4,2,1,2,2,3,1,2,0,2,2,1,All
Mia Roberts Perez,,,,,,,,,,,,,,,,,,,,,0,4,5,9,11,3,2,2,4,1,2,8,2,9,1,1,4,4,2,2,1,1,0,0,0,All
Chris Mallios,,,,,,,,,,,,,,,,,,,,,,0,3,8,7,6,6,4,3,1,1,2,4,1,3,1,3,2,3,2,2,1,1,1,0,All
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,0,3,3,5,4,4,2,6,4,5,4,4,1,4,4,1,3,2,1,3,0,1,0,All
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,0,7,3,3,6,1,2,3,7,6,7,1,1,5,4,1,2,1,1,0,0,0,All
Kai Scott,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,1,4,0,0,5,3,5,3,0,4,3,2,1,0,1,0,0,0,All
Daine Grey Jr,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,6,4,3,3,4,4,0,3,1,2,1,3,1,2,3,0,1,1,All
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,4,5,3,6,3,0,1,1,0,2,4,0,2,0,0,0,All
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,3,6,1,1,2,3,0,2,0,2,0,0,1,1,All
Lyris Younge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,1,2,0,1,1,0,2,1,1,1,1,0,0,All
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,5,4,4,0,4,2,1,2,6,2,2,0,0,1,All
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,4,4,2,3,2,0,2,4,1,1,1,0,1,All
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,7,1,1,2,2,1,1,1,1,1,0,1,All
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,0,3,1,3,1,1,0,0,0,1,All
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,2,2,2,3,0,0,0,0,0,All
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,0,2,1,1,0,0,All
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,1,1,0,3,0,0,0,All
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,1,0,0,0,All
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,All
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,All
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,All
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,All
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,All
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,310,98,207,190,152,148,140,130,113,84,72,68,62,44,41,41,38,34,29,27,26,24,22,22,20,19,18,18,18,16,16,16,15,13,11,10,10,10,9,7,6,5,3,2,1,All
,District Council 2nd District - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
,Ori C Feibush,Kenyatta Johnson,Vince Giusini,Marissa Brumbach,Vincent N Melchiorre,James F Berardinelli,Scott Diclaudio,William J Ciancaglini,Ken Powell,Michael Fanning,Jon Marshall,Mia Roberts Perez,Stella Tsai,Tracy B Roman,Vincent Furlong,Chris Mccabe,Rainy Papademetriou,Abbe Fletman,Betsy Wahl,Brian T Ortelere,Kai Scott,Chris Mallios,Jennifer Schultz,Leon A King Ii,Stephanie M Sawyer,Thomas Martin,Anthony Kyriakakis,Daine Grey Jr,Edward William Louden Jr,Jodi Lobel,Leon Goodman,Lucretia Clemons,Lyris Younge,Wayne M D Bennett,Deborah Watson Stokes,Joshua Hill,Lynne M Summers,Rania Major,Sherman Toppin,Frances Fattah,Sandjai Weaver,Shanese Johnson,Franklin A Bennett Iii,Starr Marshall Cash,Tangie M Boston,14
Ori C Feibush,11,0,32,23,15,9,11,9,6,5,4,4,4,3,3,1,3,0,3,2,3,1,2,2,2,2,2,0,2,0,1,2,0,1,1,1,2,2,1,1,0,1,0,0,0,14
Kenyatta Johnson,,4,14,10,13,12,10,9,6,5,3,3,3,4,4,5,3,4,2,3,2,3,2,2,2,2,1,3,1,2,2,1,2,2,1,1,0,0,1,0,1,0,0,0,0,14
Vince Giusini,,,0,23,26,19,19,17,10,10,5,4,6,6,5,5,5,4,4,5,3,4,3,2,3,4,2,3,3,2,2,2,3,3,1,0,1,1,2,0,1,1,0,0,0,14
Marissa Brumbach,,,,1,18,11,11,8,9,7,5,5,6,6,3,2,5,3,5,3,2,3,1,3,4,3,2,2,2,1,2,3,2,1,1,1,1,2,2,0,0,1,0,0,0,14
Vincent N Melchiorre,,,,,0,14,13,13,8,10,3,1,2,3,5,2,5,3,1,4,2,4,2,1,0,3,2,1,1,1,1,0,1,3,1,0,1,0,0,1,1,1,0,0,0,14
James F Berardinelli,,,,,,3,12,13,5,5,2,3,4,3,4,6,3,5,3,2,2,3,3,2,2,2,1,1,1,1,1,2,1,2,0,1,1,1,0,0,1,1,0,0,0,14
Scott Diclaudio,,,,,,,2,11,7,4,6,0,3,4,1,1,3,3,0,2,0,3,1,0,0,2,2,2,2,1,2,0,2,1,1,0,0,0,1,0,1,0,0,0,0,14
William J Ciancaglini,,,,,,,,0,6,4,1,1,1,2,4,2,1,2,1,4,1,1,2,0,0,3,1,2,2,2,2,0,0,2,1,0,1,0,1,0,1,1,0,0,0,14
Ken Powell,,,,,,,,,0,4,5,1,4,3,2,1,5,4,1,2,1,2,0,0,1,3,2,2,3,1,2,1,1,0,1,1,0,0,1,1,1,0,0,0,0,14
Michael Fanning,,,,,,,,,,0,2,0,1,2,2,1,3,1,0,2,1,3,1,0,0,1,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,14
Jon Marshall,,,,,,,,,,,0,0,3,3,0,0,2,2,0,1,0,2,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,14
Mia Roberts Perez,,,,,,,,,,,,0,3,2,1,2,1,1,4,0,3,0,0,2,4,0,1,1,0,1,1,3,1,0,1,1,0,0,1,0,0,0,0,0,0,14
Stella Tsai,,,,,,,,,,,,,0,3,0,2,3,3,3,1,1,2,0,2,3,1,1,0,1,0,1,3,0,0,1,1,0,0,1,0,0,0,0,0,0,14
Tracy B Roman,,,,,,,,,,,,,,0,2,2,0,1,2,2,1,1,1,3,2,2,0,0,2,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,14
Vincent Furlong,,,,,,,,,,,,,,,0,1,0,0,0,2,0,1,2,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
Chris Mccabe,,,,,,,,,,,,,,,,0,1,2,2,0,2,0,1,2,2,0,1,1,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,14
Rainy Papademetriou,,,,,,,,,,,,,,,,,0,3,1,0,0,2,0,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,14
Abbe Fletman,,,,,,,,,,,,,,,,,,0,1,0,0,2,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,14
Betsy Wahl,,,,,,,,,,,,,,,,,,,0,0,2,0,1,2,4,1,1,1,0,1,1,3,1,0,1,1,1,0,1,0,0,1,0,0,0,14
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,0,0,2,1,0,0,2,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,14
Kai Scott,,,,,,,,,,,,,,,,,,,,,0,0,0,1,2,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,14
Chris Mallios,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,14
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,14
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,1,1,3,1,0,1,1,0,0,1,0,0,0,0,0,0,14
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,14
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,14
Daine Grey Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,14
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,14
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,14
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,14
Lyris Younge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,14
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,14
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,14
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,14
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,14
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,14
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,14
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,14
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,14
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,14
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,14
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,14
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14
Total,61,23,50,35,30,27,26,20,13,10,7,7,7,7,7,6,6,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,0,0,0,14
,District Council 2nd District - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,Ori C Feibush,Kenyatta Johnson,Vince Giusini,Tracy B Roman,Ken Powell,Marissa Brumbach,Scott Diclaudio,Vincent N Melchiorre,William J Ciancaglini,Thomas Martin,Rainy Papademetriou,James F Berardinelli,Michael Fanning,Abbe Fletman,Brian T Ortelere,Vincent Furlong,Betsy Wahl,Jennifer Schultz,Jodi Lobel,Chris Mallios,Stella Tsai,Deborah Watson Stokes,Jon Marshall,Leon Goodman,Chris Mccabe,Mia Roberts Perez,Rania Major,Anthony Kyriakakis,Daine Grey Jr,Kai Scott,Lynne M Summers,Stephanie M Sawyer,Wayne M D Bennett,Joshua Hill,Frances Fattah,Leon A King Ii,Lyris Younge,Franklin A Bennett Iii,Lucretia Clemons,Shanese Johnson,Sherman Toppin,Edward William Louden Jr,Starr Marshall Cash,Tangie M Boston,Sandjai Weaver,36
Ori C Feibush,15,0,63,71,72,45,54,43,31,52,48,19,27,14,18,8,6,7,6,5,3,4,6,7,3,5,6,1,3,2,5,3,4,3,2,1,1,3,2,2,1,1,1,1,0,36
Kenyatta Johnson,,4,17,4,4,8,7,13,12,3,2,9,3,5,3,4,4,3,4,5,6,4,0,1,4,2,2,4,2,4,1,3,1,2,2,1,2,0,1,1,0,0,0,0,0,36
Vince Giusini,,,8,23,26,39,29,40,35,20,18,24,15,10,13,9,5,5,7,5,4,3,6,7,3,4,4,5,2,1,3,1,4,2,1,2,1,2,2,2,1,0,0,0,0,36
Tracy B Roman,,,,1,67,30,44,32,9,49,42,7,22,11,14,5,3,1,4,3,3,4,6,6,1,1,3,1,2,1,2,3,1,1,2,0,2,1,2,1,0,0,0,0,0,36
Ken Powell,,,,,0,32,42,31,7,51,41,7,27,12,14,1,1,4,3,5,4,1,6,3,1,2,2,0,2,1,1,1,1,1,1,0,1,2,0,1,0,0,0,0,0,36
Marissa Brumbach,,,,,,1,24,35,20,26,26,10,24,8,10,5,2,3,5,3,3,2,6,1,2,1,3,1,0,1,3,2,2,0,0,0,1,0,2,2,0,0,0,0,0,36
Scott Diclaudio,,,,,,,0,23,16,31,28,16,13,9,13,5,0,3,4,3,2,1,4,6,2,3,2,0,2,1,1,1,3,1,1,0,1,3,0,1,0,0,0,1,0,36
Vincent N Melchiorre,,,,,,,,1,22,28,26,14,23,8,10,7,5,2,5,4,4,2,5,6,4,1,2,3,1,2,1,0,1,2,1,0,2,1,1,1,0,0,0,0,0,36
William J Ciancaglini,,,,,,,,,5,4,4,15,7,1,4,6,2,2,4,3,4,2,3,5,4,1,1,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36
Thomas Martin,,,,,,,,,,0,39,5,24,10,13,3,2,2,1,1,2,1,2,2,3,0,2,1,2,1,2,1,1,0,0,1,1,0,0,1,1,0,1,0,0,36
Rainy Papademetriou,,,,,,,,,,,0,5,20,16,14,6,6,4,2,2,5,3,4,3,3,4,4,2,3,3,3,3,2,1,2,3,1,0,2,1,1,0,1,0,0,36
James F Berardinelli,,,,,,,,,,,,1,1,4,7,6,3,7,6,4,2,4,1,4,3,1,2,1,4,3,3,1,2,3,1,1,1,2,1,1,1,0,0,0,0,36
Michael Fanning,,,,,,,,,,,,,0,6,7,1,1,0,1,2,3,1,3,1,2,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,36
Abbe Fletman,,,,,,,,,,,,,,1,10,1,5,6,3,4,3,2,1,0,2,5,2,1,3,5,2,2,2,3,1,4,2,0,1,2,1,0,0,0,0,36
Brian T Ortelere,,,,,,,,,,,,,,,0,1,1,3,2,3,2,2,3,2,2,2,1,1,3,3,1,1,2,2,3,0,0,2,0,0,1,1,0,1,0,36
Vincent Furlong,,,,,,,,,,,,,,,,2,2,3,4,0,1,3,1,4,4,0,2,4,2,0,3,2,1,1,1,1,1,0,1,0,2,1,1,0,0,36
Betsy Wahl,,,,,,,,,,,,,,,,,0,5,4,3,4,6,1,3,3,3,4,2,2,4,3,2,0,3,1,2,1,0,2,2,0,0,1,0,0,36
Jennifer Schultz,,,,,,,,,,,,,,,,,,0,6,3,4,3,0,1,2,3,3,2,2,4,3,1,1,3,1,3,0,1,1,2,2,1,0,0,0,36
Jodi Lobel,,,,,,,,,,,,,,,,,,,1,3,2,5,2,3,3,0,4,2,1,3,3,2,0,2,0,0,0,0,2,2,0,0,0,0,0,36
Chris Mallios,,,,,,,,,,,,,,,,,,,,0,5,3,2,2,2,2,0,0,4,4,0,1,2,3,2,1,0,1,0,0,0,0,0,0,0,36
Stella Tsai,,,,,,,,,,,,,,,,,,,,,0,3,1,3,3,3,2,1,2,4,1,2,1,0,3,2,0,0,1,1,0,0,0,0,0,36
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,0,2,4,3,0,4,2,3,2,3,3,0,2,2,0,0,0,2,1,0,0,1,0,0,36
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,2,2,3,1,1,1,1,1,2,0,0,1,0,0,0,0,1,0,0,36
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,1,3,3,1,2,1,1,1,0,1,0,0,0,0,0,1,0,0,36
Mia Roberts Perez,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,3,1,2,1,1,1,2,1,1,1,1,0,0,0,0,0,36
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,5,3,1,1,1,0,1,1,3,3,0,0,1,1,0,36
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,1,2,1,0,0,0,0,2,1,0,0,0,36
Daine Grey Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,3,2,2,1,0,1,0,0,1,0,1,0,0,36
Kai Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,2,1,2,0,0,0,0,0,0,0,0,0,36
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,2,1,0,1,0,3,3,1,1,1,0,0,36
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,2,1,0,0,1,0,0,36
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,2,0,0,1,0,0,1,0,36
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,1,1,1,0,0,0,36
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,0,0,36
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,36
Lyris Younge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,0,36
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,36
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,0,0,36
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,36
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,36
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,36
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,36
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,36
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,36
Total,144,38,98,78,76,63,63,63,59,56,53,33,33,23,22,16,12,12,12,10,10,9,9,9,8,8,8,7,7,7,7,6,6,5,4,4,4,3,3,3,2,1,1,1,0,36
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,District Council 2nd District - Democrat,,41
,William J Ciancaglini,Tracy B Roman,Marissa Brumbach,Scott Diclaudio,Vince Giusini,Vincent N Melchiorre,Jon Marshall,James F Berardinelli,Ken Powell,Michael Fanning,Betsy Wahl,Abbe Fletman,Vincent Furlong,Brian T Ortelere,Chris Mccabe,Jennifer Schultz,Rainy Papademetriou,Anthony Kyriakakis,Lyris Younge,Mia Roberts Perez,Chris Mallios,Daine Grey Jr,Kai Scott,Thomas Martin,Lucretia Clemons,Lynne M Summers,Edward William Louden Jr,Leon Goodman,Rania Major,Stephanie M Sawyer,Frances Fattah,Stella Tsai,Deborah Watson Stokes,Franklin A Bennett Iii,Jodi Lobel,Shanese Johnson,Joshua Hill,Leon A King Ii,Tangie M Boston,Wayne M D Bennett,Sandjai Weaver,Sherman Toppin,Starr Marshall Cash,Ori C Feibush,Kenyatta Johnson,41
William J Ciancaglini,10,52,45,37,36,33,17,18,19,16,14,11,10,9,8,6,9,11,9,10,9,3,7,8,6,6,5,4,4,5,5,5,4,2,3,3,0,2,1,1,0,1,0,79,26,41
Tracy B Roman,,0,24,32,15,16,20,12,15,7,4,6,4,9,3,3,6,4,7,3,2,3,2,4,2,2,2,2,3,3,3,3,3,1,0,0,1,2,1,1,0,0,0,50,5,41
Marissa Brumbach,,,2,24,20,21,11,9,9,18,12,10,3,7,7,5,8,7,4,5,7,0,4,5,4,2,2,2,1,2,3,2,1,1,2,1,0,2,1,0,1,0,0,41,5,41
Scott Diclaudio,,,,1,24,19,12,17,17,11,6,11,8,10,6,6,7,4,7,2,4,3,2,5,0,3,2,4,2,1,2,1,1,1,0,1,1,2,1,1,1,0,0,37,9,41
Vince Giusini,,,,,1,19,7,16,13,10,8,5,10,7,5,7,9,8,2,4,4,1,4,5,3,4,2,4,1,4,1,2,2,2,0,1,0,2,0,1,1,0,0,25,13,41
