col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,division
,Ronald R Donatucci,Tracy B Roman,Scott Diclaudio,Anthony Kyriakakis,Ken Powell,Jon Marshall,Kai Scott,Lyris Younge,Michael Fanning,Stephanie M Sawyer,Edward William Louden Jr,Franklin A Bennett Iii,Leon Goodman,James F Berardinelli,Jennifer Schultz,Lynne M Summers,Mia Roberts Perez,Sandjai Weaver,Thomas Martin,Betsy Wahl,Chris Mccabe,Deborah Watson Stokes,Marissa Brumbach,Vince Giusini,Abbe Fletman,Frances Fattah,Joshua Hill,Rainy Papademetriou,Shanese Johnson,Stella Tsai,Tangie M Boston,Vincent Furlong,Vincent N Melchiorre,Wayne M D Bennett,William J Ciancaglini,Brian T Ortelere,Chris Mallios,Daine Grey Jr,Jodi Lobel,Lucretia Clemons,Rania Major,Starr Marshall Cash,Leon A King Ii,Sherman Toppin,1
Ronald R Donatucci,5,12,8,4,9,7,2,8,2,3,7,5,5,4,3,4,4,3,4,2,3,2,2,3,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,2,1,1,0,0,1
Tracy B Roman,,0,5,2,4,5,0,6,0,2,7,0,4,2,3,3,2,1,2,1,1,3,0,1,1,1,0,0,1,2,1,1,2,1,1,1,0,1,1,2,1,1,0,0,1
Scott Diclaudio,,,0,0,5,6,1,5,0,0,5,0,5,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Anthony Kyriakakis,,,,0,0,2,4,2,5,5,1,1,0,3,2,2,1,1,2,2,1,1,1,1,2,1,1,1,1,0,1,1,1,0,0,2,0,2,1,1,0,0,1,0,1
Ken Powell,,,,,0,4,1,4,1,0,4,2,4,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
Jon Marshall,,,,,,0,0,5,0,0,5,1,5,2,2,1,0,2,1,3,0,0,2,2,1,2,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
Kai Scott,,,,,,,0,0,5,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
Lyris Younge,,,,,,,,0,0,1,5,1,4,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1
Michael Fanning,,,,,,,,,0,5,0,2,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1
Stephanie M Sawyer,,,,,,,,,,1,1,1,0,1,0,2,1,0,0,1,2,2,1,1,0,0,0,0,1,0,1,1,2,1,2,0,1,1,0,1,0,1,0,0,1
Edward William Louden Jr,,,,,,,,,,,0,0,4,2,1,2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1
Franklin A Bennett Iii,,,,,,,,,,,,0,0,1,0,0,0,3,1,2,2,1,2,2,1,1,2,1,0,0,2,0,1,0,1,0,2,0,1,0,0,1,0,0,1
Leon Goodman,,,,,,,,,,,,,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
James F Berardinelli,,,,,,,,,,,,,,1,2,2,0,1,2,2,0,0,1,2,2,1,1,1,0,0,1,2,0,1,1,2,0,1,1,0,0,0,1,0,1
Jennifer Schultz,,,,,,,,,,,,,,,0,1,1,2,3,2,0,2,1,1,2,2,0,1,1,3,1,1,1,1,0,2,0,1,1,1,1,1,1,0,1
Lynne M Summers,,,,,,,,,,,,,,,,0,2,0,2,1,1,1,0,1,0,1,0,0,1,0,1,2,1,1,2,1,0,1,0,1,1,0,0,0,1
Mia Roberts Perez,,,,,,,,,,,,,,,,,0,0,1,0,1,2,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1
Sandjai Weaver,,,,,,,,,,,,,,,,,,0,2,2,1,1,2,2,2,2,1,0,1,2,0,0,1,1,0,0,0,0,2,1,1,1,0,0,1
Thomas Martin,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,2,2,0,1,0,1,1,2,1,0,1,2,0,1,1,1,1,1,1,0,1
Betsy Wahl,,,,,,,,,,,,,,,,,,,,0,1,1,3,2,1,2,1,0,1,1,2,0,1,1,1,1,1,0,1,0,0,1,0,0,1
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,0,2,2,0,0,1,0,0,2,0,1,0,2,1,1,0,1,1,0,1,0,1,0,0,1
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,1,2,1,0,3,0,1,0,1,1,1,2,1,2,0,0,1
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,0,2,1,1,1,0,2,1,1,0,1,2,1,0,1,0,1,0,0,1,0,0,1
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,1,1,1,1,1,0,2,1,0,1,0,1,0,0,0,0,0,1
Abbe Fletman,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,1,0,1,1,0,0,1,0,1,2,1,1,1,1,0,1
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,2,0,0,0,1,0,1,0,0,0,0,1
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,1,2,0,0,0,0,1,0,0,1
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,2,1,0,1,0,0,0,0,1,0,1
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,1,1,2,1,2,0,0,1
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,0,0,1
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,0,1
Chris Mallios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,1
Daine Grey Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,0,1
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,1
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,1
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,35,13,10,9,9,8,8,8,8,8,7,7,7,6,6,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,0,1
,Register Of Wills - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,Ronald R Donatucci,Michael Fanning,Kai Scott,Stephanie M Sawyer,Abbe Fletman,Anthony Kyriakakis,Daine Grey Jr,Jennifer Schultz,Jon Marshall,Ken Powell,Tracy B Roman,Brian T Ortelere,Lyris Younge,Scott Diclaudio,Mia Roberts Perez,Leon Goodman,Rainy Papademetriou,Edward William Louden Jr,Frances Fattah,Thomas Martin,Vincent N Melchiorre,Deborah Watson Stokes,Rania Major,Stella Tsai,Vincent Furlong,Chris Mallios,Franklin A Bennett Iii,James F Berardinelli,Wayne M D Bennett,Betsy Wahl,Sandjai Weaver,Shanese Johnson,Tangie M Boston,Vince Giusini,Chris Mccabe,Jodi Lobel,Leon A King Ii,Lucretia Clemons,Lynne M Summers,Marissa Brumbach,Joshua Hill,Sherman Toppin,Starr Marshall Cash,William J Ciancaglini,2
Ronald R Donatucci,4,9,11,10,11,3,7,8,9,7,9,7,7,8,7,6,6,6,6,6,5,5,5,5,3,3,4,2,4,3,2,3,3,3,2,2,2,2,2,2,1,1,1,1,2
Michael Fanning,,6,14,13,6,7,5,2,2,5,2,4,4,2,6,1,4,0,1,6,6,1,1,1,1,2,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,2
Kai Scott,,,0,15,7,8,7,2,2,7,3,5,5,1,6,0,4,1,3,5,5,2,2,3,1,2,2,0,3,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,2
Stephanie M Sawyer,,,,1,6,7,5,4,1,5,4,3,4,3,5,2,4,1,1,4,5,2,1,2,1,2,1,1,0,2,1,1,2,1,1,1,0,2,1,2,0,0,1,0,2
Abbe Fletman,,,,,0,1,9,5,1,6,5,8,5,5,7,2,6,1,2,4,5,2,4,3,3,4,1,4,2,2,1,0,1,2,0,0,2,1,1,1,1,1,1,1,2
Anthony Kyriakakis,,,,,,2,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,2,1,2,0,1,0,2,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,2
Daine Grey Jr,,,,,,,0,3,0,7,2,7,5,2,5,0,6,0,0,4,5,0,1,0,3,1,0,3,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2
Jennifer Schultz,,,,,,,,0,4,0,3,4,0,4,1,1,3,1,4,2,1,4,1,2,4,0,1,3,2,2,1,1,3,1,2,2,0,1,2,2,0,0,1,1,2
Jon Marshall,,,,,,,,,0,2,3,1,3,5,1,2,0,2,3,2,1,2,1,1,1,0,1,0,2,1,0,0,1,1,2,2,0,0,1,0,0,0,0,1,2
Ken Powell,,,,,,,,,,0,3,4,7,2,5,1,4,1,0,4,5,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2
Tracy B Roman,,,,,,,,,,,0,0,5,5,4,5,1,4,3,0,1,4,3,3,0,3,0,1,2,1,2,0,3,1,1,1,2,2,1,2,1,1,1,0,2
Brian T Ortelere,,,,,,,,,,,,0,3,2,4,0,6,1,2,4,4,0,2,1,4,0,2,3,2,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1,2
Lyris Younge,,,,,,,,,,,,,0,3,4,2,3,3,0,3,4,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2
Scott Diclaudio,,,,,,,,,,,,,,0,2,3,1,3,2,1,2,2,2,1,2,2,1,1,1,2,0,0,1,1,1,1,1,0,1,1,1,0,1,1,2
Mia Roberts Perez,,,,,,,,,,,,,,,0,2,4,1,2,4,5,2,2,2,0,3,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,2
Leon Goodman,,,,,,,,,,,,,,,,1,1,3,2,0,0,2,2,1,0,2,0,1,0,0,1,0,1,1,0,0,1,2,1,1,1,0,0,0,2
Rainy Papademetriou,,,,,,,,,,,,,,,,,0,0,1,4,4,1,0,0,2,0,0,2,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,2
Edward William Louden Jr,,,,,,,,,,,,,,,,,,0,2,0,0,1,2,1,1,1,1,0,1,0,0,2,0,1,0,0,1,0,0,0,1,0,0,0,2
Frances Fattah,,,,,,,,,,,,,,,,,,,0,1,0,4,3,2,1,1,2,0,3,0,1,1,2,2,1,1,1,1,2,1,1,0,0,1,2
Thomas Martin,,,,,,,,,,,,,,,,,,,,0,5,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,0,1,2,0,1,0,0,1,1,1,0,3,0,1,1,1,1,1,2,1,0,1,0,2
Rania Major,,,,,,,,,,,,,,,,,,,,,,,0,2,1,2,2,1,3,0,1,1,0,3,0,0,2,1,1,0,1,1,0,1,2
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,1,1,2,2,0,1,2,2,1,1,0,1,0,1,0,0,1,0,2
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,3,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,2
Chris Mallios,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,2
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1,2
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,2,1,1,1,0,1,0,0,1,0,1,2
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,2
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,1,1,1,1,0,1,0,0,2
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,1,1,2,0,0,1,0,2
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,0,0,0,1,2
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,0,0,0,0,0,2
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,0,2
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,2
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,2
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,2
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,35,24,22,21,14,12,11,10,10,10,10,9,9,9,8,7,7,6,6,6,6,5,5,5,5,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,2
,Register Of Wills - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
,Ronald R Donatucci,Kai Scott,Michael Fanning,Stephanie M Sawyer,Ken Powell,Anthony Kyriakakis,Sandjai Weaver,Jennifer Schultz,Leon Goodman,Mia Roberts Perez,Tracy B Roman,Jon Marshall,Stella Tsai,Abbe Fletman,Edward William Louden Jr,Betsy Wahl,Daine Grey Jr,Rainy Papademetriou,Vincent Furlong,Wayne M D Bennett,James F Berardinelli,Lyris Younge,Scott Diclaudio,Thomas Martin,Chris Mallios,Chris Mccabe,Deborah Watson Stokes,Frances Fattah,Jodi Lobel,Leon A King Ii,Lucretia Clemons,Lynne M Summers,Marissa Brumbach,Rania Major,Sherman Toppin,Starr Marshall Cash,Tangie M Boston,Brian T Ortelere,Franklin A Bennett Iii,Joshua Hill,Vincent N Melchiorre,William J Ciancaglini,Shanese Johnson,Vince Giusini,3
Ronald R Donatucci,2,3,2,1,8,3,5,5,5,5,7,5,6,4,4,2,4,4,3,4,2,2,3,3,1,2,1,2,2,1,2,2,1,1,1,1,0,1,1,1,1,1,0,0,3
Kai Scott,,1,8,10,3,3,2,1,1,2,1,0,1,2,1,1,1,2,1,1,2,1,0,2,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,3
Michael Fanning,,,1,11,2,4,0,1,1,1,0,0,1,1,0,1,2,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,3
Stephanie M Sawyer,,,,0,1,5,2,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,3
Ken Powell,,,,,1,2,2,5,5,3,2,3,3,4,2,1,4,3,1,3,2,2,2,1,2,1,0,1,1,2,1,0,1,2,1,0,0,1,1,1,1,0,0,0,3
Anthony Kyriakakis,,,,,,0,1,2,1,1,0,2,2,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3
Sandjai Weaver,,,,,,,0,2,2,2,3,2,3,2,2,2,1,1,2,3,1,0,0,1,1,2,2,1,2,0,1,2,1,0,1,2,1,0,0,0,0,0,0,0,3
Jennifer Schultz,,,,,,,,1,4,2,2,3,4,4,2,2,3,2,1,2,2,1,2,0,1,1,1,2,2,2,0,1,2,2,1,0,0,0,1,1,0,0,0,0,3
Leon Goodman,,,,,,,,,0,2,3,3,2,2,2,1,2,2,2,2,2,1,3,0,2,1,1,1,0,2,1,0,1,2,1,0,1,0,1,1,0,0,0,0,3
Mia Roberts Perez,,,,,,,,,,0,1,3,1,3,2,1,2,1,2,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,3
Tracy B Roman,,,,,,,,,,,0,2,2,2,3,1,1,2,3,2,1,1,2,1,1,2,1,1,1,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,3
