col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,division
Michael Fanning,,,,,,,,,,,,,,,,,2,1,3,2,3,3,1,2,3,2,3,1,1,1,2,2,0,1,1,1,2,2,2,0,2,1,1,1,0,0,0,0,0,0,0,2
Rainy Papademetriou,,,,,,,,,,,,,,,,,,1,2,6,3,3,3,1,2,1,2,1,0,2,2,2,0,0,1,1,1,2,2,2,0,1,1,1,1,0,1,0,0,0,0,2
Ken Powell,,,,,,,,,,,,,,,,,,,0,3,1,3,3,5,2,2,2,2,4,1,0,4,1,3,1,3,1,2,4,3,2,2,2,1,0,2,1,0,0,0,0,2
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,0,3,3,2,2,1,1,2,0,0,3,1,2,1,1,0,0,2,2,2,2,1,0,0,1,1,1,0,0,0,0,0,2
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,0,4,2,2,5,3,3,3,0,2,3,2,2,1,4,2,2,2,1,0,1,1,0,3,2,0,0,1,0,0,0,2
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,0,3,2,1,4,2,2,2,2,1,3,0,0,2,4,3,1,1,2,1,2,2,1,2,0,1,0,0,0,0,2
Tracy B Roman,,,,,,,,,,,,,,,,,,,,,,,0,3,1,4,0,3,3,3,2,0,2,1,4,1,2,1,2,2,0,3,0,0,0,0,0,0,1,0,0,2
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,2,3,2,1,3,1,4,2,1,2,0,2,2,3,1,1,0,0,2,0,0,0,0,0,2
Mia Roberts Perez,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,2,0,0,2,2,3,1,2,2,1,4,2,1,1,0,0,2,0,0,0,2,0,1,0,2
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,4,1,3,3,1,2,0,3,3,3,1,1,0,1,2,0,1,2,0,0,1,0,0,0,2
Chris Mallios,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,2,4,1,2,0,1,1,2,1,1,2,0,0,1,1,1,0,0,0,0,0,2
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,1,1,1,0,3,1,1,1,0,1,2,2,1,1,2,1,0,1,0,1,0,2
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,3,1,1,1,0,2,1,1,1,1,0,0,0,1,0,0,0,0,2
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,2,0,1,0,0,0,1,3,0,0,2,0,0,0,1,0,0,2
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,1,2,2,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2
Daine Grey Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,2,1,1,1,2,3,1,2,0,1,2,1,0,0,0,0,2
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,1,1,2,1,1,0,0,0,1,0,0,0,2,0,1,0,2
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,2,1,2,0,0,0,0,1,0,0,0,0,0,2
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,1,0,0,2,0,1,1,0,0,1,1,0,0,2
Abbe Fletman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,2,0,1,1,1,1,0,1,1,0,0,0,2
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,2,1,1,0,0,1,0,1,0,0,0,2
Kai Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,0,0,0,2,0,0,0,1,0,1,0,2
Lyris Younge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,0,0,0,2
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,1,1,1,0,1,0,2
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,1,2,0,0,0,0,0,2
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,1,0,0,2
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,0,2
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,2
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,2
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,23,18,14,13,8,7,4,3,18,15,14,13,13,12,12,11,11,11,10,10,9,9,9,8,8,8,7,7,7,7,7,6,6,6,6,5,5,5,5,5,5,4,3,3,3,2,2,2,1,1,0,2
,Judge Of The Municipal Court - Democrat,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
,Christine Hope,Sharon Williams Losier,Christian Dicicco,Joffie C Pittman,Matthew Perks,Daniel R Sulman,Franklin A Bennett Iii,Gary S Silver,Vincent Furlong,Scott Diclaudio,Tracy B Roman,Michael Fanning,Ken Powell,Vincent N Melchiorre,Brian T Ortelere,James F Berardinelli,Jennifer Schultz,Vince Giusini,Leon Goodman,Lyris Younge,Anthony Kyriakakis,Jon Marshall,Marissa Brumbach,Stephanie M Sawyer,Abbe Fletman,Chris Mallios,Lynne M Summers,Edward William Louden Jr,Kai Scott,Daine Grey Jr,Thomas Martin,Betsy Wahl,Chris Mccabe,Jodi Lobel,Rainy Papademetriou,William J Ciancaglini,Deborah Watson Stokes,Joshua Hill,Mia Roberts Perez,Rania Major,Wayne M D Bennett,Starr Marshall Cash,Frances Fattah,Franklin A Bennett Iii,Leon A King Ii,Sandjai Weaver,Stella Tsai,Lucretia Clemons,Shanese Johnson,Sherman Toppin,Tangie M Boston,3
Christine Hope,1,18,11,7,4,2,5,1,16,14,14,12,10,8,8,8,9,7,5,8,7,5,7,10,4,5,7,4,6,6,6,6,3,4,6,3,4,2,3,4,3,2,2,2,1,3,3,1,1,1,1,3
Sharon Williams Losier,,0,4,11,6,2,3,0,9,14,16,9,11,7,8,4,9,6,6,11,5,4,4,8,5,4,5,5,7,6,2,3,3,2,3,1,2,1,4,2,2,2,1,1,1,2,2,1,1,1,1,3
Christian Dicicco,,,1,3,7,4,4,3,14,11,9,9,7,6,5,9,6,7,7,2,6,6,5,2,3,6,4,5,2,3,3,2,5,4,3,5,1,4,1,1,3,1,1,2,2,0,2,0,0,0,0,3
Joffie C Pittman,,,,0,4,0,0,1,6,10,9,6,8,5,2,2,3,2,4,7,1,3,1,2,4,4,3,3,5,3,2,0,0,1,1,0,0,1,5,0,1,0,1,0,0,0,1,1,1,0,0,3
Matthew Perks,,,,,0,5,1,1,5,10,7,2,9,4,7,5,5,6,5,3,5,5,3,2,4,3,4,6,2,2,1,1,4,1,0,2,2,3,0,0,2,2,1,0,2,1,0,0,0,0,0,3
Daniel R Sulman,,,,,,0,0,1,2,4,3,2,3,3,3,2,2,2,2,1,4,3,3,2,2,0,0,2,1,2,0,2,3,2,0,1,2,1,0,1,0,3,1,0,1,1,0,0,0,1,0,3
Franklin A Bennett Iii,,,,,,,0,1,7,3,4,3,1,2,3,4,1,3,4,2,2,3,1,1,0,2,4,2,1,2,2,2,1,2,2,4,0,0,0,2,2,1,1,3,0,1,0,0,0,0,1,3
Gary S Silver,,,,,,,,1,3,3,0,3,0,1,2,3,0,2,1,0,2,2,0,0,1,2,0,0,0,0,2,0,2,2,0,2,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,3
Vincent Furlong,,,,,,,,,3,9,10,11,9,8,7,7,5,5,8,4,6,8,4,4,2,4,7,5,4,4,3,3,4,4,4,6,1,3,1,2,1,2,2,2,2,1,2,0,0,0,0,3
Scott Diclaudio,,,,,,,,,,0,14,9,11,8,11,10,7,10,8,9,6,8,4,5,6,8,6,6,6,5,4,2,4,4,1,4,2,5,5,3,4,1,1,2,3,2,1,1,1,0,1,3
Tracy B Roman,,,,,,,,,,,1,6,12,7,7,6,10,7,6,10,4,7,6,7,7,7,7,7,6,8,3,4,1,4,5,2,1,2,4,2,2,1,1,1,1,1,2,1,1,1,0,3
Michael Fanning,,,,,,,,,,,,0,5,12,4,3,2,2,4,4,4,2,3,5,3,6,2,0,5,2,4,2,2,3,2,4,1,2,4,2,1,1,0,2,1,0,2,0,0,0,1,3
Ken Powell,,,,,,,,,,,,,0,5,8,5,6,2,7,8,3,6,2,3,3,4,2,7,5,5,1,1,3,1,2,1,1,2,2,0,1,1,1,0,2,1,0,0,0,0,0,3
Vincent N Melchiorre,,,,,,,,,,,,,,0,3,3,1,3,3,4,4,2,4,4,5,5,2,0,5,2,2,3,2,2,2,3,1,1,3,2,0,2,1,0,1,0,1,0,0,0,0,3
Brian T Ortelere,,,,,,,,,,,,,,,0,8,5,5,6,5,4,5,0,1,3,2,2,7,2,5,3,0,2,1,2,2,2,2,0,2,2,1,2,1,1,2,0,0,0,0,1,3
James F Berardinelli,,,,,,,,,,,,,,,,0,5,8,4,3,3,4,1,0,3,4,3,6,2,4,5,1,3,3,2,3,2,2,0,1,2,1,3,1,0,2,0,0,0,0,0,3
Jennifer Schultz,,,,,,,,,,,,,,,,,1,5,4,6,3,4,4,5,5,1,4,6,1,4,1,2,1,1,3,0,3,2,1,1,2,1,0,0,1,1,3,1,1,1,0,3
Vince Giusini,,,,,,,,,,,,,,,,,,0,3,3,5,2,4,2,4,4,4,4,1,2,3,2,2,2,2,3,3,2,0,2,3,2,2,1,0,2,1,0,0,1,0,3
Leon Goodman,,,,,,,,,,,,,,,,,,,0,5,3,5,1,1,2,2,3,5,3,4,1,1,2,1,1,4,0,1,0,1,1,1,0,2,1,0,0,0,0,0,0,3
Lyris Younge,,,,,,,,,,,,,,,,,,,,0,3,4,1,4,3,3,3,5,5,6,1,2,0,1,2,1,2,0,4,1,1,2,0,0,0,1,1,1,1,1,0,3
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,0,3,1,2,2,1,3,2,1,0,1,1,3,3,2,4,2,2,1,1,2,3,1,1,1,1,2,1,1,0,0,3
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,1,3,5,3,5,0,0,3,0,1,1,1,1,2,1,1,2,1,1,1,0,0,0,0,0,0,3
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,0,6,2,3,3,0,0,1,0,6,1,3,3,1,2,1,0,1,0,1,0,0,1,1,1,0,0,1,0,3
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,4,0,3,2,0,5,1,1,2,1,3,1,2,1,0,2,0,0,1,1,2,0,0,1,0,3
Abbe Fletman,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,3,3,3,2,1,1,0,1,0,1,1,2,1,1,1,1,0,0,0,1,0,0,0,0,3
Chris Mallios,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,3,2,4,2,1,4,1,3,0,2,3,0,1,0,0,1,0,0,0,0,0,0,0,3
