col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,division
Brian T Ortelere,,,0,20,26,21,21,18,17,21,18,16,6,6,2,3,3,4,4,3,4,3,0,1,3,1,0,3,1,3,0,0,0,1,2,0,0,0,0,0,0,0,0,24,23,9,2,1,0,2,0,1
Chris Mallios,,,,1,23,15,21,20,17,16,17,14,8,6,4,3,2,2,4,1,2,1,2,1,2,2,0,0,2,0,1,0,0,1,2,1,1,1,0,0,0,0,0,23,23,9,3,0,1,0,0,1
Rainy Papademetriou,,,,,0,20,22,20,18,21,19,15,7,5,4,2,4,5,3,1,4,3,1,1,3,1,0,2,2,2,1,0,0,1,2,0,1,1,0,0,0,0,0,24,24,11,1,1,1,1,0,1
Ken Powell,,,,,,0,16,15,13,16,14,12,5,2,3,4,3,5,2,2,4,4,0,1,2,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,18,17,7,1,2,1,2,1,1
Anthony Kyriakakis,,,,,,,0,20,18,17,18,15,6,4,3,1,2,1,4,0,1,0,1,1,1,1,0,0,2,0,0,0,0,1,2,1,0,0,0,0,0,0,0,22,21,7,2,0,0,0,0,1
Betsy Wahl,,,,,,,,0,16,15,17,14,7,4,4,2,3,0,3,0,0,0,2,1,0,1,1,0,2,0,1,1,1,1,1,1,0,0,0,0,0,0,0,20,20,6,2,0,0,0,0,1
Stephanie M Sawyer,,,,,,,,,0,15,13,14,7,3,6,2,3,2,4,1,1,0,2,4,1,1,3,0,1,0,2,2,2,1,2,1,0,0,1,1,1,1,0,18,17,6,4,2,0,0,1,1
James F Berardinelli,,,,,,,,,,0,15,14,3,3,1,2,2,4,0,1,2,2,0,0,0,0,0,2,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,18,18,4,1,1,0,1,0,1
Jodi Lobel,,,,,,,,,,,0,14,4,4,1,0,2,1,1,0,1,1,1,0,2,1,0,0,2,0,1,0,0,1,2,0,1,1,0,0,0,0,0,18,19,5,1,0,1,0,0,1
Vincent N Melchiorre,,,,,,,,,,,,0,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,15,16,1,1,0,0,0,0,1
Stella Tsai,,,,,,,,,,,,,0,4,6,2,4,2,3,2,0,0,2,3,0,1,3,0,3,0,2,2,2,2,0,1,0,0,1,1,1,1,0,8,5,8,3,2,1,0,1,1
Chris Mccabe,,,,,,,,,,,,,,0,2,1,2,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,6,6,4,1,1,0,0,0,1
Mia Roberts Perez,,,,,,,,,,,,,,,0,2,3,2,2,1,0,1,1,3,0,0,3,0,1,0,2,2,2,1,0,0,0,0,1,1,1,1,0,4,3,5,2,3,1,1,1,1
Tracy B Roman,,,,,,,,,,,,,,,,0,3,3,1,3,3,4,1,1,0,1,1,3,0,3,1,1,0,0,0,1,0,0,0,1,0,1,0,1,2,2,2,3,1,2,0,1
Jennifer Schultz,,,,,,,,,,,,,,,,,0,2,0,1,2,2,1,2,0,0,2,2,1,2,2,2,1,0,0,0,0,0,0,1,0,1,0,2,3,4,2,2,0,1,0,1
Daine Grey Jr,,,,,,,,,,,,,,,,,,0,0,1,3,4,1,0,1,1,0,2,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,2,2,4,0,2,2,2,0,1
Lucretia Clemons,,,,,,,,,,,,,,,,,,,0,1,1,0,1,2,1,2,1,0,0,0,0,0,1,2,0,1,0,0,1,0,1,0,0,5,3,3,3,1,0,1,1,1
Lyris Younge,,,,,,,,,,,,,,,,,,,,0,2,2,0,1,0,0,1,2,0,2,0,0,1,1,0,0,0,0,1,0,1,0,0,0,2,1,1,2,0,1,1,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,0,4,1,1,2,1,0,3,0,3,1,0,0,0,0,0,1,1,0,0,0,0,0,1,3,3,0,1,1,1,0,1
Scott Diclaudio,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,3,0,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,2,2,2,0,1
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,1,0,0,0,2,1,1,0,0,1,1,1,0,0,0,0,0,1,2,1,1,0,1,0,0,1
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,3,0,0,0,2,2,2,1,0,0,0,0,1,1,1,1,0,1,1,2,2,2,0,0,1,1
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2,3,2,0,0,1,0,0,1
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,2,2,1,2,0,1,1,0,1
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,2,2,1,0,0,0,0,1,1,1,1,0,0,0,1,2,2,0,0,1,1
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,1,0,0,1
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,0,0,1,1,0,1,0,1,0,0,1,2,1,1,1,0,0,1
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,1
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,1,0,0,1,1
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,1,1,1,0,0,0,1
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,0,1,1
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,1,0,0,0,1
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,9,4,0,0,1,0,1
Matthew Perks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,3,1,1,1,0,1
Joffie C Pittman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,1
Christine Hope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,1,1,1
Sharon Williams Losier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1
Gary S Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,40,32,31,29,29,24,23,23,22,21,20,16,15,8,8,8,7,6,6,6,5,5,4,4,4,4,3,3,3,3,3,2,2,2,2,1,1,1,1,1,1,1,0,29,29,13,8,5,4,3,2,1
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,2
,Abbe Fletman,Kai Scott,Chris Mallios,Rainy Papademetriou,Anthony Kyriakakis,Stephanie M Sawyer,Brian T Ortelere,James F Berardinelli,Stella Tsai,Betsy Wahl,Mia Roberts Perez,Ken Powell,Jodi Lobel,Vincent N Melchiorre,Daine Grey Jr,Vince Giusini,Lucretia Clemons,Jennifer Schultz,Deborah Watson Stokes,Tracy B Roman,Lyris Younge,Frances Fattah,Lynne M Summers,Marissa Brumbach,Chris Mccabe,Michael Fanning,Scott Diclaudio,Joshua Hill,Sandjai Weaver,Thomas Martin,Rania Major,Edward William Louden Jr,Jon Marshall,Leon Goodman,Tangie M Boston,Wayne M D Bennett,William J Ciancaglini,Starr Marshall Cash,Vincent Furlong,Franklin A Bennett Iii,Leon A King Ii,Shanese Johnson,Sherman Toppin,Daniel R Sulman,Matthew Perks,Joffie C Pittman,Christine Hope,Sharon Williams Losier,Christian Dicicco,Gary S Silver,Franklin A Bennett Iii,2
Abbe Fletman,0,65,58,52,45,42,38,36,36,34,27,25,26,22,19,16,9,10,8,8,5,4,6,7,7,6,6,4,1,4,1,1,1,3,2,2,1,0,1,0,1,0,0,55,45,37,15,10,6,5,1,2
Kai Scott,,0,59,47,44,39,38,35,32,32,28,22,24,24,21,13,7,7,6,5,7,4,4,4,4,4,4,4,2,2,2,0,1,2,0,2,2,1,1,0,0,1,0,57,44,36,14,9,4,3,0,2
Chris Mallios,,,1,45,42,34,35,35,26,29,20,22,20,22,16,14,3,4,5,2,3,1,2,2,5,6,2,1,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,51,42,31,9,3,2,3,0,2
Rainy Papademetriou,,,,2,40,35,35,38,29,29,21,23,23,19,17,17,4,8,5,2,1,5,2,2,5,4,3,5,2,5,0,2,1,1,0,2,1,1,1,1,1,0,0,47,38,31,7,5,4,3,1,2
Anthony Kyriakakis,,,,,0,33,34,33,26,28,17,19,20,21,13,14,3,4,5,1,2,1,1,1,5,3,0,2,1,3,1,0,1,2,0,1,1,0,1,0,1,0,0,41,32,25,10,3,2,3,0,2
Stephanie M Sawyer,,,,,,0,32,32,23,29,25,20,22,21,19,14,6,5,9,6,3,2,5,5,3,2,3,2,0,1,2,0,0,1,3,0,2,1,0,1,1,0,0,35,22,22,14,7,4,3,0,2
Brian T Ortelere,,,,,,,0,32,20,22,15,17,20,18,11,13,3,4,2,0,0,1,1,1,4,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,34,25,18,7,1,1,4,0,2
James F Berardinelli,,,,,,,,0,17,23,15,20,19,18,14,16,1,3,2,2,1,2,1,1,2,2,2,3,1,4,0,2,1,1,0,1,1,1,0,1,0,0,0,33,26,21,6,3,3,4,1,2
Stella Tsai,,,,,,,,,0,16,23,16,9,5,15,4,6,7,6,5,1,5,6,5,6,3,1,4,3,2,3,0,1,2,2,2,1,0,1,0,1,0,0,26,18,25,8,7,5,2,0,2
Betsy Wahl,,,,,,,,,,0,13,11,25,21,6,15,7,7,9,6,3,3,7,8,4,3,1,2,1,3,3,0,0,0,3,0,1,1,1,0,1,1,0,26,29,13,13,8,4,3,0,2
Mia Roberts Perez,,,,,,,,,,,0,16,7,6,22,1,7,6,9,6,6,4,6,5,4,3,4,3,2,1,2,0,0,1,2,1,3,2,1,1,0,1,0,20,8,24,11,8,5,0,0,2
Ken Powell,,,,,,,,,,,,1,6,8,14,4,2,6,5,6,6,3,2,1,3,5,5,2,2,4,1,2,2,1,0,2,1,1,1,1,0,0,0,18,12,20,8,6,5,1,1,2
Jodi Lobel,,,,,,,,,,,,,1,17,2,14,5,3,4,3,0,2,4,5,1,1,1,3,1,1,1,0,0,0,2,0,0,0,1,0,0,0,0,21,22,6,9,4,3,2,0,2
Vincent N Melchiorre,,,,,,,,,,,,,,0,5,12,1,0,5,2,3,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,19,9,7,2,0,3,0,2
Daine Grey Jr,,,,,,,,,,,,,,,0,1,1,2,4,4,5,4,1,1,3,2,5,3,2,2,1,1,0,1,0,1,3,2,0,1,0,1,0,16,5,20,7,6,3,0,0,2
Vince Giusini,,,,,,,,,,,,,,,,0,0,0,2,0,0,2,0,0,2,3,1,1,1,2,0,0,0,0,0,0,1,1,1,1,0,0,0,12,15,3,5,2,2,2,0,2
Lucretia Clemons,,,,,,,,,,,,,,,,,2,4,4,4,2,2,5,6,1,1,0,0,0,1,2,0,0,1,3,0,1,0,1,0,0,0,0,4,5,5,6,4,2,1,0,2
Jennifer Schultz,,,,,,,,,,,,,,,,,,0,3,7,3,4,4,5,1,1,3,1,2,1,2,2,2,1,2,2,0,0,0,0,0,0,0,4,6,6,5,7,4,2,1,2
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,0,4,2,2,3,4,0,2,2,1,2,0,1,0,0,0,2,0,1,1,2,1,0,0,0,4,4,6,7,4,4,0,0,2
Tracy B Roman,,,,,,,,,,,,,,,,,,,,0,5,3,5,6,0,1,5,1,2,1,3,2,2,1,3,2,0,0,0,0,0,0,0,1,1,4,8,8,5,2,1,2
Lyris Younge,,,,,,,,,,,,,,,,,,,,,0,2,1,1,1,3,5,0,2,1,2,2,2,1,0,2,1,1,1,0,0,1,0,1,1,5,6,5,3,1,1,2
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,0,3,2,1,1,2,2,4,1,3,1,1,0,1,2,2,2,1,1,0,1,0,0,3,2,4,6,4,1,0,2
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,0,6,0,0,0,0,1,0,3,0,0,0,3,0,1,1,0,0,0,1,0,1,1,1,6,6,4,1,0,2
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,1,2,2,6,6,3,1,0,2
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,0,0,3,0,0,0,1,0,1,1,0,0,0,1,0,0,2,4,5,2,1,0,0,0,2
