col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,division
Rainy Papademetriou,,,,,,,,,2,24,12,6,15,22,12,10,19,6,9,10,16,16,4,5,16,5,6,9,5,14,12,5,3,1,4,4,6,2,5,2,1,3,2,1,2,1,4,2,1,1,0,1
Jon Marshall,,,,,,,,,,1,17,9,15,22,13,7,15,10,4,4,13,12,5,6,15,5,6,1,6,11,11,6,2,5,4,5,4,2,1,3,2,3,3,2,2,2,1,0,1,0,0,1
Frances Fattah,,,,,,,,,,,2,6,14,13,15,11,4,6,10,5,4,5,6,1,4,7,10,1,6,7,2,6,6,1,8,6,4,6,2,5,3,3,3,2,2,2,1,1,2,2,0,1
Ken Powell,,,,,,,,,,,,0,10,3,6,10,8,18,8,12,4,10,10,14,2,8,6,8,2,2,1,6,3,7,6,4,1,4,7,3,3,6,4,5,3,3,1,3,2,1,0,1
Leon Goodman,,,,,,,,,,,,,0,11,17,5,4,6,8,3,5,3,12,10,2,4,6,3,4,12,1,6,8,6,6,4,4,4,2,7,2,3,4,1,2,1,2,0,3,2,0,1
Marissa Brumbach,,,,,,,,,,,,,,1,12,5,18,2,7,3,19,16,5,1,15,3,6,5,2,7,14,4,3,1,3,3,4,3,0,3,2,3,3,1,4,2,1,0,0,0,0,1
Jennifer Schultz,,,,,,,,,,,,,,,0,6,5,9,8,8,6,2,6,3,3,6,6,6,5,11,1,4,4,1,9,7,6,6,2,4,5,4,3,1,5,1,2,0,2,1,2,1
Kai Scott,,,,,,,,,,,,,,,,2,6,11,15,13,8,11,4,6,5,10,11,9,8,2,4,7,7,3,6,4,4,6,8,2,5,3,2,3,1,2,2,4,4,1,2,1
Thomas Martin,,,,,,,,,,,,,,,,,0,5,7,7,17,16,5,3,16,5,5,5,2,3,12,5,3,1,5,1,4,2,2,3,2,5,1,3,4,1,2,0,0,2,1,1
Lyris Younge,,,,,,,,,,,,,,,,,,0,10,13,4,9,8,14,3,10,6,7,4,2,2,4,5,6,4,4,3,3,5,2,5,3,2,5,2,2,1,2,3,0,3,1
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,1,15,6,10,9,6,5,12,12,11,9,2,2,4,8,0,3,5,7,6,8,5,3,2,3,2,1,1,1,5,2,3,2,1
Daine Grey Jr,,,,,,,,,,,,,,,,,,,,1,3,10,6,6,3,11,8,15,9,4,3,6,4,1,5,5,6,4,8,2,7,2,4,4,3,1,3,5,2,2,3,1
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,1,14,4,1,15,4,5,4,3,2,11,4,4,3,3,2,3,3,1,3,3,4,2,4,3,2,1,0,1,1,1,1
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,0,3,6,12,8,7,8,1,2,12,4,3,2,2,2,2,1,7,0,4,3,2,2,2,1,2,3,0,0,1,1
Tracy B Roman,,,,,,,,,,,,,,,,,,,,,,,0,10,2,6,6,4,0,3,1,4,5,4,2,5,5,5,2,5,2,1,3,2,2,1,2,2,1,2,1,1
Scott Diclaudio,,,,,,,,,,,,,,,,,,,,,,,,0,1,4,1,5,1,2,1,3,2,7,0,0,2,0,4,2,2,1,2,1,1,1,1,3,2,1,0,1
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,0,2,7,3,4,2,11,3,2,1,1,1,3,0,3,1,0,2,0,2,3,2,1,2,0,0,0,1
Mia Roberts Perez,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,4,2,3,4,3,1,5,7,5,4,7,5,5,4,3,3,1,2,2,4,2,1,3,1
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,6,2,5,5,6,2,2,6,9,5,5,4,5,4,4,2,1,2,0,2,1,2,2,1
Abbe Fletman,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,2,2,4,2,1,3,3,5,2,6,0,3,3,4,1,4,1,2,4,1,0,1,1
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,4,3,2,4,4,5,3,3,3,2,0,2,2,0,2,1,2,2,2,0,1
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,3,0,4,4,3,2,1,0,1,0,1,0,2,0,4,0,0,1,0,1
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0,2,2,0,0,1,2,1,2,0,1,1,2,0,1,0,1,1
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,3,5,3,3,1,1,3,2,4,1,3,2,5,2,0,2,1,0,1
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,2,4,3,1,4,2,1,1,2,1,0,1,0,4,1,1,1
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,2,2,1,2,3,2,2,3,1,3,1,0,2,1,0,1
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,2,6,2,2,1,4,1,2,2,1,3,1,2,1,0,1
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,6,1,4,2,1,3,0,1,2,3,0,0,1,1,1
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,3,3,4,2,4,1,2,1,1,2,0,1,1,1
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,3,3,2,1,1,2,3,0,1,2,0,1
Chris Mallios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,2,0,2,0,1,0,5,1,0,1,1
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,4,2,1,2,1,0,2,1,0,1
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,3,1,1,0,0,1,1,3,1
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,2,0,0,1,0,0,1
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,1,0,1,1,0,1
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,0,0,2,1,1,1
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,0,0,0,0,1
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,1
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,1
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,62,47,35,31,14,13,9,8,44,39,34,33,33,33,31,31,30,29,29,28,27,27,27,24,23,21,20,18,16,16,16,15,15,14,14,13,13,12,11,11,10,10,9,8,7,6,6,6,5,4,3,1
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,2
,Rainy Papademetriou,Leon Goodman,Jon Marshall,Daine Grey Jr,Frances Fattah,Jennifer Schultz,Brian T Ortelere,Lyris Younge,Ken Powell,Tracy B Roman,Kai Scott,Marissa Brumbach,Stephanie M Sawyer,Scott Diclaudio,Abbe Fletman,Mia Roberts Perez,Chris Mallios,Vincent N Melchiorre,Betsy Wahl,Thomas Martin,Deborah Watson Stokes,Lynne M Summers,Vincent Furlong,Wayne M D Bennett,Anthony Kyriakakis,Sherman Toppin,Jodi Lobel,Michael Fanning,Edward William Louden Jr,Lucretia Clemons,Stella Tsai,James F Berardinelli,Rania Major,Leon A King Ii,Sandjai Weaver,Shanese Johnson,Vince Giusini,Chris Mccabe,Starr Marshall Cash,Franklin A Bennett Iii,Joshua Hill,Tangie M Boston,William J Ciancaglini,Matthew Perks,Joffie C Pittman,Sharon Williams Losier,Christine Hope,Daniel R Sulman,Gary S Silver,Christian Dicicco,Franklin A Bennett Iii,2
Rainy Papademetriou,1,24,27,17,28,31,27,10,10,3,8,24,10,3,14,8,10,8,7,9,8,7,6,3,9,2,4,5,2,3,7,6,1,2,3,1,2,2,2,3,2,0,0,26,15,8,14,6,6,4,1,2
Leon Goodman,,2,30,5,27,25,25,7,9,10,2,21,4,8,3,2,1,6,3,2,3,5,5,4,2,2,4,3,5,2,1,3,4,2,3,3,2,2,2,1,1,1,0,30,7,9,7,2,2,5,3,2
Jon Marshall,,,1,3,28,29,26,6,9,7,2,26,1,7,1,0,2,0,1,3,2,4,3,3,3,3,3,4,6,4,1,2,1,2,3,2,0,2,1,1,1,0,0,33,7,10,4,2,2,0,1,2
Daine Grey Jr,,,,0,6,9,5,16,13,9,17,2,23,8,20,16,16,14,14,9,12,9,6,5,9,9,7,7,3,4,7,6,4,4,5,5,2,2,3,3,0,1,0,8,24,17,21,8,7,2,3,2
Frances Fattah,,,,,3,30,27,5,6,5,1,25,6,2,2,3,3,3,3,3,5,8,5,5,2,1,2,3,2,3,1,2,1,3,1,3,2,2,3,3,1,2,0,27,5,7,8,1,3,2,2,2
Jennifer Schultz,,,,,,1,30,4,5,7,2,26,3,1,5,2,1,3,3,4,5,7,9,4,2,4,4,4,3,4,3,7,1,1,2,3,1,1,3,2,2,0,0,30,6,5,13,2,7,1,2,2
Brian T Ortelere,,,,,,,1,1,3,2,0,22,0,2,5,1,0,1,1,0,2,1,6,1,0,0,2,3,0,2,0,5,1,0,1,1,0,1,1,1,1,1,0,25,1,2,6,1,4,2,1,2
Lyris Younge,,,,,,,,1,20,11,16,0,13,16,13,10,13,6,7,10,6,7,3,4,2,6,3,5,6,3,0,0,3,4,1,2,3,1,1,1,1,0,0,8,24,20,9,4,3,2,1,2
Ken Powell,,,,,,,,,0,9,11,2,11,13,11,10,10,5,2,7,5,6,4,3,1,5,1,6,5,3,0,1,0,3,0,1,2,1,3,1,1,1,0,9,21,15,11,3,4,2,3,2
Tracy B Roman,,,,,,,,,,1,8,1,10,11,7,8,4,6,5,4,4,6,6,9,4,3,3,5,5,3,4,3,3,4,1,3,2,2,1,1,1,0,0,11,16,15,11,6,1,4,1,2
Kai Scott,,,,,,,,,,,2,1,18,7,16,15,16,9,9,7,8,2,1,4,6,7,2,6,2,3,6,0,3,3,1,3,1,2,2,0,0,0,0,4,19,11,9,7,1,3,2,2
Marissa Brumbach,,,,,,,,,,,,0,1,0,0,0,0,1,2,2,2,2,3,1,2,2,3,3,1,3,1,1,1,0,1,1,0,1,1,0,0,0,0,25,1,3,3,0,0,0,1,2
Stephanie M Sawyer,,,,,,,,,,,,,0,9,16,16,16,10,13,7,11,8,3,5,8,6,1,5,4,2,8,1,3,4,0,3,1,3,3,2,1,1,0,4,20,13,14,8,1,2,2,2
Scott Diclaudio,,,,,,,,,,,,,,0,8,5,7,3,5,3,1,2,2,4,1,2,0,5,7,1,0,1,3,4,0,2,1,1,0,0,0,1,0,6,17,17,7,2,1,2,0,2
Abbe Fletman,,,,,,,,,,,,,,,0,15,14,10,9,6,6,2,6,3,7,3,1,4,0,2,6,5,2,3,0,2,2,2,0,1,0,0,0,3,15,9,14,7,4,3,0,2
Mia Roberts Perez,,,,,,,,,,,,,,,,0,13,9,7,5,7,2,4,2,7,4,2,7,0,4,6,3,1,1,1,2,1,2,1,1,1,0,0,1,12,4,10,9,3,2,1,2
Chris Mallios,,,,,,,,,,,,,,,,,0,10,7,7,7,5,1,1,7,3,1,5,0,1,6,0,1,2,1,2,1,1,2,1,0,0,0,2,16,9,8,8,2,1,0,2
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,0,8,3,7,5,2,1,7,2,6,2,0,0,6,2,2,0,3,2,3,0,1,1,1,0,0,7,11,3,6,8,2,4,0,2
Betsy Wahl,,,,,,,,,,,,,,,,,,,0,1,8,3,2,3,6,1,3,1,2,0,6,0,2,2,3,1,0,1,0,0,0,0,0,5,11,8,6,4,1,2,0,2
Thomas Martin,,,,,,,,,,,,,,,,,,,,0,1,7,3,4,3,6,3,3,1,4,1,2,3,2,1,1,3,1,1,3,1,0,0,4,11,8,9,1,4,1,2,2
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,0,5,2,2,7,5,3,2,2,2,6,0,2,1,1,1,0,1,2,0,1,1,0,5,9,5,6,6,1,3,2,2
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,0,4,5,3,4,3,1,2,3,2,3,1,3,1,3,2,1,2,2,2,1,0,7,7,9,11,2,3,2,1,2
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,0,6,2,3,2,2,0,2,2,7,3,2,1,3,1,1,1,1,1,0,0,5,4,5,10,3,6,2,1,2
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,2,3,1,2,3,1,4,6,1,3,2,2,1,1,0,1,0,4,7,8,10,3,1,5,1,2
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,2,1,1,9,3,2,1,3,2,2,0,0,0,1,0,0,2,8,3,6,7,1,2,0,2
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,4,4,2,2,4,1,2,3,2,1,3,0,2,1,0,4,6,8,7,2,3,1,2,2
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,2,1,1,2,0,5,3,0,1,1,0,1,0,0,8,1,4,4,3,1,2,0,2
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,1,1,2,1,2,0,0,2,2,0,0,1,0,3,6,3,6,4,1,2,2,2
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,1,1,0,1,1,0,0,2,0,1,1,0,5,7,7,4,0,1,0,1,2
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,1,0,0,1,1,0,1,0,3,1,4,5,2,2,0,2,2
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,2,1,0,0,1,0,1,0,0,1,8,2,5,6,1,2,0,2
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,3,1,0,0,1,1,0,0,2,1,2,9,1,5,1,0,2
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,1,1,0,1,0,1,0,3,3,5,5,2,0,4,1,2
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,2,0,1,0,0,0,1,5,6,4,0,1,1,1,2
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1,0,0,5,1,2,2,2,2,1,0,2
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,0,0,0,2,2,5,5,1,2,1,0,2
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,0,0,1,3,2,3,0,1,1,0,2
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,0,0,2,2,2,2,0,0,1,1,2
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,3,2,4,0,1,0,2,2
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,3,1,3,0,2,0,1,2
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,1,2,2,1,0,2
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,2,0,0,1,1,2
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2
Matthew Perks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,10,7,3,1,3,1,2
Joffie C Pittman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,12,7,4,3,3,2
Sharon Williams Losier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,15,1,2,2,1,2
Christine Hope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,6,6,2,2
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,0,2
Gary S Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,2
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,50,44,43,42,41,41,33,33,32,31,28,28,28,26,25,21,20,19,17,17,16,16,14,14,13,13,12,12,11,10,10,9,8,7,7,7,6,5,5,4,3,2,0,47,44,44,33,13,12,8,5,2
,Judge Of The Municipal Court - Democrat,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
,Sharon Williams Losier,Joffie C Pittman,Christine Hope,Matthew Perks,Gary S Silver,Franklin A Bennett Iii,Christian Dicicco,Daniel R Sulman,Daine Grey Jr,Scott Diclaudio,Lyris Younge,Ken Powell,Rainy Papademetriou,Lynne M Summers,Kai Scott,Betsy Wahl,Stephanie M Sawyer,Abbe Fletman,Thomas Martin,Chris Mallios,Jon Marshall,Leon Goodman,Frances Fattah,Jennifer Schultz,Vincent Furlong,Mia Roberts Perez,Tracy B Roman,Marissa Brumbach,Michael Fanning,Brian T Ortelere,Edward William Louden Jr,Leon A King Ii,Shanese Johnson,Deborah Watson Stokes,Jodi Lobel,Lucretia Clemons,Wayne M D Bennett,Anthony Kyriakakis,Joshua Hill,Rania Major,Sherman Toppin,Chris Mccabe,Franklin A Bennett Iii,James F Berardinelli,Vince Giusini,Sandjai Weaver,Stella Tsai,William J Ciancaglini,Starr Marshall Cash,Tangie M Boston,Vincent N Melchiorre,3
Sharon Williams Losier,1,26,22,11,4,2,2,0,24,26,27,25,22,14,21,16,19,18,17,15,9,6,6,5,4,6,8,4,7,4,8,4,5,4,6,5,4,3,2,4,4,3,4,3,2,2,2,2,1,2,0,3
Joffie C Pittman,,0,19,6,5,2,1,1,23,25,24,24,20,13,19,15,17,18,18,13,5,5,1,3,4,7,3,2,6,4,6,3,2,2,3,4,3,4,1,3,4,2,2,2,1,1,2,2,1,1,1,3
Christine Hope,,,0,4,5,4,3,1,25,19,17,17,17,13,20,14,18,19,17,12,4,3,5,5,5,7,4,5,6,3,2,3,5,5,5,3,3,3,4,3,3,1,4,3,3,1,2,0,1,0,2,3
Matthew Perks,,,,1,2,0,2,0,5,8,8,7,10,1,4,4,3,3,1,1,8,11,8,7,2,0,6,6,3,5,6,2,4,1,3,1,5,2,1,2,0,1,2,2,1,2,2,0,0,1,1,3
Gary S Silver,,,,,0,4,0,2,5,3,1,6,5,5,3,1,4,2,4,1,2,6,5,3,5,3,3,0,3,2,3,5,4,3,0,3,2,1,4,3,2,2,0,1,0,2,1,2,1,1,0,3
Franklin A Bennett Iii,,,,,,0,0,0,2,2,2,3,1,4,1,0,2,2,1,0,0,2,4,2,2,2,1,1,2,0,0,4,3,5,0,2,2,0,3,0,2,2,2,0,1,0,0,1,0,1,1,3
Christian Dicicco,,,,,,,0,0,1,1,1,0,1,2,3,2,1,0,0,0,1,0,0,1,2,1,0,1,2,1,0,0,1,0,2,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,3
Daniel R Sulman,,,,,,,,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,3
Daine Grey Jr,,,,,,,,,1,22,21,20,25,16,22,18,23,23,18,16,3,3,4,3,4,6,2,5,3,5,4,3,2,3,4,4,1,5,3,3,3,1,1,2,1,3,2,0,1,0,1,3
Scott Diclaudio,,,,,,,,,,1,26,23,19,13,20,14,19,17,18,13,6,5,2,1,3,7,5,3,6,2,4,4,4,2,3,3,2,3,2,2,0,2,3,1,3,0,0,2,1,1,1,3
Lyris Younge,,,,,,,,,,,1,23,17,14,19,14,19,20,18,12,6,5,2,1,2,6,3,3,4,2,5,2,1,2,3,2,2,2,3,1,3,3,2,2,1,0,0,1,0,1,0,3
Ken Powell,,,,,,,,,,,,2,20,15,18,15,17,19,19,13,5,8,4,3,6,8,6,2,6,2,6,4,4,2,2,3,5,2,4,3,2,4,3,2,1,1,1,3,1,2,0,3
Rainy Papademetriou,,,,,,,,,,,,,0,14,17,14,18,18,16,16,6,7,7,5,4,6,1,6,6,6,4,4,3,0,3,5,2,5,1,2,1,2,0,1,1,3,1,2,0,1,1,3
Lynne M Summers,,,,,,,,,,,,,,4,15,14,14,15,12,10,3,2,2,2,7,6,2,2,3,0,0,4,3,3,0,3,2,1,4,2,3,4,2,2,3,0,0,2,1,1,0,3
Kai Scott,,,,,,,,,,,,,,,0,19,23,19,17,15,3,3,3,3,3,8,2,2,3,1,0,2,4,2,3,1,1,1,2,2,2,0,2,2,2,1,2,1,1,0,0,3
Betsy Wahl,,,,,,,,,,,,,,,,2,16,14,14,13,0,1,2,1,1,4,2,2,2,1,1,2,3,1,4,1,1,1,1,1,2,0,1,1,1,1,2,1,0,0,1,3
Stephanie M Sawyer,,,,,,,,,,,,,,,,,0,18,17,17,2,4,3,3,2,7,2,1,1,0,0,1,2,3,1,0,1,0,3,1,1,0,0,0,0,1,1,0,1,0,0,3
Abbe Fletman,,,,,,,,,,,,,,,,,,0,15,14,1,2,2,2,2,6,1,1,1,2,2,3,2,2,1,0,1,1,3,0,2,2,2,4,2,0,0,0,0,0,0,3
Thomas Martin,,,,,,,,,,,,,,,,,,,0,11,4,3,2,2,4,6,2,1,2,0,0,1,0,1,1,1,1,1,3,1,0,1,0,1,1,1,0,1,1,0,0,3
Chris Mallios,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,1,5,1,0,2,0,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3
Jon Marshall,,,,,,,,,,,,,,,,,,,,,0,8,4,6,3,0,2,5,4,4,4,1,1,0,2,2,2,2,2,2,0,2,2,2,2,1,0,0,1,1,0,3
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,0,8,7,4,1,4,3,2,4,5,2,2,2,0,0,5,0,4,1,0,1,1,1,0,1,0,0,1,1,0,3
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,0,7,3,0,3,5,3,3,1,4,5,4,0,1,3,0,3,2,1,2,2,0,1,1,1,1,0,1,1,3
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,,,,,0,5,2,4,4,2,5,3,1,3,4,1,1,5,0,1,2,0,0,2,3,2,1,1,0,1,0,1,3
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,1,4,5,2,4,2,2,3,3,2,2,4,4,2,3,3,1,3,1,3,3,0,1,2,2,1,0,3
Mia Roberts Perez,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,3,1,1,1,1,3,2,3,1,1,1,1,2,1,0,0,0,0,1,1,1,0,0,3
